@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/dme5ptimo.100.cnf,1.0,0.24,0.02,0.0,0.0,2.0,2.6,2.14,2.12,2.02,6.669415094002034
instances/Sat_Data/bmc/bmc08-100/139454p1.100.cnf,1.0,1.54,0.22,-0.0,-0.0,2.02,5.74,2.94,2.96,2.72,0
instances/Sat_Data/bmc/bmc08-100/dme6ptimonegnv.100.cnf,1.0,0.3,0.04,0.0,0.0,2.0,2.78,2.2,2.22,2.08,8.917235935999997
instances/Sat_Data/bmc/bmc08-100/intel023.100.cnf,1.0,0.28,0.04,0.0,0.0,1.98,2.82,2.18,2.2,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar27.100.cnf,1.0,0.02,0.02,0.0,0.0,0.72,0.5,2.08,2.26,2.0,0
instances/Sat_Data/bmc/bmc08-100/intel030.100.cnf,1.0,4.82,0.66,0.02,0.0,2.02,14.12,5.04,4.9,2.14,0
instances/Sat_Data/bmc/bmc08-100/intel047.100.cnf,1.0,0.52,0.06,0.0,0.0,1.98,3.52,2.34,2.34,2.1,0
instances/Sat_Data/bmc/bmc08-100/intel027.100.cnf,1.0,5.04,0.68,0.02,0.0,2.02,14.64,5.1,4.94,2.32,0
instances/Sat_Data/bmc/bmc08-100/cmudme1.100.cnf,1.0,0.04,0.0,0.0,0.0,1.98,0.58,2.08,2.28,2.0,1.82032292799704
instances/Sat_Data/bmc/bmc08-100/prodconspold4.100.cnf,1.0,0.1,0.0,0.0,0.0,1.98,1.22,2.08,2.12,2.0,4.351440559999901
instances/Sat_Data/bmc/bmc08-100/bj08amba2g3f3.100.cnf,1.0,0.22,0.02,0.0,0.0,1.98,2.6,2.14,2.14,2.0,10.490789352999856
instances/Sat_Data/bmc/bmc08-100/intel014.100.cnf,1.0,4.38,0.58,0.02,-0.0,2.02,12.4,4.56,4.48,2.08,0
instances/Sat_Data/bmc/bmc08-100/eijkS526.100.cnf,1.0,0.04,0.02,0.0,0.0,1.98,0.86,2.04,2.16,2.0,8.889891835999151
instances/Sat_Data/bmc/bmc08-100/139454p23.100.cnf,1.0,1.52,0.22,-0.0,-0.0,2.0,5.72,2.96,2.92,2.2,56.27569192499504
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar05.100.cnf,1.0,0.02,0.02,0.0,0.0,1.98,0.48,2.08,2.2,2.0,1.306506791999709
instances/Sat_Data/bmc/bmc08-100/139462p24.100.cnf,1.0,1.08,0.14,-0.0,-0.0,2.0,4.74,2.64,2.64,2.14,44.95831626900008
instances/Sat_Data/bmc/bmc08-100/139454p5.100.cnf,1.0,1.56,0.2,0.02,-0.0,2.0,5.66,2.94,2.92,2.02,52.13304964500003
instances/Sat_Data/bmc/bmc08-100/pdtvisvending03.100.cnf,1.0,0.12,0.02,0.0,0.0,1.98,1.62,2.1,2.1,2.0,4.184367676999955
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax1.100.cnf,1.0,0.16,0.04,0.0,0.0,1.98,2.2,2.12,2.16,2.0,10.69227296600002
instances/Sat_Data/bmc/bmc08-100/neclaftp1002.100.cnf,1.0,5.42,0.74,0.02,-0.0,2.02,16.24,5.46,5.26,2.06,493.7170550779993
instances/Sat_Data/bmc/bmc08-100/eijkS208.100.cnf,1.0,0.02,0.0,0.0,0.0,1.96,0.48,2.08,2.38,2.0,1.4990261540006031
instances/Sat_Data/bmc/bmc08-100/intel012.100.cnf,1.0,5.54,0.72,0.02,-0.0,2.02,16.08,5.34,5.24,2.14,0
instances/Sat_Data/bmc/bmc08-100/kenflashp07.100.cnf,1.0,0.14,0.04,0.0,0.0,0.76,2.46,2.14,2.12,2.02,0
instances/Sat_Data/bmc/bmc08-100/eijkS208c.100.cnf,1.0,0.02,0.0,0.0,0.0,1.96,0.22,2.12,2.4,2.0,1.6520602630007488
instances/Sat_Data/bmc/bmc08-100/bjrb07amba5andenv.100.cnf,1.0,?,?,?,?,?,?,?,?,?,0
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence1.100.cnf,1.0,0.32,0.04,0.0,0.0,1.98,2.78,2.22,2.22,2.0,16.45217105499978
instances/Sat_Data/bmc/bmc08-100/pdtvissoap0.100.cnf,1.0,0.62,0.1,0.0,0.0,1.3,3.56,2.42,2.46,2.02,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvending00.100.cnf,1.0,0.12,0.02,0.0,0.0,1.96,1.6,2.14,2.14,2.0,5.29949306600065
instances/Sat_Data/bmc/bmc08-100/bj08amba2g4f2.100.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,1.1,0
instances/Sat_Data/bmc/bmc08-100/pdtvisheap10.100.cnf,1.0,0.16,0.04,0.0,0.0,2.0,2.3,2.14,2.14,2.0,7.790702436002903
instances/Sat_Data/bmc/bmc08-100/pdtvisretherrtf0.100.cnf,1.0,0.18,0.02,0.0,0.0,1.98,2.12,2.14,2.16,2.0,6.541446233997704
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep9.100.cnf,1.0,0.14,0.02,0.02,0.0,1.98,2.48,2.14,2.16,2.0,0
instances/Sat_Data/bmc/bmc08-100/139443p6neg.100.cnf,1.0,0.64,0.1,0.0,0.0,2.0,3.8,2.4,2.38,2.04,26.357285935999982
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a29.100.cnf,1.0,0.16,0.02,0.0,0.0,1.98,2.0,2.12,2.14,2.0,7.839115712999046
instances/Sat_Data/bmc/bmc08-100/prodconsp1.100.cnf,1.0,0.1,0.0,0.0,0.0,1.98,1.28,2.08,2.08,2.0,5.28486400499969
instances/Sat_Data/bmc/bmc08-100/prodcellp0.100.cnf,1.0,0.04,0.0,0.0,0.0,0.6,0.62,2.04,2.08,2.0,5.525090274000831
instances/Sat_Data/bmc/bmc08-100/dme3ptimo.100.cnf,1.0,0.14,0.02,0.0,0.0,0.32,1.98,2.12,2.14,2.02,4.52754305399867
instances/Sat_Data/bmc/bmc08-100/dme5ptimoneg.100.cnf,1.0,0.24,0.04,0.0,0.0,1.98,2.6,2.16,2.14,2.08,0
instances/Sat_Data/bmc/bmc08-100/counterp0neg.100.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.08,2.12,2.52,2.0,0.7147932669977308
instances/Sat_Data/bmc/bmc08-100/139452p6neg.100.cnf,1.0,0.6,0.08,0.0,0.0,1.98,3.5,2.4,2.4,2.04,26.678160733999903
instances/Sat_Data/bmc/bmc08-100/bjrb07amba4andenv.100.cnf,1.0,2.8,0.42,-0.0,-0.0,2.0,8.92,3.88,3.9,2.24,244.69343995599772
instances/Sat_Data/bmc/bmc08-100/visemodel.100.cnf,1.0,0.04,0.0,0.0,0.0,1.96,0.66,2.08,2.24,2.0,1.1248831309999332
instances/Sat_Data/bmc/bmc08-100/pdtvisheap01.100.cnf,1.0,0.16,0.04,0.0,0.0,1.98,2.32,2.14,2.14,2.0,6.615520789000584
instances/Sat_Data/bmc/bmc08-100/abp4p2tt.100.cnf,1.0,0.1,0.02,0.0,0.0,1.98,1.32,2.06,2.1,2.0,5.503121724999801
instances/Sat_Data/bmc/bmc08-100/brpptimo.100.cnf,1.0,0.12,0.02,0.0,0.0,0.46,1.72,2.08,2.08,2.02,5.815064002003055
instances/Sat_Data/bmc/bmc08-100/pdtpmsns3.100.cnf,1.0,0.52,0.08,0.0,0.0,1.98,3.56,2.36,2.36,2.0,94.86860671400063
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax5.100.cnf,1.0,0.18,0.02,0.0,0.0,1.98,2.32,2.14,2.14,2.0,10.820589936000031
instances/Sat_Data/bmc/bmc08-100/pdtvistimeout3.100.cnf,1.0,0.16,0.02,0.0,0.0,1.98,1.86,2.14,2.14,2.0,7.730109028001607
instances/Sat_Data/bmc/bmc08-100/neclabakery001.100.cnf,1.0,0.1,0.02,0.0,0.0,1.98,1.98,2.1,2.1,2.0,0
instances/Sat_Data/bmc/bmc08-100/dme5ptimonegnv.100.cnf,1.0,0.24,0.02,0.0,0.0,1.98,2.64,2.16,2.18,2.02,0
instances/Sat_Data/bmc/bmc08-100/visbakery.100.cnf,1.0,0.1,0.02,0.0,0.0,1.98,1.56,2.06,2.1,2.0,0
instances/Sat_Data/bmc/bmc08-100/ringp0neg.100.cnf,1.0,0.0,0.0,0.0,0.0,0.1,0.2,2.14,2.32,2.0,1.2907667250037775
instances/Sat_Data/bmc/bmc08-100/pdtvisheap00.100.cnf,1.0,0.18,0.02,0.0,0.0,1.98,2.42,2.14,2.16,2.0,7.330914300000586
instances/Sat_Data/bmc/bmc08-100/eijkS420.100.cnf,1.0,0.04,0.0,0.02,0.0,1.98,1.04,2.08,2.16,2.0,3.485330593997787
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p18.100.cnf,1.0,0.64,0.1,0.0,0.0,1.98,3.78,2.42,2.44,2.04,20.25357512299888
instances/Sat_Data/bmc/bmc08-100/bj08vsar8.100.cnf,1.0,0.06,0.0,0.0,0.0,0.28,1.36,2.08,2.14,2.0,3.4468949049987714
instances/Sat_Data/bmc/bmc08-100/pdtpmsrotate32.100.cnf,1.0,0.16,0.04,0.0,0.0,1.98,1.82,2.16,2.14,2.0,676.0562336709991
instances/Sat_Data/bmc/bmc08-100/bj08amba4g5.100.cnf,1.0,2.28,0.3,0.02,-0.0,1.98,8.48,3.48,3.46,2.02,0
instances/Sat_Data/bmc/bmc08-100/139463p6.100.cnf,1.0,1.64,0.22,0.02,-0.0,2.0,6.16,3.04,3.02,2.1,58.04978765199985
instances/Sat_Data/bmc/bmc08-100/nusmvreactorp2.100.cnf,1.0,0.12,0.0,0.0,0.0,1.14,1.7,2.1,2.1,2.0,7.076767169997765
instances/Sat_Data/bmc/bmc08-100/139462p0neg.100.cnf,1.0,1.06,0.14,-0.0,-0.0,1.98,4.68,2.64,2.64,2.18,42.43829274500058
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar00.100.cnf,1.0,0.02,0.02,0.0,0.0,0.08,0.48,2.08,2.2,2.0,1.249099715000057
instances/Sat_Data/bmc/bmc08-100/pdtpmsmatrix.100.cnf,1.0,0.06,0.02,0.0,0.0,1.98,0.82,2.08,2.14,2.0,3.724815194997064
instances/Sat_Data/bmc/bmc08-100/eijkbs4863.100.cnf,1.0,0.56,0.08,0.0,0.0,2.0,3.58,2.38,2.38,2.02,0
instances/Sat_Data/bmc/bmc08-100/intel054.100.cnf,1.0,0.3,0.06,0.0,0.0,1.98,2.8,2.2,2.2,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence4.100.cnf,1.0,0.32,0.04,0.0,0.0,1.98,2.82,2.2,2.2,2.0,15.15833800600376
instances/Sat_Data/bmc/bmc08-100/texasPImainp15.100.cnf,1.0,0.22,0.06,0.0,0.0,1.98,2.72,2.18,2.18,2.0,0
instances/Sat_Data/bmc/bmc08-100/prodcellp1neg.100.cnf,1.0,0.04,0.0,0.0,0.0,1.48,0.62,2.06,2.06,2.0,4.956695640999897
instances/Sat_Data/bmc/bmc08-100/eijkS382.100.cnf,1.0,0.04,0.0,0.0,0.0,1.96,0.74,2.08,2.26,2.0,6.659644863997528
instances/Sat_Data/bmc/bmc08-100/139463p5neg.100.cnf,1.0,1.62,0.22,0.02,-0.0,2.0,6.12,3.02,3.0,2.04,0
instances/Sat_Data/bmc/bmc08-100/dme5p1neg.100.cnf,1.0,0.24,0.02,0.0,0.0,1.98,2.7,2.18,2.16,2.04,7.517243861000679
instances/Sat_Data/bmc/bmc08-100/prodconspold3.100.cnf,1.0,0.1,0.02,0.0,0.0,1.98,1.24,2.08,2.1,2.02,5.236121506000927
instances/Sat_Data/bmc/bmc08-100/139462p6.100.cnf,1.0,1.04,0.14,0.0,0.0,2.0,4.7,2.66,2.64,2.18,40.88879046799957
instances/Sat_Data/bmc/bmc08-100/texasifetch1p2.100.cnf,1.0,0.0,0.02,0.0,0.0,0.64,0.2,2.12,2.54,2.0,0.4140238490001593
instances/Sat_Data/bmc/bmc08-100/neclaftp2001.100.cnf,1.0,2.24,0.3,0.02,-0.0,1.98,8.2,3.4,3.4,2.0,111.64631531300256
instances/Sat_Data/bmc/bmc08-100/139442p23.100.cnf,1.0,0.4,0.04,0.02,0.0,2.0,3.12,2.28,2.26,2.0,20.444603853000444
instances/Sat_Data/bmc/bmc08-100/intel062.100.cnf,1.0,0.8,0.1,0.02,0.0,2.0,3.88,2.48,2.46,2.06,0
instances/Sat_Data/bmc/bmc08-100/intel042.100.cnf,1.0,7.58,1.0,0.02,-0.0,2.0,22.12,6.56,6.36,2.38,0
instances/Sat_Data/bmc/bmc08-100/bj08autg3f3.100.cnf,1.0,0.08,0.02,0.0,0.0,1.98,1.8,2.08,2.1,2.0,6.275034156000402
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax4.100.cnf,1.0,0.18,0.02,0.0,0.0,1.98,2.3,2.14,2.12,2.0,8.149639703000048
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a04.100.cnf,1.0,0.12,0.0,0.0,0.0,0.38,1.56,2.1,2.1,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtpmsblackjack.100.cnf,1.0,0.14,0.02,0.0,0.0,2.0,1.72,2.1,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/intel067.100.cnf,1.0,1.18,0.16,-0.0,-0.0,2.0,4.96,2.76,2.76,2.08,0
instances/Sat_Data/bmc/bmc08-100/pdtvisgoodbakery0.100.cnf,1.0,1.14,0.18,-0.0,-0.0,2.0,4.92,2.74,2.78,2.02,0
instances/Sat_Data/bmc/bmc08-100/139462p1.100.cnf,1.0,1.08,0.14,-0.0,-0.0,1.98,4.72,2.66,2.64,2.04,0
instances/Sat_Data/bmc/bmc08-100/139443p5neg.100.cnf,1.0,0.64,0.1,0.0,0.0,2.0,3.74,2.42,2.44,2.02,32.26425988599658
instances/Sat_Data/bmc/bmc08-100/intel035.100.cnf,1.0,4.12,0.52,0.02,-0.0,2.0,11.98,4.48,4.44,2.04,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a31.100.cnf,1.0,0.12,0.02,0.0,0.0,0.52,1.84,2.12,2.12,2.02,0
instances/Sat_Data/bmc/bmc08-100/viscoherencep2.100.cnf,1.0,0.18,0.04,0.0,0.0,1.98,2.18,2.16,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar31.100.cnf,1.0,0.04,0.0,0.0,0.0,0.12,0.54,2.1,2.26,2.0,0
instances/Sat_Data/bmc/bmc08-100/texasifetch1p8.100.cnf,1.0,0.0,0.0,0.0,0.0,0.06,0.18,2.12,2.5,2.0,0
instances/Sat_Data/bmc/bmc08-100/eijkS820.100.cnf,1.0,0.14,0.02,0.0,0.0,1.98,2.36,2.12,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/139463p0neg.100.cnf,1.0,1.64,0.22,-0.0,-0.0,2.0,6.22,3.0,3.0,2.08,57.72048012599953
instances/Sat_Data/bmc/bmc08-100/pdtvisgoodbakery2.100.cnf,1.0,1.14,0.18,-0.0,-0.0,2.0,4.88,2.76,2.8,2.02,0
instances/Sat_Data/bmc/bmc08-100/eijkS349.100.cnf,1.0,0.04,0.0,0.0,0.0,1.98,0.46,2.1,2.22,2.0,19.937305586001457
instances/Sat_Data/bmc/bmc08-100/139442p0neg.100.cnf,1.0,0.38,0.06,0.0,0.0,1.98,3.06,2.24,2.26,2.02,0
instances/Sat_Data/bmc/bmc08-100/intel055.100.cnf,1.0,0.48,0.06,0.0,0.0,1.98,3.16,2.32,2.34,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a12.100.cnf,1.0,0.12,0.0,0.0,0.0,1.3,1.54,2.08,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/139453p5neg.100.cnf,1.0,1.02,0.12,-0.0,-0.0,1.98,5.08,2.66,2.62,2.08,42.313547876001394
instances/Sat_Data/bmc/bmc08-100/mutexp0.100.cnf,1.0,0.0,0.0,0.0,0.0,0.02,0.1,2.14,2.4,2.0,0.5166975079991971
instances/Sat_Data/bmc/bmc08-100/viselevatorp2.100.cnf,1.0,0.18,0.02,0.0,0.0,1.98,2.48,2.12,2.16,2.0,6.200796103999892
instances/Sat_Data/bmc/bmc08-100/texasparsesysp1.100.cnf,1.0,0.1,0.0,0.0,0.0,1.98,1.82,2.08,2.1,2.0,2.9443581059967983
instances/Sat_Data/bmc/bmc08-100/139464p1.100.cnf,1.0,2.44,0.32,-0.0,-0.0,2.0,9.1,3.54,3.46,2.1,83.51381085400499
instances/Sat_Data/bmc/bmc08-100/dme3ptimoneg.100.cnf,1.0,0.14,0.02,0.0,0.0,0.32,2.02,2.12,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/cmuperiodic.100.cnf,1.0,0.12,0.02,0.0,0.0,0.4,2.04,2.08,2.1,2.0,0
instances/Sat_Data/bmc/bmc08-100/texasPImainp08.100.cnf,1.0,0.24,0.02,0.0,0.0,1.98,2.62,2.14,2.16,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a07.100.cnf,1.0,0.12,0.02,0.0,0.0,1.98,1.6,2.12,2.12,2.0,0
instances/Sat_Data/bmc/bmc08-100/bj08amba5g62.100.cnf,1.0,3.32,0.46,-0.0,-0.0,2.0,9.9,4.14,4.2,2.22,280.8630720100009
instances/Sat_Data/bmc/bmc08-100/abp4ptimo.100.cnf,1.0,0.1,0.0,0.0,0.0,1.98,1.3,2.06,2.12,2.0,0
instances/Sat_Data/bmc/bmc08-100/brpptimonegnv.100.cnf,1.0,0.12,0.02,0.0,0.0,0.48,1.94,2.12,2.1,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax2.100.cnf,1.0,0.18,0.02,0.0,0.0,1.98,2.18,2.18,2.14,2.0,10.015876429002674
instances/Sat_Data/bmc/bmc08-100/irstdme5.100.cnf,1.0,0.18,0.02,0.0,0.0,1.98,2.5,2.12,2.16,2.02,0
instances/Sat_Data/bmc/bmc08-100/bjrb07amba3andenv.100.cnf,1.0,1.22,0.16,-0.0,-0.0,2.0,5.38,2.8,2.84,2.04,55.33710227600022
instances/Sat_Data/bmc/bmc08-100/irstdme6.100.cnf,1.0,0.28,0.04,0.0,0.0,1.98,2.68,2.2,2.18,2.02,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a11.100.cnf,1.0,0.1,0.02,0.0,0.0,0.4,1.96,2.14,2.12,2.0,0
instances/Sat_Data/bmc/bmc08-100/bj08amba2g3f2.100.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.16,1.1,0
instances/Sat_Data/bmc/bmc08-100/pcipFtimo.100.cnf,1.0,0.24,0.06,0.0,0.0,1.98,2.72,2.18,2.2,2.04,10.403006894994178
instances/Sat_Data/bmc/bmc08-100/kenflashp05.100.cnf,1.0,0.54,0.06,0.02,0.0,2.0,3.54,2.36,2.36,2.0,15.162040514000012
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep4.100.cnf,1.0,0.16,0.02,0.0,0.0,1.16,2.48,2.16,2.12,2.0,13.07593056800033
instances/Sat_Data/bmc/bmc08-100/eijkS298.100.cnf,1.0,0.02,0.02,0.0,0.0,1.98,0.42,2.08,2.26,2.0,7.810010560999217
instances/Sat_Data/bmc/bmc08-100/viscoherencep5.100.cnf,1.0,0.18,0.04,0.0,0.0,1.98,2.3,2.14,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/139453p6.100.cnf,1.0,1.02,0.12,0.02,-0.0,1.98,5.1,2.64,2.62,2.08,39.56118925900228
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a00.100.cnf,1.0,0.12,0.02,0.0,0.0,0.32,1.66,2.1,2.08,2.0,4.6915501989969925
instances/Sat_Data/bmc/bmc08-100/prodconsp0.100.cnf,1.0,0.1,0.02,0.0,0.0,1.96,1.4,2.08,2.1,2.0,4.706749633000072
instances/Sat_Data/bmc/bmc08-100/intel024.100.cnf,1.0,0.28,0.04,0.0,0.0,1.98,2.78,2.24,2.2,2.0,0
instances/Sat_Data/bmc/bmc08-100/intel020.100.cnf,1.0,0.28,0.04,0.0,0.0,1.98,2.68,2.2,2.18,2.04,0
instances/Sat_Data/bmc/bmc08-100/nusmvsyncarb5p2.100.cnf,1.0,0.0,0.0,0.0,0.0,0.1,0.04,2.26,2.7,0.86,6.041889129000992
instances/Sat_Data/bmc/bmc08-100/srg5ptimo.100.cnf,1.0,0.02,0.0,0.0,0.0,0.06,0.4,2.08,2.2,2.0,2.053577040000164
instances/Sat_Data/bmc/bmc08-100/nusmvdme116.100.cnf,1.0,0.26,0.02,0.0,0.0,1.98,2.78,2.18,2.2,2.08,0
instances/Sat_Data/bmc/bmc08-100/139444p6.100.cnf,1.0,0.98,0.14,-0.0,-0.0,1.98,5.0,2.64,2.62,2.06,40.25845611799741
instances/Sat_Data/bmc/bmc08-100/pdtvisvending02.100.cnf,1.0,0.12,0.0,0.0,0.0,2.0,1.66,2.08,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/139464p6neg.100.cnf,1.0,2.44,0.34,-0.0,-0.0,1.98,9.06,3.56,3.48,2.72,81.16643658900284
instances/Sat_Data/bmc/bmc08-100/intel003.100.cnf,1.0,0.04,0.0,0.0,0.0,1.98,0.84,2.06,2.16,2.0,0
instances/Sat_Data/bmc/bmc08-100/bjrb07amba10andenv.100.cnf,1.0,?,?,?,?,?,?,?,?,?,0
instances/Sat_Data/bmc/bmc08-100/139443p23.100.cnf,1.0,0.66,0.08,0.0,0.0,2.0,3.82,2.42,2.42,2.04,32.59693680000055
instances/Sat_Data/bmc/bmc08-100/prodcellp4neg.100.cnf,1.0,0.06,0.0,0.0,0.0,0.74,0.9,2.08,2.08,2.02,5.998726213998452
instances/Sat_Data/bmc/bmc08-100/pdtvisheap11.100.cnf,1.0,0.16,0.02,0.02,0.0,1.98,2.3,2.12,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/139444p1.100.cnf,1.0,1.0,0.14,-0.0,-0.0,1.98,5.0,2.64,2.62,2.18,39.85777218700241
instances/Sat_Data/bmc/bmc08-100/prodcellp3.100.cnf,1.0,0.06,0.0,0.0,0.0,0.6,0.84,2.06,2.12,2.02,5.6091342409999925
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax0.100.cnf,1.0,0.18,0.02,0.0,0.0,1.98,2.32,2.14,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/intel059.100.cnf,1.0,0.14,0.02,0.0,0.0,1.98,2.4,2.12,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtpmsmiim.100.cnf,1.0,0.06,0.0,0.0,0.0,1.96,0.76,2.08,2.18,2.0,0
