@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/pdtpmsgigamax.100.cnf,1,0.14,0.02,0.0,0.0,1.98,1.84,2.12,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/139464p5.100.cnf,1,2.44,0.34,0.02,-0.0,2.0,9.04,3.56,3.46,2.38
instances/Sat_Data/bmc/bmc08-100/bj08autg3f2.100.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.16,1.14
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar11.100.cnf,1,0.02,0.02,0.0,0.0,0.12,0.46,2.06,2.26,2.0
instances/Sat_Data/bmc/bmc08-100/139452p23.100.cnf,1,0.62,0.06,0.02,0.0,2.0,3.52,2.42,2.4,2.02
instances/Sat_Data/bmc/bmc08-100/nusmvbrp.100.cnf,1,0.06,0.0,0.0,0.0,1.98,0.74,2.08,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/kenoopp1.100.cnf,1,0.04,0.0,0.0,0.0,0.66,0.92,2.06,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/eijkS5378.100.cnf,1,0.38,0.06,0.0,0.0,2.0,3.06,2.26,2.24,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a27.100.cnf,1,0.12,0.02,0.0,0.0,1.98,1.62,2.08,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a22.100.cnf,1,0.12,0.0,0.0,0.0,0.4,1.94,2.08,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/intel066.100.cnf,1,1.26,0.14,-0.0,-0.0,2.0,5.18,2.78,2.8,2.04
instances/Sat_Data/bmc/bmc08-100/prodcellp2neg.100.cnf,1,0.04,0.0,0.0,0.0,1.26,0.62,2.06,2.1,2.02
instances/Sat_Data/bmc/bmc08-100/pdtvisheap09.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.32,2.14,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/texasifetch1p5.100.cnf,1,0.0,0.0,0.0,0.0,0.04,0.2,2.14,2.4,2.0
instances/Sat_Data/bmc/bmc08-100/intel064.100.cnf,1,2.32,0.3,0.02,-0.0,2.0,8.2,3.44,3.36,2.14
instances/Sat_Data/bmc/bmc08-100/dme5ptimo.100.cnf,1,0.24,0.02,0.0,0.0,2.0,2.6,2.14,2.12,2.02
instances/Sat_Data/bmc/bmc08-100/139454p1.100.cnf,1,1.54,0.22,-0.0,-0.0,2.02,5.74,2.94,2.96,2.72
instances/Sat_Data/bmc/bmc08-100/dme6ptimonegnv.100.cnf,1,0.3,0.04,0.0,0.0,2.0,2.78,2.2,2.22,2.08
instances/Sat_Data/bmc/bmc08-100/intel023.100.cnf,1,0.28,0.04,0.0,0.0,1.98,2.82,2.18,2.2,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar27.100.cnf,1,0.02,0.02,0.0,0.0,0.72,0.5,2.08,2.26,2.0
instances/Sat_Data/bmc/bmc08-100/intel030.100.cnf,1,4.82,0.66,0.02,0.0,2.02,14.12,5.04,4.9,2.14
instances/Sat_Data/bmc/bmc08-100/intel047.100.cnf,1,0.52,0.06,0.0,0.0,1.98,3.52,2.34,2.34,2.1
instances/Sat_Data/bmc/bmc08-100/intel027.100.cnf,1,5.04,0.68,0.02,0.0,2.02,14.64,5.1,4.94,2.32
instances/Sat_Data/bmc/bmc08-100/cmudme1.100.cnf,1,0.04,0.0,0.0,0.0,1.98,0.58,2.08,2.28,2.0
instances/Sat_Data/bmc/bmc08-100/prodconspold4.100.cnf,1,0.1,0.0,0.0,0.0,1.98,1.22,2.08,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/bj08amba2g3f3.100.cnf,1,0.22,0.02,0.0,0.0,1.98,2.6,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/intel014.100.cnf,1,4.38,0.58,0.02,-0.0,2.02,12.4,4.56,4.48,2.08
instances/Sat_Data/bmc/bmc08-100/eijkS526.100.cnf,1,0.04,0.02,0.0,0.0,1.98,0.86,2.04,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/139454p23.100.cnf,1,1.52,0.22,-0.0,-0.0,2.0,5.72,2.96,2.92,2.2
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar05.100.cnf,1,0.02,0.02,0.0,0.0,1.98,0.48,2.08,2.2,2.0
instances/Sat_Data/bmc/bmc08-100/139462p24.100.cnf,1,1.08,0.14,-0.0,-0.0,2.0,4.74,2.64,2.64,2.14
instances/Sat_Data/bmc/bmc08-100/139454p5.100.cnf,1,1.56,0.2,0.02,-0.0,2.0,5.66,2.94,2.92,2.02
instances/Sat_Data/bmc/bmc08-100/pdtvisvending03.100.cnf,1,0.12,0.02,0.0,0.0,1.98,1.62,2.1,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax1.100.cnf,1,0.16,0.04,0.0,0.0,1.98,2.2,2.12,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/neclaftp1002.100.cnf,1,5.42,0.74,0.02,-0.0,2.02,16.24,5.46,5.26,2.06
instances/Sat_Data/bmc/bmc08-100/eijkS208.100.cnf,1,0.02,0.0,0.0,0.0,1.96,0.48,2.08,2.38,2.0
instances/Sat_Data/bmc/bmc08-100/intel012.100.cnf,1,5.54,0.72,0.02,-0.0,2.02,16.08,5.34,5.24,2.14
instances/Sat_Data/bmc/bmc08-100/kenflashp07.100.cnf,1,0.14,0.04,0.0,0.0,0.76,2.46,2.14,2.12,2.02
instances/Sat_Data/bmc/bmc08-100/eijkS208c.100.cnf,1,0.02,0.0,0.0,0.0,1.96,0.22,2.12,2.4,2.0
instances/Sat_Data/bmc/bmc08-100/bjrb07amba5andenv.100.cnf,1,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence1.100.cnf,1,0.32,0.04,0.0,0.0,1.98,2.78,2.22,2.22,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvissoap0.100.cnf,1,0.62,0.1,0.0,0.0,1.3,3.56,2.42,2.46,2.02
instances/Sat_Data/bmc/bmc08-100/pdtvisvending00.100.cnf,1,0.12,0.02,0.0,0.0,1.96,1.6,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/bj08amba2g4f2.100.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,1.1
instances/Sat_Data/bmc/bmc08-100/pdtvisheap10.100.cnf,1,0.16,0.04,0.0,0.0,2.0,2.3,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisretherrtf0.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.12,2.14,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep9.100.cnf,1,0.14,0.02,0.02,0.0,1.98,2.48,2.14,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/139443p6neg.100.cnf,1,0.64,0.1,0.0,0.0,2.0,3.8,2.4,2.38,2.04
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a29.100.cnf,1,0.16,0.02,0.0,0.0,1.98,2.0,2.12,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/prodconsp1.100.cnf,1,0.1,0.0,0.0,0.0,1.98,1.28,2.08,2.08,2.0
instances/Sat_Data/bmc/bmc08-100/prodcellp0.100.cnf,1,0.04,0.0,0.0,0.0,0.6,0.62,2.04,2.08,2.0
instances/Sat_Data/bmc/bmc08-100/dme3ptimo.100.cnf,1,0.14,0.02,0.0,0.0,0.32,1.98,2.12,2.14,2.02
instances/Sat_Data/bmc/bmc08-100/dme5ptimoneg.100.cnf,1,0.24,0.04,0.0,0.0,1.98,2.6,2.16,2.14,2.08
instances/Sat_Data/bmc/bmc08-100/counterp0neg.100.cnf,1,0.0,0.0,0.0,0.0,0.0,0.08,2.12,2.52,2.0
instances/Sat_Data/bmc/bmc08-100/139452p6neg.100.cnf,1,0.6,0.08,0.0,0.0,1.98,3.5,2.4,2.4,2.04
instances/Sat_Data/bmc/bmc08-100/bjrb07amba4andenv.100.cnf,1,2.8,0.42,-0.0,-0.0,2.0,8.92,3.88,3.9,2.24
instances/Sat_Data/bmc/bmc08-100/visemodel.100.cnf,1,0.04,0.0,0.0,0.0,1.96,0.66,2.08,2.24,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisheap01.100.cnf,1,0.16,0.04,0.0,0.0,1.98,2.32,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/abp4p2tt.100.cnf,1,0.1,0.02,0.0,0.0,1.98,1.32,2.06,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/brpptimo.100.cnf,1,0.12,0.02,0.0,0.0,0.46,1.72,2.08,2.08,2.02
instances/Sat_Data/bmc/bmc08-100/pdtpmsns3.100.cnf,1,0.52,0.08,0.0,0.0,1.98,3.56,2.36,2.36,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax5.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.32,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvistimeout3.100.cnf,1,0.16,0.02,0.0,0.0,1.98,1.86,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/neclabakery001.100.cnf,1,0.1,0.02,0.0,0.0,1.98,1.98,2.1,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/dme5ptimonegnv.100.cnf,1,0.24,0.02,0.0,0.0,1.98,2.64,2.16,2.18,2.02
instances/Sat_Data/bmc/bmc08-100/visbakery.100.cnf,1,0.1,0.02,0.0,0.0,1.98,1.56,2.06,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/ringp0neg.100.cnf,1,0.0,0.0,0.0,0.0,0.1,0.2,2.14,2.32,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisheap00.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.42,2.14,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/eijkS420.100.cnf,1,0.04,0.0,0.02,0.0,1.98,1.04,2.08,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p18.100.cnf,1,0.64,0.1,0.0,0.0,1.98,3.78,2.42,2.44,2.04
instances/Sat_Data/bmc/bmc08-100/bj08vsar8.100.cnf,1,0.06,0.0,0.0,0.0,0.28,1.36,2.08,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/pdtpmsrotate32.100.cnf,1,0.16,0.04,0.0,0.0,1.98,1.82,2.16,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/bj08amba4g5.100.cnf,1,2.28,0.3,0.02,-0.0,1.98,8.48,3.48,3.46,2.02
instances/Sat_Data/bmc/bmc08-100/139463p6.100.cnf,1,1.64,0.22,0.02,-0.0,2.0,6.16,3.04,3.02,2.1
instances/Sat_Data/bmc/bmc08-100/nusmvreactorp2.100.cnf,1,0.12,0.0,0.0,0.0,1.14,1.7,2.1,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/139462p0neg.100.cnf,1,1.06,0.14,-0.0,-0.0,1.98,4.68,2.64,2.64,2.18
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar00.100.cnf,1,0.02,0.02,0.0,0.0,0.08,0.48,2.08,2.2,2.0
instances/Sat_Data/bmc/bmc08-100/pdtpmsmatrix.100.cnf,1,0.06,0.02,0.0,0.0,1.98,0.82,2.08,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/eijkbs4863.100.cnf,1,0.56,0.08,0.0,0.0,2.0,3.58,2.38,2.38,2.02
instances/Sat_Data/bmc/bmc08-100/intel054.100.cnf,1,0.3,0.06,0.0,0.0,1.98,2.8,2.2,2.2,2.0
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence4.100.cnf,1,0.32,0.04,0.0,0.0,1.98,2.82,2.2,2.2,2.0
instances/Sat_Data/bmc/bmc08-100/texasPImainp15.100.cnf,1,0.22,0.06,0.0,0.0,1.98,2.72,2.18,2.18,2.0
instances/Sat_Data/bmc/bmc08-100/prodcellp1neg.100.cnf,1,0.04,0.0,0.0,0.0,1.48,0.62,2.06,2.06,2.0
instances/Sat_Data/bmc/bmc08-100/eijkS382.100.cnf,1,0.04,0.0,0.0,0.0,1.96,0.74,2.08,2.26,2.0
instances/Sat_Data/bmc/bmc08-100/139463p5neg.100.cnf,1,1.62,0.22,0.02,-0.0,2.0,6.12,3.02,3.0,2.04
instances/Sat_Data/bmc/bmc08-100/dme5p1neg.100.cnf,1,0.24,0.02,0.0,0.0,1.98,2.7,2.18,2.16,2.04
instances/Sat_Data/bmc/bmc08-100/prodconspold3.100.cnf,1,0.1,0.02,0.0,0.0,1.98,1.24,2.08,2.1,2.02
instances/Sat_Data/bmc/bmc08-100/139462p6.100.cnf,1,1.04,0.14,0.0,0.0,2.0,4.7,2.66,2.64,2.18
instances/Sat_Data/bmc/bmc08-100/texasifetch1p2.100.cnf,1,0.0,0.02,0.0,0.0,0.64,0.2,2.12,2.54,2.0
instances/Sat_Data/bmc/bmc08-100/neclaftp2001.100.cnf,1,2.24,0.3,0.02,-0.0,1.98,8.2,3.4,3.4,2.0
instances/Sat_Data/bmc/bmc08-100/139442p23.100.cnf,1,0.4,0.04,0.02,0.0,2.0,3.12,2.28,2.26,2.0
instances/Sat_Data/bmc/bmc08-100/intel062.100.cnf,1,0.8,0.1,0.02,0.0,2.0,3.88,2.48,2.46,2.06
instances/Sat_Data/bmc/bmc08-100/intel042.100.cnf,1,7.58,1.0,0.02,-0.0,2.0,22.12,6.56,6.36,2.38
instances/Sat_Data/bmc/bmc08-100/bj08autg3f3.100.cnf,1,0.08,0.02,0.0,0.0,1.98,1.8,2.08,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax4.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.3,2.14,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a04.100.cnf,1,0.12,0.0,0.0,0.0,0.38,1.56,2.1,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/pdtpmsblackjack.100.cnf,1,0.14,0.02,0.0,0.0,2.0,1.72,2.1,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/intel067.100.cnf,1,1.18,0.16,-0.0,-0.0,2.0,4.96,2.76,2.76,2.08
instances/Sat_Data/bmc/bmc08-100/pdtvisgoodbakery0.100.cnf,1,1.14,0.18,-0.0,-0.0,2.0,4.92,2.74,2.78,2.02
instances/Sat_Data/bmc/bmc08-100/139462p1.100.cnf,1,1.08,0.14,-0.0,-0.0,1.98,4.72,2.66,2.64,2.04
instances/Sat_Data/bmc/bmc08-100/139443p5neg.100.cnf,1,0.64,0.1,0.0,0.0,2.0,3.74,2.42,2.44,2.02
instances/Sat_Data/bmc/bmc08-100/intel035.100.cnf,1,4.12,0.52,0.02,-0.0,2.0,11.98,4.48,4.44,2.04
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a31.100.cnf,1,0.12,0.02,0.0,0.0,0.52,1.84,2.12,2.12,2.02
instances/Sat_Data/bmc/bmc08-100/viscoherencep2.100.cnf,1,0.18,0.04,0.0,0.0,1.98,2.18,2.16,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar31.100.cnf,1,0.04,0.0,0.0,0.0,0.12,0.54,2.1,2.26,2.0
instances/Sat_Data/bmc/bmc08-100/texasifetch1p8.100.cnf,1,0.0,0.0,0.0,0.0,0.06,0.18,2.12,2.5,2.0
instances/Sat_Data/bmc/bmc08-100/eijkS820.100.cnf,1,0.14,0.02,0.0,0.0,1.98,2.36,2.12,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/139463p0neg.100.cnf,1,1.64,0.22,-0.0,-0.0,2.0,6.22,3.0,3.0,2.08
instances/Sat_Data/bmc/bmc08-100/pdtvisgoodbakery2.100.cnf,1,1.14,0.18,-0.0,-0.0,2.0,4.88,2.76,2.8,2.02
instances/Sat_Data/bmc/bmc08-100/eijkS349.100.cnf,1,0.04,0.0,0.0,0.0,1.98,0.46,2.1,2.22,2.0
instances/Sat_Data/bmc/bmc08-100/139442p0neg.100.cnf,1,0.38,0.06,0.0,0.0,1.98,3.06,2.24,2.26,2.02
instances/Sat_Data/bmc/bmc08-100/intel055.100.cnf,1,0.48,0.06,0.0,0.0,1.98,3.16,2.32,2.34,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a12.100.cnf,1,0.12,0.0,0.0,0.0,1.3,1.54,2.08,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/139453p5neg.100.cnf,1,1.02,0.12,-0.0,-0.0,1.98,5.08,2.66,2.62,2.08
instances/Sat_Data/bmc/bmc08-100/mutexp0.100.cnf,1,0.0,0.0,0.0,0.0,0.02,0.1,2.14,2.4,2.0
instances/Sat_Data/bmc/bmc08-100/viselevatorp2.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.48,2.12,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/texasparsesysp1.100.cnf,1,0.1,0.0,0.0,0.0,1.98,1.82,2.08,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/139464p1.100.cnf,1,2.44,0.32,-0.0,-0.0,2.0,9.1,3.54,3.46,2.1
instances/Sat_Data/bmc/bmc08-100/dme3ptimoneg.100.cnf,1,0.14,0.02,0.0,0.0,0.32,2.02,2.12,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/cmuperiodic.100.cnf,1,0.12,0.02,0.0,0.0,0.4,2.04,2.08,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/texasPImainp08.100.cnf,1,0.24,0.02,0.0,0.0,1.98,2.62,2.14,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a07.100.cnf,1,0.12,0.02,0.0,0.0,1.98,1.6,2.12,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/bj08amba5g62.100.cnf,1,3.32,0.46,-0.0,-0.0,2.0,9.9,4.14,4.2,2.22
instances/Sat_Data/bmc/bmc08-100/abp4ptimo.100.cnf,1,0.1,0.0,0.0,0.0,1.98,1.3,2.06,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/brpptimonegnv.100.cnf,1,0.12,0.02,0.0,0.0,0.48,1.94,2.12,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax2.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.18,2.18,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/irstdme5.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.5,2.12,2.16,2.02
instances/Sat_Data/bmc/bmc08-100/bjrb07amba3andenv.100.cnf,1,1.22,0.16,-0.0,-0.0,2.0,5.38,2.8,2.84,2.04
instances/Sat_Data/bmc/bmc08-100/irstdme6.100.cnf,1,0.28,0.04,0.0,0.0,1.98,2.68,2.2,2.18,2.02
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a11.100.cnf,1,0.1,0.02,0.0,0.0,0.4,1.96,2.14,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/bj08amba2g3f2.100.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.16,1.1
instances/Sat_Data/bmc/bmc08-100/pcipFtimo.100.cnf,1,0.24,0.06,0.0,0.0,1.98,2.72,2.18,2.2,2.04
instances/Sat_Data/bmc/bmc08-100/kenflashp05.100.cnf,1,0.54,0.06,0.02,0.0,2.0,3.54,2.36,2.36,2.0
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep4.100.cnf,1,0.16,0.02,0.0,0.0,1.16,2.48,2.16,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/eijkS298.100.cnf,1,0.02,0.02,0.0,0.0,1.98,0.42,2.08,2.26,2.0
instances/Sat_Data/bmc/bmc08-100/viscoherencep5.100.cnf,1,0.18,0.04,0.0,0.0,1.98,2.3,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/139453p6.100.cnf,1,1.02,0.12,0.02,-0.0,1.98,5.1,2.64,2.62,2.08
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a00.100.cnf,1,0.12,0.02,0.0,0.0,0.32,1.66,2.1,2.08,2.0
instances/Sat_Data/bmc/bmc08-100/prodconsp0.100.cnf,1,0.1,0.02,0.0,0.0,1.96,1.4,2.08,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/intel024.100.cnf,1,0.28,0.04,0.0,0.0,1.98,2.78,2.24,2.2,2.0
instances/Sat_Data/bmc/bmc08-100/intel020.100.cnf,1,0.28,0.04,0.0,0.0,1.98,2.68,2.2,2.18,2.04
instances/Sat_Data/bmc/bmc08-100/nusmvsyncarb5p2.100.cnf,1,0.0,0.0,0.0,0.0,0.1,0.04,2.26,2.7,0.86
instances/Sat_Data/bmc/bmc08-100/srg5ptimo.100.cnf,1,0.02,0.0,0.0,0.0,0.06,0.4,2.08,2.2,2.0
instances/Sat_Data/bmc/bmc08-100/nusmvdme116.100.cnf,1,0.26,0.02,0.0,0.0,1.98,2.78,2.18,2.2,2.08
instances/Sat_Data/bmc/bmc08-100/139444p6.100.cnf,1,0.98,0.14,-0.0,-0.0,1.98,5.0,2.64,2.62,2.06
instances/Sat_Data/bmc/bmc08-100/pdtvisvending02.100.cnf,1,0.12,0.0,0.0,0.0,2.0,1.66,2.08,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/139464p6neg.100.cnf,1,2.44,0.34,-0.0,-0.0,1.98,9.06,3.56,3.48,2.72
instances/Sat_Data/bmc/bmc08-100/intel003.100.cnf,1,0.04,0.0,0.0,0.0,1.98,0.84,2.06,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/bjrb07amba10andenv.100.cnf,1,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bmc/bmc08-100/139443p23.100.cnf,1,0.66,0.08,0.0,0.0,2.0,3.82,2.42,2.42,2.04
instances/Sat_Data/bmc/bmc08-100/prodcellp4neg.100.cnf,1,0.06,0.0,0.0,0.0,0.74,0.9,2.08,2.08,2.02
instances/Sat_Data/bmc/bmc08-100/pdtvisheap11.100.cnf,1,0.16,0.02,0.02,0.0,1.98,2.3,2.12,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/139444p1.100.cnf,1,1.0,0.14,-0.0,-0.0,1.98,5.0,2.64,2.62,2.18
instances/Sat_Data/bmc/bmc08-100/prodcellp3.100.cnf,1,0.06,0.0,0.0,0.0,0.6,0.84,2.06,2.12,2.02
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax0.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.32,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/intel059.100.cnf,1,0.14,0.02,0.0,0.0,1.98,2.4,2.12,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/pdtpmsmiim.100.cnf,1,0.06,0.0,0.0,0.0,1.96,0.76,2.08,2.18,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisheap05.100.cnf,1,0.18,0.02,0.0,0.0,2.0,2.32,2.12,2.16,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p09.100.cnf,1,0.66,0.08,0.0,0.0,2.0,3.82,2.46,2.42,2.0
instances/Sat_Data/bmc/bmc08-100/139442p22.100.cnf,1,0.4,0.06,0.0,0.0,1.98,3.18,2.26,2.26,2.04
instances/Sat_Data/bmc/bmc08-100/intel037.100.cnf,1,5.6,0.72,0.02,0.0,2.0,16.28,5.38,5.22,2.64
instances/Sat_Data/bmc/bmc08-100/nusmvdme216.100.cnf,1,0.4,0.04,0.0,0.0,2.0,3.04,2.28,2.28,2.04
instances/Sat_Data/bmc/bmc08-100/prodcellp3neg.100.cnf,1,0.06,0.0,0.0,0.0,0.6,0.82,2.04,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisbufferalloc.100.cnf,1,0.06,0.0,0.0,0.0,1.98,0.98,2.08,2.12,2.0
instances/Sat_Data/bmc/bmc08-100/bc57sensorsp3.100.cnf,1,0.18,0.02,0.0,0.0,1.98,2.54,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/intel046.100.cnf,1,0.5,0.06,0.0,0.0,1.98,3.54,2.32,2.34,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvistictactoe12.100.cnf,1,0.14,0.02,0.0,0.0,1.98,2.4,2.12,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p06.100.cnf,1,0.66,0.1,0.0,0.0,1.98,3.84,2.44,2.44,2.0
instances/Sat_Data/bmc/bmc08-100/prodcellp0neg.100.cnf,1,0.04,0.02,0.0,0.0,0.44,0.6,2.06,2.1,2.0
instances/Sat_Data/bmc/bmc08-100/csmacdp0.100.cnf,1,0.76,0.12,0.0,0.0,2.0,3.92,2.5,2.44,2.02
instances/Sat_Data/bmc/bmc08-100/bc57sensorsp0neg.100.cnf,1,0.16,0.02,0.0,0.0,2.0,2.32,2.14,2.12,2.02
instances/Sat_Data/bmc/bmc08-100/bj08amba2g62.100.cnf,1,0.18,0.04,0.0,0.0,1.98,2.58,2.14,2.14,2.0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar09.100.cnf,1,0.04,0.0,0.0,0.0,1.98,0.48,2.08,2.24,2.0
instances/Sat_Data/bmc/bmc08-100/intel057.100.cnf,1,0.22,0.04,0.0,0.0,1.98,2.64,2.14,2.16,2.0
