@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/LABS/LABS_n065_goal004.cnf,1.0,0.22,0.03,2.0,2.62,2.22,2.19,2.0,70.01588869699845
instances/Sat_Data/LABS/LABS_n065_goal006.cnf,1.0,0.23,0.03,1.99,2.61,2.2,2.2,2.01,70.7359837139993
instances/Sat_Data/LABS/LABS_n066_goal004.cnf,1.0,0.24,0.04,2.0,2.74,2.2,2.22,2.02,72.70652749700093
instances/Sat_Data/LABS/LABS_n066_goal010.cnf,1.0,0.23,0.04,0.48,2.7,2.2,2.22,2.01,68.85965504400019
instances/Sat_Data/LABS/LABS_n067_goal008.cnf,1.0,0.26,0.03,2.0,2.67,2.23,2.23,2.01,72.4594638210001
instances/Sat_Data/LABS/LABS_n067_goal009.cnf,1.0,0.25,0.04,0.76,2.67,2.22,2.23,2.0,71.29881383400061
instances/Sat_Data/LABS/LABS_n069_goal009.cnf,1.0,0.27,0.04,1.63,2.73,2.25,2.24,2.0,74.5084832700013
instances/Sat_Data/LABS/LABS_n071_goal003.cnf,1.0,0.3,0.04,2.0,2.8,2.25,2.26,2.02,79.32432037599938
instances/Sat_Data/LABS/LABS_n072_goal001.cnf,1.0,0.31,0.05,1.99,2.93,2.26,2.27,2.01,80.6789188469993
instances/Sat_Data/LABS/LABS_n072_goal005.cnf,1.0,0.31,0.05,1.99,2.91,2.29,2.27,2.0,80.27176840800166
instances/Sat_Data/LABS/LABS_n074_goal007.cnf,1.0,0.34,0.05,2.0,2.92,2.31,2.3,2.02,79.09096701999806
instances/Sat_Data/LABS/LABS_n074_goal008.cnf,1.0,0.34,0.05,2.0,2.91,2.3,2.3,2.04,79.19687756799976
instances/Sat_Data/LABS/LABS_n075_goal003.cnf,1.0,0.36,0.05,2.0,3.06,2.31,2.31,2.0,81.87355690100003
instances/Sat_Data/LABS/LABS_n075_goal009.cnf,1.0,0.35,0.05,2.0,3.02,2.31,2.3,2.02,83.78360963900013
instances/Sat_Data/LABS/LABS_n076_goal006.cnf,1.0,0.36,0.06,2.01,2.95,2.32,2.31,2.01,89.72645784199995
instances/Sat_Data/LABS/LABS_n076_goal007.cnf,1.0,0.36,0.06,2.01,2.94,2.3,2.31,2.02,82.73996594500022
instances/Sat_Data/LABS/LABS_n077_goal001.cnf,1.0,0.38,0.06,2.0,3.06,2.33,2.34,2.01,86.31312774000071
instances/Sat_Data/LABS/LABS_n079_goal005.cnf,1.0,0.41,0.06,2.0,3.3,2.36,2.36,2.0,91.4588333370002
instances/Sat_Data/LABS/LABS_n079_goal006.cnf,1.0,0.42,0.06,2.0,3.29,2.36,2.36,2.02,94.71159446000092
instances/Sat_Data/LABS/LABS_n010_goal006.cnf,1.0,0.0,0.0,0.0,0.01,2.15,2.34,2.0,0.2760053359997982
instances/Sat_Data/LABS/LABS_n011_goal005.cnf,1.0,0.0,0.0,0.0,0.01,2.13,2.41,2.0,0.2207918220001374
instances/Sat_Data/LABS/LABS_n011_goal008.cnf,1.0,0.0,0.0,0.0,0.01,2.13,2.37,2.0,0
instances/Sat_Data/LABS/LABS_n011_goal007.cnf,1.0,0.0,0.0,0.0,0.01,2.13,2.38,2.0,0.1858361529998546
instances/Sat_Data/LABS/LABS_n012_goal004.cnf,1.0,0.0,0.0,0.0,0.01,2.13,2.35,2.0,0.5348023129990906
instances/Sat_Data/LABS/LABS_n010_goal002.cnf,1.0,0.0,0.0,0.0,0.01,2.15,2.36,2.0,0.2154806720000124
instances/Sat_Data/LABS/LABS_n016_goal007.cnf,1.0,0.0,0.0,0.0,0.04,2.07,2.32,2.0,0.4404371670000273
instances/Sat_Data/LABS/LABS_n017_goal002.cnf,1.0,0.0,0.0,0.01,0.06,2.06,2.31,2.0,0.5843616040001507
instances/Sat_Data/LABS/LABS_n017_goal003.cnf,1.0,0.0,0.0,0.01,0.06,2.08,2.3,2.0,0.8561709749992588
instances/Sat_Data/LABS/LABS_n019_goal001.cnf,1.0,0.0,0.0,0.19,0.09,2.06,2.3,2.0,1.261401407999074
instances/Sat_Data/LABS/LABS_n020_goal003.cnf,1.0,0.0,0.0,0.01,0.1,2.05,2.28,2.0,0.8790669830000013
instances/Sat_Data/LABS/LABS_n021_goal003.cnf,1.0,0.0,0.0,0.01,0.12,2.04,2.27,2.0,1.2751282909998736
instances/Sat_Data/LABS/LABS_n022_goal003.cnf,1.0,0.01,0.0,0.05,0.13,2.07,2.23,2.0,1.2361900650012103
instances/Sat_Data/LABS/LABS_n024_goal003.cnf,1.0,0.01,0.0,0.1,0.18,2.04,2.22,2.0,1.6535482050003338
instances/Sat_Data/LABS/LABS_n025_goal001.cnf,1.0,0.01,0.0,1.52,0.2,2.04,2.21,2.0,2.0979449639999075
instances/Sat_Data/LABS/LABS_n027_goal005.cnf,1.0,0.01,0.0,0.04,0.25,2.05,2.22,2.0,2.544643491000897
instances/Sat_Data/LABS/LABS_n027_goal006.cnf,1.0,0.01,0.0,0.03,0.25,2.04,2.16,2.0,2.843545534000441
instances/Sat_Data/LABS/LABS_n028_goal003.cnf,1.0,0.01,0.01,0.46,0.28,2.04,2.19,2.0,3.8054123090005305
instances/Sat_Data/LABS/LABS_n028_goal005.cnf,1.0,0.01,0.0,0.03,0.28,2.04,2.22,2.0,3.1040600260021165
instances/Sat_Data/LABS/LABS_n029_goal005.cnf,1.0,0.01,0.01,0.04,0.31,2.04,2.17,2.0,3.4560702449998644
instances/Sat_Data/LABS/LABS_n031_goal002.cnf,1.0,0.02,0.0,1.99,0.41,2.05,2.15,2.0,5.474294816000111
instances/Sat_Data/LABS/LABS_n031_goal007.cnf,1.0,0.02,0.0,0.04,0.38,2.04,2.16,2.0,5.426376180999796
instances/Sat_Data/LABS/LABS_n031_goal008.cnf,1.0,0.02,0.0,0.04,0.37,2.05,2.15,2.0,5.619488801999978
instances/Sat_Data/LABS/LABS_n033_goal009.cnf,1.0,0.02,0.01,0.05,0.44,2.05,2.13,2.0,6.459176558997569
instances/Sat_Data/LABS/LABS_n034_goal007.cnf,1.0,0.03,0.0,0.06,0.51,2.05,2.13,2.0,7.288664028999847
instances/Sat_Data/LABS/LABS_n035_goal010.cnf,1.0,0.03,0.01,0.06,0.51,2.06,2.11,2.0,8.073783157000435
instances/Sat_Data/LABS/LABS_n036_goal005.cnf,1.0,0.03,0.01,0.08,0.61,2.04,2.09,2.0,9.903814949999289
instances/Sat_Data/LABS/LABS_n037_goal006.cnf,1.0,0.04,0.0,0.09,0.66,2.05,2.08,2.0,13.535434899000393
instances/Sat_Data/LABS/LABS_n038_goal004.cnf,1.0,0.04,0.01,1.99,0.72,2.05,2.08,2.0,12.77692532400033
instances/Sat_Data/LABS/LABS_n038_goal010.cnf,1.0,0.04,0.01,0.08,0.69,2.05,2.08,2.0,12.413358387999324
instances/Sat_Data/LABS/LABS_n039_goal002.cnf,1.0,0.05,0.0,1.99,0.79,2.06,2.09,2.0,14.870161563001602
instances/Sat_Data/LABS/LABS_n040_goal005.cnf,1.0,0.05,0.0,0.13,0.85,2.06,2.09,2.0,17.382077038000716
instances/Sat_Data/LABS/LABS_n040_goal009.cnf,1.0,0.05,0.0,0.1,0.83,2.06,2.1,2.0,17.223930957999983
instances/Sat_Data/LABS/LABS_n041_goal009.cnf,1.0,0.05,0.01,0.11,0.88,2.07,2.07,2.0,18.6137529380012
instances/Sat_Data/LABS/LABS_n042_goal003.cnf,1.0,0.06,0.01,2.0,0.97,2.07,2.09,2.0,19.09960705499998
instances/Sat_Data/LABS/LABS_n042_goal004.cnf,1.0,0.06,0.01,2.0,0.97,2.07,2.08,2.0,19.901549479000096
instances/Sat_Data/LABS/LABS_n042_goal006.cnf,1.0,0.05,0.01,0.14,0.98,2.07,2.08,2.0,19.0687962890006
instances/Sat_Data/LABS/LABS_n043_goal004.cnf,1.0,0.06,0.01,1.99,1.05,2.07,2.08,2.0,22.13332510400141
instances/Sat_Data/LABS/LABS_n043_goal009.cnf,1.0,0.06,0.0,0.13,1.02,2.07,2.1,2.0,21.015889296999376
instances/Sat_Data/LABS/LABS_n044_goal003.cnf,1.0,0.06,0.01,2.0,1.13,2.07,2.07,2.0,21.815632279001875
instances/Sat_Data/LABS/LABS_n044_goal007.cnf,1.0,0.06,0.01,0.14,1.12,2.07,2.07,2.0,23.17335967499821
instances/Sat_Data/LABS/LABS_n045_goal009.cnf,1.0,0.07,0.01,0.14,1.17,2.07,2.08,2.0,23.380798434998724
instances/Sat_Data/LABS/LABS_n045_goal010.cnf,1.0,0.07,0.01,0.15,1.16,2.06,2.09,2.0,24.37671784200029
instances/Sat_Data/LABS/LABS_n046_goal002.cnf,1.0,0.07,0.01,2.0,1.29,2.06,2.09,2.0,27.530588638001063
instances/Sat_Data/LABS/LABS_n046_goal003.cnf,1.0,0.07,0.01,2.0,1.29,2.08,2.08,2.0,26.44413933000033
instances/Sat_Data/LABS/LABS_n046_goal007.cnf,1.0,0.07,0.01,0.15,1.27,2.07,2.08,2.0,25.84045102700111
instances/Sat_Data/LABS/LABS_n046_goal008.cnf,1.0,0.08,0.0,0.16,1.26,2.07,2.08,2.0,25.72566880699742
instances/Sat_Data/LABS/LABS_n047_goal005.cnf,1.0,0.08,0.01,2.0,1.36,2.09,2.08,2.0,27.579332826997412
instances/Sat_Data/LABS/LABS_n049_goal009.cnf,1.0,0.09,0.01,0.19,1.51,2.09,2.1,2.0,35.06514127000082
instances/Sat_Data/LABS/LABS_n050_goal005.cnf,1.0,0.1,0.01,1.99,1.64,2.1,2.1,2.0,32.74317889700251
instances/Sat_Data/LABS/LABS_n050_goal006.cnf,1.0,0.1,0.01,2.0,1.63,2.1,2.1,2.01,33.174934346000555
instances/Sat_Data/LABS/LABS_n050_goal009.cnf,1.0,0.1,0.01,0.21,1.61,2.09,2.11,2.01,32.66191597500074
instances/Sat_Data/LABS/LABS_n053_goal001.cnf,1.0,0.12,0.02,2.0,1.95,2.12,2.12,2.0,39.09947120299967
instances/Sat_Data/LABS/LABS_n053_goal010.cnf,1.0,0.11,0.02,0.28,1.89,2.11,2.11,2.0,41.3340106220021
instances/Sat_Data/LABS/LABS_n054_goal003.cnf,1.0,0.13,0.01,2.0,2.07,2.12,2.12,2.0,45.52554957399843
instances/Sat_Data/LABS/LABS_n054_goal006.cnf,1.0,0.12,0.02,2.0,2.05,2.13,2.13,2.01,44.060743149
instances/Sat_Data/LABS/LABS_n054_goal007.cnf,1.0,0.12,0.02,0.51,2.04,2.13,2.13,2.01,47.06362404600077
instances/Sat_Data/LABS/LABS_n055_goal003.cnf,1.0,0.14,0.01,2.0,2.17,2.13,2.12,2.02,44.93309230500017
instances/Sat_Data/LABS/LABS_n055_goal007.cnf,1.0,0.13,0.02,0.82,2.17,2.13,2.13,2.01,46.75164421199997
instances/Sat_Data/LABS/LABS_n056_goal010.cnf,1.0,0.13,0.02,0.29,2.26,2.13,2.13,2.0,49.597502141000405
instances/Sat_Data/LABS/LABS_n057_goal009.cnf,1.0,0.15,0.02,0.32,2.39,2.13,2.14,2.0,52.52539742099907
instances/Sat_Data/LABS/LABS_n058_goal001.cnf,1.0,0.16,0.02,2.01,2.45,2.14,2.14,2.0,54.82584543600024
instances/Sat_Data/LABS/LABS_n058_goal002.cnf,1.0,0.17,0.03,2.0,2.45,2.12,2.16,2.0,57.27914353300002
instances/Sat_Data/LABS/LABS_n060_goal001.cnf,1.0,0.19,0.02,1.99,2.45,2.16,2.16,2.0,62.32480818999829
instances/Sat_Data/LABS/LABS_n061_goal003.cnf,1.0,0.19,0.04,1.99,2.59,2.16,2.16,2.0,62.67389445799927
instances/Sat_Data/LABS/LABS_n061_goal004.cnf,1.0,0.19,0.04,2.0,2.56,2.16,2.16,2.0,62.1600447009987
instances/Sat_Data/LABS/LABS_n061_goal006.cnf,1.0,0.19,0.03,1.99,2.56,2.17,2.16,2.02,61.91797907199998
instances/Sat_Data/LABS/LABS_n061_goal008.cnf,1.0,0.19,0.03,1.99,2.54,2.18,2.16,2.0,63.61002215000008
instances/Sat_Data/LABS/LABS_n069_goal008.cnf,1.0,0.29,0.04,2.0,2.74,2.25,2.24,2.0,74.99351325399948
instances/Sat_Data/LABS/LABS_n072_goal002.cnf,1.0,0.31,0.05,2.0,2.93,2.28,2.28,2.0,77.70449515600001
instances/Sat_Data/LABS/LABS_n073_goal002.cnf,1.0,0.32,0.06,1.99,2.82,2.3,2.29,2.0,78.72706385600031
instances/Sat_Data/LABS/LABS_n073_goal004.cnf,1.0,0.33,0.05,1.99,2.82,2.29,2.29,2.0,77.1577746959997
instances/Sat_Data/LABS/LABS_n073_goal007.cnf,1.0,0.33,0.04,2.0,2.81,2.29,2.29,2.0,77.45866335100072
instances/Sat_Data/LABS/LABS_n075_goal001.cnf,1.0,0.35,0.06,2.0,3.07,2.31,2.31,2.0,82.99311957400005
instances/Sat_Data/LABS/LABS_n075_goal010.cnf,1.0,0.35,0.05,2.0,3.04,2.3,2.31,2.0,87.2006209279989
instances/Sat_Data/LABS/LABS_n076_goal005.cnf,1.0,0.37,0.05,2.02,2.93,2.3,2.3,2.04,89.82733125400046
instances/Sat_Data/LABS/LABS_n078_goal003.cnf,1.0,0.4,0.06,2.0,3.17,2.35,2.35,2.01,86.92833250399963
instances/Sat_Data/LABS/LABS_n078_goal005.cnf,1.0,0.4,0.05,2.0,3.17,2.37,2.34,2.01,91.02533532400048
instances/Sat_Data/LABS/LABS_n025_goal007.cnf,1.0,0.01,0.0,0.02,0.19,2.03,2.23,2.0,1.785056813999745
instances/Sat_Data/LABS/LABS_n022_goal010.cnf,1.0,0.0,0.0,0.01,0.12,2.04,2.22,2.0,1.0046669719995407
instances/Sat_Data/LABS/LABS_n016_goal004.cnf,1.0,0.0,0.0,0.0,0.05,2.1,2.34,2.0,0.5209747329972743
instances/Sat_Data/LABS/LABS_n013_goal003.cnf,1.0,0.0,0.0,0.0,0.02,2.11,2.36,2.0,0.3559692819999327
instances/Sat_Data/LABS/LABS_n014_goal005.cnf,1.0,0.0,0.0,0.0,0.03,2.09,2.36,2.0,0.4028685899975244
instances/Sat_Data/LABS/LABS_n024_goal009.cnf,1.0,0.01,0.0,0.01,0.15,2.05,2.23,2.0,1.6532183900017117
instances/Sat_Data/LABS/LABS_n024_goal001.cnf,1.0,0.01,0.0,1.19,0.18,2.05,2.23,2.0,1.7789251180001884
instances/Sat_Data/LABS/LABS_n019_goal010.cnf,1.0,0.0,0.0,0.01,0.06,2.06,2.25,2.0,0.6507904230002168
instances/Sat_Data/LABS/LABS_n012_goal003.cnf,1.0,0.0,0.0,0.0,0.02,2.12,2.41,2.0,0.3396671249975043
instances/Sat_Data/LABS/LABS_n015_goal006.cnf,1.0,0.0,0.0,0.0,0.03,2.09,2.33,2.0,0.4888105880017974
instances/Sat_Data/LABS/LABS_n017_goal010.cnf,1.0,0.0,0.0,0.0,0.04,2.06,2.31,2.0,0.5669211500007805
instances/Sat_Data/LABS/LABS_n021_goal010.cnf,1.0,0.0,0.0,0.01,0.1,2.06,2.23,2.0,0.852406727000016
instances/Sat_Data/LABS/LABS_n015_goal007.cnf,1.0,0.0,0.0,0.0,0.03,2.09,2.3,2.0,0.3835253670004022
instances/Sat_Data/LABS/LABS_n013_goal004.cnf,1.0,0.0,0.0,0.0,0.02,2.12,2.35,2.0,0.6004660500002501
instances/Sat_Data/LABS/LABS_n022_goal004.cnf,1.0,0.0,0.01,0.02,0.13,2.04,2.26,2.0,1.212486161000001
instances/Sat_Data/LABS/LABS_n010_goal007.cnf,1.0,0.0,0.0,0.0,0.0,2.13,2.37,2.0,0
instances/Sat_Data/LABS/LABS_n026_goal007.cnf,1.0,0.01,0.0,0.02,0.22,2.04,2.22,2.0,2.1873657280011685
instances/Sat_Data/LABS/LABS_n026_goal008.cnf,1.0,0.01,0.0,0.02,0.22,2.05,2.2,2.0,2.0891025790006097
instances/Sat_Data/LABS/LABS_n027_goal002.cnf,1.0,0.01,0.0,2.0,0.26,2.04,2.2,2.0,2.824841909998213
instances/Sat_Data/LABS/LABS_n028_goal001.cnf,1.0,0.01,0.01,1.99,0.3,2.06,2.18,2.0,3.2177288819984824
instances/Sat_Data/LABS/LABS_n028_goal007.cnf,1.0,0.01,0.0,0.03,0.28,2.04,2.18,2.0,2.978527928999938
instances/Sat_Data/LABS/LABS_n028_goal010.cnf,1.0,0.01,0.01,0.03,0.26,2.05,2.19,2.0,2.584004403999643
instances/Sat_Data/LABS/LABS_n029_goal007.cnf,1.0,0.02,0.0,0.03,0.3,2.04,2.18,2.0,3.5802597740002966
instances/Sat_Data/LABS/LABS_n029_goal008.cnf,1.0,0.02,0.0,0.03,0.3,2.05,2.18,2.0,3.747161046001565
instances/Sat_Data/LABS/LABS_n029_goal010.cnf,1.0,0.01,0.01,0.03,0.29,2.04,2.19,2.0,3.078103636000378
instances/Sat_Data/LABS/LABS_n030_goal001.cnf,1.0,0.02,0.0,1.99,0.37,2.05,2.16,2.0,4.375234308001382
instances/Sat_Data/LABS/LABS_n030_goal004.cnf,1.0,0.02,0.0,0.09,0.36,2.04,2.15,2.0,4.772891492000781
instances/Sat_Data/LABS/LABS_n031_goal005.cnf,1.0,0.02,0.0,0.05,0.4,2.03,2.15,2.0,4.815133711999806
instances/Sat_Data/LABS/LABS_n031_goal009.cnf,1.0,0.02,0.0,0.04,0.37,2.05,2.15,2.0,4.266493168999659
instances/Sat_Data/LABS/LABS_n032_goal007.cnf,1.0,0.02,0.01,0.05,0.41,2.04,2.15,2.0,6.753684324999995
instances/Sat_Data/LABS/LABS_n033_goal003.cnf,1.0,0.03,0.0,2.0,0.48,2.06,2.13,2.0,12.273345556000002
instances/Sat_Data/LABS/LABS_n033_goal004.cnf,1.0,0.03,0.0,0.74,0.48,2.05,2.11,2.0,7.850715942999159
instances/Sat_Data/LABS/LABS_n033_goal005.cnf,1.0,0.03,0.0,0.06,0.48,2.05,2.1,2.0,7.979669409000053
instances/Sat_Data/LABS/LABS_n035_goal007.cnf,1.0,0.03,0.01,0.06,0.56,2.05,2.1,2.0,8.324561805002304
instances/Sat_Data/LABS/LABS_n036_goal008.cnf,1.0,0.03,0.01,0.07,0.6,2.07,2.12,2.0,9.646803278999869
