@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_18681.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.4,2.0,0.0014963150024414
instances/Sat_Data/circuit_fuzz/fuzz_100_16654.cnf,1.0,0.0,0.0,1.98,0.08,2.24,2.5,2.0,0.0014784336090087
instances/Sat_Data/circuit_fuzz/fuzz_100_31996.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.5,2.0,0.0014965534210205
instances/Sat_Data/circuit_fuzz/fuzz_100_23726.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.54,2.0,0.0014622211456298
instances/Sat_Data/circuit_fuzz/fuzz_100_6906.cnf,1.0,0.0,0.0,1.98,0.04,2.18,2.56,2.0,0.0014662742614746
instances/Sat_Data/circuit_fuzz/fuzz_100_19.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.52,2.0,0.0014843940734863
instances/Sat_Data/circuit_fuzz/fuzz_100_31328.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.56,2.0,0.001793622970581
instances/Sat_Data/circuit_fuzz/fuzz_100_10683.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.52,2.0,0.0014963150024414
instances/Sat_Data/circuit_fuzz/fuzz_100_11455.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.4,2.0,0.0017969608306884
instances/Sat_Data/circuit_fuzz/fuzz_100_810.cnf,1.0,0.0,0.0,1.98,0.08,2.1,2.46,2.0,0.0028238296508789
instances/Sat_Data/circuit_fuzz/fuzz_100_7453.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.46,2.0,0.0014810562133789
instances/Sat_Data/circuit_fuzz/fuzz_100_31215.cnf,1.0,0.0,0.0,1.3,0.1,2.16,2.6,2.0,0.0023365020751953
instances/Sat_Data/circuit_fuzz/fuzz_100_6593.cnf,1.0,0.02,0.0,1.98,0.24,2.1,2.34,2.0,0.0017840862274169
instances/Sat_Data/circuit_fuzz/fuzz_100_29882.cnf,1.0,0.0,0.0,1.98,0.18,2.12,2.4,2.0,0.001643419265747
instances/Sat_Data/circuit_fuzz/fuzz_100_4329.cnf,1.0,0.0,0.02,1.98,0.24,2.1,2.34,2.0,0.0018103122711181
instances/Sat_Data/circuit_fuzz/fuzz_100_26658.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.4,2.0,0.0017964839935302
instances/Sat_Data/circuit_fuzz/fuzz_100_797.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.48,2.0,0.0014629364013671
instances/Sat_Data/circuit_fuzz/fuzz_100_890.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.44,2.0,0.0023517608642578
instances/Sat_Data/circuit_fuzz/fuzz_100_16159.cnf,1.0,0.02,0.02,1.98,0.52,2.08,2.24,2.0,0.0028066635131835
instances/Sat_Data/circuit_fuzz/fuzz_100_13843.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.48,2.0,0.0014729499816894
instances/Sat_Data/circuit_fuzz/fuzz_100_6645.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.5,2.0,0.0014615058898925
instances/Sat_Data/circuit_fuzz/fuzz_100_8354.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.46,2.0,0.0249533653259277
instances/Sat_Data/circuit_fuzz/fuzz_100_28413.cnf,1.0,0.02,0.0,0.2,0.38,2.06,2.24,2.0,0.0023055076599121
instances/Sat_Data/circuit_fuzz/fuzz_100_968.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.38,2.0,0.0018136501312255
instances/Sat_Data/circuit_fuzz/fuzz_100_26796.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.56,2.0,0.0015339851379394
instances/Sat_Data/circuit_fuzz/fuzz_100_4152.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.46,2.0,0.0014855861663818
instances/Sat_Data/circuit_fuzz/fuzz_100_5836.cnf,1.0,0.08,0.02,1.98,1.48,2.1,2.12,2.0,0.0048353672027587
instances/Sat_Data/circuit_fuzz/fuzz_100_16461.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.4,2.0,0.0015454292297363
instances/Sat_Data/circuit_fuzz/fuzz_100_880.cnf,1.0,0.0,0.0,1.98,0.04,2.18,2.56,2.0,0.0014753341674804
instances/Sat_Data/circuit_fuzz/fuzz_100_14730.cnf,1.0,0.02,0.0,0.62,0.44,2.08,2.3,2.0,0.0024721622467041
instances/Sat_Data/circuit_fuzz/fuzz_100_5052.cnf,1.0,0.02,0.0,1.98,0.44,2.1,2.22,2.0,0.0023906230926513
instances/Sat_Data/circuit_fuzz/fuzz_100_22056.cnf,1.0,0.0,0.0,1.98,0.18,2.08,2.4,2.0,0.001612901687622
instances/Sat_Data/circuit_fuzz/fuzz_100_11340.cnf,1.0,0.18,0.04,1.98,2.56,2.14,2.14,2.0,0.0098192691802978
instances/Sat_Data/circuit_fuzz/fuzz_100_8669.cnf,1.0,0.0,0.0,1.96,0.04,2.28,2.6,2.0,0.0014779567718505
instances/Sat_Data/circuit_fuzz/fuzz_100_12902.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.52,2.0,0.0014727115631103
instances/Sat_Data/circuit_fuzz/fuzz_100_19668.cnf,1.0,0.0,0.0,1.98,0.18,2.12,2.4,2.0,0.0016794204711914
instances/Sat_Data/circuit_fuzz/fuzz_100_8069.cnf,1.0,0.0,0.0,1.76,0.08,2.2,2.46,2.0,0.0015006065368652
instances/Sat_Data/circuit_fuzz/fuzz_100_25891.cnf,1.0,0.0,0.0,1.98,0.08,2.14,2.52,2.0,0.0014641284942626
instances/Sat_Data/circuit_fuzz/fuzz_100_30392.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.46,2.0,0.0019929409027099
instances/Sat_Data/circuit_fuzz/fuzz_100_12201.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.56,2.0,0.0027947425842285
instances/Sat_Data/circuit_fuzz/fuzz_100_7979.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.42,2.0,0.0014925003051757
instances/Sat_Data/circuit_fuzz/fuzz_100_15882.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.46,2.0,0.0021655559539794
instances/Sat_Data/circuit_fuzz/fuzz_100_12426.cnf,1.0,0.0,0.0,0.62,0.08,2.16,2.46,2.0,0.0014781951904296
instances/Sat_Data/circuit_fuzz/fuzz_100_30720.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.56,2.0,0.0015053749084472
instances/Sat_Data/circuit_fuzz/fuzz_100_21921.cnf,1.0,0.0,0.0,0.96,0.18,2.1,2.32,2.0,0.0017194747924804
instances/Sat_Data/circuit_fuzz/fuzz_100_10336.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.52,2.0,0.0014865398406982
instances/Sat_Data/circuit_fuzz/fuzz_100_454.cnf,1.0,0.02,0.0,0.88,0.4,2.06,2.28,2.0,0.0022025108337402
instances/Sat_Data/circuit_fuzz/fuzz_100_31989.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.54,2.0,0.0032942295074462
instances/Sat_Data/circuit_fuzz/fuzz_100_32265.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.64,2.0,0.0014984607696533
instances/Sat_Data/circuit_fuzz/fuzz_100_27427.cnf,1.0,0.0,0.0,1.82,0.08,2.18,2.46,2.0,0.001474380493164
instances/Sat_Data/circuit_fuzz/fuzz_100_194.cnf,1.0,0.02,0.02,1.98,0.62,2.08,2.24,2.0,0.0028445720672607
instances/Sat_Data/circuit_fuzz/fuzz_100_21705.cnf,1.0,0.0,0.02,1.98,0.22,2.08,2.4,2.0,0.0017690658569335
instances/Sat_Data/circuit_fuzz/fuzz_100_15955.cnf,1.0,0.0,0.0,1.98,0.14,2.14,2.44,2.0,0.0015711784362792
instances/Sat_Data/circuit_fuzz/fuzz_100_28104.cnf,1.0,0.0,0.0,1.98,0.18,2.12,2.42,2.0,0.0015509128570556
instances/Sat_Data/circuit_fuzz/fuzz_100_290.cnf,1.0,0.0,0.0,0.94,0.12,2.14,2.5,2.0,0.0015335083007812
instances/Sat_Data/circuit_fuzz/fuzz_100_21718.cnf,1.0,0.02,0.0,1.96,0.3,2.1,2.26,2.0,0.0027463436126708
instances/Sat_Data/circuit_fuzz/fuzz_100_25860.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.52,2.0,0.0022780895233154
instances/Sat_Data/circuit_fuzz/fuzz_100_535.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.62,2.0,0.0014920234680175
instances/Sat_Data/circuit_fuzz/fuzz_100_7454.cnf,1.0,0.0,0.0,1.16,0.16,2.12,2.34,2.0,0.0016360282897949
instances/Sat_Data/circuit_fuzz/fuzz_100_23087.cnf,1.0,0.0,0.0,1.38,0.06,2.22,2.52,2.0,0.0015041828155517
instances/Sat_Data/circuit_fuzz/fuzz_100_4872.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.58,2.0,0.0030341148376464
instances/Sat_Data/circuit_fuzz/fuzz_100_2182.cnf,1.0,0.0,0.0,1.62,0.08,2.2,2.42,2.0,0.0014865398406982
instances/Sat_Data/circuit_fuzz/fuzz_100_29390.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.52,2.0,0.0015387535095214
instances/Sat_Data/circuit_fuzz/fuzz_100_1470.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.42,2.0,0.0016176700592041
instances/Sat_Data/circuit_fuzz/fuzz_100_29268.cnf,1.0,0.0,0.0,0.2,0.04,2.22,2.64,2.0,0.0014798641204833
instances/Sat_Data/circuit_fuzz/fuzz_100_30555.cnf,1.0,0.02,0.0,1.98,0.38,2.06,2.34,2.0,0.0021946430206298
instances/Sat_Data/circuit_fuzz/fuzz_100_19709.cnf,1.0,0.0,0.0,1.98,0.18,2.14,2.36,2.0,0.0017459392547607
instances/Sat_Data/circuit_fuzz/fuzz_100_16696.cnf,1.0,0.0,0.0,0.9,0.12,2.14,2.48,2.0,0.0014915466308593
instances/Sat_Data/circuit_fuzz/fuzz_100_155.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.54,2.0,0.001767873764038
instances/Sat_Data/circuit_fuzz/fuzz_100_11723.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.52,2.0,0.0014991760253906
instances/Sat_Data/circuit_fuzz/fuzz_100_15478.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.68,2.0,0.0026471614837646
instances/Sat_Data/circuit_fuzz/fuzz_100_22912.cnf,1.0,0.0,0.0,1.98,0.18,2.12,2.44,2.0,0.0015699863433837
instances/Sat_Data/circuit_fuzz/fuzz_100_5082.cnf,1.0,0.0,0.0,1.98,0.04,2.16,2.62,2.0,0.0014605522155761
instances/Sat_Data/circuit_fuzz/fuzz_100_29746.cnf,1.0,0.0,0.0,0.58,0.04,2.26,2.6,2.0,0.001777172088623
instances/Sat_Data/circuit_fuzz/fuzz_100_14448.cnf,1.0,0.0,0.02,1.98,0.22,2.12,2.28,2.0,0.001965045928955
instances/Sat_Data/circuit_fuzz/fuzz_100_16215.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.5,2.0,0.0014817714691162
instances/Sat_Data/circuit_fuzz/fuzz_100_32622.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.54,2.0,0.0018396377563476
instances/Sat_Data/circuit_fuzz/fuzz_100_18691.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.5,2.0,0.0014982223510742
instances/Sat_Data/circuit_fuzz/fuzz_100_29348.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.44,2.0,0.0014841556549072
instances/Sat_Data/circuit_fuzz/fuzz_100_28454.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.5,2.0,0.0015151500701904
instances/Sat_Data/circuit_fuzz/fuzz_100_13194.cnf,1.0,0.02,0.0,0.22,0.32,2.08,2.26,2.0,0.0020704269409179
instances/Sat_Data/circuit_fuzz/fuzz_100_26937.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.48,2.0,0.0014693737030029
instances/Sat_Data/circuit_fuzz/fuzz_100_15927.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.54,2.0,0.0015146732330322
instances/Sat_Data/circuit_fuzz/fuzz_100_17322.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.62,2.0,0.0017805099487304
instances/Sat_Data/circuit_fuzz/fuzz_100_12828.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.46,2.0,0.0023815631866455
instances/Sat_Data/circuit_fuzz/fuzz_100_1574.cnf,1.0,0.0,0.0,1.0,0.16,2.12,2.48,2.0,0.0019426345825195
instances/Sat_Data/circuit_fuzz/fuzz_100_15449.cnf,1.0,0.0,0.02,1.98,0.22,2.1,2.34,2.0,0.0017998218536376
instances/Sat_Data/circuit_fuzz/fuzz_100_13680.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.44,2.0,0.0014946460723876
instances/Sat_Data/circuit_fuzz/fuzz_100_13011.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.56,2.0,0.0015342235565185
instances/Sat_Data/circuit_fuzz/fuzz_100_1562.cnf,1.0,0.0,0.0,1.98,0.16,2.16,2.4,2.0,0.0017859935760498
instances/Sat_Data/circuit_fuzz/fuzz_100_9273.cnf,1.0,0.0,0.0,0.58,0.06,2.24,2.4,2.0,0.0014622211456298
instances/Sat_Data/circuit_fuzz/fuzz_100_30270.cnf,1.0,0.0,0.0,1.98,0.12,2.1,2.42,2.0,0.0015194416046142
instances/Sat_Data/circuit_fuzz/fuzz_100_24676.cnf,1.0,0.0,0.0,1.6,0.04,2.2,2.62,2.02,0.0026957988739013
instances/Sat_Data/circuit_fuzz/fuzz_100_23581.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.46,2.0,0.0015039443969726
instances/Sat_Data/circuit_fuzz/fuzz_100_18479.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.52,2.0,0.0014817714691162
instances/Sat_Data/circuit_fuzz/fuzz_100_14390.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.42,2.0,0.001500129699707
instances/Sat_Data/circuit_fuzz/fuzz_100_5272.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.52,2.0,0.001488447189331
instances/Sat_Data/circuit_fuzz/fuzz_100_9659.cnf,1.0,0.0,0.0,0.82,0.06,2.16,2.54,2.0,0.0027871131896972
instances/Sat_Data/circuit_fuzz/fuzz_100_15572.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.5,2.0,0.0015051364898681
instances/Sat_Data/circuit_fuzz/fuzz_100_21348.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.5,2.0,0.001502513885498
instances/Sat_Data/circuit_fuzz/fuzz_100_7823.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.56,2.0,0.0014753341674804
instances/Sat_Data/circuit_fuzz/fuzz_100_140.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.38,2.0,0.0017666816711425
instances/Sat_Data/circuit_fuzz/fuzz_100_27807.cnf,1.0,0.0,0.0,0.44,0.06,2.28,2.54,2.0,0.002209186553955
instances/Sat_Data/circuit_fuzz/fuzz_100_7468.cnf,1.0,0.02,0.0,1.98,0.24,2.1,2.3,2.0,0.0018703937530517
instances/Sat_Data/circuit_fuzz/fuzz_100_8700.cnf,1.0,0.02,0.02,1.98,0.44,2.08,2.34,2.0,0.0026361942291259
instances/Sat_Data/circuit_fuzz/fuzz_100_27992.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.4,2.0,0.0015680789947509
instances/Sat_Data/circuit_fuzz/fuzz_100_20708.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.44,2.0,0.0014760494232177
instances/Sat_Data/circuit_fuzz/fuzz_100_23292.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.56,2.0,0.0014624595642089
instances/Sat_Data/circuit_fuzz/fuzz_100_24180.cnf,1.0,0.0,0.0,1.98,0.2,2.1,2.4,2.0,0.0016913414001464
instances/Sat_Data/circuit_fuzz/fuzz_100_11385.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.56,2.0,0.0014963150024414
instances/Sat_Data/circuit_fuzz/fuzz_100_23706.cnf,1.0,0.0,0.0,1.98,0.18,2.1,2.42,2.0,0.0016791820526123
instances/Sat_Data/circuit_fuzz/fuzz_100_13098.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.5,2.0,0.0014677047729492
instances/Sat_Data/circuit_fuzz/fuzz_100_747.cnf,1.0,0.0,0.0,0.36,0.06,2.24,2.52,2.0,0.003185749053955
instances/Sat_Data/circuit_fuzz/fuzz_100_22094.cnf,1.0,0.0,0.0,1.14,0.04,2.3,2.64,2.0,0.0014712810516357
instances/Sat_Data/circuit_fuzz/fuzz_100_13072.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.5,2.0,0.0015115737915039
instances/Sat_Data/circuit_fuzz/fuzz_100_13727.cnf,1.0,0.0,0.0,1.96,0.06,2.22,2.54,2.0,0.0014798641204833
instances/Sat_Data/circuit_fuzz/fuzz_100_10807.cnf,1.0,0.0,0.0,0.4,0.06,2.18,2.58,2.0,0.0018126964569091
instances/Sat_Data/circuit_fuzz/fuzz_100_15786.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.54,2.0,0.0026712417602539
instances/Sat_Data/circuit_fuzz/fuzz_100_167.cnf,1.0,0.0,0.0,1.98,0.12,2.24,2.46,2.0,0.0015385150909423
instances/Sat_Data/circuit_fuzz/fuzz_100_699.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.42,2.0,0.0014917850494384
instances/Sat_Data/circuit_fuzz/fuzz_100_14853.cnf,1.0,0.0,0.0,1.98,0.24,2.14,2.34,2.0,0.001673936843872
instances/Sat_Data/circuit_fuzz/fuzz_100_14289.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.46,2.0,0.0015039443969726
instances/Sat_Data/circuit_fuzz/fuzz_100_582.cnf,1.0,0.0,0.0,1.98,0.12,2.2,2.38,2.0,0.0015344619750976
instances/Sat_Data/circuit_fuzz/fuzz_100_8451.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.42,2.0,0.0018301010131835
instances/Sat_Data/circuit_fuzz/fuzz_100_60.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.54,2.0,0.0015041828155517
instances/Sat_Data/circuit_fuzz/fuzz_100_29783.cnf,1.0,0.0,0.0,1.98,0.22,2.12,2.44,2.0,0.0016219615936279
instances/Sat_Data/circuit_fuzz/fuzz_100_28075.cnf,1.0,0.0,0.0,1.98,0.2,2.14,2.44,2.0,0.0016233921051025
instances/Sat_Data/circuit_fuzz/fuzz_100_7756.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.54,2.0,0.0024888515472412
instances/Sat_Data/circuit_fuzz/fuzz_100_20955.cnf,1.0,0.0,0.0,0.96,0.1,2.18,2.52,2.0,0.0017461776733398
instances/Sat_Data/circuit_fuzz/fuzz_100_32655.cnf,1.0,0.0,0.0,1.98,0.12,2.12,2.42,2.0,0.0015547275543212
instances/Sat_Data/circuit_fuzz/fuzz_100_32313.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.42,2.0,0.0015037059783935
instances/Sat_Data/circuit_fuzz/fuzz_100_32076.cnf,1.0,0.0,0.0,1.98,0.22,2.12,2.36,2.0,0.0016207695007324
instances/Sat_Data/circuit_fuzz/fuzz_100_587.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.58,2.0,0.001497745513916
instances/Sat_Data/circuit_fuzz/fuzz_100_4178.cnf,1.0,0.0,0.0,1.26,0.08,2.24,2.48,2.0,0.0015285015106201
instances/Sat_Data/circuit_fuzz/fuzz_100_27540.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.48,2.0,0.001467227935791
instances/Sat_Data/circuit_fuzz/fuzz_100_3173.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.38,2.0,0.0014920234680175
instances/Sat_Data/circuit_fuzz/fuzz_100_23258.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.68,2.0,0.0014722347259521
instances/Sat_Data/circuit_fuzz/fuzz_100_8906.cnf,1.0,0.0,0.0,1.98,0.04,2.28,2.56,2.0,0.0014739036560058
instances/Sat_Data/circuit_fuzz/fuzz_100_21624.cnf,1.0,0.0,0.0,1.98,0.06,2.14,2.58,2.0,0.0014984607696533
instances/Sat_Data/circuit_fuzz/fuzz_100_13461.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.48,2.0,0.0015170574188232
instances/Sat_Data/circuit_fuzz/fuzz_100_31467.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.44,2.0,0.001460313796997
instances/Sat_Data/circuit_fuzz/fuzz_100_22701.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.44,2.0,0.001565933227539
instances/Sat_Data/circuit_fuzz/fuzz_100_4407.cnf,1.0,0.0,0.0,1.98,0.1,2.22,2.6,2.0,0.0033004283905029
instances/Sat_Data/circuit_fuzz/fuzz_100_28725.cnf,1.0,0.0,0.0,1.96,0.14,2.2,2.52,2.0,0.0018172264099121
instances/Sat_Data/circuit_fuzz/fuzz_100_29127.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.62,2.0,0.0027060508728027
instances/Sat_Data/circuit_fuzz/fuzz_100_18202.cnf,1.0,0.0,0.0,1.98,0.22,2.12,2.36,2.0,0.0017116069793701
instances/Sat_Data/circuit_fuzz/fuzz_100_367.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.4,2.0,0.0014917850494384
instances/Sat_Data/circuit_fuzz/fuzz_100_27287.cnf,1.0,0.0,0.0,0.04,0.12,2.18,2.52,2.0,0.0014910697937011
instances/Sat_Data/circuit_fuzz/fuzz_100_30849.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.46,2.0,0.0014750957489013
instances/Sat_Data/circuit_fuzz/fuzz_100_11431.cnf,1.0,0.0,0.0,1.98,0.08,2.14,2.5,2.0,0.0014905929565429
instances/Sat_Data/circuit_fuzz/fuzz_100_14302.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.48,2.0,0.0017776489257812
instances/Sat_Data/circuit_fuzz/fuzz_100_2549.cnf,1.0,0.02,0.0,1.98,0.36,2.08,2.22,2.0,0.0022783279418945
instances/Sat_Data/circuit_fuzz/fuzz_100_13080.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.56,2.0,0.001490831375122
instances/Sat_Data/circuit_fuzz/fuzz_100_13102.cnf,1.0,0.0,0.0,1.92,0.1,2.2,2.48,2.0,0.0020558834075927
instances/Sat_Data/circuit_fuzz/fuzz_100_9716.cnf,1.0,0.0,0.0,1.98,0.1,2.24,2.48,2.0,0.0019271373748779
instances/Sat_Data/circuit_fuzz/fuzz_100_10492.cnf,1.0,0.0,0.0,0.82,0.14,2.18,2.46,2.0,0.0015385150909423
instances/Sat_Data/circuit_fuzz/fuzz_100_491.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.54,2.0,0.0014820098876953
instances/Sat_Data/circuit_fuzz/fuzz_100_26964.cnf,1.0,0.0,0.0,0.38,0.1,2.12,2.46,2.0,0.0017645359039306
instances/Sat_Data/circuit_fuzz/fuzz_100_26729.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.46,2.0,0.001476764678955
instances/Sat_Data/circuit_fuzz/fuzz_100_10827.cnf,1.0,0.02,0.0,1.98,0.38,2.1,2.36,2.0,0.0022845268249511
instances/Sat_Data/circuit_fuzz/fuzz_100_22473.cnf,1.0,0.02,0.0,1.98,0.28,2.1,2.3,2.0,0.0023932456970214
instances/Sat_Data/circuit_fuzz/fuzz_100_31750.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.54,2.0,0.0014848709106445
instances/Sat_Data/circuit_fuzz/fuzz_100_11858.cnf,1.0,0.0,0.0,1.98,0.14,2.1,2.52,2.0,0.0015978813171386
instances/Sat_Data/circuit_fuzz/fuzz_100_32695.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.62,2.0,0.0027306079864501
