@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_491.cnf,1.0,2182.0,7491.0,2181.0,7488.0,0.000458505,0.000400641,0.291266026,0.495882301,0.778332565,0.0,1.0,1.175202615,0.001241601,0.266038516,0.000917011,0.002751032,0.8846357,0.0,0.385550214,0.952857906,4110.25,0.074076468,3583.0,4293.0,4293.0,3583.0,4293.0,4276.0,4289.0,42.169656701,0.066593292,39.913965959,46.875844398,46.875844398,39.913965959,46.875844398,40.136477812,41.752338634,0.368231471,0.700534492,5.6593e-05,1.0,0.723933554,0.041818516,0.594928801,0.122777057,0.349355333,0.0741404,0.700374214,0.0,0.360129515,0.145001083,0.006331187,0.109573586,0.030256483,0.07076212,77.3875,0.214121,484.773,0.0317208,485.0,465.0,504.0,0.671001,0.207904,0.801096,0.0210612,94.4032,0.0872786,484.515,0.0330618,484.0,464.0,504.0,0.340276,0.225513,0.81265,0.0171095,0.312303475,0.690343218,1.9804547,5.1724753,31.434317,11.133286,0.015567346,0.1483214,30.266756,31.90456,0.14729322,0.01583483,5.498028,17.442686,4.67351,16.67351,0.8282796,4.1122427,23.681627,-0.008700798,9.389817,13.677505,-0.009858108,9.1908455,18.847843,-0.0119357025,-0.008568377,16.094217,12.464717,6.158316,0.18680608,2.8082664,42.18457,27.186068,25.059866,-0.0023107398,22.42947,47.44468,11.294578,33.705193,31.288015,7.132689,35.722404,7.1191463,8.979153,1.9161808,0.23026194,19.432837,17.031868,16.000223
instances/Sat_Data/circuit_fuzz/fuzz_100_26964.cnf,1.0,4275.0,14380.0,4270.0,14365.0,0.00117096,0.001044205,0.297250261,0.498918668,0.771659995,0.0,1.0,1.099764713,0.00061948,0.218996493,0.000468384,0.001405152,0.761458574,0.0,0.387121476,0.983501566,2144.0,0.0,2144.0,2144.0,2144.0,2144.0,2144.0,2144.0,2144.0,58.988339552,0.0,58.988339552,58.988339552,58.988339552,58.988339552,58.988339552,58.988339552,58.988339552,0.35928395,0.740225276,1.588e-06,1.0,0.720037862,0.023693194,0.593295026,0.091773305,0.353523075,0.079021764,0.679438028,0.0,0.284281512,0.149850915,0.00539338,0.119278901,0.032280655,0.07852303,146.236,0.208385,935.681,0.0239246,936.0,906.0,964.0,0.611032,0.221912,0.794854,0.0176,184.525,0.475417,936.997,0.0621985,940.0,909.0,968.0,0.315782,0.589035,0.816109,0.166493,0.205135236,0.667815721,6.492313,29.053106,136.33583,50.92938,0.020615922,1.3039047,231.96289,138.82545,0.04499069,0.05147184,30.558249,154.0148,86.31658,117.99868,11.241804,33.834053,83.03358,-0.006500498,141.61494,62.999516,-0.011487533,62.306835,88.3644,-0.017648177,0.04150955,62.41089,53.554695,23.139185,10.85697,7.251415,323.92337,277.26538,234.77824,-0.00619965,99.98784,340.69928,42.57822,124.82998,226.3053,26.397648,158.71074,32.967167,40.155277,1.3962694,0.6287395,75.553406,157.86786,116.05423
instances/Sat_Data/circuit_fuzz/fuzz_100_26729.cnf,1.0,2464.0,8395.0,2463.0,8390.0,0.000406009,0.000595948,0.293563766,0.49363528,0.774694392,0.0,1.0,1.150095741,0.001092062,0.246004105,0.000812018,0.002436054,0.831557374,0.0,0.377711561,0.966150179,4209.666666667,0.024377255,4065.0,4292.0,4292.0,4065.0,4292.0,4065.0,4272.0,41.95971006,0.099223955,37.023124231,47.207129543,47.207129543,37.023124231,47.207129543,37.023124231,41.648876404,0.3564772,0.726862282,7.966e-06,1.0,0.721108625,0.031651392,0.578423144,0.106535157,0.340398334,0.075703432,0.689026535,0.0,0.368023788,0.144717051,0.006336638,0.113806923,0.03125502,0.074176941,87.9306,0.266444,537.38,0.0544375,538.0,519.0,559.0,0.638332,0.236624,0.799094,0.0385186,104.411,0.140908,538.166,0.0504327,539.0,518.0,560.0,0.313798,0.302971,0.808896,0.0325902,0.236129777,0.651852973,2.5499609,9.719975,45.87949,16.04644,0.020458471,0.49926737,52.389397,46.886887,0.03633079,0.056235667,9.777701,26.882961,12.205248,24.291412,2.778525,6.38199,30.78784,-0.012944178,20.33714,21.704388,-0.014734001,18.539995,27.591515,-0.016102592,0.063876845,21.916187,16.159662,9.074839,1.0745225,2.3781621,66.36016,48.206654,42.289604,0.04981612,32.51829,76.14821,15.998377,44.16528,48.90434,7.531158,49.23382,11.002664,12.625192,1.1393876,0.37628636,25.771051,28.707308,24.365623
instances/Sat_Data/circuit_fuzz/fuzz_100_10827.cnf,1.0,12708.0,43235.0,12703.0,43221.0,0.000393608,0.000323917,0.293908054,0.500279957,0.773972319,0.0,1.0,1.110546311,0.000207952,0.226014553,0.000157443,0.000472329,0.775218435,0.0,0.396173157,0.981328521,4161.0,0.0,4161.0,4161.0,4161.0,4161.0,4161.0,4161.0,4161.0,34.244652728,0.0,34.244652728,34.244652728,34.244652728,34.244652728,34.244652728,34.244652728,34.244652728,0.363326401,0.729497236,6.6e-08,1.0,0.720685263,0.027334171,0.595135769,0.100019949,0.355581398,0.078845165,0.692692135,0.0,0.291453888,0.151653465,0.005144397,0.119001058,0.031094899,0.076837068,522.727,0.279458,2806.45,0.0151609,2808.0,2751.0,2854.0,0.60156,0.330597,0.800415,0.0266111,593.566,0.0641063,2801.25,0.0142818,2803.0,2743.0,2847.0,0.260216,0.364274,0.807797,0.00716299,0.164989713,0.415466873,7.550233,18.98265,118.523155,46.09803,0.009404062,1.0433459,105.62175,116.53468,0.10332108,0.18310505,19.781479,50.116394,19.203814,49.214073,4.6506476,16.031227,79.34571,0.002031177,29.835802,50.011765,-0.0065454813,32.76841,71.21924,-0.0017970223,0.019614587,54.50888,47.625328,18.006514,1.0000808,7.457704,113.230125,79.76358,66.56123,0.015885416,82.816666,136.4401,36.420387,116.95987,87.30646,21.573814,118.79422,28.09654,24.492413,4.979054,1.7921733,73.91336,46.50616,42.58474
instances/Sat_Data/circuit_fuzz/fuzz_100_22473.cnf,1.0,10924.0,36843.0,10921.0,36834.0,0.0002747,0.000244339,0.296492371,0.499104089,0.774403685,0.0,1.0,1.086656621,0.000240623,0.209842952,0.000183133,0.0005494,0.738752515,0.0,0.393712331,0.988733236,4079.0,0.0,4079.0,4079.0,4079.0,4079.0,4079.0,4079.0,4079.0,33.912723707,0.0,33.912723707,33.912723707,33.912723707,33.912723707,33.912723707,33.912723707,33.912723707,0.361718794,0.746326101,1.066e-06,1.0,0.729207301,0.020622903,0.600720458,0.089869528,0.356822358,0.080173466,0.69085954,0.0,0.365448802,0.153229353,0.005022134,0.120983179,0.031750445,0.077916086,389.828,0.170856,2394.55,0.0147715,2401.0,2332.0,2442.0,0.528903,0.248274,0.792977,0.0143604,511.704,0.313239,2364.8,0.121539,2401.0,2344.0,2447.0,0.307738,0.703448,0.81479,0.0869971,0.155357822,0.448106819,3.7503,22.21663,112.29334,39.596733,0.016780738,1.1952564,132.40274,114.16905,0.06884333,0.4205556,22.005533,99.018,33.334408,82.20512,4.538374,25.670776,74.20288,0.024623644,81.48932,52.888126,-0.009144382,45.365986,72.52443,-0.0013644875,0.036548946,52.475655,45.02655,25.049377,2.816253,7.6351557,201.16078,141.08656,148.56497,0.008607541,81.012184,221.38724,35.597137,108.61339,143.14859,20.01808,115.7666,32.16249,24.833857,2.7812915,1.1618254,66.14626,94.314415,79.988594
instances/Sat_Data/circuit_fuzz/fuzz_100_31750.cnf,1.0,2739.0,9424.0,2738.0,9421.0,0.00036523,0.000318438,0.290627322,0.498676715,0.770844512,0.0,1.0,1.157898839,0.000984078,0.253384366,0.00073046,0.002191381,0.851483379,0.0,0.382549623,0.961469058,4145.25,0.02728699,3951.0,4223.0,4223.0,3951.0,4223.0,4186.0,4221.0,43.340467911,0.057753382,40.645659327,46.164179104,46.164179104,40.645659327,46.164179104,41.06043956,45.491593654,0.366435635,0.705763042,0.000184386,1.0,0.726455003,0.037828935,0.595496477,0.117023865,0.347401412,0.074690186,0.696352024,0.0,0.351285016,0.143990234,0.005537648,0.111668992,0.029528767,0.071619704,102.201,0.225283,603.663,0.0286238,604.0,581.0,626.0,0.667755,0.227041,0.80068,0.0211977,119.524,0.109403,604.935,0.0280036,606.0,583.0,626.0,0.33264,0.276974,0.810615,0.0164768,0.265241985,0.648605368,1.8040891,8.658933,35.0742,13.253019,-0.008046291,0.81481296,41.478012,38.058105,0.12606278,0.08616625,8.283358,34.37991,9.8113,25.111023,1.0918387,6.1169267,24.772003,-0.011317223,20.805862,16.423328,-0.010493582,13.8605385,23.499891,-0.012238844,-0.0011461936,19.164618,13.738119,7.7290473,0.5480994,2.7703679,64.316826,38.34665,43.711754,0.0057076244,27.42625,69.88752,14.265897,36.332817,44.724022,7.7462573,40.81223,9.497257,8.144705,1.2534406,0.58309525,22.088646,28.680798,24.480183
instances/Sat_Data/circuit_fuzz/fuzz_100_11858.cnf,1.0,5924.0,20027.0,5923.0,20024.0,0.000168833,0.00014982,0.295795046,0.495157478,0.778285783,0.0,1.0,1.106829141,0.000446763,0.22499796,0.000337667,0.001013,0.769052584,0.0,0.390731123,0.982171394,4183.5,0.022110673,4091.0,4276.0,4276.0,4091.0,4276.0,4091.0,4276.0,39.442738189,0.011869355,38.974578343,39.910898036,39.910898036,38.974578343,39.910898036,38.974578343,39.910898036,0.36437917,0.734967851,1.891e-06,1.0,0.731953946,0.025725751,0.602625159,0.096052112,0.36432328,0.079242199,0.688149529,0.0,0.385128747,0.151377886,0.005089118,0.118776814,0.032803279,0.076783753,219.05,0.289854,1303.96,0.0210847,1302.5,1265.0,1336.0,0.611553,0.267999,0.796281,0.0238068,259.222,0.0549585,1306.89,0.0197673,1304.0,1274.0,1343.0,0.30455,0.221637,0.807779,0.0105341,0.217736536,0.575532422,14.586953,25.166523,181.02873,71.38736,0.017135307,1.9301014,155.70607,185.73485,0.1976089,0.15166645,26.215376,75.76751,30.169003,66.634995,11.53367,20.542057,111.59071,-0.0071364827,46.920937,72.304985,-0.009718465,39.799786,112.42467,-0.012178326,0.19735411,85.23472,75.33414,17.05049,2.1434443,19.18035,143.32709,115.18889,91.028534,0.01944687,128.28467,179.00745,47.320324,181.10754,120.02937,43.62928,170.50757,43.438892,33.60237,16.288895,2.7085557,127.18517,64.500206,58.559963
instances/Sat_Data/circuit_fuzz/fuzz_100_32695.cnf,1.0,2431.0,8292.0,2430.0,8288.0,0.000411523,0.000482625,0.293194981,0.495451255,0.781004624,0.0,1.0,1.159140735,0.001107109,0.26079852,0.000823045,0.002469136,0.85924425,0.0,0.391771236,0.96042471,4277.25,0.016542861,4204.0,4394.0,4394.0,4204.0,4394.0,4249.0,4262.0,42.157284783,0.116712884,34.555423406,47.497419052,47.497419052,34.555423406,47.497419052,41.291362674,45.284934001,0.375797835,0.696345477,1.478e-06,1.0,0.736695342,0.039038088,0.603352064,0.128371539,0.362692967,0.074995492,0.705148224,0.0,0.308571931,0.147660452,0.006516722,0.111765495,0.030141313,0.071226417,82.1386,0.641861,538.077,0.0541663,539.0,517.0,560.0,0.655863,0.277816,0.807121,0.284135,104.781,0.077888,539.007,0.0288854,539.0,519.0,559.0,0.360789,0.225997,0.81159,0.0148603,0.28184517,0.703555104,1.4355456,6.7451253,32.207806,12.307259,0.0114273885,1.3916695,37.189766,35.528503,0.06916383,0.030208685,7.921789,25.998869,9.724702,19.852673,0.85816664,5.2232647,23.640432,-0.008522095,15.523337,14.957806,-0.007372403,13.821149,21.4238,-0.0057601673,-0.007850852,17.734816,12.021009,7.6749167,0.8888821,1.7321337,54.17392,35.00388,35.647842,0.030758401,24.869926,62.44157,13.497634,32.823185,37.826347,6.2353244,37.56627,9.154868,9.307058,0.82644844,1.0005407,19.137747,23.781178,20.460703
instances/Sat_Data/circuit_fuzz/fuzz_100_934.cnf,1.0,3610.0,12129.0,3605.0,12114.0,0.001386963,0.001238237,0.297589566,0.49062242,0.787900671,0.0,1.0,1.12500185,0.000734126,0.23290206,0.000554785,0.001664355,0.793773807,0.0,0.398877332,0.977381542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365787653,0.715893403,5.1899e-05,1.0,0.717445795,0.030421509,0.595196334,0.107627883,0.360167749,0.07738485,0.696217823,0.0,0.354506283,0.149007768,0.005674331,0.11620728,0.030095004,0.075783016,122.636,0.896379,789.092,0.069134,794.0,761.0,819.0,0.614844,0.400098,0.816209,0.479924,153.074,0.150269,794.801,0.0566283,798.0,772.0,823.0,0.325917,0.327427,0.808985,0.0367496,0.231105648,0.610724986,9.460667,29.018822,162.76773,64.98161,0.028128712,1.6178935,127.58662,168.27657,0.4514976,0.1443197,19.590479,50.289978,22.840233,53.988792,6.318932,18.766945,106.62582,-0.0075603286,32.95918,71.5032,-0.0071784225,36.85065,101.0502,0.045895964,-0.005618365,75.204765,65.349884,17.125425,2.7105489,11.824061,115.01033,94.994,70.50418,-0.0032072337,119.272446,141.98425,38.130943,159.13823,95.993706,29.934938,149.25319,46.718044,24.621536,2.8261683,2.0241776,101.62835,51.49621,41.31796
instances/Sat_Data/circuit_fuzz/fuzz_100_2035.cnf,1.0,2235.0,7560.0,2230.0,7547.0,0.002242152,0.001722539,0.295481648,0.487217879,0.785508955,0.0,1.0,1.149166946,0.001205955,0.251060762,0.000896861,0.002690583,0.841303859,0.0,0.382801113,0.964224195,4072.5,0.009944751,4032.0,4113.0,4113.0,4032.0,4113.0,4032.0,4113.0,48.544669721,0.112322442,43.092013889,53.997325553,53.997325553,43.092013889,53.997325553,43.092013889,53.997325553,0.354767769,0.716233097,0.000218243,1.0,0.704646695,0.036472183,0.574108082,0.109331384,0.333775874,0.076559661,0.687176988,0.0,0.334650637,0.147363202,0.00635929,0.11463079,0.03104188,0.07329244,81.4332,0.630134,484.623,0.0514949,485.0,466.0,504.0,0.67341,0.397375,0.856293,1.632,91.1719,0.12793,483.281,0.0493618,485.0,464.0,503.0,0.330617,0.279718,0.805962,0.0303383,0.280800282,0.747290585,9.50318,15.332256,86.10872,35.518642,0.0019557583,1.698844,77.09367,88.52356,0.03364933,0.11060465,14.805963,41.68031,15.201029,43.01805,6.0177245,12.931255,58.410233,-0.01121567,24.330038,35.674618,-0.011013008,22.56803,52.978477,0.015927762,0.009302369,39.380505,34.78008,10.614791,1.11172,4.8229322,85.64847,67.93774,51.522175,-0.010648248,59.96806,108.38701,22.46302,89.65212,65.08669,18.67249,88.29963,23.26605,18.778166,5.639265,0.5665327,57.657383,39.194782,31.677546
instances/Sat_Data/circuit_fuzz/fuzz_100_26639.cnf,1.0,1897.0,6459.0,1896.0,6456.0,0.000527426,0.000464684,0.293680297,0.491661504,0.786313873,0.0,1.0,1.176483433,0.001422319,0.262785203,0.001054852,0.003164557,0.880161827,0.0,0.391883519,0.954770756,4275.25,0.016841425,4152.0,4329.0,4329.0,4152.0,4329.0,4299.0,4321.0,40.956296583,0.140056453,33.597302505,49.187485462,49.187485462,33.597302505,49.187485462,38.360564684,42.67983368,0.36393532,0.708932863,3.3783e-05,1.0,0.710222376,0.036172011,0.589095938,0.117413213,0.346680992,0.074808398,0.68621496,0.0,0.312749405,0.144832684,0.006389957,0.110810694,0.031974665,0.072257288,69.9911,0.271082,420.425,0.0482668,421.0,404.0,438.0,0.690493,0.225285,0.805976,0.0397765,82.2183,0.129422,420.162,0.0473152,421.0,401.0,440.0,0.348409,0.281917,0.815292,0.029783,0.290342242,0.691606462,2.2384486,20.479357,100.399155,37.686024,-0.008808443,1.1471213,91.214745,105.78236,0.0609335,0.013721237,12.552426,54.464985,21.791933,43.719547,4.8049936,16.312357,62.597496,-0.011971578,39.865795,47.848545,-0.012684363,37.794598,66.90716,-0.01781863,0.04510637,49.436134,39.44337,17.639502,1.2887709,5.546058,113.83355,80.19807,80.43431,-0.0011458233,75.12924,126.16784,29.098724,95.0897,88.12563,18.705595,94.93579,28.451042,17.212536,1.0292708,0.7744311,56.779938,53.015438,41.658897
instances/Sat_Data/circuit_fuzz/fuzz_100_3880.cnf,1.0,1884.0,6476.0,1883.0,6473.0,0.000531067,0.000463464,0.290900664,0.498079201,0.777638337,0.0,1.0,1.17859305,0.001437812,0.2673689,0.001062135,0.003186405,0.885469011,0.0,0.387455585,0.952881199,4283.25,0.018503226,4165.0,4358.0,4358.0,4165.0,4358.0,4257.0,4353.0,35.961133089,0.127717334,29.599279712,40.921892947,40.921892947,29.599279712,40.921892947,33.635658915,39.68770078,0.37049579,0.670820115,0.000422496,1.0,0.715776457,0.047821754,0.577618989,0.142432988,0.358654059,0.072222903,0.695204016,0.0,0.276514637,0.140422822,0.006107969,0.108033682,0.029821688,0.06840016,75.1863,0.507463,414.634,0.0503379,416.0,397.0,434.0,0.698741,0.200861,0.802782,0.0425905,80.6844,0.10336,414.793,0.0354129,415.0,395.0,433.0,0.325604,0.257943,0.808055,0.0195599,0.273448625,0.640613953,1.4829774,4.6977997,25.22118,8.0495615,-0.0035887456,0.30056986,26.069372,27.807383,0.108372115,0.037426475,5.3403244,13.172594,4.76014,15.087348,0.22226954,4.1116753,20.632866,-0.008802534,6.8032413,12.318785,-0.009167422,7.7259645,15.325447,-0.014252883,0.0037165105,14.995163,10.292261,6.422965,0.3286745,2.9239025,36.085453,22.448826,20.098667,-0.0011667446,19.654055,40.33546,10.098087,28.52557,25.265665,5.2729974,28.942774,6.5389934,7.0366735,2.4584777,0.3096597,17.126902,15.07295,13.027193
instances/Sat_Data/circuit_fuzz/fuzz_100_19139.cnf,1.0,3949.0,13714.0,3948.0,13711.0,0.000253293,0.000218802,0.287943987,0.494724431,0.778941807,0.0,1.0,1.165284382,0.000681661,0.256444919,0.000506586,0.001519757,0.859414956,0.0,0.388374298,0.960032091,4316.666666667,0.017785445,4212.0,4394.0,4394.0,4212.0,4394.0,4212.0,4344.0,40.260858498,0.135256337,32.950379867,46.01335175,46.01335175,32.950379867,46.01335175,32.950379867,41.818843878,0.366787012,0.692834449,1.7015e-05,1.0,0.717474978,0.042443278,0.584187433,0.125541813,0.352650081,0.073471471,0.693336675,0.0,0.286733005,0.140991201,0.005057312,0.110380214,0.029724608,0.071026765,162.028,0.1596,869.882,0.025681,871.0,844.0,896.0,0.624691,0.197672,0.800556,0.0166594,185.298,0.0612626,872.132,0.0254244,872.0,844.0,901.0,0.281788,0.204556,0.809039,0.0129908,0.207751278,0.527165816,1.0282916,6.833644,28.515505,10.633627,0.0060408935,0.1732821,30.548439,28.859173,0.082027815,0.041572653,5.65575,20.963732,6.012948,18.690575,1.1837105,5.1839123,20.83747,-0.009479609,12.336656,12.923857,-0.007977321,13.197947,18.155499,-0.012672571,-0.0054235156,14.818703,10.619811,7.7120624,0.45523226,1.9947057,49.858994,30.544138,30.72185,0.0009615767,21.50635,54.430733,11.850526,27.638525,35.108685,5.8388677,33.709538,6.1962495,8.771854,0.7537496,0.26224086,15.884015,19.843363,19.03877
instances/Sat_Data/circuit_fuzz/fuzz_100_15075.cnf,1.0,2555.0,8662.0,2554.0,8659.0,0.000391543,0.00034646,0.294953228,0.497501636,0.776648112,0.0,1.0,1.155763664,0.0010496,0.251764234,0.000783085,0.002349256,0.840788659,0.0,0.390229819,0.965122993,4247.5,0.023310503,4095.0,4357.0,4357.0,4095.0,4357.0,4230.0,4308.0,45.881279749,0.07963934,41.933089133,49.75,49.75,41.933089133,49.75,42.541134752,49.300895111,0.365043082,0.710103737,1.4103e-05,1.0,0.712575878,0.037422374,0.589298118,0.11348035,0.353550517,0.075325217,0.688405567,0.0,0.299961645,0.14482547,0.005813381,0.113307744,0.031950384,0.072110315,89.3497,0.587107,562.365,0.0559806,562.0,542.0,588.0,0.653111,0.297686,0.805608,0.197351,106.596,0.0860937,563.718,0.0303677,563.0,541.0,585.0,0.32548,0.225931,0.809959,0.0152046,0.271812579,0.753195158,2.2263978,19.440245,96.49519,35.395485,0.076733835,2.5903769,103.26218,102.44814,0.06536893,0.08819416,24.776812,65.28061,32.775257,56.72231,3.8290722,19.11259,61.135983,0.007054922,42.617947,46.721912,-0.012456367,39.073948,61.963024,0.13842343,0.12389744,47.349808,36.02075,23.866714,2.8205693,3.9869313,136.79974,97.26447,89.55416,-0.016833398,70.35889,165.22095,33.05744,93.86878,102.05774,16.157677,97.07062,29.720833,22.443901,1.3732145,1.4701728,55.142178,65.80345,46.448116
