@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ALL NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
sat/20180326_095805836_p_cnf_320_1120.cnf.bz2,1.0,0.05,0.0042159557342529,0.0024390220642089,0.0034804344177246
sat/5or7mod8.rules.7-7.cnf.bz2,1.0,0.06,0,0,0
sat/6-3-8.cnf.bz2,1.0,0.05,0,0,0
sat/6-4-6.cnf.bz2,1.0,0.05,0,0,0
sat/6-4-7.cnf.bz2,1.0,0.05,0,0,0
sat/6-5-6.cnf.bz2,1.0,0.05,0,0,0
sat/7-4-7.cnf.bz2,1.0,0.06,0,0,0
sat/7-5-6.cnf.bz2,1.0,0.05,0,0,0
sat/8-4-10.cnf.bz2,1.0,0.06,0,0,0
sat/8-4-8.cnf.bz2,1.0,0.06,0,0,0
sat/8-4-9.cnf.bz2,1.0,0.14,0,0,0
sat/8-5-6.cnf.bz2,1.0,0.06,0,0,0
sat/9-4-10.cnf.bz2,1.0,0.05,0,0,0
sat/9-4-9.cnf.bz2,1.0,0.05,0,0,0
sat/a_rphp035_05.cnf.bz2,1.0,0.15,0.0076346397399902,0.0018904209136962,0.0049610137939453
sat/a_rphp045_05.cnf.bz2,1.0,0.12,0.008951187133789,0.00213623046875,0.0063066482543945
sat/a_rphp055_04.cnf.bz2,1.0,0.15,0.0088236331939697,0.0017166137695312,0.0055110454559326
sat/a_rphp056_05.cnf.bz2,1.0,0.14,0.0093672275543212,0.001849889755249,0.0047039985656738
sat/a_rphp065_04.cnf.bz2,1.0,0.14,0.0082707405090332,0.0016982555389404,0.0058248043060302
sat/a_rphp085_04.cnf.bz2,1.0,0.15,0.0091645717620849,0.0027220249176025,0.0068392753601074
sat/a_rphp098_04.cnf.bz2,1.0,0.14,0.0207438468933105,0.0018236637115478,0.012925386428833
sat/ad-A-3-7-17.cnf.bz2,1.0,0.06,0,0,0
sat/ae_rphp035_05.cnf.bz2,1.0,0.06,0.0052695274353027,0.0015528202056884,0.0048131942749023
sat/ae_rphp045_05.cnf.bz2,1.0,0.06,0.0189847946166992,0.0018317699432373,0.0122499465942382
sat/ae_rphp055_04.cnf.bz2,1.0,0.13,0.0069551467895507,0.0025622844696044,0.0058116912841796
sat/ae_rphp056_05.cnf.bz2,1.0,0.14,0.0074350833892822,0.0018887519836425,0.0067136287689208
sat/ae_rphp062_05.cnf.bz2,1.0,0.14,0.0083880424499511,0.0020647048950195,0.0069587230682373
sat/ae_rphp075_04.cnf.bz2,1.0,0.14,0.0208489894866943,0.0015003681182861,0.0115830898284912
sat/ae_rphp095_04.cnf.bz2,1.0,0.14,0.0081760883331298,0.0019330978393554,0.0080103874206542
sat/apn-sbox5-cut3-symmbreak.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox5-cut4-symmbreak.cnf.bz2,1.0,0.15,0,0,0
sat/apn-sbox5-cut5-symmbreak.cnf.bz2,1.0,0.15,0,0,0
sat/apn-sbox6-cut3-helpbox23.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut3-helpbox26.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut3-helpbox28.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut3-helpbox29.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut3-helpbox30.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut3-helpbox31.cnf.bz2,1.0,0.09,0,0,0
sat/apn-sbox6-cut4-helpbox23.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut4-helpbox26.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut4-helpbox28.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut4-helpbox29.cnf.bz2,1.0,0.15,0,0,0
sat/apn-sbox6-cut4-helpbox30.cnf.bz2,1.0,0.15,0,0,0
sat/apn-sbox6-cut4-helpbox31.cnf.bz2,1.0,0.15,0,0,0
sat/apn-sbox6-cut5-helpbox23.cnf.bz2,1.0,0.12,0,0,0
sat/apn-sbox6-cut5-helpbox26.cnf.bz2,1.0,0.15,0,0,0
sat/apn-sbox6-cut5-helpbox28.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut5-helpbox29.cnf.bz2,1.0,0.14,0,0,0
sat/apn-sbox6-cut5-helpbox30.cnf.bz2,1.0,0.14,0,0,0
sat/assoc_mult_err_3.c.cnf.bz2,1.0,0.14,0.0224251747131347,0.0029788017272949,0.0183856487274169
sat/assoc2.c.cnf.bz2,1.0,0.14,0.0212099552154541,0.0025079250335693,0.016611099243164
sat/avg_true-unreach-call.i.cnf.bz2,1.0,0.14,0,0,0
sat/ax-d-4-7-5.cnf.bz2,1.0,0.14,0,0,0
sat/bibd-16-80-15-3-2_glb.cnf.bz2,1.0,0.15,0,0,0
sat/bibd-19-57-9-3-1_glb.cnf.bz2,1.0,0.06,0,0,0
sat/bibd-8-70-35-4-15_glb.cnf.bz2,1.0,0.15,0,0,0
sat/bx-d-4-7-6.cnf.bz2,1.0,0.14,0,0,0
sat/bx-d-4-7-8.cnf.bz2,1.0,0.15,0,0,0
sat/by-alt-5-7.cnf.bz2,1.0,0.14,0,0,0
sat/by-X-2-7-100.cnf.bz2,1.0,0.14,0,0,0
sat/bz-X-4-7-6.cnf.bz2,1.0,0.09,0,0,0
sat/C3-2-31.cnf.bz2,1.0,0.13,0,0,0
sat/Cake_8_16.cnf.bz2,1.0,0.15,0.0122005939483642,0.0018362998962402,0.0112645626068115
sat/Cake_9_19.cnf.bz2,1.0,0.14,0.0236382484436035,0.0027687549591064,0.0198726654052734
sat/Cake_9_20.cnf.bz2,1.0,0.14,0.0375623703002929,0.0026235580444335,0.0269691944122314
sat/cannonball-opt-y.rules.4-10.cnf.bz2,1.0,0.14,0,0,0
sat/cms-scheel-md4-families-r24-c4-p4-9-13-18.cnf.bz2,1.0,0.15,0,0,0
sat/cms-scheel-md4-families-r24-c4-p6-13-17-19.cnf.bz2,1.0,0.14,0,0,0
sat/cms-scheel-md4-families-r24-c5-p0-5-11-13-18.cnf.bz2,1.0,0.12,0,0,0
sat/cms-scheel-md4-families-r24-c5-p0-7-10-15-19.cnf.bz2,1.0,0.15,0,0,0
sat/cms-scheel-md4-families-r24-c5-p1-5-10-12-18.cnf.bz2,1.0,0.14,0,0,0
sat/cms-scheel-md4-families-r24-c5-p1-8-13-18-19.cnf.bz2,1.0,0.09,0,0,0
sat/cms-scheel-md4-families-r24-c5-p1-8-9-16-19.cnf.bz2,1.0,0.05,0,0,0
sat/cms-scheel-md4-families-r24-c5-p5-13-16-17-19.cnf.bz2,1.0,0.15,0,0,0
sat/cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18.cnf.bz2,1.0,0.14,0,0,0
sat/cms-scheel-md4-families-r24-c6-p1-9-13-16-18-19.cnf.bz2,1.0,0.11,0,0,0
sat/cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19.cnf.bz2,1.0,0.11,0,0,0
sat/cms-scheel-md4-families-r24-c8-p2-3-4-5-7-12-16-19.cnf.bz2,1.0,0.1,0,0,0
sat/cms-scheel-md5-families-r24-c11-p1-4-6-9-10-11-13-15-17-18-19.cnf.bz2,1.0,0.15,0,0,0
sat/cms-scheel-md5-families-r24-c4-p1-3-4-16.cnf.bz2,1.0,0.14,0,0,0
sat/cms-scheel-md5-families-r24-c5-p2-7-8-15-19.cnf.bz2,1.0,0.14,0,0,0
sat/cms-scheel-md5-families-r24-c5-p6-11-15-16-19.cnf.bz2,1.0,0.13,0,0,0
sat/cms-scheel-md5-families-r24-c6-p1-4-6-13-14-18.cnf.bz2,1.0,0.13,0,0,0
sat/cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15.cnf.bz2,1.0,0.14,0,0,0
sat/cms-scheel-md5-families-r24-c7-p1-5-6-12-16-18-19.cnf.bz2,1.0,0.14,0,0,0
sat/cms-scheel-md5-families-r24-c8-p0-3-5-6-14-16-18-19.cnf.bz2,1.0,0.1,0,0,0
sat/CNP-5-0.cnf.bz2,1.0,0.15,0,0,0
sat/CNP-5-100.cnf.bz2,1.0,0.06,0,0,0
sat/CNP-5-1000.cnf.bz2,1.0,0.14,0,0,0
sat/CNP-5-1100.cnf.bz2,1.0,0.05,0,0,0
sat/CNP-5-1200.cnf.bz2,1.0,0.06,0,0,0
sat/CNP-5-1300.cnf.bz2,1.0,0.06,0,0,0
sat/CNP-5-1400.cnf.bz2,1.0,0.06,0,0,0
sat/CNP-5-1500.cnf.bz2,1.0,0.05,0,0,0
sat/CNP-5-1600.cnf.bz2,1.0,0.06,0,0,0
sat/CNP-5-1700.cnf.bz2,1.0,0.05,0,0,0
sat/CNP-5-1800.cnf.bz2,1.0,0.05,0,0,0
sat/CNP-5-1900.cnf.bz2,1.0,0.06,0,0,0
sat/CNP-5-200.cnf.bz2,1.0,0.06,0,0,0
sat/CNP-5-300.cnf.bz2,1.0,0.05,0,0,0
sat/CNP-5-400.cnf.bz2,1.0,0.06,0,0,0
sat/CNP-5-500.cnf.bz2,1.0,0.14,0,0,0
sat/CNP-5-600.cnf.bz2,1.0,0.13,0,0,0
sat/CNP-5-700.cnf.bz2,1.0,0.15,0,0,0
sat/CNP-5-800.cnf.bz2,1.0,0.13,0,0,0
sat/CNP-5-900.cnf.bz2,1.0,0.14,0,0,0
sat/commutativity.c.cnf.bz2,1.0,0.14,0.0125281810760498,0.001734972000122,0.0154497623443603
sat/commutativity3.c.cnf.bz2,1.0,0.05,0.0274505615234375,0.0029628276824951,0.0239942073822021
sat/course_flat_0.12_2018_3_1.cnf.bz2,1.0,0.13,1.3372442722320557,1.077331781387329,1.19368577003479
sat/course0.12_2018_3_1.cnf.bz2,1.0,0.06,2.075031518936157,0.0378541946411132,0.2312324047088623
sat/course0.12_2018_3_5.cnf.bz2,1.0,0.14,0.8688607215881348,0.149022102355957,0.8163244724273682
sat/course0.16_2018_3_5.cnf.bz2,1.0,0.14,0.8673362731933594,0.1543283462524414,0.7987399101257324
sat/course0.2_2018_3_5.cnf.bz2,1.0,0.14,0.8765876293182373,0.1480073928833007,0.8081502914428711
sat/course0.2_2018_3.cnf.bz2,1.0,0.14,3.718719244003296,1.128692388534546,3.473482608795166
sat/courses0.2_2017_9.cnf.bz2,1.0,0.13,3.084490776062012,0.7240309715270996,2.5693275928497314
sat/cz-3-7-7.cnf.bz2,1.0,0.14,0,0,0
sat/cz-alt-3-7.cnf.bz2,1.0,0.14,0,0,0
sat/cz-d-4-7-5.cnf.bz2,1.0,0.14,0,0,0
sat/dist10.c.cnf.bz2,1.0,0.13,0.0188958644866943,0.0029647350311279,0.0160691738128662
sat/dist4.c.cnf.bz2,1.0,0.14,0.0191094875335693,0.0025258064270019,0.0166690349578857
sat/dist5.c.cnf.bz2,1.0,0.14,0.019240379333496,0.0029857158660888,0.0161151885986328
sat/dist6.c.cnf.bz2,1.0,0.13,0.0229876041412353,0.0025930404663085,0.0185592174530029
sat/dist7.c.cnf.bz2,1.0,0.14,0.0154247283935546,0.0025422573089599,0.0137438774108886
sat/dist8.c.cnf.bz2,1.0,0.14,0.0164775848388671,0.0030040740966796,0.0181717872619628
sat/dist9.c.cnf.bz2,1.0,0.14,0.0197844505310058,0.0028274059295654,0.0171928405761718
sat/e_rphp035_05.cnf.bz2,1.0,0.11,0.0064136981964111,0.0019507408142089,0.0049679279327392
sat/e_rphp055_04.cnf.bz2,1.0,0.13,0.0099892616271972,0.0015945434570312,0.0072925090789794
sat/e_rphp056_05.cnf.bz2,1.0,0.14,0.0370705127716064,0.0018947124481201,0.0156977176666259
sat/e_rphp065_04.cnf.bz2,1.0,0.06,0.0080397129058837,0.0022916793823242,0.0056684017181396
sat/e_rphp065_05.cnf.bz2,1.0,0.06,0.0094199180603027,0.0021772384643554,0.0067203044891357
sat/e_rphp096_04.cnf.bz2,1.0,0.09,0.0073800086975097,0.002270221710205,0.0074527263641357
sat/ecarev-110-1031-23-40-1.cnf.bz2,1.0,0.14,0,0,0
sat/ecarev-110-1031-23-40-2.cnf.bz2,1.0,0.15,0,0,0
sat/ecarev-110-1031-23-40-3.cnf.bz2,1.0,0.14,0,0,0
sat/ecarev-110-1031-23-40-5.cnf.bz2,1.0,0.14,0,0,0
sat/ecarev-110-1031-23-40-6.cnf.bz2,1.0,0.14,0,0,0
sat/ecarev-110-1031-23-40-7.cnf.bz2,1.0,0.14,0,0,0
sat/ecarev-110-1031-23-40-8.cnf.bz2,1.0,0.14,0,0,0
sat/ecarev-110-4099-22-30-2.cnf.bz2,1.0,0.14,0,0,0
sat/ecarev-110-4099-22-30-4.cnf.bz2,1.0,0.11,0,0,0
sat/ecarev-110-4099-22-30-5.cnf.bz2,1.0,0.14,0,0,0
sat/ecarev-110-4099-22-30-7.cnf.bz2,1.0,0.14,0,0,0
sat/ex009_10.cnf.bz2,1.0,0.14,0.5532217025756836,0.0635416507720947,0.5188243389129639
sat/ex015_14.cnf.bz2,1.0,0.05,0.1866660118103027,0.021547794342041,0.1677820682525634
sat/ex025_19.cnf.bz2,1.0,0.14,0.2415542602539062,0.0208399295806884,0.2000787258148193
sat/ex039_33.cnf.bz2,1.0,0.14,0.0725481510162353,0.0087754726409912,0.0590267181396484
sat/ex051_9.cnf.bz2,1.0,0.15,0.0321574211120605,0.0051877498626708,0.0262675285339355
sat/ex065_24.cnf.bz2,1.0,0.13,0.0411570072174072,0.0057606697082519,0.0348248481750488
sat/ex065_25.cnf.bz2,1.0,0.13,0.0417981147766113,0.0057308673858642,0.0344996452331543
sat/ex067_10.cnf.bz2,1.0,0.14,0.0939972400665283,0.0116176605224609,0.0670955181121826
sat/ex145_10.cnf.bz2,1.0,0.14,0.0302736759185791,0.0039880275726318,0.0227055549621582
sat/ex145_11.cnf.bz2,1.0,0.05,0.0301380157470703,0.004220962524414,0.0239443778991699
sat/ex157_10.cnf.bz2,1.0,0.05,0.1781075000762939,0.0205450057983398,0.1475157737731933
sat/ex179_11.cnf.bz2,1.0,0.14,0.1339609622955322,0.0185461044311523,0.1194815635681152
sat/ex187_10.cnf.bz2,1.0,0.14,0.1294512748718261,0.0184745788574218,0.1094827651977539
sat/exam0.04_2018_3.cnf.bz2,1.0,0.13,1.0376815795898438,0.1921496391296386,0.8337857723236084
sat/exams0.04_2017_9.cnf.bz2,1.0,0.06,0.9460275173187256,0.1677169799804687,0.8758883476257324
sat/factoring29986577x29986577.cnf.bz2,1.0,0.05,0.0089924335479736,0.0020790100097656,0.0060532093048095
sat/factoring39916801x54018521.cnf.bz2,1.0,0.13,0.008685827255249,0.002842903137207,0.0082793235778808
sat/factoring54018521x562448657.cnf.bz2,1.0,0.05,0.0223021507263183,0.0015323162078857,0.0134410858154296
sat/factoring87654321x12345678.cnf.bz2,1.0,0.06,0.009676456451416,0.0014927387237548,0.0087814331054687
sat/factoring94418953x321534781.cnf.bz2,1.0,0.06,0.0086195468902587,0.0014975070953369,0.0071363449096679
sat/filter_iir_true-unreach-call.c.cnf.bz2,1.0,0.06,0,0,0
sat/filter1_true-unreach-call.c.cnf.bz2,1.0,0.05,0,0,0
sat/frb35-17-5_ext.cnf.bz2,1.0,0.14,0,0,0
sat/frb35-17-5-mgd_ext.cnf.bz2,1.0,0.13,0,0,0
sat/full-ax-xa.rules.7-7.cnf.bz2,1.0,0.14,0,0,0
sat/full-by-za.rules.5-7.cnf.bz2,1.0,0.06,0,0,0
sat/full-cy-caa.rules.7-7.cnf.bz2,1.0,0.13,0,0,0
sat/gto_p50c291.cnf.bz2,1.0,0.05,0.005418062210083,0.0014393329620361,0.0044271945953369
sat/gto_p50c307.cnf.bz2,1.0,0.05,0.0065124034881591,0.0014364719390869,0.0056636333465576
sat/gto_p50c311.cnf.bz2,1.0,0.12,0.0054802894592285,0.0014886856079101,0.0060799121856689
sat/gto_p50c312.cnf.bz2,1.0,0.06,0.0201191902160644,0.0015065670013427,0.0123348236083984
sat/gto_p50c314_1.cnf.bz2,1.0,0.05,0.0113117694854736,0.0015735626220703,0.0061657428741455
sat/gto_p50c314.cnf.bz2,1.0,0.06,0.0195770263671875,0.0017189979553222,0.0137863159179687
sat/gto_p50c345_1.cnf.bz2,1.0,0.14,0.0057032108306884,0.0014834403991699,0.0049355030059814
sat/gto_p50c345.cnf.bz2,1.0,0.15,0.0098206996917724,0.0019702911376953,0.0051126480102539
sat/gto_p60c231_1.cnf.bz2,1.0,0.05,0.0081889629364013,0.0016157627105712,0.0051593780517578
sat/gto_p60c231.cnf.bz2,1.0,0.14,0.0050647258758544,0.0015840530395507,0.0034980773925781
sat/gto_p60c233.cnf.bz2,1.0,0.13,0.0116956233978271,0.0014655590057373,0.0055339336395263
sat/gto_p60c234.cnf.bz2,1.0,0.06,0.0197610855102539,0.001504898071289,0.0119457244873046
sat/gto_p60c235.cnf.bz2,1.0,0.05,0.0067496299743652,0.0031905174255371,0.0044488906860351
sat/gto_p60c238.cnf.bz2,1.0,0.06,0.0069007873535156,0.0015223026275634,0.004765510559082
sat/gto_p60c239.cnf.bz2,1.0,0.06,0.0070517063140869,0.0031113624572753,0.0118145942687988
sat/gto_p60c241.cnf.bz2,1.0,0.05,0.0090150833129882,0.0014574527740478,0.0058901309967041
sat/gto_p60c243.cnf.bz2,1.0,0.05,0.012843370437622,0.0015208721160888,0.0078845024108886
sat/gto_p60c295.cnf.bz2,1.0,0.14,0.0221583843231201,0.0018246173858642,0.0167183876037597
sat/gto_p60c343.cnf.bz2,1.0,0.14,0.0064826011657714,0.001502513885498,0.0061590671539306
sat/huck.col.11.cnf.bz2,1.0,0.13,0.0075166225433349,0.0015187263488769,0.007063865661621
sat/Karatsuba4477457x5308417.cnf.bz2,1.0,0.13,0.0079739093780517,0.0032036304473876,0.0064160823822021
sat/Karatsuba6972593x13466917.cnf.bz2,1.0,0.14,0.0155620574951171,0.0027318000793457,0.0103490352630615
sat/Karatsuba7654321x1234567.cnf.bz2,1.0,0.05,0.0218451023101806,0.0026619434356689,0.0127835273742675
sat/le450_15a.col.15.cnf.bz2,1.0,0.05,0.0156660079956054,0.0085551738739013,0.0170338153839111
sat/le450_15b.col.15.cnf.bz2,1.0,0.05,0.0152094364166259,0.0086336135864257,0.0166854858398437
sat/le450_15c.col.15.cnf.bz2,1.0,0.12,0.0391113758087158,0.0154087543487548,0.0277352333068847
sat/le450_25a.col.25.cnf.bz2,1.0,0.15,0.0352530479431152,0.0234315395355224,0.0260300636291503
sat/le450_25b.col.25.cnf.bz2,1.0,0.13,0.0504505634307861,0.0275335311889648,0.0313243865966796
sat/le450_25c.col.25.cnf.bz2,1.0,0.14,0.0756371021270752,0.0448663234710693,0.0348775386810302
sat/lei450-05b-05.cnf.bz2,1.0,0.05,0,0,0
sat/less-cy-caa.rules.4-9.cnf.bz2,1.0,0.13,0,0,0
sat/less-cy-caa.rules.6-4.cnf.bz2,1.0,0.14,0,0,0
sat/magicSquare-8_glb.cnf.bz2,1.0,0.14,0,0,0
sat/magicSquare-9_glb.cnf.bz2,1.0,0.14,0,0,0
sat/mchess_15.cnf.bz2,1.0,0.06,0.0067920684814453,0.0016443729400634,0.0060000419616699
sat/mchess_16.cnf.bz2,1.0,0.05,0.0064516067504882,0.0015487670898437,0.0061326026916503
sat/mchess_17.cnf.bz2,1.0,0.06,0.0058009624481201,0.0030579566955566,0.0052709579467773
sat/mchess_18.cnf.bz2,1.0,0.05,0.007289171218872,0.0014986991882324,0.0084280967712402
sat/mchess_19.cnf.bz2,1.0,0.13,0.006166934967041,0.0016007423400878,0.0050592422485351
sat/mchess_20.cnf.bz2,1.0,0.06,0.0081441402435302,0.0015139579772949,0.0061249732971191
sat/mod8-abd-yad.rules.7-7.cnf.bz2,1.0,0.05,0,0,0
sat/mod8-bbd-zbd.rules.7-7.cnf.bz2,1.0,0.06,0,0,0
sat/Nb11T118.cnf.bz2,1.0,0.05,1.949096918106079,0.0473771095275878,1.8552944660186768
sat/Nb13T165.cnf.bz2,1.0,0.13,17.322477102279663,0.1089203357696533,13.395703315734863
sat/Nb13T166.cnf.bz2,1.0,0.13,17.69493865966797,0.1092531681060791,14.458932638168337
sat/Nb27T6.cnf.bz2,1.0,0.06,1.0841455459594729,0.0319545269012451,0.8767306804656982
sat/Nb29T6.cnf.bz2,1.0,0.06,1.3339266777038574,0.0392446517944335,1.252934455871582
sat/Nb37T6.cnf.bz2,1.0,0.05,5.035600185394287,0.088618516921997,4.914731979370117
sat/Nb39T6.cnf.bz2,1.0,0.14,9.102346658706663,0.0941250324249267,7.17487645149231
sat/Nb42T6.cnf.bz2,1.0,0.06,16.566182851791382,0.126371145248413,15.99299168586731
sat/Nb44T6.cnf.bz2,1.0,0.06,23.35292887687683,0.1445851325988769,23.0948498249054
sat/Nb45T6.cnf.bz2,1.0,0.05,27.976842403411865,0.1445965766906738,25.008949756622314
sat/Nb8T60.cnf.bz2,1.0,0.13,0.1501369476318359,0.0100846290588378,0.1430621147155761
sat/Nb8T61.cnf.bz2,1.0,0.13,2.001014709472656,0.0102531909942626,0.1677808761596679
sat/Nb8T62.cnf.bz2,1.0,0.13,0.1861364841461181,0.0104701519012451,0.1495957374572754
sat/Nb8T63.cnf.bz2,1.0,0.15,0.1822841167449951,0.010585069656372,0.1621103286743164
sat/newton_3_4_true-unreach-call.i.cnf.bz2,1.0,0.14,0,0,0
sat/newton_3_6_false-unreach-call.i.cnf.bz2,1.0,0.15,0,0,0
sat/ortholatin-7.cnf.bz2,1.0,0.14,0,0,0
sat/pals_floodmax.5_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,1.0,0.13,0,0,0
sat/pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,1.0,0.05,0,0,0
sat/pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,1.0,0.14,0,0,0
sat/pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,1.0,0.14,0,0,0
sat/patat-08-comp-3.cnf.bz2,1.0,0.15,0,0,0
sat/prime_119218851371.cnf.bz2,1.0,0.06,0.0244524478912353,0.0026600360870361,0.0218536853790283
sat/prime_200560490131.cnf.bz2,1.0,0.12,0.0097641944885253,0.0030207633972167,0.0081186294555664
sat/Problem11_label29_false-unreach-call.c.cnf.bz2,1.0,0.05,0,0,0
sat/Problem11_label51_false-unreach-call.c.cnf.bz2,1.0,0.06,0,0,0
sat/Problem14_label14_false-unreach-call.c.cnf.bz2,1.0,0.14,0,0,0
sat/Problem14_label19_true-unreach-call.c.cnf.bz2,1.0,0.05,0,0,0
sat/Problem14_label20_true-unreach-call.c.cnf.bz2,1.0,0.05,0,0,0
sat/Problem14_label48_true-unreach-call.c.cnf.bz2,1.0,0.14,0,0,0
sat/Problem14_label55_true-unreach-call.c.cnf.bz2,1.0,0.14,0,0,0
sat/Problem14_label57_false-unreach-call.c.cnf.bz2,1.0,0.13,0,0,0
sat/quadratic_loose_error.c.cnf.bz2,1.0,0.13,0.2104828357696533,0.0145504474639892,0.1931641101837158
sat/quadratic_tight_error.c.cnf.bz2,1.0,0.13,0.2330555915832519,0.014545202255249,0.1892950534820556
sat/queen12_12.col.12.cnf.bz2,1.0,0.13,0.0090715885162353,0.0021142959594726,0.0070013999938964
sat/queen13_13.col.13.cnf.bz2,1.0,0.14,0.0160877704620361,0.0028023719787597,0.0103757381439208
sat/queen14_14.col.14.cnf.bz2,1.0,0.14,0.0109822750091552,0.0035932064056396,0.0089201927185058
sat/queen15_15.col.15.cnf.bz2,1.0,0.14,0.0102956295013427,0.0047700405120849,0.0100483894348144
sat/queen8_12.col.12.cnf.bz2,1.0,0.15,0.0166907310485839,0.0017433166503906,0.0098092555999755
sat/queen8_8.col.9.cnf.bz2,1.0,0.13,0.0138673782348632,0.0025758743286132,0.0064983367919921
sat/queen8-8-9.cnf.bz2,1.0,0.14,0,0,0
sat/ramsey-30-4.cnf.bz2,1.0,0.14,0,0,0
sat/ramsey-32-4.cnf.bz2,1.0,0.15,0,0,0
sat/satcoin-genesis-SAT-10.cnf.bz2,1.0,0.14,0,0,0
sat/satcoin-genesis-SAT-1024.cnf.bz2,1.0,0.15,0,0,0
sat/satcoin-genesis-SAT-128.cnf.bz2,1.0,0.15,0,0,0
sat/satcoin-genesis-SAT-16.cnf.bz2,1.0,0.12,0,0,0
sat/satcoin-genesis-SAT-2048.cnf.bz2,1.0,0.05,0,0,0
sat/satcoin-genesis-SAT-256.cnf.bz2,1.0,0.13,0,0,0
sat/satcoin-genesis-SAT-3.cnf.bz2,1.0,0.14,0,0,0
