@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE vars_reduced_depth_1 NUMERIC
@ATTRIBUTE vars_reduced_depth_4 NUMERIC
@ATTRIBUTE vars_reduced_depth_16 NUMERIC
@ATTRIBUTE vars_reduced_depth_64 NUMERIC
@ATTRIBUTE vars_reduced_depth_256 NUMERIC
@ATTRIBUTE LPSLack_mean NUMERIC
@ATTRIBUTE LPSLack_coeff_variation NUMERIC
@ATTRIBUTE LPSLack_min NUMERIC
@ATTRIBUTE LPSLack_max NUMERIC
@ATTRIBUTE lpIntRatio NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2112440.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37752,0.649218968,0.2,1.0,0.836486298,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.11378421,0.0073,0.0219,3.688819847,0.081514898,0.06439985,0.0,0.324324324,3.012708963,0.001926854,0.229099329,0.0005,0.0038,2.864066279,0.1923,0.027470541,0.074373546,0.022,0.0409,0.02491232,0.072211763,0.0175,0.0357,4.251462194,0.030247741,0.108108929,0.022045388,0.044629797,0.724183003,3.0,0.0,3.0,3.0,0.0,125.041666667,0.30441545,90.0,304.0,156.0,94.0,127.0,106.0,118.0,44.201103625,0.060047463,39.826771654,51.4125,49.059405941,41.107142857,45.801886792,42.397849462,43.751677852,0.170529964,0.718502311,0.001050762,0.589242514,0.340526379,0.027980808,0.259987358,0.067065612,0.144324664,0.002796942,0.660678789,1.184e-06,0.011378163,0.005393022,0.001029655,0.00341392,0.001499844,0.00237483,0.0,0.0,0.0,0.014028056,0.25250501,0.0,0.0,0.0,0.0,0.0,28.1952,0.209338,95.4584,0.0910864,96.0,86.0,105.0,1.17659,0.224368,0.858406,0.0426764,23.9322,0.232157,95.093,0.0982552,96.0,85.0,105.0,0.517099,0.445717,0.843478,0.0478403,0.494392698,0.60617718,10.16,5.074,-0.0,5.69,-0.0,-0.00905,0.4968,-0.01219,-0.001152,5.18,-0.1384,3.412,-0.0,3.164,11.31,4.297
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1911829673.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37504,0.649202472,0.2,1.0,0.830316486,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.11707657,0.0071,0.0226,3.69071817,0.078634683,0.060815343,0.0,0.306122449,2.992219591,0.001921844,0.219664795,0.0007,0.0039,2.817946523,0.1918,0.027503006,0.076358335,0.0219,0.0411,0.02494944,0.073837294,0.0195,0.0356,4.264879319,0.030367351,0.109077971,0.022156194,0.046693227,0.726542341,3.0,0.0,3.0,3.0,0.0,124.326530612,0.358456503,72.0,316.0,141.0,90.0,128.0,105.0,118.0,43.355863523,0.061483598,38.588709677,51.362694301,47.389830508,40.090909091,44.748031496,41.30075188,43.058823529,0.166085818,0.701636498,0.000365967,0.54319929,0.329139629,0.030591296,0.240353761,0.070811787,0.148636593,0.002774469,0.678290691,8.12e-07,0.014029152,0.005224247,0.00095557,0.003509981,0.00151269,0.002284932,0.0,0.0,0.0,0.01002004,0.176352705,0.0,0.0,0.0,0.0,0.0,29.3697,0.227269,95.9714,0.0899828,96.0,86.0,106.0,1.18728,0.237165,0.861018,0.0472846,24.9795,0.187835,95.7308,0.0824028,95.0,86.0,106.0,0.50282,0.397964,0.846913,0.0349279,0.495179517,0.651784254,8.695,3.92,-0.0,7.176,-0.0,-0.03403,2.19,-0.001783,-0.005436,3.098,2.627,2.6,-0.0,2.043,11.09,5.105
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1711458721.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37612,0.649370315,0.2,1.0,0.833095338,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.116682081,0.0066,0.0216,3.687522623,0.081035809,0.059198811,0.0,0.294117647,2.998146335,0.001868737,0.238823915,0.0006,0.0046,2.840287027,0.1865,0.027498998,0.076863815,0.02,0.0423,0.02494262,0.072953128,0.0195,0.0352,4.274966837,0.030235623,0.108138425,0.021532522,0.045677158,0.72248041,3.0,0.0,3.0,3.0,0.0,128.574468085,0.347716305,86.0,351.0,152.0,97.0,138.0,103.0,119.0,44.119810706,0.059106651,40.435483871,51.678062678,48.330097087,40.872727273,45.257575758,42.119791667,43.65,0.170108058,0.667711375,0.0025097,0.518116241,0.330427344,0.032641341,0.247100474,0.079763587,0.153360115,0.002788667,0.691966514,1.796e-06,0.018046204,0.00518452,0.000959629,0.003708703,0.001460602,0.002358994,0.0,0.0,0.0,0.008016032,0.244488978,0.0,0.0,0.0,0.0,0.0,29.6441,0.398732,95.3661,0.0925414,95.0,85.0,106.0,1.17212,0.228202,0.857427,0.0547488,24.8564,0.18552,96.0756,0.0815611,96.0,86.0,107.0,0.509145,0.41083,0.847493,0.0341306,0.496916118,0.62774063,10.336,5.19,-0.0,5.547,-0.0,-0.007294,0.41,-0.01287,-0.000848,5.406,-0.165,3.525,-0.0,3.312,11.4,4.293
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1916700136.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37148,0.648497187,0.2,1.0,0.820993944,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.111798676,0.0069,0.0204,3.695550289,0.078879145,0.059283838,0.0,0.364705882,2.979886609,0.001840681,0.236076234,0.0008,0.0039,2.839931038,0.1837,0.027498597,0.076420246,0.0207,0.0407,0.02491672,0.068692007,0.0195,0.0334,4.226185945,0.030254116,0.107339664,0.022099951,0.046022404,0.719741447,3.0,0.0,3.0,3.0,0.0,125.632653061,0.329201123,84.0,297.0,160.0,94.0,128.0,106.0,116.0,43.9998171,0.061805622,40.426086957,51.474885845,48.61952862,40.8984375,44.90625,42.198347107,43.487804878,0.166320739,0.680413046,0.000513584,0.629506981,0.327317556,0.031330841,0.238652998,0.076383284,0.148131609,0.002743195,0.684718739,4.313e-06,0.013073183,0.005229024,0.000996964,0.003414151,0.001484827,0.00219912,0.0,0.0,0.0,0.022044088,0.260521042,0.0,0.0,0.0,0.0,0.0,29.3936,0.190609,96.0519,0.0825265,96.0,86.0,106.0,1.16968,0.219515,0.860616,0.0374976,24.7538,0.198208,95.6462,0.0853068,96.0,85.0,106.0,0.496086,0.396949,0.845376,0.0360483,0.494602253,0.615761462,9.055,4.27,-0.0,6.434,-0.0,-0.0243,1.526,-0.004215,-0.003225,3.787,1.396,2.941,-0.0,2.379,11.0,4.73
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1406814694.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37672,0.649705636,0.2,1.0,0.834761134,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.110682617,0.0071,0.0204,3.683214234,0.077486675,0.061092993,0.0,0.341463415,2.983084945,0.001839679,0.228521976,0.0007,0.004,2.811142467,0.1836,0.027557114,0.07269974,0.0218,0.0412,0.02491642,0.069041871,0.0189,0.0337,4.230826955,0.030231721,0.106953367,0.022482922,0.043545039,0.720602399,3.0,0.0,3.0,3.0,0.0,128.5625,0.29935118,93.0,313.0,170.0,100.0,137.0,103.0,122.0,44.241660423,0.065121625,38.330882353,54.915929204,48.256637168,40.629310345,45.484126984,42.735294118,43.91,0.162699947,0.714065097,0.000556077,0.610714679,0.320560569,0.029954655,0.231580583,0.070198184,0.140896791,0.00273457,0.681810807,4.136e-06,0.012637333,0.005275974,0.000954001,0.003416708,0.001501475,0.002264065,0.0,0.0,0.0,0.01002004,0.28256513,0.0,0.0,0.0,0.0,0.0,29.9306,0.412923,95.9628,0.0945887,96.0,86.0,106.0,1.18581,0.22199,0.858798,0.056534,24.8298,0.187022,96.0654,0.0860866,96.0,85.0,106.0,0.492433,0.415894,0.844873,0.0375949,0.492974547,0.627704384,10.31,5.18,-0.0,5.484,-0.0,-0.007256,0.3928,-0.01338,-0.000848,5.418,-0.167,3.531,-0.0,3.32,11.35,4.273
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1173972202.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37148,0.649569036,0.2,1.0,0.821562533,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.121825488,0.0068,0.025,3.683618065,0.083908439,0.06371726,0.0,0.340206186,3.050137161,0.001855711,0.236177279,0.0008,0.0046,2.841395695,0.1852,0.027556713,0.074923278,0.0211,0.0428,0.02494136,0.078958107,0.0189,0.0361,4.293542952,0.030268437,0.108460859,0.022283776,0.049714989,0.720628328,3.0,0.0,3.0,3.0,0.0,128.166666667,0.305378561,88.0,281.0,159.0,96.0,132.0,110.0,120.0,44.64471196,0.055150186,39.704,51.720306513,48.048543689,41.920792079,46.03968254,42.853146853,44.731182796,0.17658029,0.679807099,0.00031134,0.57974751,0.35051122,0.035114767,0.258588736,0.074471378,0.159500019,0.002898734,0.703442105,3e-07,0.018522137,0.005425307,0.001048433,0.003672792,0.001490016,0.00238308,0.0,0.0,0.0,0.004008016,0.256513026,0.0,0.0,0.0,0.0,0.0,27.6221,0.200563,96.2843,0.0826093,96.0,86.0,107.0,1.1697,0.220245,0.858737,0.0367399,23.4203,0.213254,95.9722,0.0826849,96.0,86.0,106.0,0.513689,0.408592,0.843603,0.0375968,0.49528595,0.639693835,10.39,5.22,-0.0,5.566,-0.0,-0.00699,0.41,-0.012375,-0.0007873,5.44,-0.1654,3.549,-0.0,3.33,11.46,4.316
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2060272482.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37552,0.645696957,0.2,1.0,0.829605056,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.107022607,0.007,0.02,3.622790655,0.079909183,0.060631586,0.0,0.318181818,2.999111221,0.001891784,0.237409879,0.0006,0.0039,2.886839314,0.1888,0.027512625,0.069111331,0.021,0.0395,0.02488906,0.067724951,0.0193,0.0348,4.211508307,0.0301972,0.107442295,0.021884887,0.044665272,0.720094351,3.0,0.0,3.0,3.0,0.0,126.612244898,0.314903313,75.0,296.0,155.0,97.0,133.0,106.0,115.0,44.417424391,0.058362009,39.472727273,51.880597015,47.626666667,40.968,45.896226415,42.760273973,44.258064516,0.168241831,0.694212824,0.000143948,0.576340333,0.338720143,0.030734421,0.252326727,0.071310449,0.15216553,0.002700189,0.610046668,4.643e-06,0.013137593,0.005106661,0.00102191,0.003547458,0.0014843,0.002284912,0.0,0.0,0.0,0.008016032,0.116232465,0.0,0.0,0.0,0.0,0.0,28.6382,0.193721,96.402,0.0770653,96.0,87.0,106.0,1.17903,0.220382,0.860096,0.0352843,23.7897,0.206421,95.4205,0.0883886,95.0,84.0,106.0,0.516945,0.427016,0.844841,0.0380622,0.496834215,0.653765444,12.41,6.332,-0.0,4.867,-0.0,-0.00127,0.3064,-0.00938,-9.9e-06,7.22,-0.09894,4.73,-0.0,4.645,13.15,5.156
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1862735352.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37652,0.648261357,0.2,1.0,0.833499271,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.111544868,0.0071,0.0211,3.674436968,0.079764314,0.059071887,0.0,0.341176471,2.988802012,0.00189479,0.235864859,0.0008,0.0037,2.874393341,0.1891,0.027505411,0.071950425,0.0213,0.042,0.02491868,0.069584951,0.0193,0.0353,4.229099077,0.030260113,0.107260553,0.022016675,0.045203395,0.719297413,3.0,0.0,3.0,3.0,0.0,122.93877551,0.304140062,86.0,283.0,143.0,95.0,126.0,107.0,115.0,44.665345386,0.054608009,39.015267176,50.268551237,48.811881188,42.12605042,45.536842105,43.278846154,44.642857143,0.168436856,0.675965026,2.1159e-05,0.587598226,0.32989681,0.032909814,0.24541271,0.073100124,0.154104159,0.00271648,0.64623579,3.007e-06,0.013839591,0.004924002,0.001016971,0.00344864,0.001498402,0.002314822,0.0,0.0,0.0,0.026052104,0.316633267,0.0,0.0,0.0,0.0,0.0,29.2671,0.320857,96.1519,0.0913933,96.0,86.0,107.0,1.1797,0.258542,0.864121,0.135675,24.4874,0.193572,95.6389,0.0834316,96.0,85.0,106.0,0.51603,0.42569,0.845458,0.0392597,0.495987429,0.629875208,11.305,5.746,-0.0,4.996,-0.0,-0.002779,0.2788,-0.01207,-0.00011355,6.387,-0.1409,4.156,-0.0,4.016,12.16,4.633
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S15653936.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37548,0.651005927,0.2,1.0,0.832352154,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.109118882,0.0069,0.0187,3.693196906,0.079900699,0.062433665,0.0,0.324675325,3.020120926,0.001859719,0.237881933,0.0009,0.004,2.853090338,0.1856,0.027475752,0.070730176,0.0217,0.039,0.0248898,0.067163423,0.0192,0.033,4.217253339,0.030277057,0.106845717,0.021373659,0.045176721,0.718821365,3.0,0.0,3.0,3.0,0.0,127.744680851,0.292912214,90.0,287.0,154.0,101.0,129.0,112.0,118.0,44.371560808,0.06757161,38.232142857,51.045296167,48.770642202,39.864,46.699186992,42.49122807,44.033057851,0.167321704,0.711213981,0.000112455,0.575497605,0.338669772,0.028879041,0.239732055,0.070547077,0.148268286,0.002802228,0.711976394,1.0999e-05,0.014647813,0.005221841,0.001017435,0.003559428,0.001473205,0.002253064,0.0,0.0,0.0,0.0,0.156312625,0.0,0.0,0.0,0.0,0.0,29.0454,0.477424,95.9647,0.0949143,96.0,85.0,107.0,1.1771,0.223879,0.85729,0.05611,24.9186,0.611674,95.8855,0.0991183,96.0,86.0,107.0,0.496778,0.394936,0.841507,0.0622796,0.497551805,0.609726525,11.3,5.742,-0.0,4.99,-0.0,-0.002794,0.2786,-0.01225,-0.00011533,6.38,-0.1412,4.152,-0.0,4.01,12.15,4.625
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1103162314.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37672,0.648663641,0.2,1.0,0.83421071,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.100193185,0.0072,0.0181,3.611009988,0.076530738,0.057592362,0.0,0.292929293,2.959700866,0.001890782,0.232769654,0.0008,0.0043,2.839287042,0.1887,0.027440882,0.070080191,0.0206,0.039,0.02486818,0.063264828,0.0199,0.0329,4.158458884,0.03031405,0.10609185,0.021466339,0.045212372,0.722388115,3.0,0.0,3.0,3.0,0.0,124.06122449,0.310511259,83.0,290.0,145.0,91.0,128.0,107.0,115.0,44.133413982,0.062287111,38.354330709,51.5907173,48.294117647,40.509259259,45.457746479,42.238636364,44.008474576,0.16063231,0.687236953,0.001424328,0.506682177,0.327876418,0.032128176,0.228383022,0.073988249,0.139271973,0.002594581,0.616458142,1.1022e-05,0.012237922,0.004620262,0.001029211,0.003207183,0.001516564,0.00221862,0.0,0.0,0.0,0.0,0.20240481,0.0,0.0,0.0,0.0,0.0,30.0017,0.223569,95.5657,0.0911805,96.0,86.0,105.0,1.185,0.234137,0.86046,0.0522614,25.4198,0.182341,95.1578,0.07917,95.0,86.0,105.0,0.499578,0.379572,0.844082,0.0337889,0.495358297,0.618049902,8.59,3.848,-0.0,7.277,-0.0,-0.0364,2.3,-0.001551,-0.005936,2.979,2.824,2.54,-0.0,1.982,11.07,5.152
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1870196192.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37524,0.646454649,0.2,1.0,0.829328824,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.109175572,0.0067,0.0204,3.628690192,0.077328594,0.062213433,0.0,0.371428571,2.989877789,0.001857715,0.244511988,0.0007,0.0043,2.884611057,0.1854,0.027505411,0.073506716,0.0209,0.0398,0.0249024,0.068568323,0.0195,0.0346,4.21892121,0.030217838,0.107196195,0.021483942,0.04378331,0.720531204,3.0,0.0,3.0,3.0,0.0,126.729166667,0.282015968,78.0,256.0,158.0,99.0,133.0,108.0,117.0,44.191192698,0.061723535,36.879699248,52.105882353,47.361344538,41.074380165,45.794642857,42.605263158,44.461538462,0.161906049,0.731722882,9.412e-06,0.610520016,0.334032543,0.028393299,0.230196935,0.071377013,0.135212155,0.00273398,0.678670011,3.299e-06,0.016265822,0.005148249,0.00102026,0.003488153,0.001546506,0.002214776,0.0,0.0,0.0,0.016032064,0.258517034,0.0,0.0,0.0,0.0,0.0,29.0167,0.195215,95.9617,0.0851291,96.0,86.0,106.0,1.1767,0.222873,0.859076,0.0378957,24.7429,0.220797,94.8123,0.0841991,94.0,85.0,105.0,0.486876,0.412066,0.843197,0.0397785,0.497583537,0.629735742,9.414,4.57,-0.0,6.06,-0.0,-0.01802,1.051,-0.007812,-0.002506,4.31,0.4832,3.117,-0.0,2.65,10.984,4.477
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1065900772.cnf,1.0,500.0,10000.0,499.0,10000.0,0.002004008,0.0,0.0499,0.37392,0.656958224,0.2,1.0,0.831342206,0.01002004,0.0,0.01002004,0.01002004,0.0,0.0,0.0,0.0,0.01002004,0.115552731,0.007,0.0208,3.709816265,0.081703539,0.058339162,0.0,0.292035398,2.994735513,0.001838677,0.239100642,0.0007,0.0037,2.847785997,0.1835,0.027574349,0.076831714,0.0223,0.0406,0.02493348,0.070978498,0.0193,0.0351,4.249771816,0.030176544,0.107024877,0.022104418,0.045454545,0.716080973,3.0,0.0,3.0,3.0,0.0,121.183673469,0.33811646,79.0,279.0,141.0,92.0,126.0,103.0,110.0,44.036619297,0.057965568,40.354609929,52.562724014,47.625,41.226415094,45.387387387,42.520408163,43.523809524,0.171842683,0.650429172,0.001632494,0.499796528,0.331130069,0.031892653,0.253765139,0.074382804,0.161322313,0.002778257,0.687061176,2.336e-06,0.018132653,0.005194048,0.001014997,0.003615125,0.001495857,0.002233575,0.0,0.0,0.0,0.014028056,0.244488978,0.0,0.0,0.0,0.0,0.0,29.588,0.434009,95.812,0.0887652,96.0,86.0,106.0,1.17331,0.218839,0.858221,0.0550696,25.2889,0.190147,95.7789,0.0809693,96.0,86.0,106.0,0.518603,0.385041,0.84861,0.0363006,0.497637082,0.64370835,14.91,7.52,-0.0,5.332,-0.0,-0.000322,0.6064,-0.002985,-0.0,8.77,-0.04935,5.836,-0.0,5.79,15.65,6.535
