@RELATION FEATURE_RUNSTATUS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE DIA {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE LOBJOIS {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE BASE {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE UNIT {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE SP {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE LS {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE LP {ok, timeout, memout, crash, other, unknown}
@ATTRIBUTE GNN {ok, timeout, memout, presolved, crash, other, unknown}

@DATA
crafted_n11_d6_c4_num19.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout
baseballcover11with25_and5positions.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
baseballcover14with25_and1positions.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
53-131587.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
4g_5color_168_100_02.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
lang23.cnf.gz.CP3-cnfmiter.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout
preimage_80r_491m_160h_seed_7.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
170154931.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
frb59-26-1.used-as.sat04-891.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
abw-O-impcol_d.mtx-w101.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,memout
e_rphp096_04.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
size_4_5_5_i032_w31_r9.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
baseballcover13with25_and3positions.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
DLTM_twitter799_70_13.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
49-133045.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_1564286498.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
Kakuro-easy-154-ext.xml.hg_4.cnf,1.0,ok,ok,ok,ok,timeout,ok,timeout,memout
abw-I-ash85.mtx-w24.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
uum12.smt2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
VanDerWaerden_2-3-16_238.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
ps_300_311_20.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,ok
preimage_80r_494m_160h_seed_378.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
mp1-9_49.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
g2-hwmcc15deep-bobpcihm-k31.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,memout
w19-49.0.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
ps_200_301_70.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,ok
4g_5color_166_100_02.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
Steiner-243-45-bce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
170225515.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
abw-R-dwt__503.mtx-w64.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,memout
problem_21.smt2.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
combined-crypto1-wff-seed-107-wffvars-500-cryptocplx-31-overlap-2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
Kakuro-easy-052-ext.xml.hg_4.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
hid-uns-enc-6-1-0-0-0-0-26462.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
tseitingrid7x185_shuffled.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,ok
abw-K-dwt__234.mtx-w54.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
size_5_5_5_i003_r12.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
sted2_0x0_n219-342.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
fermat-33106286870663.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
mp1-squ_any_s09x07_c27_bail_UNS.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
rphp4_090_shuffled.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
59-131147.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
b2005-p1-12x12c10h7-Ser8-0.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
Steiner-243-46-bce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
3bitadd_32.cnf.gz.CP3-cnfmiter.cnf,1.0,ok,ok,timeout,ok,timeout,ok,timeout,memout
Timetable_C_241_E_45_Cl_16_S_14.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
full-bg-gb-6-ce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
baseballcover12with23_and2positions.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
8-5-6.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
ls15-normalized.cnf.gz.CP3-cnfmiter.cnf,1.0,ok,ok,timeout,ok,timeout,ok,timeout,memout
TT7F-34-26.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
59-129706.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
fermat-931960058139995587.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
post-cbmc-aes-ee-r2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
rbcl_xits_08_UNSAT.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
ssAES_4-4-8_round_7-10_faultAt_8_fault_injections_2_seed_1579630418.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
Steiner-405-70-bce.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
dislog_a09_x11_n20.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
Timetable_C_392_E_50_Cl_26_S_28.cnf,1.0,ok,ok,timeout,ok,ok,ok,timeout,ok
hid-uns-enc-6-1-0-0-0-0-14492.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
vlsat2_39552_5878762.dimacs.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,ok
vlsat2_40170_5970608.dimacs.cnf,1.0,ok,ok,timeout,timeout,timeout,timeout,timeout,ok
vlsat2_15960_1464039.dimacs.cnf,1.0,ok,ok,ok,timeout,ok,ok,timeout,ok
stable-300-0.1-20-98765432130020.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
22930-0601-11.smt2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
combined-crypto1-wff-seed-115-wffvars-500-cryptocplx-31-overlap-2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
traffic_kkb_unknown.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
DLTM_twitter405_71_12.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
problem_19.smt2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
ACG-15-10p1.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
dlx1c.ucl.sat.chaff.4.1.bryant.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
ssp-0.046166496845693274.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
Timetable_C_331_E_45_Cl_22_S_26.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
size_5_5_5_i092_r12.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
ncc_none_3001_7_3_3_1_31_435991723.cnf,1.0,ok,ok,timeout,ok,timeout,ok,timeout,ok
combined-crypto1-wff-seed-101-wffvars-500-cryptocplx-31-overlap-2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
b2005-p3-14x14c17h9-Ser6-0.cnf,1.0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,memout
atco_enc1_opt2_10_16.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
newpol7-6.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
jkkk-one-one-10-30-unsat.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
newpol6-7.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
170058143.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
dislog_a13_x13_n23.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,ok
combined-crypto1-wff-seed-8-wffvars-450-cryptocplx-40-overlap-2.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
DLTM_twitter249_74_10.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
ncc_none_12477_5_3_3_1_0_435991723.cnf,1.0,ok,ok,timeout,ok,timeout,timeout,timeout,ok
prime2209-84.cnf,1.0,ok,ok,ok,ok,ok,ok,ok,memout
apn-sbox6-cut4-helpbox26.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
grain-55-80-0s0-seed-125-45-init-40.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,memout
Timetable_C_226_E_34_Cl_15_S_12.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
4g_6color_366_070_06.cnf,1.0,ok,ok,ok,ok,ok,ok,timeout,ok
