@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC
@ATTRIBUTE gnn_48 NUMERIC
@ATTRIBUTE gnn_49 NUMERIC
@ATTRIBUTE gnn_50 NUMERIC
@ATTRIBUTE gnn_51 NUMERIC
@ATTRIBUTE gnn_52 NUMERIC
@ATTRIBUTE gnn_53 NUMERIC
@ATTRIBUTE gnn_54 NUMERIC
@ATTRIBUTE gnn_55 NUMERIC
@ATTRIBUTE gnn_56 NUMERIC
@ATTRIBUTE gnn_57 NUMERIC
@ATTRIBUTE gnn_58 NUMERIC
@ATTRIBUTE gnn_59 NUMERIC
@ATTRIBUTE gnn_60 NUMERIC
@ATTRIBUTE gnn_61 NUMERIC
@ATTRIBUTE gnn_62 NUMERIC
@ATTRIBUTE gnn_63 NUMERIC

@DATA
SAT_dat.k80-24_1_rule_1.cnf,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-269412.94,-473576.44,-76925.66,-614080.44,17518846.0,-60926.938,-264206.22,19822484.0,42663524.0,11373548.0,-839996.94,-187883.0,-418698.47,-189603.39,-861449.44,65679124.0,454799.03,14518250.0,-241503.36,-291639.4,30515184.0,-685028.7,-278922.06,106420540.0,-273997.0,29968726.0,-834790.8,67728420.0,42025890.0,-330253.84,-1032252.44,2099792.0,22326858.0,58005136.0,41248424.0,3277531.0,-733708.6,-361087.4,-858762.56,-826487.2,-895203.8,33935390.0,28320794.0,-236971.86,-732497.44,-257936.78,-305761.0,89670850.0,-233763.33,-625214.8,-843541.7,-192541.8,-116394.32,-227586.56,-195321.2,6130760.0,68232060.0,29042584.0,11748150.0,142095700.0,47590304.0,2130119.0,122543090.0,61205044.0
complete-500-0.1-17-98765432150017.cnf,1.0,1000.0,74812.0,1000.0,74812.0,0.0,0.0,0.38,0.01336684,0.642676662,0.725849493,0.0,1.0,1.375209248,0.017700289,1.319689015,0.002,0.079,1.668838116,0.0,0.682885099,0.682885099,0.02,0.017700289,0.937315439,0.001042613,0.045500722,5.474513425,0.45698438,0.38824492,0.0,0.881291218,3.023942123,0.001710554,0.217346482,0.001029247,0.002633267,4.465559681,0.689568518,0.007345212,0.012830051,0.007017591,0.007685933,0.24,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,22.34,351405600000.0,-47770436000.0,2037435900000.0,-10701572000.0,7398876500000.0,1741112500000.0,-16500039000.0,467511020000.0,5455795500000.0,6235997000000.0,523730420000.0,-30064810000.0,-43703510000.0,1090694150000.0,-80116130000.0,7156816000000.0,-3162800000.0,-21046030000.0,-22176055000.0,-50469430000.0,1179654300000.0,-42393940000.0,-49167233000.0,17175344000000.0,-26369264000.0,663985700000.0,-93553540000.0,6004302400000.0,6785230400000.0,-21309366000.0,-65623437000.0,-7841765000.0,8526654600000.0,11412186000000.0,6180332000000.0,-920379700.0,-72668020000.0,-3100565800.0,-142212280000.0,-55085146000.0,-77740810000.0,1188239500000.0,4193130600000.0,4358630500000.0,-89853250000.0,-40238450000.0,2359808500000.0,5615155000000.0,-3962639400.0,-66602144000.0,-106702060000.0,391482700000.0,-25153671000.0,-56179773000.0,-13201372000.0,779157000000.0,9696716000000.0,5978296700000.0,4257284000000.0,11388677000000.0,1909132000000.0,-47970940000.0,8932926000000.0,3811652000000.0
mrpp_6x6#16_12.cnf,1.0,6401.0,50677.0,2959.0,32961.0,1.163230821,0.537483693,0.12,0.089772762,0.403139063,0.756501116,0.0,1.0,1.831187848,0.001324094,0.248063482,0.000675904,0.002027712,1.368158066,0.0,0.070537908,0.346470071,0.02,0.001324094,0.651155405,0.000242711,0.003215922,3.833816566,0.281408928,0.160819624,0.0,0.782178218,3.761381756,0.000321896,0.516086649,9.1017e-05,0.000758472,2.675521734,0.312065775,0.001231949,0.317423124,0.000151694,0.002063044,-0.0,0.002436002,0.41324058,0.000121356,0.006037438,4.722522398,0.379154019,0.288139167,0.06031746,0.888888889,3.624458557,5.4,-3.8396373,-0.75427955,385.54016,-3.1294692,616.79517,91.62118,-5.569851,617.98773,77.17569,102.29725,-2.169632,-2.428427,123.400734,-2.5175045,-0.24663989,179.0413,199.5843,-3.252068,-1.0532335,87.23646,354.775,-2.4514022,-0.7649016,428.6465,339.11545,-0.8165627,-8.231643,363.7077,327.82425,21.561602,-3.1954696,416.6857,350.33844,335.92886,-1.6369883,-3.8151758,-3.7712154,380.11603,-2.593605,-2.0688007,-6.827166,123.20401,22.094078,-0.8562066,-4.274654,-6.1247215,436.66733,2.6706884,-0.27183947,-2.241365,-4.620964,40.321163,97.73226,-2.322102,-2.742093,-0.71210986,313.6073,62.598682,446.77576,591.3198,245.0914,-2.569832,797.2445,512.2576
manthey_DimacsSorter_30_4.cnf,1.0,3723.0,11743.0,1979.0,9246.0,0.881253158,0.27006273,0.02,0.214038503,0.254367397,1.214836576,0.0,1.0,1.304859302,0.001332289,0.359674243,0.001010611,0.008084891,1.077855453,0.0,0.571382219,0.856911097,-0.0,0.001332289,0.503091726,0.000648929,0.018386329,2.26071275,0.175183572,0.133812328,0.0,0.666666667,2.686175672,0.000886334,0.602540804,0.000108155,0.015574302,2.15464179,0.75654337,0.001127019,0.436013484,0.00043262,0.011356262,-0.0,0.001767348,0.914591442,0.000540774,0.023036989,3.212964618,0.179594223,0.451189662,0.009389671,0.549450549,3.286830927,0.1,-0.2510743,6.8447328,-0.73956025,-0.9274149,2.1989226,20.29059,-0.9813779,77.66766,92.49943,51.585575,-1.7619908,-0.17511873,-0.4224414,-0.27684662,-1.3300375,94.17259,27.173443,9.447293,-0.28622484,14.849539,89.86678,-1.2952679,-0.33083606,83.46572,-0.36426455,3.623049,-1.9090269,186.84042,-0.013465982,-0.26113924,-1.5680751,38.6435,55.129673,58.026897,43.770813,-0.5759802,-1.4098585,-0.13494508,-0.6840655,-0.873356,-1.305669,85.93972,36.604553,-1.3972737,-1.9731475,-0.25758383,-0.9392249,104.23367,-0.8824837,-0.11938875,-1.1125289,-0.8329769,-0.61087686,-0.037117563,-0.7463278,-0.09087561,52.03919,-0.40472782,6.9276967,220.39122,51.457138,42.47445,184.53238,191.26053
hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1.0,88352.0,262658.0,23820.0,135563.0,2.709151973,0.937534578,0.8,0.175711662,0.456017642,0.758248031,0.0,1.0,1.70477701,0.000142424,0.368747663,8.3963e-05,0.001763224,1.490727025,0.0,0.235853441,0.634538923,-0.0,0.000142424,1.193016128,5.1637e-05,0.002124473,3.125283771,0.126784427,0.119242967,0.0,0.814814815,2.895982093,5.4432e-05,1.27825547,7.377e-06,0.000730288,2.641113856,0.467642351,0.000138465,1.017164434,3.6883e-05,0.001549095,0.68,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,702.9895,-29.847649,372.98483,-30.80467,3988.378,1269.7583,-50.629784,450.12473,4472.247,2429.4048,-39.37331,-17.973412,-9.726411,9.948568,-53.715378,3648.5315,1373.5073,-7.571368,-2.5630355,-27.163492,808.1813,-35.68369,-24.943188,9147.025,28.552921,-4.624,-80.56642,5212.1416,4055.229,-22.557497,-64.15785,1198.5812,5645.6763,4747.415,4574.703,-9.9683,-69.46917,-16.535387,-88.215385,-44.03917,-64.50201,963.45374,4108.808,-2.6151438,-74.44126,-30.289948,1135.703,3532.1006,-7.9985666,-49.138294,-74.640114,1131.3291,-0.019042118,-42.628704,-44.641727,2161.657,6254.3228,3786.7136,3788.4753,10228.812,2878.6543,-18.398703,7824.6084,4657.5703
manthey_single-ordered-initialized-w46-b8.cnf,1.0,10672.0,87322.0,6501.0,73012.0,0.641593601,0.195995179,0.18,0.089040158,0.544956432,0.569351252,0.0,1.0,0.995351116,0.000565224,0.832608572,0.000307645,0.008152592,0.880905113,0.0,0.212855421,0.894140689,0.02,0.000565224,2.592559469,0.000123267,0.013217005,1.10878263,0.617978305,0.160144694,0.0,0.916666667,1.202417826,0.000269236,3.375469873,1.3696e-05,0.008532844,0.794351014,0.65438558,0.000591727,2.243808427,0.000123267,0.01202542,0.04,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,27239.64,-1474.2257,46959.117,-572.02594,209389.14,44627.703,-1007.6884,3419.411,154748.34,149939.72,-68.015045,-811.58844,-1072.8284,12203.94,-2422.424,192768.62,-54.709633,-667.43726,-304.79486,-1736.1892,10040.16,-1252.3141,-1312.1173,488054.34,-430.55756,820.6369,-2842.0764,191359.6,200486.42,-762.2871,-1975.567,-216.74228,269100.47,307329.3,178837.23,-10.856995,-2311.3647,-199.55058,-4144.7295,-1643.3323,-2450.9866,37291.33,139157.05,115799.02,-3013.7852,-1281.0466,87543.09,131494.39,-20.737797,-1763.4724,-3279.8772,18515.723,-637.4234,-1961.7311,-834.6719,44391.39,292412.06,185228.66,149296.77,328491.38,57043.32,-1342.3428,274595.94,121269.484
hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1.0,183325.0,546914.0,32046.0,210225.0,4.720682769,1.60156499,2.02,0.152436675,0.506953787,0.720985513,0.0,1.0,1.746800628,0.000109938,0.378928107,6.241e-05,0.001685078,1.547449965,0.0,0.206864074,0.582033535,0.02,0.000109938,1.99836591,4.757e-06,0.003363063,3.114865711,0.134881653,0.126570768,0.0,1.0,2.936841234,4.2527e-05,1.900552484,0.0,0.001270068,2.636267323,0.473630634,9.4584e-05,1.597581018,4.757e-06,0.002112023,1.24,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,-524.5291,-377.2418,27452.396,-447.626,56425.484,11047.543,-665.8759,56570.44,43463.473,22446.129,-604.4715,-129.43289,-179.36977,-324.49512,-421.2563,49044.355,28063.396,-146.20784,-381.80823,-146.2971,52906.55,-548.57434,-191.30304,78928.1,12259.399,12063.092,-954.20087,72713.39,40935.54,-111.784645,-719.40137,16232.487,41845.125,38184.73,3645.3584,-277.12274,-483.09366,9807.871,-783.0704,-532.9557,-830.2303,23398.707,33607.95,-237.1325,-602.9961,-575.0635,13044.466,36695.918,-137.13393,-677.8275,-814.2987,1277.6521,1992.0868,-230.0864,-344.81192,-58.536545,49314.312,32006.357,47397.836,97256.16,43729.59,-401.7036,90974.086,55800.188
mrpp_6x6#10_10.cnf,1.0,4931.0,32639.0,2144.0,22792.0,1.299906716,0.432037557,0.08,0.094068094,0.399552475,0.766262522,0.0,1.0,1.820355975,0.001818215,0.239511974,0.000932836,0.002798507,1.333202117,0.0,0.054580555,0.356221481,-0.0,0.001818215,0.566540801,0.000351,0.003948754,3.776420356,0.262738809,0.158526651,0.0,0.741176471,3.752499291,0.000452707,0.460399304,8.775e-05,0.000965251,2.671355345,0.314408564,0.001642981,0.276555095,0.000219375,0.002544753,0.02,0.003172559,0.386355384,0.0001755,0.007327132,4.582965953,0.373012591,0.27393727,0.048625793,0.679955703,3.56837648,3.08,-1.6597571,-0.61225736,195.92174,-1.5786701,321.8487,-0.14033964,-2.152518,253.57138,76.29478,111.24582,-1.285491,-1.9216444,21.692755,-1.0777074,-0.5507241,158.26515,61.55382,-1.2353817,-0.7571032,51.392094,209.61247,-1.8325242,-0.20344839,292.36838,122.240036,14.047913,-4.082972,147.57945,154.0034,3.6717174,-2.4374986,184.13762,208.18115,246.66513,-0.25829938,-1.9166096,-1.963596,178.77385,-1.5211065,-1.5340992,-3.7458274,74.524,13.186695,21.574373,-1.9409618,-2.9349294,221.1328,82.392235,2.4847531,-1.412036,-2.986806,-0.10060666,19.57133,-1.7757536,-1.0950791,-0.23946129,253.82878,92.23213,192.91536,380.4288,175.7598,-1.7050915,451.82916,255.92937
mrpp_6x6#12_16.cnf,1.0,8045.0,52216.0,3642.0,38813.0,1.208951126,0.345322444,0.16,0.09383454,0.402694115,0.755357675,0.0,1.0,1.831234714,0.001089625,0.228883176,0.000549149,0.001647446,1.303298519,0.0,0.035245923,0.329374179,-0.0,0.001089625,0.567252439,0.000231881,0.002318811,3.727110689,0.268501324,0.155739394,0.0,0.741176471,3.676349722,0.000262591,0.486458153,5.1529e-05,0.00056682,2.612658684,0.301986448,0.000993414,0.260190675,0.000180352,0.001494345,0.02,0.001924782,0.361127712,0.000128823,0.004302682,4.540171129,0.380014445,0.258776686,0.062388592,0.733333333,3.520755149,5.5,-3.3276064,-0.99942404,350.8748,-2.9248345,583.49365,24.809893,-4.413959,526.2464,109.881775,147.96819,-2.09807,-2.3892977,101.00498,-2.5331383,-0.8150676,235.75055,140.1644,-2.3631928,-1.5436718,70.28767,335.86908,-2.9866803,-0.708331,481.54758,281.54593,16.35534,-7.36947,315.63913,267.30017,16.947725,-3.47568,313.3056,345.0336,365.63583,-0.992814,-3.5140486,-2.9992971,345.5536,-2.880189,-2.2742097,-6.489899,135.85945,56.48909,-0.27882022,-3.9218516,-5.1807694,420.0757,89.58805,-0.029306522,-2.2483149,-4.808405,16.771374,29.681482,-2.3469095,-2.076271,-0.74460524,363.43997,132.11342,352.77832,605.8777,261.86453,-3.090471,778.8248,452.58813
manthey_single-ordered-initialized-w20-b10.cnf,1.0,3400.0,24005.0,2076.0,18339.0,0.637764933,0.308959049,0.04,0.113201374,0.580282424,0.547729522,0.0,1.0,0.995592006,0.001729287,0.862952155,0.000963391,0.013969171,0.913133173,0.0,0.246632859,0.921587873,-0.0,0.001729287,1.754537846,0.000490757,0.025355799,1.799990861,0.574395586,0.17606482,0.0,0.782608696,1.733028338,0.000804954,2.547572284,5.4529e-05,0.018158024,1.135973936,0.639238781,0.001966024,1.587718253,0.000599815,0.025410328,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,1625.8684,-123.28436,4244.506,-42.488037,20149.826,3743.4949,-68.68966,685.9657,13186.707,14947.634,1239.1168,-68.67605,-91.60562,1581.0741,-210.82338,17924.52,-14.4702,-65.252365,-50.192368,-145.1507,1603.3882,-106.1684,-115.69573,44485.105,-50.28581,341.7453,-254.4703,14794.324,18146.57,-54.991516,-181.62737,-21.347952,23642.727,27726.227,15842.6875,44.837112,-187.52156,-5.3164544,-369.59256,-143.1638,-216.1601,3032.6384,11439.8,12015.603,-251.72968,-118.94575,7645.8066,11893.644,437.39417,-163.0803,-284.63965,398.26245,-47.094334,-158.06389,-69.507416,2921.006,27684.975,15624.375,13077.5,27743.84,4862.293,-133.70619,23929.904,9858.66
hitag2-10-60-0-0xe14721bd199894a-99.cnf,1.0,2294.0,30374.0,2183.0,30078.0,0.050847458,0.00984108,0.04,0.072577964,0.313105766,0.859053473,0.0,1.0,1.736345443,0.002701999,0.315351575,0.00091617,0.003206596,0.996118797,0.0,0.143028127,0.165104063,-0.0,0.002701999,1.842204609,0.000365716,0.041425627,2.905645696,0.039515143,0.054811863,0.0,0.294117647,1.830396363,0.000294821,1.716344999,3.3247e-05,0.004687812,2.545756697,0.206396702,0.000379377,1.227467924,0.000166234,0.003823393,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.12,-0.6433027,-0.1377127,-0.25779137,-0.37528437,-0.2544988,32.28128,-0.3606282,30.87057,13.12066,7.7267566,-1.0108547,-0.31671616,-0.6380979,-0.19344713,-0.22367842,18.92559,34.75785,-0.1746223,7.7228165,26.592903,80.40288,-0.48287073,-0.065552235,4.7367125,-0.15246174,0.79706025,-0.62187606,67.63901,-0.0584544,-0.21492048,-0.7276707,37.200455,13.250056,23.44738,-0.07095839,-0.25955987,-0.8352417,18.987316,-0.4149486,-0.52144676,-0.23504254,66.34128,-0.3654882,-0.6403721,-0.55096424,-0.15843156,-0.3599337,41.159122,-0.57113266,-0.2616364,-0.42859036,-0.15449516,7.666391,9.148394,-0.08086822,-0.0012766351,23.260777,-0.25945348,27.449078,112.61139,43.821533,11.233142,74.29683,76.25925
manthey_single-ordered-initialized-w26-b8.cnf,1.0,3952.0,29622.0,2305.0,23166.0,0.714533623,0.278684279,0.06,0.099499266,0.561078895,0.562257579,0.0,1.0,1.012010224,0.001580295,0.821560348,0.000867679,0.014750542,0.933057856,0.0,0.231848399,0.898256065,0.0,0.001580295,1.915135418,0.0003885,0.022662523,1.523245179,0.589180546,0.182906487,0.0,0.857142857,1.652891589,0.0007417,2.574967191,4.3167e-05,0.014806181,1.118261097,0.647155314,0.001641122,1.701838809,0.0003885,0.020633687,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,3450.637,-258.84326,8338.6455,-76.030235,37858.066,8452.079,-137.9381,847.21375,26198.215,28710.486,1068.0319,-144.07742,-199.86554,3786.3816,-425.52582,35538.227,-17.396109,-119.38813,-86.80738,-293.52182,2528.6572,-213.84714,-237.19499,88670.58,-105.07056,1409.971,-503.69308,31181.203,35236.85,-119.19039,-354.7375,-48.22051,46653.2,55404.086,31933.018,849.0827,-391.4569,-30.964115,-731.5306,-295.33148,-420.34195,5725.6455,22795.857,22193.883,-509.74283,-214.51541,14149.393,25437.594,-2.2693932,-324.7569,-568.8379,1926.2927,-111.64942,-321.2712,-123.92962,5510.53,52580.332,31744.004,25236.34,56953.234,9413.2,-246.38199,47951.926,20809.094
mrpp_8x8#24_20.cnf,1.0,18278.0,142603.0,8902.0,103966.0,1.053246461,0.37163111,0.5,0.085624146,0.398185945,0.739505982,0.0,1.0,1.834524007,0.000448108,0.23888691,0.000224669,0.000674006,1.340660461,0.0,0.036838967,0.344064406,-0.0,0.000448108,0.613130457,5.7711e-05,0.001029183,3.867495793,0.276309032,0.171006499,0.0,0.782178218,3.776274303,0.000111752,0.486956496,1.9237e-05,0.000298174,2.703436915,0.316305331,0.000419933,0.300012414,4.8093e-05,0.000663679,0.1,0.000811747,0.392991603,2.8856e-05,0.001914087,4.746921775,0.367339833,0.309791901,0.036236119,0.733333333,3.630505311,18.58,-8.147873,-4.0420723,638.21344,-9.352748,1739.7322,117.820145,-13.558306,1210.2994,520.2941,680.0555,-8.002678,-9.931622,-0.0701806,-7.8682733,-5.588613,908.34784,124.624565,-8.100181,-6.192761,117.697334,938.29395,-10.149775,-3.7954876,1906.2925,733.1886,71.30933,-24.405294,997.1643,965.3021,65.48613,-12.873703,1072.9147,1374.6615,1411.8481,-0.24961217,-9.437781,-12.291846,833.6032,-11.939283,-8.938979,-18.946825,391.8307,123.6778,342.18915,-13.713771,-13.777754,1064.9005,339.5347,-0.16460086,-7.0874467,-16.746288,55.949596,-0.5812589,-9.654027,-5.5896683,-1.2874944,1412.4705,800.0712,1159.8745,2108.3513,924.09985,-13.646583,2561.4702,1574.0251
jgiraldezlevy.2200.9086.08.40.22.cnf,1.0,2200.0,9086.0,2138.0,9008.0,0.028999065,0.00865897,0.0,0.237344583,0.499256217,0.58777435,0.0,1.0,0.732871992,0.0014226,0.07086447,0.001403181,0.002338634,0.17344802,0.0,0.0,0.961811723,0.0,0.0014226,0.296234367,0.00044405,0.00455151,2.710580933,0.230054167,0.174832122,0.0,1.0,3.318489203,0.000688402,0.400443716,0.0,0.002331261,2.301983793,0.48678952,0.002471039,0.271260344,0.000777087,0.006660746,0.0,0.002130704,0.248156074,0.000666075,0.00499556,2.944218079,0.14083015,0.277300138,0.052048726,0.444444444,2.708174929,0.12,-0.046803825,-0.03925876,-0.045627754,-0.011749958,6.5640945,3.2240553,-0.104443625,0.3186058,7.137261,-0.0046160887,-0.046916563,-0.029114742,-0.0134925805,-0.02779803,-0.13644457,8.489791,0.4241017,-0.026886126,-0.036526907,0.88344026,-0.0023197036,-0.08104811,0.48877192,16.74755,-0.0080342665,-0.01196603,-0.10317912,8.326874,5.2076964,-0.026090043,-0.07547526,5.387514,7.8960795,5.9463167,8.49188,-0.021355765,-0.084569864,-0.025305683,-0.096561275,-0.09573918,-0.120865054,1.4316273,1.7621628,-0.018053276,-0.130202,-0.033858895,-0.009255217,3.5071476,-0.014193771,-0.07335066,-0.15874615,-0.007605532,-0.001680634,-0.04412231,-0.02022807,2.20756,5.7592087,6.1487203,3.369456,13.539689,5.2146106,-0.029987385,13.920828,11.113365
jgiraldezlevy.2200.9086.08.40.79.cnf,1.0,2200.0,9086.0,2128.0,8969.0,0.033834586,0.013044933,0.0,0.237261679,0.492091277,0.589738752,0.0,1.0,0.730714031,0.001429789,0.069211564,0.001409774,0.002349624,0.177829227,0.0,0.0,0.959192775,0.0,0.001429789,0.290218093,0.000111495,0.004013825,2.688910758,0.22700902,0.170217487,0.0,1.0,3.328658937,0.00070266,0.406248409,0.0,0.002006913,2.326409703,0.494258,0.002493447,0.265104129,0.00022299,0.006132233,0.0,0.002144899,0.245461982,0.000557476,0.005128777,2.939926949,0.139655208,0.272534962,0.055128205,0.444444444,2.679741994,0.1,-0.031653173,-0.01781076,-0.04462435,-0.01346378,4.7387404,3.4859989,-0.09182638,1.4547321,6.714349,0.47839975,-0.043596983,-0.02775776,-0.014287439,-0.017741445,-0.118355386,7.4498014,0.47191036,-0.026921712,-0.030583257,1.991395,2.6445997,-0.06761222,1.2393188,13.043502,-0.02234794,-0.01036763,-0.09864322,7.7770185,2.5768862,-0.02208172,-0.06761992,5.815534,6.6271896,4.498669,7.6485114,-0.030243794,-0.07699355,-0.022210598,-0.07920852,-0.079436675,-0.10515827,0.73100734,0.6296362,-0.022797333,-0.11466459,-0.025045961,-0.020584991,3.294647,-0.017166836,-0.058184292,-0.13499308,-0.018522339,-0.017766139,-0.034507956,-0.022314565,2.0939326,4.015606,4.0688586,3.2621958,12.406642,4.2690616,-0.02229998,10.986419,10.5540285
