@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_17352.cnf,1.0,0.0,0.02,1.98,0.26,2.08,2.38,2.0,0,0.0019690990447998,0.0105977058410644
instances/Sat_Data/circuit_fuzz/fuzz_100_29710.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.44,2.0,0,0.0014557838439941,0.0070888996124267
instances/Sat_Data/circuit_fuzz/fuzz_100_11470.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.54,2.0,0,0.0016310214996337,0.0055122375488281
instances/Sat_Data/circuit_fuzz/fuzz_100_14661.cnf,1.0,0.0,0.0,0.36,0.06,2.22,2.48,2.0,0,0.0014851093292236,0.0069565773010253
instances/Sat_Data/circuit_fuzz/fuzz_100_6791.cnf,1.0,0.0,0.0,0.5,0.16,2.12,2.44,2.0,0,0.0017673969268798,0.006730318069458
instances/Sat_Data/circuit_fuzz/fuzz_100_18681.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.4,2.0,0,0.0014963150024414,0.006094217300415
instances/Sat_Data/circuit_fuzz/fuzz_100_16654.cnf,1.0,0.0,0.0,1.98,0.08,2.24,2.5,2.0,0,0.0014784336090087,0.0062227249145507
instances/Sat_Data/circuit_fuzz/fuzz_100_31996.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.5,2.0,0,0.0014965534210205,0.0062689781188964
instances/Sat_Data/circuit_fuzz/fuzz_100_23726.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.54,2.0,0,0.0014622211456298,0.0066909790039062
instances/Sat_Data/circuit_fuzz/fuzz_100_6906.cnf,1.0,0.0,0.0,1.98,0.04,2.18,2.56,2.0,0,0.0014662742614746,0.0070137977600097
instances/Sat_Data/circuit_fuzz/fuzz_100_19.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.52,2.0,0,0.0014843940734863,0.0044283866882324
instances/Sat_Data/circuit_fuzz/fuzz_100_31328.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.56,2.0,0,0.001793622970581,0.0069308280944824
instances/Sat_Data/circuit_fuzz/fuzz_100_10683.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.52,2.0,0,0.0014963150024414,0.0047852993011474
instances/Sat_Data/circuit_fuzz/fuzz_100_11455.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.4,2.0,0,0.0017969608306884,0.0061113834381103
instances/Sat_Data/circuit_fuzz/fuzz_100_810.cnf,1.0,0.0,0.0,1.98,0.08,2.1,2.46,2.0,0,0.0028238296508789,0.0051851272583007
instances/Sat_Data/circuit_fuzz/fuzz_100_7453.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.46,2.0,0,0.0014810562133789,0.0063018798828125
instances/Sat_Data/circuit_fuzz/fuzz_100_31215.cnf,1.0,0.0,0.0,1.3,0.1,2.16,2.6,2.0,0,0.0023365020751953,0.0062568187713623
instances/Sat_Data/circuit_fuzz/fuzz_100_6593.cnf,1.0,0.02,0.0,1.98,0.24,2.1,2.34,2.0,0,0.0017840862274169,0.0100734233856201
instances/Sat_Data/circuit_fuzz/fuzz_100_29882.cnf,1.0,0.0,0.0,1.98,0.18,2.12,2.4,2.0,0,0.001643419265747,0.0086655616760253
instances/Sat_Data/circuit_fuzz/fuzz_100_4329.cnf,1.0,0.0,0.02,1.98,0.24,2.1,2.34,2.0,0,0.0018103122711181,0.0092148780822753
instances/Sat_Data/circuit_fuzz/fuzz_100_26658.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.4,2.0,0,0.0017964839935302,0.0123829841613769
instances/Sat_Data/circuit_fuzz/fuzz_100_797.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.48,2.0,0,0.0014629364013671,0.0070006847381591
instances/Sat_Data/circuit_fuzz/fuzz_100_890.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.44,2.0,0,0.0023517608642578,0.005434513092041
instances/Sat_Data/circuit_fuzz/fuzz_100_16159.cnf,1.0,0.02,0.02,1.98,0.52,2.08,2.24,2.0,0,0.0028066635131835,0.0158650875091552
instances/Sat_Data/circuit_fuzz/fuzz_100_13843.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.48,2.0,0,0.0014729499816894,0.0070583820343017
instances/Sat_Data/circuit_fuzz/fuzz_100_6645.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.5,2.0,0,0.0014615058898925,0.0061278343200683
instances/Sat_Data/circuit_fuzz/fuzz_100_8354.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.46,2.0,0,0.0249533653259277,0.028411865234375
instances/Sat_Data/circuit_fuzz/fuzz_100_28413.cnf,1.0,0.02,0.0,0.2,0.38,2.06,2.24,2.0,0,0.0023055076599121,0.0139837265014648
instances/Sat_Data/circuit_fuzz/fuzz_100_968.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.38,2.0,0,0.0018136501312255,0.0066189765930175
instances/Sat_Data/circuit_fuzz/fuzz_100_26796.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.56,2.0,0,0.0015339851379394,0.0068659782409667
instances/Sat_Data/circuit_fuzz/fuzz_100_4152.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.46,2.0,0,0.0014855861663818,0.0078887939453125
instances/Sat_Data/circuit_fuzz/fuzz_100_5836.cnf,1.0,0.08,0.02,1.98,1.48,2.1,2.12,2.0,0,0.0048353672027587,0.0408236980438232
instances/Sat_Data/circuit_fuzz/fuzz_100_16461.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.4,2.0,0,0.0015454292297363,0.0068545341491699
instances/Sat_Data/circuit_fuzz/fuzz_100_880.cnf,1.0,0.0,0.0,1.98,0.04,2.18,2.56,2.0,0,0.0014753341674804,0.0069375038146972
instances/Sat_Data/circuit_fuzz/fuzz_100_14730.cnf,1.0,0.02,0.0,0.62,0.44,2.08,2.3,2.0,0,0.0024721622467041,0.0135638713836669
instances/Sat_Data/circuit_fuzz/fuzz_100_5052.cnf,1.0,0.02,0.0,1.98,0.44,2.1,2.22,2.0,0,0.0023906230926513,0.012714147567749
instances/Sat_Data/circuit_fuzz/fuzz_100_22056.cnf,1.0,0.0,0.0,1.98,0.18,2.08,2.4,2.0,0,0.001612901687622,0.0074217319488525
instances/Sat_Data/circuit_fuzz/fuzz_100_11340.cnf,1.0,0.18,0.04,1.98,2.56,2.14,2.14,2.0,0,0.0098192691802978,0.1127271652221679
instances/Sat_Data/circuit_fuzz/fuzz_100_8669.cnf,1.0,0.0,0.0,1.96,0.04,2.28,2.6,2.0,0,0.0014779567718505,0.0070753097534179
instances/Sat_Data/circuit_fuzz/fuzz_100_12902.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.52,2.0,0,0.0014727115631103,0.0061349868774414
instances/Sat_Data/circuit_fuzz/fuzz_100_19668.cnf,1.0,0.0,0.0,1.98,0.18,2.12,2.4,2.0,0,0.0016794204711914,0.0081760883331298
instances/Sat_Data/circuit_fuzz/fuzz_100_8069.cnf,1.0,0.0,0.0,1.76,0.08,2.2,2.46,2.0,0,0.0015006065368652,0.0062386989593505
instances/Sat_Data/circuit_fuzz/fuzz_100_25891.cnf,1.0,0.0,0.0,1.98,0.08,2.14,2.52,2.0,0,0.0014641284942626,0.004847764968872
instances/Sat_Data/circuit_fuzz/fuzz_100_30392.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.46,2.0,0,0.0019929409027099,0.0067684650421142
instances/Sat_Data/circuit_fuzz/fuzz_100_12201.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.56,2.0,0,0.0027947425842285,0.0066220760345458
instances/Sat_Data/circuit_fuzz/fuzz_100_7979.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.42,2.0,0,0.0014925003051757,0.0074424743652343
instances/Sat_Data/circuit_fuzz/fuzz_100_15882.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.46,2.0,0,0.0021655559539794,0.0065333843231201
instances/Sat_Data/circuit_fuzz/fuzz_100_12426.cnf,1.0,0.0,0.0,0.62,0.08,2.16,2.46,2.0,0,0.0014781951904296,0.005012035369873
instances/Sat_Data/circuit_fuzz/fuzz_100_30720.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.56,2.0,0,0.0015053749084472,0.005847692489624
instances/Sat_Data/circuit_fuzz/fuzz_100_21921.cnf,1.0,0.0,0.0,0.96,0.18,2.1,2.32,2.0,0,0.0017194747924804,0.0118391513824462
instances/Sat_Data/circuit_fuzz/fuzz_100_10336.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.52,2.0,0,0.0014865398406982,0.0069582462310791
instances/Sat_Data/circuit_fuzz/fuzz_100_454.cnf,1.0,0.02,0.0,0.88,0.4,2.06,2.28,2.0,0,0.0022025108337402,0.0123939514160156
instances/Sat_Data/circuit_fuzz/fuzz_100_31989.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.54,2.0,0,0.0032942295074462,0.0075371265411376
instances/Sat_Data/circuit_fuzz/fuzz_100_32265.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.64,2.0,0,0.0014984607696533,0.0076520442962646
instances/Sat_Data/circuit_fuzz/fuzz_100_27427.cnf,1.0,0.0,0.0,1.82,0.08,2.18,2.46,2.0,0,0.001474380493164,0.0060114860534667
instances/Sat_Data/circuit_fuzz/fuzz_100_194.cnf,1.0,0.02,0.02,1.98,0.62,2.08,2.24,2.0,0,0.0028445720672607,0.01837158203125
instances/Sat_Data/circuit_fuzz/fuzz_100_21705.cnf,1.0,0.0,0.02,1.98,0.22,2.08,2.4,2.0,0,0.0017690658569335,0.0088531970977783
instances/Sat_Data/circuit_fuzz/fuzz_100_15955.cnf,1.0,0.0,0.0,1.98,0.14,2.14,2.44,2.0,0,0.0015711784362792,0.0071926116943359
instances/Sat_Data/circuit_fuzz/fuzz_100_28104.cnf,1.0,0.0,0.0,1.98,0.18,2.12,2.42,2.0,0,0.0015509128570556,0.0068817138671875
instances/Sat_Data/circuit_fuzz/fuzz_100_290.cnf,1.0,0.0,0.0,0.94,0.12,2.14,2.5,2.0,0,0.0015335083007812,0.0071578025817871
instances/Sat_Data/circuit_fuzz/fuzz_100_21718.cnf,1.0,0.02,0.0,1.96,0.3,2.1,2.26,2.0,0,0.0027463436126708,0.0117547512054443
instances/Sat_Data/circuit_fuzz/fuzz_100_25860.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.52,2.0,0,0.0022780895233154,0.006183385848999
instances/Sat_Data/circuit_fuzz/fuzz_100_535.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.62,2.0,0,0.0014920234680175,0.0042483806610107
instances/Sat_Data/circuit_fuzz/fuzz_100_7454.cnf,1.0,0.0,0.0,1.16,0.16,2.12,2.34,2.0,0,0.0016360282897949,0.007171630859375
instances/Sat_Data/circuit_fuzz/fuzz_100_23087.cnf,1.0,0.0,0.0,1.38,0.06,2.22,2.52,2.0,0,0.0015041828155517,0.005908727645874
instances/Sat_Data/circuit_fuzz/fuzz_100_4872.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.58,2.0,0,0.0030341148376464,0.0056543350219726
instances/Sat_Data/circuit_fuzz/fuzz_100_2182.cnf,1.0,0.0,0.0,1.62,0.08,2.2,2.42,2.0,0,0.0014865398406982,0.0061092376708984
instances/Sat_Data/circuit_fuzz/fuzz_100_29390.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.52,2.0,0,0.0015387535095214,0.0070056915283203
instances/Sat_Data/circuit_fuzz/fuzz_100_1470.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.42,2.0,0,0.0016176700592041,0.0076022148132324
instances/Sat_Data/circuit_fuzz/fuzz_100_29268.cnf,1.0,0.0,0.0,0.2,0.04,2.22,2.64,2.0,0,0.0014798641204833,0.0058422088623046
instances/Sat_Data/circuit_fuzz/fuzz_100_30555.cnf,1.0,0.02,0.0,1.98,0.38,2.06,2.34,2.0,0,0.0021946430206298,0.0138370990753173
instances/Sat_Data/circuit_fuzz/fuzz_100_19709.cnf,1.0,0.0,0.0,1.98,0.18,2.14,2.36,2.0,0,0.0017459392547607,0.0079317092895507
instances/Sat_Data/circuit_fuzz/fuzz_100_16696.cnf,1.0,0.0,0.0,0.9,0.12,2.14,2.48,2.0,0,0.0014915466308593,0.0070464611053466
instances/Sat_Data/circuit_fuzz/fuzz_100_155.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.54,2.0,0,0.001767873764038,0.0049905776977539
instances/Sat_Data/circuit_fuzz/fuzz_100_11723.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.52,2.0,0,0.0014991760253906,0.0076954364776611
instances/Sat_Data/circuit_fuzz/fuzz_100_15478.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.68,2.0,0,0.0026471614837646,0.0058965682983398
instances/Sat_Data/circuit_fuzz/fuzz_100_22912.cnf,1.0,0.0,0.0,1.98,0.18,2.12,2.44,2.0,0,0.0015699863433837,0.0073323249816894
instances/Sat_Data/circuit_fuzz/fuzz_100_5082.cnf,1.0,0.0,0.0,1.98,0.04,2.16,2.62,2.0,0,0.0014605522155761,0.0067620277404785
instances/Sat_Data/circuit_fuzz/fuzz_100_29746.cnf,1.0,0.0,0.0,0.58,0.04,2.26,2.6,2.0,0,0.001777172088623,0.0066673755645751
instances/Sat_Data/circuit_fuzz/fuzz_100_14448.cnf,1.0,0.0,0.02,1.98,0.22,2.12,2.28,2.0,0,0.001965045928955,0.0106213092803955
instances/Sat_Data/circuit_fuzz/fuzz_100_16215.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.5,2.0,0,0.0014817714691162,0.0065610408782958
instances/Sat_Data/circuit_fuzz/fuzz_100_32622.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.54,2.0,0,0.0018396377563476,0.0063931941986083
instances/Sat_Data/circuit_fuzz/fuzz_100_18691.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.5,2.0,0,0.0014982223510742,0.0058977603912353
instances/Sat_Data/circuit_fuzz/fuzz_100_29348.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.44,2.0,0,0.0014841556549072,0.0070714950561523
instances/Sat_Data/circuit_fuzz/fuzz_100_28454.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.5,2.0,0,0.0015151500701904,0.0076603889465332
instances/Sat_Data/circuit_fuzz/fuzz_100_13194.cnf,1.0,0.02,0.0,0.22,0.32,2.08,2.26,2.0,0,0.0020704269409179,0.0114898681640625
instances/Sat_Data/circuit_fuzz/fuzz_100_26937.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.48,2.0,0,0.0014693737030029,0.0082740783691406
instances/Sat_Data/circuit_fuzz/fuzz_100_15927.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.54,2.0,0,0.0015146732330322,0.0062794685363769
instances/Sat_Data/circuit_fuzz/fuzz_100_17322.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.62,2.0,0,0.0017805099487304,0.0059812068939208
instances/Sat_Data/circuit_fuzz/fuzz_100_12828.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.46,2.0,0,0.0023815631866455,0.0068860054016113
instances/Sat_Data/circuit_fuzz/fuzz_100_1574.cnf,1.0,0.0,0.0,1.0,0.16,2.12,2.48,2.0,0,0.0019426345825195,0.0072245597839355
instances/Sat_Data/circuit_fuzz/fuzz_100_15449.cnf,1.0,0.0,0.02,1.98,0.22,2.1,2.34,2.0,0,0.0017998218536376,0.00925874710083
instances/Sat_Data/circuit_fuzz/fuzz_100_13680.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.44,2.0,0,0.0014946460723876,0.0063881874084472
instances/Sat_Data/circuit_fuzz/fuzz_100_13011.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.56,2.0,0,0.0015342235565185,0.0059776306152343
instances/Sat_Data/circuit_fuzz/fuzz_100_1562.cnf,1.0,0.0,0.0,1.98,0.16,2.16,2.4,2.0,0,0.0017859935760498,0.0067591667175292
instances/Sat_Data/circuit_fuzz/fuzz_100_9273.cnf,1.0,0.0,0.0,0.58,0.06,2.24,2.4,2.0,0,0.0014622211456298,0.0062496662139892
instances/Sat_Data/circuit_fuzz/fuzz_100_30270.cnf,1.0,0.0,0.0,1.98,0.12,2.1,2.42,2.0,0,0.0015194416046142,0.006976842880249
instances/Sat_Data/circuit_fuzz/fuzz_100_24676.cnf,1.0,0.0,0.0,1.6,0.04,2.2,2.62,2.02,0,0.0026957988739013,0.0068604946136474
instances/Sat_Data/circuit_fuzz/fuzz_100_23581.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.46,2.0,0,0.0015039443969726,0.0073370933532714
instances/Sat_Data/circuit_fuzz/fuzz_100_18479.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.52,2.0,0,0.0014817714691162,0.0060148239135742
instances/Sat_Data/circuit_fuzz/fuzz_100_14390.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.42,2.0,0,0.001500129699707,0.0060019493103027
instances/Sat_Data/circuit_fuzz/fuzz_100_5272.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.52,2.0,0,0.001488447189331,0.0062589645385742
instances/Sat_Data/circuit_fuzz/fuzz_100_9659.cnf,1.0,0.0,0.0,0.82,0.06,2.16,2.54,2.0,0,0.0027871131896972,0.0054080486297607
instances/Sat_Data/circuit_fuzz/fuzz_100_15572.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.5,2.0,0,0.0015051364898681,0.0071718692779541
instances/Sat_Data/circuit_fuzz/fuzz_100_21348.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.5,2.0,0,0.001502513885498,0.0048158168792724
instances/Sat_Data/circuit_fuzz/fuzz_100_7823.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.56,2.0,0,0.0014753341674804,0.006624698638916
instances/Sat_Data/circuit_fuzz/fuzz_100_140.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.38,2.0,0,0.0017666816711425,0.0069911479949951
instances/Sat_Data/circuit_fuzz/fuzz_100_27807.cnf,1.0,0.0,0.0,0.44,0.06,2.28,2.54,2.0,0,0.002209186553955,0.0053627490997314
instances/Sat_Data/circuit_fuzz/fuzz_100_7468.cnf,1.0,0.02,0.0,1.98,0.24,2.1,2.3,2.0,0,0.0018703937530517,0.0096480846405029
instances/Sat_Data/circuit_fuzz/fuzz_100_8700.cnf,1.0,0.02,0.02,1.98,0.44,2.08,2.34,2.0,0,0.0026361942291259,0.0155112743377685
instances/Sat_Data/circuit_fuzz/fuzz_100_27992.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.4,2.0,0,0.0015680789947509,0.0071878433227539
instances/Sat_Data/circuit_fuzz/fuzz_100_20708.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.44,2.0,0,0.0014760494232177,0.0068178176879882
instances/Sat_Data/circuit_fuzz/fuzz_100_23292.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.56,2.0,0,0.0014624595642089,0.0059843063354492
instances/Sat_Data/circuit_fuzz/fuzz_100_24180.cnf,1.0,0.0,0.0,1.98,0.2,2.1,2.4,2.0,0,0.0016913414001464,0.0085251331329345
instances/Sat_Data/circuit_fuzz/fuzz_100_11385.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.56,2.0,0,0.0014963150024414,0.0070199966430664
instances/Sat_Data/circuit_fuzz/fuzz_100_23706.cnf,1.0,0.0,0.0,1.98,0.18,2.1,2.42,2.0,0,0.0016791820526123,0.0083565711975097
instances/Sat_Data/circuit_fuzz/fuzz_100_13098.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.5,2.0,0,0.0014677047729492,0.0060980319976806
instances/Sat_Data/circuit_fuzz/fuzz_100_747.cnf,1.0,0.0,0.0,0.36,0.06,2.24,2.52,2.0,0,0.003185749053955,0.0043823719024658
instances/Sat_Data/circuit_fuzz/fuzz_100_22094.cnf,1.0,0.0,0.0,1.14,0.04,2.3,2.64,2.0,0,0.0014712810516357,0.0065488815307617
instances/Sat_Data/circuit_fuzz/fuzz_100_13072.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.5,2.0,0,0.0015115737915039,0.0082952976226806
instances/Sat_Data/circuit_fuzz/fuzz_100_13727.cnf,1.0,0.0,0.0,1.96,0.06,2.22,2.54,2.0,0,0.0014798641204833,0.0060639381408691
instances/Sat_Data/circuit_fuzz/fuzz_100_10807.cnf,1.0,0.0,0.0,0.4,0.06,2.18,2.58,2.0,0,0.0018126964569091,0.0070090293884277
instances/Sat_Data/circuit_fuzz/fuzz_100_15786.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.54,2.0,0,0.0026712417602539,0.0059154033660888
instances/Sat_Data/circuit_fuzz/fuzz_100_167.cnf,1.0,0.0,0.0,1.98,0.12,2.24,2.46,2.0,0,0.0015385150909423,0.0067965984344482
instances/Sat_Data/circuit_fuzz/fuzz_100_699.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.42,2.0,0,0.0014917850494384,0.0061571598052978
instances/Sat_Data/circuit_fuzz/fuzz_100_14853.cnf,1.0,0.0,0.0,1.98,0.24,2.14,2.34,2.0,0,0.001673936843872,0.0090923309326171
instances/Sat_Data/circuit_fuzz/fuzz_100_14289.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.46,2.0,0,0.0015039443969726,0.0075492858886718
instances/Sat_Data/circuit_fuzz/fuzz_100_582.cnf,1.0,0.0,0.0,1.98,0.12,2.2,2.38,2.0,0,0.0015344619750976,0.0069282054901123
instances/Sat_Data/circuit_fuzz/fuzz_100_8451.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.42,2.0,0,0.0018301010131835,0.0083651542663574
instances/Sat_Data/circuit_fuzz/fuzz_100_60.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.54,2.0,0,0.0015041828155517,0.0060861110687255
instances/Sat_Data/circuit_fuzz/fuzz_100_29783.cnf,1.0,0.0,0.0,1.98,0.22,2.12,2.44,2.0,0,0.0016219615936279,0.0075380802154541
instances/Sat_Data/circuit_fuzz/fuzz_100_28075.cnf,1.0,0.0,0.0,1.98,0.2,2.14,2.44,2.0,0,0.0016233921051025,0.0081791877746582
instances/Sat_Data/circuit_fuzz/fuzz_100_7756.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.54,2.0,0,0.0024888515472412,0.0047838687896728
instances/Sat_Data/circuit_fuzz/fuzz_100_20955.cnf,1.0,0.0,0.0,0.96,0.1,2.18,2.52,2.0,0,0.0017461776733398,0.0061252117156982
instances/Sat_Data/circuit_fuzz/fuzz_100_32655.cnf,1.0,0.0,0.0,1.98,0.12,2.12,2.42,2.0,0,0.0015547275543212,0.0066959857940673
instances/Sat_Data/circuit_fuzz/fuzz_100_32313.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.42,2.0,0,0.0015037059783935,0.0066702365875244
instances/Sat_Data/circuit_fuzz/fuzz_100_32076.cnf,1.0,0.0,0.0,1.98,0.22,2.12,2.36,2.0,0,0.0016207695007324,0.0074994564056396
instances/Sat_Data/circuit_fuzz/fuzz_100_587.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.58,2.0,0,0.001497745513916,0.0071511268615722
instances/Sat_Data/circuit_fuzz/fuzz_100_4178.cnf,1.0,0.0,0.0,1.26,0.08,2.24,2.48,2.0,0,0.0015285015106201,0.005850076675415
instances/Sat_Data/circuit_fuzz/fuzz_100_27540.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.48,2.0,0,0.001467227935791,0.0057630538940429
instances/Sat_Data/circuit_fuzz/fuzz_100_3173.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.38,2.0,0,0.0014920234680175,0.0058069229125976
instances/Sat_Data/circuit_fuzz/fuzz_100_23258.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.68,2.0,0,0.0014722347259521,0.0065038204193115
instances/Sat_Data/circuit_fuzz/fuzz_100_8906.cnf,1.0,0.0,0.0,1.98,0.04,2.28,2.56,2.0,0,0.0014739036560058,0.0052051544189453
instances/Sat_Data/circuit_fuzz/fuzz_100_21624.cnf,1.0,0.0,0.0,1.98,0.06,2.14,2.58,2.0,0,0.0014984607696533,0.0060181617736816
