@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE lp NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S233547135.cnf,1.0,0.03,0.0,0.01,60.27,0.06,2.0,0.47,2.05,2.06,2.0,10.61,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S272355270.cnf,1.0,0.03,0.01,0.0,60.2,0.06,2.0,0.47,2.1,2.05,2.0,9.54,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S31999884.cnf,1.0,0.03,0.0,0.01,60.06,0.06,2.0,0.47,2.07,2.06,2.0,8.68,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S334797440.cnf,1.0,0.03,0.0,0.01,60.26,0.06,2.0,0.47,2.07,2.08,2.0,9.71,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S386546538.cnf,1.0,0.03,0.0,0.01,60.24,0.06,1.99,0.47,2.04,2.1,2.0,9.22,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S398857928.cnf,1.0,0.03,0.0,0.01,60.35,0.06,2.0,0.47,2.04,2.07,2.0,9.62,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S399794908.cnf,1.0,0.03,0.01,0.0,60.22,0.06,2.0,0.47,2.04,2.08,2.0,11.2,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S526139785.cnf,1.0,0.03,0.01,0.0,60.29,0.06,2.0,0.47,2.06,2.05,2.0,9.25,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S538781355.cnf,1.0,0.03,0.0,0.01,60.31,0.06,2.0,0.46,2.04,2.07,2.0,9.97,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S597126918.cnf,1.0,0.03,0.01,0.0,60.2,0.06,2.0,0.46,2.04,2.08,2.0,10.96,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S634118062.cnf,1.0,0.03,0.0,0.01,60.01,0.06,2.0,0.47,2.07,2.05,2.0,9.3,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S665010681.cnf,1.0,0.03,0.0,0.01,60.33,0.06,1.99,0.47,2.07,2.08,2.0,8.06,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S791315085.cnf,1.0,0.03,0.0,0.01,60.27,0.06,2.0,0.49,2.05,2.05,2.0,9.81,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S798721216.cnf,1.0,0.03,0.01,0.0,60.03,0.06,2.0,0.47,2.04,2.06,2.0,10.18,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S811366610.cnf,1.0,0.03,0.01,0.0,60.16,0.06,2.0,0.47,2.06,2.07,2.0,10.29,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S847817444.cnf,1.0,0.03,0.0,0.01,60.01,0.06,2.01,0.46,2.07,2.06,2.0,10.35,0.07,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S853727645.cnf,1.0,0.03,0.0,0.01,60.34,0.06,2.0,0.47,2.05,2.07,2.0,8.3,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S873114522.cnf,1.0,0.03,0.01,0.0,60.17,0.06,2.0,0.48,2.06,2.06,2.0,11.48,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S880198342.cnf,1.0,0.03,0.0,0.01,60.35,0.06,2.0,0.47,2.07,2.09,2.0,7.93,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S899087716.cnf,1.0,0.03,0.01,0.0,60.32,0.06,2.0,0.47,2.06,2.06,2.0,9.08,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S911123804.cnf,1.0,0.03,0.0,0.01,60.05,0.06,2.0,0.46,2.06,2.08,2.0,11.19,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S950848269.cnf,1.0,0.03,0.0,0.01,60.08,0.06,2.0,0.47,2.05,2.08,2.0,10.92,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1257955880.cnf,1.0,0.03,0.0,0.01,60.02,0.06,2.0,0.46,2.05,2.07,2.0,7.38,0.07,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1518751714.cnf,1.0,0.03,0.0,0.01,60.35,0.06,2.01,0.47,2.06,2.04,2.0,10.93,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1187097692.cnf,1.0,0.03,0.0,0.01,60.21,0.06,2.0,0.49,2.09,2.07,2.0,9.77,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1141740568.cnf,1.0,0.02,0.0,0.01,60.29,0.06,2.01,0.49,2.05,2.07,2.0,10.57,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1339712544.cnf,1.0,0.03,0.01,0.0,60.15,0.06,2.0,0.48,2.05,2.07,2.0,10.0,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S132899209.cnf,1.0,0.03,0.0,0.0,60.3,0.06,2.0,0.49,2.06,2.07,2.0,11.66,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1356385848.cnf,1.0,0.03,0.01,0.0,60.35,0.06,2.0,0.48,2.03,2.06,2.0,8.87,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S111791639.cnf,1.0,0.03,0.01,0.0,60.04,0.07,2.0,0.48,2.06,2.05,2.0,11.27,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1604316833.cnf,1.0,0.03,0.01,0.0,60.27,0.06,2.0,0.48,2.07,2.07,2.0,9.41,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1047722368.cnf,1.0,0.03,0.0,0.01,60.14,0.06,2.0,0.47,2.08,2.08,2.0,11.03,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1387637265.cnf,1.0,0.03,0.01,0.0,60.23,0.06,1.99,0.47,2.06,2.08,2.0,8.31,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1396637937.cnf,1.0,0.03,0.0,0.01,60.12,0.06,2.0,0.46,2.07,2.07,2.0,10.9,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1509722889.cnf,1.0,0.03,0.01,0.0,60.34,0.06,2.0,0.47,2.04,2.08,2.0,10.46,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1502206070.cnf,1.0,0.03,0.0,0.01,60.04,0.06,2.0,0.47,2.08,2.08,2.0,11.32,0.04,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1326875500.cnf,1.0,0.03,0.0,0.01,60.36,0.06,2.0,0.47,2.07,2.06,2.0,10.84,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1460685600.cnf,1.0,0.04,0.0,0.01,60.01,0.06,1.99,0.47,2.08,2.05,2.0,10.57,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1495757856.cnf,1.0,0.03,0.0,0.01,60.25,0.06,2.0,0.46,2.06,2.07,2.0,10.28,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1304341392.cnf,1.0,0.03,0.01,0.0,60.34,0.06,2.0,0.47,2.07,2.08,2.0,10.65,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1357450338.cnf,1.0,0.03,0.0,0.01,60.09,0.06,2.0,0.47,2.06,2.07,2.0,9.23,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S158180240.cnf,1.0,0.03,0.0,0.01,60.09,0.06,2.0,0.47,2.06,2.07,2.0,9.09,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1107745815.cnf,1.0,0.02,0.0,0.01,60.1,0.06,2.0,0.47,2.07,2.06,2.0,11.14,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1012983208.cnf,1.0,0.03,0.01,0.0,60.33,0.06,1.99,0.47,2.06,2.06,2.0,9.47,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S168840505.cnf,1.0,0.03,0.0,0.01,60.09,0.06,2.0,0.47,2.04,2.09,2.0,11.51,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1695531392.cnf,1.0,0.03,0.01,0.0,60.17,0.06,2.0,0.49,2.08,2.06,2.0,8.76,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1723423688.cnf,1.0,0.04,0.0,0.0,60.14,0.06,2.0,0.47,2.06,2.06,2.0,8.44,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1757867176.cnf,1.0,0.03,0.0,0.01,60.15,0.06,2.0,0.53,2.07,2.08,2.0,10.41,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1846576786.cnf,1.0,0.03,0.0,0.0,60.15,0.06,2.0,0.49,2.08,2.08,2.0,9.32,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1859465486.cnf,1.0,0.03,0.0,0.01,60.1,0.06,2.0,0.47,2.06,2.07,2.0,7.32,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1892384750.cnf,1.0,0.03,0.0,0.01,60.42,0.06,2.0,0.48,2.08,2.07,2.0,9.63,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1910618268.cnf,1.0,0.03,0.0,0.01,60.34,0.06,2.0,0.47,2.05,2.06,2.0,8.76,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1959243170.cnf,1.0,0.03,0.0,0.01,60.04,0.06,2.0,0.47,2.04,2.07,2.0,10.7,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S2011590144.cnf,1.0,0.03,0.01,0.0,60.34,0.06,2.0,0.48,2.05,2.06,2.0,10.76,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S2017310544.cnf,1.0,0.03,0.0,0.01,60.02,0.06,2.0,0.48,2.06,2.07,2.0,10.35,0.04,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S2115185338.cnf,1.0,0.03,0.01,0.0,60.06,0.06,1.99,0.48,2.05,2.05,2.0,8.69,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S21884612.cnf,1.0,0.03,0.01,0.0,60.3,0.06,1.99,0.48,2.04,2.07,2.0,9.06,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S222237818.cnf,1.0,0.03,0.01,0.0,60.04,0.07,2.0,0.47,2.04,2.08,2.0,11.15,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S223147592.cnf,1.0,0.03,0.0,0.01,60.23,0.06,2.0,0.49,2.07,2.08,2.0,11.75,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S239028204.cnf,1.0,0.03,0.0,0.01,60.23,0.06,2.0,0.49,2.07,2.05,2.0,10.76,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S280757130.cnf,1.0,0.03,0.01,0.0,60.24,0.06,2.0,0.48,2.05,2.06,2.0,10.93,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S29515112.cnf,1.0,0.03,0.01,0.0,60.01,0.06,2.0,0.48,2.07,2.07,2.0,7.26,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S372239344.cnf,1.0,0.04,0.0,0.0,60.36,0.06,1.99,0.48,2.08,2.07,2.0,8.97,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S373569648.cnf,1.0,0.03,0.0,0.01,60.12,0.06,2.0,0.48,2.06,2.07,2.0,9.45,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S376319904.cnf,1.0,0.03,0.01,0.0,60.04,0.06,2.0,0.49,2.06,2.06,2.0,10.64,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S390234384.cnf,1.0,0.03,0.01,0.0,60.23,0.06,2.0,0.47,2.05,2.06,2.0,6.99,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S399193392.cnf,1.0,0.03,0.0,0.01,60.14,0.06,2.0,0.47,2.06,2.08,2.0,8.74,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S400789808.cnf,1.0,0.03,0.01,0.0,60.37,0.06,2.0,0.47,2.05,2.06,2.0,7.74,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S454415804.cnf,1.0,0.03,0.0,0.01,60.14,0.06,2.0,0.47,2.07,2.06,2.0,9.53,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S50445886.cnf,1.0,0.03,0.01,0.0,60.05,0.06,2.0,0.47,2.05,2.05,2.0,10.22,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S506456737.cnf,1.0,0.04,0.0,0.0,60.15,0.06,2.0,0.47,2.06,2.09,2.0,11.08,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S55638342.cnf,1.0,0.03,0.0,0.01,60.1,0.06,2.0,0.47,2.07,2.05,2.0,7.97,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S560961398.cnf,1.0,0.03,0.0,0.01,60.11,0.06,2.0,0.47,2.06,2.07,2.0,8.89,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S592324729.cnf,1.0,0.03,0.0,0.01,60.37,0.06,2.01,0.47,2.05,2.04,2.0,8.4,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S599235498.cnf,1.0,0.03,0.01,0.0,60.16,0.06,2.0,0.47,2.05,2.06,2.0,10.46,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S641035836.cnf,1.0,0.03,0.0,0.01,60.03,0.06,1.99,0.47,2.05,2.08,2.0,8.91,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S653039707.cnf,1.0,0.03,0.01,0.0,60.25,0.06,2.0,0.47,2.06,2.07,2.0,11.38,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S673912704.cnf,1.0,0.03,0.01,0.0,60.17,0.06,2.0,0.47,2.05,2.05,2.0,10.22,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S74359386.cnf,1.0,0.03,0.01,0.0,60.19,0.06,2.0,0.47,2.04,2.06,2.0,8.76,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S80102266.cnf,1.0,0.03,0.01,0.0,60.24,0.06,2.0,0.47,2.06,2.08,2.0,8.55,0.04,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S826274290.cnf,1.0,0.03,0.01,0.0,60.34,0.06,2.0,0.47,2.05,2.08,2.0,7.88,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S846031584.cnf,1.0,0.03,0.0,0.01,60.21,0.06,2.0,0.48,2.07,2.07,2.0,10.42,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S874374056.cnf,1.0,0.03,0.01,0.0,60.06,0.06,2.0,0.47,2.05,2.07,2.0,10.56,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S878858462.cnf,1.0,0.03,0.0,0.01,60.1,0.06,2.0,0.47,2.07,2.08,2.0,10.52,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S890202905.cnf,1.0,0.03,0.0,0.0,60.32,0.06,2.0,0.47,2.05,2.08,2.0,9.96,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S911286116.cnf,1.0,0.03,0.01,0.0,60.23,0.06,2.0,0.48,2.06,2.07,2.0,8.82,0.06,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S931501231.cnf,1.0,0.03,0.0,0.01,60.15,0.06,2.0,0.48,2.05,2.05,2.0,11.84,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S958842686.cnf,1.0,0.03,0.01,0.0,60.33,0.06,2.0,0.48,2.04,2.06,2.0,11.52,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S971494453.cnf,1.0,0.03,0.0,0.01,60.12,0.06,2.0,0.48,2.05,2.08,2.0,8.87,0.05,0
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S986651544.cnf,1.0,0.03,0.0,0.01,60.12,0.07,2.0,0.48,2.05,2.09,2.0,11.28,0.05,0
