@RELATION FEATURE_VALUES-SAT11-RANDOM

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1.0,750.0,3195.0,736.0,3175.0,0.019,0.0063,0.2318,0.4949,0.583,0.0,1.0,0.6821,0.0041,0.0665,0.0041,0.0068,0.1319,0.0,0.0,0.9745,0.0041,0.28,0.0006,0.0088,2.6628,0.2284,0.1778,0.0,1.0,3.3078,0.002,0.3824,0.0003,0.0044,2.2728,0.4838,0.0082,0.2772,0.0013,0.0183,0.0062,0.2432,0.0025,0.0132,2.9433,0.1069,0.2411,0.0513,0.2857,2.2906,4.0218,0.0363,4.0,5.0,0.1048,2610.4,0.3927,849.0,3727.0,3727.0,941.0,3309.0,1488.0,3198.0,36.0018,0.1227,27.9882,42.0565,42.0565,28.271,38.1539,34.8253,37.4212,0.4034,0.5688,0.0003,1.0,0.7198,0.0937,0.5856,0.2159,0.3922,0.0903,0.6293,0.0034,0.4447,0.1685,0.029,0.1229,0.0482,0.0781,24.0184,0.4412,163.412,0.0634,164.0,151.0,175.0,0.8785,0.2108,0.8541,0.0384,18.6081,0.2572,163.909,0.0641,164.0,152.0,176.0,0.2735,0.3995,0.844,0.0315,0.3016,0.4974,0.23586088,2.0149274,2.5481727,1.0011065,-0.028669756,-0.048399214,4.6082115,2.9856532,0.011001492,-0.033168316,1.099617,6.161362,0.83777314,5.235535,0.045901936,1.1019052,2.9129038,-0.027446574,3.0853274,1.5450491,-0.021262622,3.0482194,1.6571617,-0.032658335,-0.0264437682926654,2.050467014312744,0.78993821144104,2.665782928466797,-0.0211881063878536,0.0843458920717239,16.082778930664062,7.845312595367432,9.408970832824709,-0.0334070026874542,2.3178610801696777,15.50660800933838,1.9584015607833865,2.7557544708251958,10.239428520202637,0.7770521640777588,5.613314628601074,0.355904072523117,2.8489556312561035,0.0057144626043736,0.0167368631809949,1.3992815017700195,5.646134853363037,5.915340423583984
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1.0,250.0,21250.0,250.0,21250.0,0.0,0.0,0.0118,0.3107,0.6833,0.1429,1.0,0.9986,0.028,0.0,0.028,0.028,0.0,0.0,0.0,0.0,0.028,0.042,0.0253,0.0309,4.3328,0.0336,0.0256,0.0,0.1275,2.1519,0.0017,0.1639,0.001,0.0025,3.1263,0.0609,0.0117,0.0,0.0117,0.0117,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,233.4138,0.4387,149.0,681.0,326.0,157.0,225.0,188.0,206.0,49.0404,0.0473,45.383,56.2746,51.4126,46.3103,50.2207,47.3826,48.6606,0.0683,0.7298,0.0006,0.2403,0.1365,0.0141,0.0985,0.0285,0.0575,0.0001,0.3921,0.0,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,21.7416,0.3169,41.3419,0.1366,41.0,35.0,49.0,1.5188,0.2546,0.8613,0.0669,22.0945,0.1835,41.0082,0.1251,41.0,35.0,48.0,1.1752,0.403,0.8665,0.0535,0.6218,0.7239,302612.4,392290.12,2630470.5,1153821.0,6777.4844,101698.9,2724931.2,2403591.8,0.46001738,1250.591,602677.2,1013111.94,560491.94,1273392.0,82139.445,326952.34,1512902.8,1304.8275,629628.6,1124042.5,-0.0008397129,672695.8,1357253.8,6563.943,2301.296630859375,957304.3125,884695.375,317300.1875,30647.205078125,192244.828125,2095818.875,1819794.125,1206623.625,17811.4453125,1721381.125,3017170.0,679070.3125,2475113.0,1881592.375,383657.0,2373661.75,608963.875,290904.5,53776.48046875,16536.66015625,1683441.0,1017342.625,689883.0625
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1.0,700.0,2982.0,688.0,2973.0,0.0174,0.003,0.2314,0.5022,0.5839,0.0,1.0,0.6911,0.0044,0.0592,0.0044,0.0073,0.1281,0.0,0.0,0.9741,0.0044,0.2899,0.0017,0.0091,2.7038,0.2243,0.1744,0.0,1.0,3.319,0.0021,0.407,0.0,0.0057,2.3332,0.483,0.0087,0.2877,0.0034,0.0178,0.0066,0.2411,0.0024,0.0128,2.9528,0.1062,0.2445,0.0513,0.25,2.2958,4.0029,0.0135,4.0,5.0,0.0199,3632.7143,0.0127,3558.0,3684.0,3684.0,3558.0,3680.0,3596.0,3634.0,36.7479,0.0837,33.6874,42.7725,42.7725,33.6874,39.8978,34.402,35.6602,0.3967,0.5624,0.0,1.0,0.7022,0.0921,0.5742,0.2261,0.3823,0.0897,0.6662,0.0047,0.3416,0.1732,0.0263,0.1263,0.0425,0.0756,22.1943,0.2659,151.853,0.0609,152.0,140.0,164.0,0.8676,0.2139,0.8516,0.0321,17.6697,0.2351,152.028,0.0591,152.0,141.0,163.0,0.2798,0.3392,0.8416,0.0285,0.3058,0.6005,0.28965843,1.6759205,3.161816,1.3891791,-0.031557176,-0.04648067,3.2574036,3.544929,0.0065708873,-0.037723523,0.47548112,3.945396,0.21844251,4.1981974,-0.010356779,0.61538774,3.2913642,-0.027705353,1.4081572,1.5563729,-0.029045915,2.2418294,1.8507992,-0.0364916,-0.0323760136961936,2.315676212310791,1.1715668439865112,1.959727644920349,-0.0345025770366191,0.1363836377859115,11.098528861999512,5.108474254608154,5.639967441558838,-0.0305042546242475,2.5845022201538086,10.478097915649414,1.819930911064148,3.679126024246216,7.553041458129883,1.0356184244155884,5.850015640258789,0.4473969638347626,2.4786317348480225,0.0819717422127723,0.0560432262718677,1.9808659553527832,3.3699471950531006,4.581394195556641
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1.0,100.0,2130.0,100.0,2130.0,0.0,0.0,0.0469,0.3739,0.6521,0.2,1.0,0.829,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0987,0.0338,0.0657,3.3357,0.0727,0.0568,0.0,0.2893,2.7469,0.0098,0.22,0.0047,0.0146,2.8154,0.1962,0.0458,0.0127,0.0441,0.0465,0.12,0.0591,0.0967,0.1423,4.1117,0.1166,0.0548,0.0962,0.1431,1.0633,2.7475,0.1581,2.0,3.0,0.5651,4291.2857,0.0139,4225.0,4390.0,4390.0,4225.0,4366.0,4227.0,4276.0,23.2857,0.0271,22.4662,24.3319,24.3319,22.4662,23.8321,22.6494,23.4563,0.1508,0.6966,0.0019,0.4933,0.2963,0.0327,0.2109,0.0697,0.1334,0.0018,0.7962,0.0002,0.0104,0.0031,0.0007,0.0022,0.0008,0.0015,9.1957,0.2893,19.9199,0.1686,20.0,16.0,24.0,1.6027,0.2594,0.8725,0.0805,8.3425,0.28,19.9873,0.167,20.0,16.0,24.0,1.2178,0.4267,0.8615,0.0789,0.566,0.7153,1103.713,979.1102,9561.252,4323.1494,11.959194,198.97333,10288.096,9032.185,0.19334675,-0.0054843654,2103.5093,2837.743,2052.0593,3949.3413,683.4419,833.62714,6026.311,-0.0026542286,2427.4148,3498.8625,-0.006305111,1895.5016,5290.4395,-0.004850608,-0.0044532655738294,4063.0673828125,3258.159423828125,848.530029296875,98.04564666748048,329.7554931640625,7511.71923828125,8472.9365234375,4740.97509765625,-0.0044903727248311,6246.4755859375,11099.380859375,2641.555908203125,8676.453125,6402.02392578125,1484.0933837890625,9409.7333984375,2365.406494140625,2390.829345703125,261.37725830078125,104.54561614990234,5928.19921875,3696.795654296875,2680.007080078125
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1.0,700.0,2982.0,679.0,2944.0,0.0309,0.0129,0.2306,0.4869,0.5883,0.0,1.0,0.7021,0.0045,0.066,0.0044,0.0074,0.1664,0.0,0.0,0.9623,0.0045,0.2883,0.0003,0.0099,2.7148,0.2201,0.1666,0.0,1.0,3.3579,0.0022,0.4115,0.0003,0.0061,2.3812,0.498,0.0089,0.2867,0.0007,0.02,0.0068,0.2428,0.002,0.0163,2.9763,0.1045,0.2431,0.0488,0.2857,2.2677,4.1121,0.0767,4.0,5.0,0.3509,3746.7143,0.0319,3596.0,3942.0,3942.0,3596.0,3895.0,3640.0,3717.0,35.9109,0.0494,33.7646,38.4498,38.4498,33.7646,38.2768,33.9146,36.0186,0.3818,0.6066,0.0003,1.0,0.707,0.0773,0.5701,0.1801,0.3697,0.0846,0.7243,0.0056,0.6689,0.1644,0.0244,0.1102,0.0417,0.0702,25.7183,0.2204,149.938,0.0603,150.0,138.0,162.0,0.8903,0.2019,0.8544,0.0311,20.0438,0.2137,149.55,0.0601,150.0,138.0,161.0,0.2778,0.3616,0.8392,0.0294,0.3071,0.5054,0.13065554,1.621356,2.2535024,0.6959111,-0.025099581,-0.051801443,4.2489667,2.5662332,0.064082086,-0.024787582,1.1116438,4.6809545,0.5974524,5.0432305,-0.014120516,0.78255033,2.897964,-0.02862807,2.245426,1.603105,-0.027335592,2.8459747,1.3734461,-0.036405336,-0.0330253355205059,1.8850363492965696,0.7600663900375366,2.812268018722534,-0.0143680814653635,0.066124640405178,15.092669486999512,7.138036727905273,8.415777206420898,-0.0275974161922931,1.9080102443695068,13.672375679016112,1.7726372480392456,2.8559329509735107,8.950128555297852,0.6186946034431458,5.377136707305908,0.4313610196113586,2.5996334552764893,0.0944943577051162,0.0195405893027782,1.309657335281372,4.96505069732666,5.309421539306641
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1.0,250.0,21250.0,250.0,21250.0,0.0,0.0,0.0118,0.3156,0.6774,0.1429,1.0,1.0108,0.028,0.0,0.028,0.028,0.0,0.0,0.0,0.0,0.028,0.039,0.0249,0.0307,4.3052,0.0319,0.0239,0.0,0.0966,2.0601,0.0018,0.1607,0.0011,0.0025,3.1734,0.0642,0.0117,0.0,0.0117,0.0117,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,245.963,0.5786,138.0,879.0,296.0,169.0,238.0,181.0,214.0,49.0707,0.0654,44.5967,60.7759,51.4703,45.6698,50.4122,47.0828,48.861,0.0649,0.7297,0.0,0.1889,0.1276,0.0074,0.0999,0.0252,0.0545,0.0001,0.3759,0.0,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,22.1548,0.1887,41.0289,0.1282,41.0,35.0,47.0,1.5536,0.2554,0.867,0.0601,22.2811,0.1917,41.1507,0.1361,41.0,34.0,48.0,1.1867,0.4242,0.8679,0.0619,0.6218,0.7321,352541.88,477306.34,3152864.5,1395412.8,3600.123,139470.7,2996985.2,2970157.8,35.485218,228.2915,765161.75,1125992.1,656765.7,1233598.1,126742.59,352452.62,1720823.9,37.624687,659674.9,1397936.0,-0.00087623886,732024.75,1626181.9,230.63828,7124.296875,1209922.875,1005453.75,288714.8125,29741.826171875,150816.4375,2077449.75,1845934.75,1249478.875,19629.849609375,1973618.125,3251056.5,736550.375,2866224.5,2002167.25,303657.5625,2826277.75,869714.125,322486.40625,27053.17578125,18944.568359375,1899999.125,1043306.0,758512.1875
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1.0,600.0,2556.0,585.0,2543.0,0.0256,0.0051,0.23,0.4769,0.5875,0.0,1.0,0.6798,0.0052,0.0589,0.0051,0.0068,0.1451,0.0,0.0,0.967,0.0052,0.2752,0.002,0.0102,2.6722,0.2077,0.1622,0.0,1.0,3.24,0.0025,0.3711,0.0004,0.0063,2.25,0.4856,0.0103,0.2741,0.0039,0.0204,0.0079,0.2248,0.0031,0.0157,2.8968,0.1052,0.2332,0.0512,0.2418,2.2229,4.0034,0.0146,4.0,5.0,0.0229,3828.0,0.0284,3687.0,4026.0,4026.0,3687.0,3898.0,3729.0,3818.0,32.104,0.0695,29.2721,35.8885,35.8885,29.2721,34.8876,30.6715,31.0973,0.3771,0.5962,0.0006,1.0,0.6989,0.0879,0.5525,0.1945,0.3605,0.0792,0.6516,0.0059,0.3272,0.1456,0.0242,0.1052,0.0412,0.069,24.2649,0.2174,128.982,0.0675,129.0,118.0,140.0,0.8997,0.2047,0.853,0.0349,18.8289,0.2149,129.111,0.0652,129.0,119.0,140.0,0.3066,0.368,0.8372,0.0319,0.3095,0.5622,0.25922856,1.7496066,3.4793913,1.110525,-0.03337459,-0.045735985,3.514863,4.3934045,0.07670757,-0.031855196,0.68305445,3.5009005,0.30893534,3.9329615,-0.038005438,0.5182129,3.928592,-0.028821234,1.4278085,2.1050875,-0.026261354,2.273363,2.4911382,-0.034384225,-0.028946653008461,3.051549196243286,1.668624758720398,1.8918880224227903,-0.0251295752823352,0.167414903640747,10.993696212768556,4.6986260414123535,6.017363548278809,-0.0323143191635608,3.069535732269287,10.381298065185549,1.89282751083374,4.8936638832092285,7.286970615386963,1.2893524169921875,6.326289176940918,0.7984083890914917,2.352111339569092,0.2597024440765381,0.0628470554947853,2.5812559127807617,3.937701940536499,3.790132522583008
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1.0,1000.0,20000.0,1000.0,20000.0,0.0,0.0,0.05,0.3748,0.6504,0.2,1.0,0.8303,0.005,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.005,0.0988,0.0036,0.0066,3.6754,0.0764,0.0585,0.0,0.3708,2.9679,0.0009,0.2274,0.0003,0.0017,2.8622,0.1885,0.0165,0.0835,0.0124,0.0216,?,?,?,?,?,?,?,?,?,?,3.0,0.0,3.0,3.0,0.0,44.4141,0.2539,27.0,99.0,59.0,34.0,46.0,38.0,42.0,56.3427,0.0911,41.8077,69.2857,63.5918,50.3556,58.9524,52.8043,56.0606,0.1615,0.6891,0.0,0.6426,0.3169,0.0335,0.2266,0.0733,0.1458,0.0027,0.6289,0.0003,0.013,0.0047,0.001,0.0034,0.0015,0.0023,56.3932,0.1479,191.776,0.0608,192.0,177.0,206.0,1.052,0.2174,0.8565,0.0271,46.1079,0.25,189.751,0.0892,191.0,175.0,204.0,0.343,0.596,0.8415,0.0564,0.475,0.5756,517.9064,746.3254,5698.7524,2330.0183,6.9585443,122.70174,5742.517,5314.0874,5.6429725,2.8553119,1255.8705,2102.2441,1059.8164,2581.218,245.8477,730.39484,3407.4714,9.06059,1184.3535,2430.5093,-0.0026069842,1489.7273,3090.5176,2.517255,2.9095733165740967,2328.72021484375,2011.123046875,687.798828125,47.22994995117188,386.4570617675781,4863.0576171875,3914.638427734375,2698.761474609375,6.007286548614502,3590.08154296875,6596.88134765625,1978.3358154296875,5332.8955078125,4083.57177734375,811.1302490234375,5740.38232421875,1104.62890625,875.0238647460938,133.08978271484375,19.740591049194336,3484.61279296875,2098.07275390625,1833.4017333984373
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1.0,75.0,1597.0,75.0,1597.0,0.0,0.0,0.047,0.3723,0.6439,0.2,1.0,0.8205,0.0667,0.0,0.0667,0.0667,0.0,0.0,0.0,0.0,0.0667,0.1137,0.0457,0.0802,3.3738,0.0798,0.0676,0.0,0.2523,2.8443,0.0124,0.2237,0.0075,0.0207,2.7655,0.186,0.0462,0.0066,0.0451,0.0463,0.1583,0.0641,0.1259,0.1885,4.1583,0.152,0.0467,0.1312,0.1797,1.1625,2.2162,0.1858,2.0,3.0,0.5221,4408.8571,0.0147,4322.0,4526.0,4526.0,4322.0,4450.0,4352.0,4409.0,18.7653,0.0297,18.0614,19.8559,19.8559,18.0614,18.9789,18.2838,18.8662,0.1622,0.7835,0.0009,0.45,0.3618,0.0146,0.2419,0.0554,0.1222,0.002,0.8805,0.0003,0.0092,0.005,0.0006,0.0023,0.0009,0.0015,7.2961,0.3136,15.2511,0.1868,15.0,12.0,19.0,1.7377,0.272,0.8825,0.0907,6.3667,0.3428,15.2243,0.1868,15.0,12.0,19.0,1.3303,0.4254,0.8629,0.0926,0.5856,0.7155,433.19693,551.5822,7807.1777,1930.0779,1.4248092,14.236699,9278.503,6904.4624,11.382225,-0.0054551866,1922.7866,2454.465,1702.0494,4546.8936,45.968384,568.92706,4670.0215,4.2660904,1322.1804,3781.7,-0.0054886527,2791.914,3988.1038,-0.005884954,-0.0052635110914707,2810.394287109375,2697.363037109375,1007.1412353515624,11.556976318359377,612.5662841796875,7997.384765625,6154.19287109375,4591.203125,9.288955688476562,4772.46240234375,9756.7265625,3814.67041015625,7619.0166015625,5905.7177734375,852.3251342773438,8271.2841796875,1413.1651611328125,1049.3338623046875,235.01531982421875,-0.0063474001362919,4108.67626953125,2941.474365234375,2775.48681640625
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1.0,1500.0,30000.0,1500.0,30000.0,0.0,0.0,0.05,0.3747,0.6473,0.2,1.0,0.8285,0.0033,0.0,0.0033,0.0033,0.0,0.0,0.0,0.0,0.0033,0.0995,0.0024,0.0043,3.6956,0.0806,0.0601,0.0,0.3882,3.0264,0.0006,0.2303,0.0002,0.0012,2.8877,0.1914,0.0117,0.0882,0.0086,0.0147,?,?,?,?,?,?,?,?,?,?,3.0,0.0,3.0,3.0,0.0,24.1927,0.2361,15.0,42.0,32.0,18.0,28.0,20.0,23.0,67.5144,0.1354,50.5,103.3077,78.913,56.8421,71.9091,61.1304,67.0,0.1691,0.6804,0.0006,0.6501,0.3328,0.0314,0.246,0.0768,0.15,0.0027,0.6535,0.0003,0.0134,0.0051,0.001,0.0034,0.0015,0.0023,80.5423,0.1523,288.557,0.0477,290.0,270.0,305.0,0.993,0.2321,0.8571,0.0239,61.9618,0.1305,288.099,0.0543,288.0,268.0,306.0,0.2606,0.3536,0.8379,0.0218,0.4628,0.5617,483.15463,604.1374,5612.864,2122.4072,4.242085,102.42482,6513.8486,5073.861,3.7283392,8.663742,1628.8575,2381.436,1213.6199,3011.414,147.14856,705.4387,3363.626,5.055847,1466.4615,2490.1133,-0.0013374657,1713.8956,2839.9324,2.4405105,18.26725006103516,2154.2705078125,1719.981201171875,773.28515625,43.04180145263672,305.0258178710937,5744.04931640625,4578.87255859375,3282.88037109375,9.87982177734375,3389.437744140625,7709.02490234375,2168.401123046875,5137.02685546875,4597.16796875,636.8895874023438,5818.7841796875,1119.198974609375,960.3720092773438,88.4670639038086,17.291202545166016,3247.45361328125,2583.12890625,2021.1728515625
