@RELATION SAT11-HAND-FeatureRuntime

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
./SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,1.0,0.01,2.0,2.0,1.01,60.03,0.27,1.09,2.1,0.01,2.07,0.0021905899047851
./SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1.0,0.02,1.99,2.0,1.83,60.01,0.26,1.37,2.1,0.0,2.06,0.0028512477874755
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1.0,0.03,2.0,2.0,2.01,48.02,0.33,0.59,2.16,0.01,2.08,0.001760721206665
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1.0,0.01,1.99,2.0,0.08,60.04,0.01,0.25,2.1,0.0,2.1,0.0014231204986572
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1.0,0.03,2.0,2.0,2.01,62.97,0.55,2.24,2.13,0.02,2.12,0.0059478282928466
./SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1.0,0.0,1.98,2.0,0.01,0.05,0.0,0.01,1.92,0.0,1.26,0.0016171932220458
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1.0,0.2,2.0,2.03,2.01,72.94,3.31,3.26,2.34,0.07,2.33,0.0270166397094726
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1.0,0.0,1.99,2.0,0.21,60.03,0.03,0.99,2.09,0.01,2.06,0.0025370121002197
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1.0,0.0,1.99,2.0,0.2,60.02,0.03,0.92,2.09,0.01,2.09,0.0027873516082763
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1.0,0.01,1.99,2.0,1.4,60.02,0.15,1.39,2.11,0.01,2.1,0.0024731159210205
./SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1.0,0.03,2.0,2.0,0.43,60.22,0.16,1.15,2.08,0.01,2.07,0.0131618976593017
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1.0,0.01,1.99,2.0,0.19,60.02,0.03,0.88,2.09,0.0,2.06,0.0024449825286865
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1.0,0.0,1.99,2.0,0.05,0.35,0.0,0.1,2.27,0.0,2.12,0.0016741752624511
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1.0,0.0,1.99,2.0,0.02,0.53,0.0,0.06,2.32,0.0,2.22,0.0015513896942138
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1.0,0.01,2.0,2.0,0.44,60.04,0.06,1.67,2.08,0.01,2.07,0.0034177303314208
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1.0,0.0,1.98,1.46,0.0,0.0,0.0,0.0,1.94,0.0,1.1,0.0014128684997558
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1.0,0.0,1.99,2.0,0.06,0.08,0.01,0.03,2.63,0.0,2.28,0.0014655590057373
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1.0,0.02,1.98,2.0,1.56,60.18,0.14,0.21,2.56,0.0,2.13,0.0034775733947753
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1.0,0.0,2.0,2.0,1.05,14.36,0.03,0.17,2.14,0.01,2.07,0.0025343894958496
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1.0,0.06,2.0,2.0,2.01,60.02,0.92,2.53,2.16,0.03,2.15,0.0726590156555175
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1.0,0.01,1.99,2.0,0.44,60.03,0.06,1.57,2.07,0.01,2.06,0.0031936168670654
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1.0,0.0,2.0,2.0,0.28,60.01,0.03,0.72,2.09,0.01,2.06,0.0019996166229248
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1.0,0.0,0.42,2.0,0.25,60.01,0.1,0.44,2.1,0.0,2.07,0.0017499923706054
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1.0,0.02,2.0,2.0,2.01,60.01,0.09,0.92,2.57,0.01,2.15,0.0024406909942626
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1.0,0.01,2.0,2.0,0.87,60.01,0.07,1.72,2.09,0.01,2.06,0.0024619102478027
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1.0,0.12,2.0,2.09,2.01,60.02,2.06,3.01,2.25,0.05,2.23,0.0131890773773193
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1.0,0.0,1.99,2.0,0.18,0.03,1.58,0.03,2.76,0.0,2.29,0.001474380493164
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1.0,0.0,0.07,2.0,0.01,0.05,0.0,0.01,2.04,0.0,1.34,0.0015819072723388
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1.0,0.01,2.0,2.0,0.44,3.94,0.07,0.1,2.18,0.0,2.14,0.0015907287597656
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1.0,0.0,1.99,1.37,0.0,0.01,0.0,0.01,0.97,0.0,0.57,0.0016562938690185
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1.0,0.01,2.0,2.0,2.01,60.21,0.22,2.0,2.09,0.01,2.08,0.0031661987304687
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1.0,0.02,2.0,2.01,2.01,60.01,0.43,2.15,2.11,0.01,2.07,0.0031814575195312
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1.0,0.01,2.0,2.0,0.59,60.36,0.08,0.71,2.11,0.0,2.08,0.0016558170318603
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1.0,0.0,2.0,2.0,0.21,3.58,0.05,0.07,2.18,0.0,2.13,0.0016787052154541
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1.0,0.0,0.08,0.49,0.0,0.0,0.0,0.0,0.4,0.0,0.22,0.0015206336975097
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1.0,0.0,0.02,2.0,0.09,0.47,0.03,0.05,2.57,0.0,2.19,0.001457929611206
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1.0,0.11,2.0,2.02,2.01,60.03,1.74,2.54,2.21,0.04,2.21,0.0120468139648437
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1.0,0.01,0.04,2.0,0.36,38.24,0.05,1.27,2.17,0.0,2.11,0.0093419551849365
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1.0,0.0,1.99,2.0,0.03,45.36,0.0,0.12,2.14,0.0,2.11,0.0014386177062988
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1.0,0.0,2.0,2.0,0.13,60.01,0.02,0.4,2.11,0.0,2.09,0.0014259815216064
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1.0,0.0,1.98,2.0,0.01,0.07,0.0,0.01,2.0,0.0,1.38,0.0015873908996582
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1.0,0.03,1.99,2.0,2.01,60.01,0.09,0.94,2.52,0.0,2.16,0.0026140213012695
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1.0,0.0,1.99,1.59,0.0,0.0,0.0,0.0,1.31,0.0,0.74,0.0014588832855224
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1.0,0.02,1.99,2.0,1.53,61.06,0.29,1.4,2.08,0.0,2.09,0.0028352737426757
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1.0,0.0,1.99,2.0,0.04,0.83,0.0,0.08,2.34,0.0,2.24,0.0015943050384521
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1.0,0.01,1.99,2.0,2.01,60.01,0.36,1.71,2.08,0.01,2.09,0.002488374710083
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1.0,0.0,1.99,1.47,0.0,0.0,0.0,0.01,0.66,0.0,0.38,0.0014629364013671
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1.0,0.0,1.32,1.11,0.0,0.02,0.0,0.0,0.4,0.0,0.23,0.0019989013671875
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1.0,0.03,1.99,2.0,2.01,60.01,0.09,0.97,2.6,0.01,2.15,0.0026261806488037
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1.0,0.0,1.99,2.0,0.0,0.15,0.0,0.03,2.35,0.0,2.09,0.0014424324035644
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1.0,0.07,2.0,2.01,2.01,60.08,2.41,2.49,2.17,0.01,2.13,0.0044155120849609
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1.0,0.02,1.99,2.0,2.01,61.89,0.38,2.2,2.1,0.01,2.09,0.0045146942138671
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1.0,0.01,2.0,2.0,0.33,60.03,0.05,1.36,2.1,0.0,2.06,0.002993106842041
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1.0,0.07,1.99,2.04,2.01,60.02,1.35,3.27,2.19,0.04,2.17,62.64946269989014
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1.0,0.02,1.99,2.0,1.68,60.01,0.32,1.76,2.07,0.0,2.07,0.0029370784759521
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1.0,0.0,1.99,2.0,0.05,0.09,0.01,0.03,2.72,0.0,2.29,0.0015156269073486
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1.0,0.0,2.0,2.0,0.19,0.85,0.0,0.07,2.38,0.0,2.17,0.001563549041748
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1.0,0.0,1.99,2.0,0.11,0.07,0.01,0.03,2.54,0.0,2.23,0.0014266967773437
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1.0,0.0,1.99,2.0,0.4,60.3,0.05,0.5,2.11,0.01,2.09,0.0017273426055908
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1.0,0.01,1.99,2.0,0.96,1.05,0.07,0.11,2.4,0.0,2.16,0.0017902851104736
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1.0,0.01,2.0,2.0,0.4,60.03,0.04,1.03,2.09,0.01,2.09,0.0017352104187011
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1.0,0.02,2.0,2.0,2.01,60.01,0.23,2.17,2.1,0.01,2.1,0.0044474601745605
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1.0,4.24,2.0,2.08,2.43,62.14,10.73,7.16,3.42,0.31,3.45,0.0499811172485351
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1.0,0.02,1.99,2.0,2.01,60.22,0.24,2.21,2.11,0.01,2.08,0.0030646324157714
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1.0,0.0,1.98,2.0,0.01,0.19,0.0,0.03,2.41,0.0,2.32,0.0015597343444824
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1.0,0.02,1.99,2.0,2.02,60.01,0.08,0.7,2.62,0.0,2.17,0.0021193027496337
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1.0,0.05,1.99,2.0,2.01,60.01,0.66,2.61,2.13,0.01,2.12,0.0057590007781982
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1.0,0.09,2.01,2.01,2.02,60.02,1.66,3.44,2.2,0.04,2.2,0.0096056461334228
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1.0,0.0,1.99,2.0,0.01,0.0,0.0,0.0,2.68,0.0,2.12,0.0015835762023925
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1.0,0.0,0.36,2.0,0.22,60.01,0.08,0.43,2.09,0.0,2.07,0.0017256736755371
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1.0,0.01,1.99,2.0,0.36,60.04,0.07,0.17,2.61,0.0,2.2,0.0027315616607666
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1.0,0.0,1.99,2.0,0.02,6.53,0.0,0.05,2.18,0.0,2.12,0.0018093585968017
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1.0,0.0,1.99,2.0,0.08,1.88,0.0,0.14,2.3,0.0,2.2,0.0014712810516357
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1.0,0.03,2.01,2.0,2.01,60.19,1.21,2.29,2.14,0.02,2.11,0.0036563873291015
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1.0,0.0,1.98,2.0,0.05,1.26,0.0,0.11,2.3,0.0,2.24,0.0017809867858886
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1.0,0.0,1.99,1.25,0.0,0.0,0.0,0.0,1.61,0.0,0.92,0.0013983249664306
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1.0,0.0,1.99,2.0,0.0,0.0,0.0,0.0,2.7,0.0,1.71,0.0014796257019042
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1.0,0.0,0.38,2.0,0.02,5.63,0.01,0.06,1.74,0.0,1.97,0.0015168190002441
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1.0,0.52,2.0,2.27,2.02,60.1,14.29,8.59,2.79,0.16,2.83,0.0657289028167724
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1.0,0.1,2.0,2.04,2.02,60.21,5.51,2.68,2.25,0.03,2.26,0.0088810920715332
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1.0,0.01,1.99,2.0,0.62,60.5,0.04,0.61,2.48,0.0,2.13,0.0081801414489746
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1.0,0.0,1.98,2.0,0.01,0.09,0.0,0.02,2.43,0.0,1.78,0.0017814636230468
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1.0,0.02,2.0,2.0,2.01,60.01,0.24,2.17,2.09,0.0,2.08,0.0033051967620849
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1.0,0.01,1.99,2.0,0.45,60.01,0.07,1.68,2.08,0.0,2.07,0.0033228397369384
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1.0,0.0,1.98,1.34,0.0,0.02,0.0,0.01,0.91,0.0,0.6,0.0016186237335205
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1.0,0.02,2.0,2.0,0.65,60.06,0.07,2.08,2.06,0.0,2.06,0.0034847259521484
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1.0,0.08,2.0,2.01,2.02,61.57,1.27,2.66,2.18,0.03,2.17,0.0020627975463867
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1.0,0.01,0.03,2.0,0.38,60.02,0.11,0.5,2.09,0.0,2.08,0.0020117759704589
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1.0,0.09,2.0,2.05,2.02,60.02,1.52,2.55,2.21,0.05,2.2,0.0129988193511962
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1.0,0.03,2.0,2.0,2.01,60.05,0.35,2.05,2.12,0.0,2.08,0.0028812885284423
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1.0,0.07,2.0,2.02,2.01,60.03,1.25,2.67,2.2,0.03,2.17,0.0031323432922363
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1.0,0.01,1.98,2.0,0.29,60.01,0.05,1.17,2.07,0.0,2.09,0.0030632019042968
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1.0,0.0,1.98,2.0,0.01,0.0,0.0,0.01,2.66,0.0,2.34,0.002211570739746
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1.0,0.0,1.99,2.0,0.0,1.39,0.0,0.02,1.65,0.0,0.99,0.002371072769165
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1.0,1.11,2.01,2.03,2.08,60.03,3.32,3.2,2.38,0.08,2.31,0.0067920684814453
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1.0,0.68,1.99,2.01,2.01,60.03,0.8,2.61,2.29,0.04,2.22,0.0051851272583007
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1.0,0.01,2.0,2.0,0.21,3.41,0.05,0.08,2.22,0.0,2.13,0.0014863014221191
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1.0,0.05,1.99,2.01,2.01,60.01,0.66,2.61,2.13,0.01,2.11,0.005810260772705
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1.0,0.03,1.98,2.0,2.01,26.67,0.1,0.39,2.28,0.0,2.14,0.0016798973083496
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1.0,0.04,2.0,2.0,2.01,60.01,0.09,0.97,2.53,0.0,2.13,0.0024960041046142
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1.0,0.0,1.62,0.74,0.0,0.0,0.0,0.0,0.58,0.0,0.33,0.0017600059509277
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1.0,0.05,2.0,2.0,2.01,1.81,0.08,0.22,2.61,0.0,2.18,0.0015814304351806
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1.0,0.01,2.0,2.0,0.55,62.28,0.77,1.48,2.08,0.01,2.06,0.0024514198303222
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1.0,0.0,1.99,2.0,0.04,0.21,0.0,0.08,2.32,0.0,2.16,0.001488447189331
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1.0,0.01,2.0,2.0,0.91,54.64,0.1,0.68,2.12,0.01,2.09,0.0025899410247802
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1.0,0.0,0.02,2.0,0.0,60.03,0.0,0.06,1.46,0.0,0.86,0.0016055107116699
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1.0,0.12,2.01,2.01,2.01,63.97,2.11,3.02,2.26,0.04,2.26,0.01340913772583
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1.0,0.03,2.0,2.0,2.01,60.01,0.65,2.34,2.1,0.01,2.07,0.0033152103424072
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1.0,0.1,2.01,2.05,2.02,64.61,1.75,2.55,2.21,0.04,2.2,0.0123941898345947
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1.0,0.0,1.98,2.0,0.0,0.07,0.0,0.01,1.92,0.0,1.37,0.0014092922210693
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1.0,0.01,2.0,2.0,1.99,60.04,0.12,0.94,2.12,0.01,2.11,0.002612829208374
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1.0,0.0,1.39,2.0,0.01,0.1,0.0,0.02,2.21,0.0,1.86,0.0014317035675048
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1.0,2.74,2.0,2.01,2.02,57.23,0.79,1.96,2.22,0.03,2.14,0.0057988166809082
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1.0,0.02,2.0,2.0,2.01,60.01,0.24,2.25,2.12,0.01,2.09,0.0027198791503906
