@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence1.100.cnf,1.0,0.32,0.04,1.98,2.78,2.22,2.22,2.0,0.1133415699005127,0.0092694759368896,0.1148669719696044
instances/Sat_Data/bmc/bmc08-100/pdtvisvending00.100.cnf,1.0,0.12,0.02,1.96,1.6,2.14,2.14,2.0,0.0295808315277099,0.0062994956970214,0.0236504077911376
instances/Sat_Data/bmc/bmc08-100/bj08amba2g4f2.100.cnf,1.0,0.0,0.0,0.0,0.0,0.14,0.18,1.1,4.792213439941406e-05,4.744529724121094e-05,4.792213439941406e-05
instances/Sat_Data/bmc/bmc08-100/pdtvisheap10.100.cnf,1.0,0.16,0.04,2.0,2.3,2.14,2.14,2.0,0.0401923656463623,0.0046353340148925,0.0351378917694091
instances/Sat_Data/bmc/bmc08-100/pdtvisretherrtf0.100.cnf,1.0,0.18,0.02,1.98,2.12,2.14,2.16,2.0,0.0372538566589355,0.0044784545898437,0.0332193374633789
instances/Sat_Data/bmc/bmc08-100/139443p6neg.100.cnf,1.0,0.64,0.1,2.0,3.8,2.4,2.38,2.04,0.268568754196167,0.0259523391723632,0.2800309658050537
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a29.100.cnf,1.0,0.16,0.02,1.98,2.0,2.12,2.14,2.0,0.0487489700317382,0.0075979232788085,0.0402774810791015
instances/Sat_Data/bmc/bmc08-100/prodconsp1.100.cnf,1.0,0.1,0.0,1.98,1.28,2.08,2.08,2.0,0.0282857418060302,0.0057446956634521,0.0216171741485595
instances/Sat_Data/bmc/bmc08-100/prodcellp0.100.cnf,1.0,0.04,0.0,0.6,0.62,2.04,2.08,2.0,0.0538098812103271,0.0272328853607177,0.0385069847106933
instances/Sat_Data/bmc/bmc08-100/dme3ptimo.100.cnf,1.0,0.14,0.02,0.32,1.98,2.12,2.14,2.02,0.0231194496154785,0.0055224895477294,0.0184335708618164
instances/Sat_Data/bmc/bmc08-100/counterp0neg.100.cnf,1.0,0.0,0.0,0.0,0.08,2.12,2.52,2.0,0.0094425678253173,0.0015313625335693,0.006868839263916
instances/Sat_Data/bmc/bmc08-100/139452p6neg.100.cnf,1.0,0.6,0.08,1.98,3.5,2.4,2.4,2.04,0.2976367473602295,0.0251410007476806,0.2731568813323974
instances/Sat_Data/bmc/bmc08-100/bjrb07amba4andenv.100.cnf,1.0,2.8,0.42,2.0,8.92,3.88,3.9,2.24,3.9264614582061768,0.0865893363952636,3.843388080596924
instances/Sat_Data/bmc/bmc08-100/visemodel.100.cnf,1.0,0.04,0.0,1.96,0.66,2.08,2.24,2.0,0.0131983757019042,0.0020310878753662,0.0135753154754638
instances/Sat_Data/bmc/bmc08-100/pdtvisheap01.100.cnf,1.0,0.16,0.04,1.98,2.32,2.14,2.14,2.0,0.0432381629943847,0.0050365924835205,0.0339689254760742
instances/Sat_Data/bmc/bmc08-100/abp4p2tt.100.cnf,1.0,0.1,0.02,1.98,1.32,2.06,2.1,2.0,0.0307428836822509,0.0062181949615478,0.024071455001831
instances/Sat_Data/bmc/bmc08-100/brpptimo.100.cnf,1.0,0.12,0.02,0.46,1.72,2.08,2.08,2.02,0.0339128971099853,0.0068700313568115,0.0277934074401855
instances/Sat_Data/bmc/bmc08-100/pdtpmsns3.100.cnf,1.0,0.52,0.08,1.98,3.56,2.36,2.36,2.0,0.4840514659881592,0.1397702693939209,0.3113369941711426
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax5.100.cnf,1.0,0.18,0.02,1.98,2.32,2.14,2.14,2.0,0.0640833377838134,0.0057883262634277,0.0629248619079589
instances/Sat_Data/bmc/bmc08-100/pdtvistimeout3.100.cnf,1.0,0.16,0.02,1.98,1.86,2.14,2.14,2.0,0.0448367595672607,0.0047411918640136,0.0411889553070068
instances/Sat_Data/bmc/bmc08-100/ringp0neg.100.cnf,1.0,0.0,0.0,0.1,0.2,2.14,2.32,2.0,0.0139338970184326,0.002434492111206,0.0104682445526123
instances/Sat_Data/bmc/bmc08-100/pdtvisheap00.100.cnf,1.0,0.18,0.02,1.98,2.42,2.14,2.16,2.0,0.0420384407043457,0.005552053451538,0.0357832908630371
instances/Sat_Data/bmc/bmc08-100/eijkS420.100.cnf,1.0,0.04,0.0,1.98,1.04,2.08,2.16,2.0,0.0180034637451171,0.0029478073120117,0.0153234004974365
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p18.100.cnf,1.0,0.64,0.1,1.98,3.78,2.42,2.44,2.04,0.2001848220825195,0.0144898891448974,0.1860830783843994
instances/Sat_Data/bmc/bmc08-100/bj08vsar8.100.cnf,1.0,0.06,0.0,0.28,1.36,2.08,2.14,2.0,0.0185096263885498,0.0034823417663574,0.015326976776123
instances/Sat_Data/bmc/bmc08-100/pdtpmsrotate32.100.cnf,1.0,0.16,0.04,1.98,1.82,2.16,2.14,2.0,0.8618345260620117,0.963498830795288,0.4840154647827148
instances/Sat_Data/bmc/bmc08-100/139463p6.100.cnf,1.0,1.64,0.22,2.0,6.16,3.04,3.02,2.1,1.0863864421844482,0.0557615756988525,1.009920358657837
instances/Sat_Data/bmc/bmc08-100/nusmvreactorp2.100.cnf,1.0,0.12,0.0,1.14,1.7,2.1,2.1,2.0,0.0400810241699218,0.005350112915039,0.0331940650939941
instances/Sat_Data/bmc/bmc08-100/139462p0neg.100.cnf,1.0,1.06,0.14,1.98,4.68,2.64,2.64,2.18,0.632457971572876,0.0389642715454101,0.5887737274169922
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar00.100.cnf,1.0,0.02,0.02,0.08,0.48,2.08,2.2,2.0,0.0126163959503173,0.0017108917236328,0.0122716426849365
instances/Sat_Data/bmc/bmc08-100/pdtpmsmatrix.100.cnf,1.0,0.06,0.02,1.98,0.82,2.08,2.14,2.0,0.016080617904663,0.0032353401184082,0.0130167007446289
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence4.100.cnf,1.0,0.32,0.04,1.98,2.82,2.2,2.2,2.0,0.1220357418060302,0.0094022750854492,0.1213691234588623
instances/Sat_Data/bmc/bmc08-100/texasPImainp15.100.cnf,1.0,0.22,0.06,1.98,2.72,2.18,2.18,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/prodcellp1neg.100.cnf,1.0,0.04,0.0,1.48,0.62,2.06,2.06,2.0,0.0148391723632812,0.0057106018066406,0.0106663703918457
instances/Sat_Data/bmc/bmc08-100/eijkS382.100.cnf,1.0,0.04,0.0,1.96,0.74,2.08,2.26,2.0,0.0238759517669677,0.0104439258575439,0.0175693035125732
instances/Sat_Data/bmc/bmc08-100/dme5p1neg.100.cnf,1.0,0.24,0.02,1.98,2.7,2.18,2.16,2.04,0.0423667430877685,0.0080604553222656,0.0322928428649902
instances/Sat_Data/bmc/bmc08-100/prodconspold3.100.cnf,1.0,0.1,0.02,1.98,1.24,2.08,2.1,2.02,0.0291814804077148,0.0052340030670166,0.0223884582519531
instances/Sat_Data/bmc/bmc08-100/139462p6.100.cnf,1.0,1.04,0.14,2.0,4.7,2.66,2.64,2.18,0.6431658267974854,0.0398807525634765,0.5953795909881592
instances/Sat_Data/bmc/bmc08-100/texasifetch1p2.100.cnf,1.0,0.0,0.02,0.64,0.2,2.12,2.54,2.0,0.0086865425109863,0.0014770030975341,0.0072536468505859
instances/Sat_Data/bmc/bmc08-100/neclaftp2001.100.cnf,1.0,2.24,0.3,1.98,8.2,3.4,3.4,2.0,2.188284158706665,0.124197244644165,2.080432176589966
instances/Sat_Data/bmc/bmc08-100/139442p23.100.cnf,1.0,0.4,0.04,2.0,3.12,2.28,2.26,2.0,0.1710197925567627,0.018589973449707,0.1551733016967773
instances/Sat_Data/bmc/bmc08-100/intel062.100.cnf,1.0,0.8,0.1,2.0,3.88,2.48,2.46,2.06,0,0,0
instances/Sat_Data/bmc/bmc08-100/intel042.100.cnf,1.0,7.58,1.0,2.0,22.12,6.56,6.36,2.38,0,0,0
instances/Sat_Data/bmc/bmc08-100/bj08autg3f3.100.cnf,1.0,0.08,0.02,1.98,1.8,2.08,2.1,2.0,0.035046100616455,0.0051131248474121,0.0324578285217285
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax4.100.cnf,1.0,0.18,0.02,1.98,2.3,2.14,2.12,2.0,0.0672290325164794,0.0059683322906494,0.0664243698120117
instances/Sat_Data/bmc/bmc08-100/pdtpmsblackjack.100.cnf,1.0,0.14,0.02,2.0,1.72,2.1,2.14,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/intel067.100.cnf,1.0,1.18,0.16,2.0,4.96,2.76,2.76,2.08,0,0,0
instances/Sat_Data/bmc/bmc08-100/139443p5neg.100.cnf,1.0,0.64,0.1,2.0,3.74,2.42,2.44,2.02,0.2675285339355469,0.0259006023406982,0.2732841968536377
instances/Sat_Data/bmc/bmc08-100/intel035.100.cnf,1.0,4.12,0.52,2.0,11.98,4.48,4.44,2.04,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar31.100.cnf,1.0,0.04,0.0,0.12,0.54,2.1,2.26,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/139463p0neg.100.cnf,1.0,1.64,0.22,2.0,6.22,3.0,3.0,2.08,0.914325475692749,0.0560719966888427,1.0094964504241943
instances/Sat_Data/bmc/bmc08-100/eijkS349.100.cnf,1.0,0.04,0.0,1.98,0.46,2.1,2.22,2.0,0.0414531230926513,0.0303447246551513,0.0297369956970214
instances/Sat_Data/bmc/bmc08-100/139453p5neg.100.cnf,1.0,1.02,0.12,1.98,5.08,2.66,2.62,2.08,0.6198499202728271,0.0371809005737304,0.5028913021087646
instances/Sat_Data/bmc/bmc08-100/mutexp0.100.cnf,1.0,0.0,0.0,0.02,0.1,2.14,2.4,2.0,0.0074439048767089,0.00160813331604,0.0095865726470947
instances/Sat_Data/bmc/bmc08-100/viselevatorp2.100.cnf,1.0,0.18,0.02,1.98,2.48,2.12,2.16,2.0,0.0428342819213867,0.0044620037078857,0.0359570980072021
instances/Sat_Data/bmc/bmc08-100/texasparsesysp1.100.cnf,1.0,0.1,0.0,1.98,1.82,2.08,2.1,2.0,0.0177886486053466,0.0027415752410888,0.0151348114013671
instances/Sat_Data/bmc/bmc08-100/139464p1.100.cnf,1.0,2.44,0.32,2.0,9.1,3.54,3.46,2.1,1.308471441268921,0.080207347869873,1.4617276191711426
instances/Sat_Data/bmc/bmc08-100/bj08amba5g62.100.cnf,1.0,3.32,0.46,2.0,9.9,4.14,4.2,2.22,4.07877516746521,0.0919246673583984,4.73875093460083
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax2.100.cnf,1.0,0.18,0.02,1.98,2.18,2.18,2.14,2.0,0.0738852024078369,0.0057368278503417,0.0664708614349365
instances/Sat_Data/bmc/bmc08-100/bjrb07amba3andenv.100.cnf,1.0,1.22,0.16,2.0,5.38,2.8,2.84,2.04,0.8671410083770752,0.0374848842620849,0.8151710033416748
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a11.100.cnf,1.0,0.1,0.02,0.4,1.96,2.14,2.12,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/bj08amba2g3f2.100.cnf,1.0,0.0,0.0,0.0,0.0,0.14,0.16,1.1,9.65595245361328e-05,7.963180541992188e-05,5.698204040527344e-05
instances/Sat_Data/bmc/bmc08-100/pcipFtimo.100.cnf,1.0,0.24,0.06,1.98,2.72,2.18,2.2,2.04,0.0782947540283203,0.0105617046356201,0.0679585933685302
instances/Sat_Data/bmc/bmc08-100/kenflashp05.100.cnf,1.0,0.54,0.06,2.0,3.54,2.36,2.36,2.0,0.1141970157623291,0.0173389911651611,0.1040844917297363
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep4.100.cnf,1.0,0.16,0.02,1.16,2.48,2.16,2.12,2.0,0.0787174701690673,0.0114719867706298,0.06950044631958
instances/Sat_Data/bmc/bmc08-100/eijkS298.100.cnf,1.0,0.02,0.02,1.98,0.42,2.08,2.26,2.0,0.0252156257629394,0.0115299224853515,0.0182461738586425
instances/Sat_Data/bmc/bmc08-100/139453p6.100.cnf,1.0,1.02,0.12,1.98,5.1,2.64,2.62,2.08,0.5239403247833252,0.0368940830230712,0.4956767559051513
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a00.100.cnf,1.0,0.12,0.02,0.32,1.66,2.1,2.08,2.0,0.0235846042633056,0.0032172203063964,0.0211694240570068
instances/Sat_Data/bmc/bmc08-100/prodconsp0.100.cnf,1.0,0.1,0.02,1.96,1.4,2.08,2.1,2.0,0.0278511047363281,0.0058505535125732,0.022803783416748
instances/Sat_Data/bmc/bmc08-100/intel024.100.cnf,1.0,0.28,0.04,1.98,2.78,2.24,2.2,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/intel020.100.cnf,1.0,0.28,0.04,1.98,2.68,2.2,2.18,2.04,0,0,0
instances/Sat_Data/bmc/bmc08-100/nusmvsyncarb5p2.100.cnf,1.0,0.0,0.0,0.1,0.04,2.26,2.7,0.86,0.0154714584350585,0.009153127670288,0.0108129978179931
instances/Sat_Data/bmc/bmc08-100/srg5ptimo.100.cnf,1.0,0.02,0.0,0.06,0.4,2.08,2.2,2.0,0.0154788494110107,0.0032458305358886,0.0122885704040527
instances/Sat_Data/bmc/bmc08-100/139444p6.100.cnf,1.0,0.98,0.14,1.98,5.0,2.64,2.62,2.06,0.4043965339660644,0.0369188785552978,0.4161579608917236
instances/Sat_Data/bmc/bmc08-100/139464p6neg.100.cnf,1.0,2.44,0.34,1.98,9.06,3.56,3.48,2.72,1.5411460399627686,0.0796675682067871,1.4494390487670898
instances/Sat_Data/bmc/bmc08-100/intel003.100.cnf,1.0,0.04,0.0,1.98,0.84,2.06,2.16,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/139443p23.100.cnf,1.0,0.66,0.08,2.0,3.82,2.42,2.42,2.04,0.3171408176422119,0.027001142501831,0.2830898761749267
instances/Sat_Data/bmc/bmc08-100/prodcellp4neg.100.cnf,1.0,0.06,0.0,0.74,0.9,2.08,2.08,2.02,0.0204622745513916,0.0051851272583007,0.0143947601318359
instances/Sat_Data/bmc/bmc08-100/139444p1.100.cnf,1.0,1.0,0.14,1.98,5.0,2.64,2.62,2.18,0.4522404670715332,0.0358192920684814,0.4176657199859619
instances/Sat_Data/bmc/bmc08-100/prodcellp3.100.cnf,1.0,0.06,0.0,0.6,0.84,2.06,2.12,2.02,0.013554573059082,0.005183458328247,0.0101821422576904
instances/Sat_Data/bmc/bmc08-100/intel059.100.cnf,1.0,0.14,0.02,1.98,2.4,2.12,2.14,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p09.100.cnf,1.0,0.66,0.08,2.0,3.82,2.46,2.42,2.0,0.2022821903228759,0.0145158767700195,0.1885764598846435
instances/Sat_Data/bmc/bmc08-100/intel037.100.cnf,1.0,5.6,0.72,2.0,16.28,5.38,5.22,2.64,0,0,0
instances/Sat_Data/bmc/bmc08-100/prodcellp3neg.100.cnf,1.0,0.06,0.0,0.6,0.82,2.04,2.1,2.0,0.0164353847503662,0.0051336288452148,0.0155451297760009
instances/Sat_Data/bmc/bmc08-100/pdtvisbufferalloc.100.cnf,1.0,0.06,0.0,1.98,0.98,2.08,2.12,2.0,0.0186994075775146,0.0033211708068847,0.0146393775939941
instances/Sat_Data/bmc/bmc08-100/bc57sensorsp3.100.cnf,1.0,0.18,0.02,1.98,2.54,2.14,2.14,2.0,0.0445735454559326,0.0093381404876708,0.0340065956115722
instances/Sat_Data/bmc/bmc08-100/intel046.100.cnf,1.0,0.5,0.06,1.98,3.54,2.32,2.34,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p06.100.cnf,1.0,0.66,0.1,1.98,3.84,2.44,2.44,2.0,0.2088594436645507,0.0150363445281982,0.1929280757904052
instances/Sat_Data/bmc/bmc08-100/csmacdp0.100.cnf,1.0,0.76,0.12,2.0,3.92,2.5,2.44,2.02,0.3061544895172119,0.0283598899841308,0.2772250175476074
instances/Sat_Data/bmc/bmc08-100/bc57sensorsp0neg.100.cnf,1.0,0.16,0.02,2.0,2.32,2.14,2.12,2.02,0.0401849746704101,0.0084335803985595,0.0296733379364013
instances/Sat_Data/bmc/bmc08-100/intel057.100.cnf,1.0,0.22,0.04,1.98,2.64,2.14,2.16,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/139463p5.100.cnf,1.0,1.64,0.2,2.0,6.14,2.98,2.98,2.4,0.909867525100708,0.0552601814270019,1.0123326778411863
instances/Sat_Data/bmc/bmc08-100/dme4ptimoneg.100.cnf,1.0,0.18,0.02,1.98,2.58,2.12,2.14,2.02,0.0317523479461669,0.0064380168914794,0.0245437622070312
instances/Sat_Data/bmc/bmc08-100/pdtvisns2p1.100.cnf,1.0,0.42,0.04,1.98,3.04,2.3,2.32,2.02,0.113887071609497,0.0096979141235351,0.1029613018035888
instances/Sat_Data/bmc/bmc08-100/139452p5.100.cnf,1.0,0.6,0.08,2.0,3.46,2.42,2.4,2.0,0.2848355770111084,0.0251238346099853,0.2556915283203125
instances/Sat_Data/bmc/bmc08-100/dme6p1neg.100.cnf,1.0,0.3,0.02,1.98,2.82,2.2,2.2,2.1,0.0527808666229248,0.009526252746582,0.0391364097595214
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a09.100.cnf,1.0,0.12,0.02,1.96,1.58,2.1,2.12,2.0,0.0927045345306396,0.0037736892700195,0.0235540866851806
instances/Sat_Data/bmc/bmc08-100/prodconsp0neg.100.cnf,1.0,0.1,0.02,1.98,1.4,2.1,2.08,2.0,0.0279719829559326,0.0057454109191894,0.0252821445465087
instances/Sat_Data/bmc/bmc08-100/intel063.100.cnf,1.0,0.12,0.02,1.98,2.34,2.06,2.1,2.0,0,0,0
instances/Sat_Data/bmc/bmc08-100/dme6p1.100.cnf,1.0,0.3,0.02,1.98,2.82,2.2,2.24,2.06,0.158900499343872,0.0094830989837646,0.038529634475708
instances/Sat_Data/bmc/bmc08-100/bj08goodbakerycyclef7.100.cnf,1.0,0.0,0.0,0.0,0.0,1.24,1.84,2.0,8.0108642578125e-05,5.14984130859375e-05,7.867813110351562e-05
instances/Sat_Data/bmc/bmc08-100/neclaftp2002.100.cnf,1.0,2.22,0.32,1.98,8.18,3.38,3.36,2.5,1.8173682689666748,0.1252362728118896,2.122626304626465
instances/Sat_Data/bmc/bmc08-100/139444p5neg.100.cnf,1.0,0.98,0.12,2.0,4.98,2.6,2.6,2.34,0.4044604301452636,0.0362122058868408,0.4102575778961181
instances/Sat_Data/bmc/bmc08-100/dme4ptimo.100.cnf,1.0,0.18,0.04,1.98,2.56,2.14,2.14,2.04,0.0318403244018554,0.0067722797393798,0.0251245498657226
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a03.100.cnf,1.0,0.12,0.0,1.98,1.62,2.06,2.08,2.0,0.0300931930541992,0.0035490989685058,0.0232150554656982
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence0.100.cnf,1.0,0.3,0.04,1.98,2.76,2.2,2.22,2.0,0.125044584274292,0.0091462135314941,0.1138474941253662
instances/Sat_Data/bmc/bmc08-100/nusmvreactorp4.100.cnf,1.0,0.12,0.02,1.06,1.68,2.08,2.08,2.0,0.0387673377990722,0.0053379535675048,0.0332155227661132
instances/Sat_Data/bmc/bmc08-100/139443p5.100.cnf,1.0,0.64,0.08,2.0,3.76,2.4,2.38,2.06,0.2933499813079834,0.0266830921173095,0.2779049873352051
instances/Sat_Data/bmc/bmc08-100/pdtvisvending05.100.cnf,1.0,0.12,0.02,1.96,1.62,2.08,2.14,2.0,0.0239005088806152,0.0035674571990966,0.0214302539825439
instances/Sat_Data/bmc/bmc08-100/eijkS641.100.cnf,1.0,0.04,0.0,1.98,1.6,2.1,2.12,2.0,0.0705859661102294,0.0817112922668457,0.0492424964904785
instances/Sat_Data/bmc/bmc08-100/pdtvisvending08.100.cnf,1.0,0.12,0.02,1.98,1.6,2.1,2.12,2.0,0.0230982303619384,0.0036356449127197,0.0213708877563476
instances/Sat_Data/bmc/bmc08-100/pdtpmsbufferalloc.100.cnf,1.0,0.06,0.02,1.98,1.32,2.06,2.14,2.0,0.1941273212432861,0.0039393901824951,0.0279333591461181
instances/Sat_Data/bmc/bmc08-100/intel039.100.cnf,1.0,7.88,1.04,2.02,22.92,6.82,6.6,2.1,0,0,0
instances/Sat_Data/bmc/bmc08-100/pciptimo.100.cnf,1.0,0.26,0.04,1.98,2.74,2.2,2.18,2.0,0.0719449520111084,0.0103445053100585,0.0657839775085449
instances/Sat_Data/bmc/bmc08-100/139454p6neg.100.cnf,1.0,1.52,0.22,2.0,5.7,2.92,2.94,2.0,0.8686361312866211,0.0525543689727783,0.8281478881835938
instances/Sat_Data/bmc/bmc08-100/brpp1.100.cnf,1.0,0.14,0.02,0.64,2.2,2.12,2.12,2.02,0.0485706329345703,0.0082225799560546,0.035125732421875
