@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
manthey_single-ordered-initialized-w20-b10.cnf,1.0,3400.0,24005.0,2076.0,18339.0,0.637764933,0.308959049,0.04,0.113201374,0.580282424,0.547729522,0.0,1.0,0.995592006,0.001729287,0.862952155,0.000963391,0.013969171,0.913133173,0.0,0.246632859,0.921587873,-0.0,0.001729287,1.754537846,0.000490757,0.025355799,1.799990861,0.574395586,0.17606482,0.0,0.782608696,1.733028338,0.000804954,2.547572284,5.4529e-05,0.018158024,1.135973936,0.639238781,0.001966024,1.587718253,0.000599815,0.025410328,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,371651.34,48871332.0,194656690.0,72784776.0,90.19256,23690.586,77790740.0,221863040.0,744.8383,16.52321,14805929.0,128077.61,20900150.0,539274.3,23200504.0,8887609.0,81293220.0,12.150283,63426.26,112977864.0,-0.008889938,50071652.0,129656080.0,-0.013243055,4541.025,81458296.0,78009380.0,229497.1,1333.6838,29843.428,735755.75,720524.56,177004.61,-0.0031866524,146410260.0,1336224.6,36913756.0,195585300.0,32919032.0,29848806.0,142259360.0,70886630.0,445239.9,40231.367,10219.145,115336740.0,216934.28,216182.14
hitag2-10-60-0-0xe14721bd199894a-99.cnf,1.0,2294.0,30374.0,2183.0,30078.0,0.050847458,0.00984108,0.04,0.072577964,0.313105766,0.859053473,0.0,1.0,1.736345443,0.002701999,0.315351575,0.00091617,0.003206596,0.996118797,0.0,0.143028127,0.165104063,-0.0,0.002701999,1.842204609,0.000365716,0.041425627,2.905645696,0.039515143,0.054811863,0.0,0.294117647,1.830396363,0.000294821,1.716344999,3.3247e-05,0.004687812,2.545756697,0.206396702,0.000379377,1.227467924,0.000166234,0.003823393,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.12,192.22736,986.8634,4560.2314,2783.705,-0.019852007,1.0997225,8473.707,4662.0044,-0.024299724,-0.0021155889,1369.1592,5699.3516,2518.9314,3585.3965,457.60132,754.11017,1863.1171,-0.011867305,4807.1323,2322.1091,-0.019763252,986.38043,2808.8435,-0.022900173,0.45564482,1823.3961,1759.6255,6.25335,1.5629878,3.3662298,8616.145,9804.77,6676.263,-0.015437342,3133.5352,9504.289,783.3601,4058.8538,6957.714,750.7152,5151.552,1435.7512,1709.3207,0.03989045,0.1602968,2435.4473,4428.732,4756.615
manthey_single-ordered-initialized-w26-b8.cnf,1.0,3952.0,29622.0,2305.0,23166.0,0.714533623,0.278684279,0.06,0.099499266,0.561078895,0.562257579,0.0,1.0,1.012010224,0.001580295,0.821560348,0.000867679,0.014750542,0.933057856,0.0,0.231848399,0.898256065,0.0,0.001580295,1.915135418,0.0003885,0.022662523,1.523245179,0.589180546,0.182906487,0.0,0.857142857,1.652891589,0.0007417,2.574967191,4.3167e-05,0.014806181,1.118261097,0.647155314,0.001641122,1.701838809,0.0003885,0.020633687,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,1543603.6,145571200.0,582108350.0,220622860.0,1872.0547,140810.03,231077600.0,665333570.0,-0.009842679,-0.02211864,44294588.0,877543.6,62256188.0,1933049.0,69631176.0,29356442.0,246848800.0,127.07035,507718.53,334577380.0,-0.014845447,143387570.0,386807100.0,-0.022251183,-0.019029042,245553580.0,238082240.0,572604.44,26233.533,307258.66,2015046.8,3063691.2,1077002.0,-0.008675514,438887330.0,5060764.5,107802960.0,583650000.0,99280490.0,87612024.0,425624540.0,213080800.0,1845206.9,186904.48,28535.797,346706270.0,990037.3,854347.4
mrpp_8x8#24_20.cnf,1.0,18278.0,142603.0,8902.0,103966.0,1.053246461,0.37163111,0.5,0.085624146,0.398185945,0.739505982,0.0,1.0,1.834524007,0.000448108,0.23888691,0.000224669,0.000674006,1.340660461,0.0,0.036838967,0.344064406,-0.0,0.000448108,0.613130457,5.7711e-05,0.001029183,3.867495793,0.276309032,0.171006499,0.0,0.782178218,3.776274303,0.000111752,0.486956496,1.9237e-05,0.000298174,2.703436915,0.316305331,0.000419933,0.300012414,4.8093e-05,0.000663679,0.1,0.000811747,0.392991603,2.8856e-05,0.001914087,4.746921775,0.367339833,0.309791901,0.036236119,0.733333333,3.630505311,18.58,1069.2703,6305.7837,43949.086,14193.183,0.5813664,422.79294,21897.736,46470.617,28.581888,131.05049,3159.7236,5652.066,1436.0372,9331.311,507.85873,2778.617,27996.193,3.31651,548.1823,20111.346,-0.00016605167,7643.3296,26326.787,0.14448525,0.0576993,22050.979,20484.234,2169.8325,0.22213414,6578.3438,14811.212,6187.011,2487.022,0.4782914,33176.027,15292.862,13937.906,48678.742,13367.864,8685.637,38676.832,11503.842,1731.8518,4123.094,17.14356,30859.65,2854.6765,5629.2866
jgiraldezlevy.2200.9086.08.40.22.cnf,1.0,2200.0,9086.0,2138.0,9008.0,0.028999065,0.00865897,0.0,0.237344583,0.499256217,0.58777435,0.0,1.0,0.732871992,0.0014226,0.07086447,0.001403181,0.002338634,0.17344802,0.0,0.0,0.961811723,0.0,0.0014226,0.296234367,0.00044405,0.00455151,2.710580933,0.230054167,0.174832122,0.0,1.0,3.318489203,0.000688402,0.400443716,0.0,0.002331261,2.301983793,0.48678952,0.002471039,0.271260344,0.000777087,0.006660746,0.0,0.002130704,0.248156074,0.000666075,0.00499556,2.944218079,0.14083015,0.277300138,0.052048726,0.444444444,2.708174929,0.12,0.52955633,2.676969,8.9773245,3.4282942,0.0017786338,0.011815365,13.5613985,9.381106,0.027306037,0.0092506185,2.775032,10.458953,2.893743,10.704809,0.29159626,2.0839295,7.08689,-0.008230299,6.011177,4.524697,-0.005234453,6.8055058,5.3983407,-0.01014007,0.0034679628,5.3159623,2.7844157,4.5813537,0.15479487,0.37421426,28.299805,16.694538,16.1536,0.007675396,6.8045897,28.043156,5.5406766,8.500463,18.24295,1.9022344,13.82755,1.5303236,5.081368,0.22768517,0.08318864,4.5025196,10.532374,11.111031
jgiraldezlevy.2200.9086.08.40.79.cnf,1.0,2200.0,9086.0,2128.0,8969.0,0.033834586,0.013044933,0.0,0.237261679,0.492091277,0.589738752,0.0,1.0,0.730714031,0.001429789,0.069211564,0.001409774,0.002349624,0.177829227,0.0,0.0,0.959192775,0.0,0.001429789,0.290218093,0.000111495,0.004013825,2.688910758,0.22700902,0.170217487,0.0,1.0,3.328658937,0.00070266,0.406248409,0.0,0.002006913,2.326409703,0.494258,0.002493447,0.265104129,0.00022299,0.006132233,0.0,0.002144899,0.245461982,0.000557476,0.005128777,2.939926949,0.139655208,0.272534962,0.055128205,0.444444444,2.679741994,0.1,0.53561467,3.1386638,13.019936,4.2533183,0.0058970405,0.011590067,14.663656,13.447414,0.20561157,0.007631129,2.7679799,9.257084,2.1916778,10.373432,0.2602261,1.6423934,10.155152,-0.009880078,4.9898815,6.6821647,-0.00587438,6.160168,7.8773103,-0.009388672,0.0019946834,7.6711946,5.122875,3.831381,0.090803154,1.257856,25.72088,14.6686535,14.152836,0.00065582135,9.911736,26.441704,6.6137576,14.159415,17.769615,3.1993392,17.340065,2.3749387,4.699625,0.7824276,0.1319595,7.5572968,9.292786,10.050372
manthey_single-ordered-initialized-w50-b7.cnf,1.0,10675.0,88199.0,6038.0,72989.0,0.767969526,0.208387565,0.18,0.082724794,0.537702325,0.576030169,0.0,1.0,1.023236734,0.000612141,0.784934883,0.000331236,0.009440212,0.910715439,0.0,0.209113702,0.875159271,0.02,0.000612141,2.608884194,0.000123306,0.013097864,1.262606243,0.617511439,0.165902717,0.00104712,0.932038835,1.217374335,0.000289732,3.264455386,1.3701e-05,0.007973804,0.818565569,0.652838099,0.000601401,2.25936603,0.000109606,0.011152365,0.04,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,4422217.5,990205250.0,3987325700.0,1539661700.0,492447.66,4255583.5,1623719600.0,4570490000.0,0.036767226,0.07332858,323149540.0,56615680.0,465236100.0,73895976.0,469704830.0,225064430.0,1715423100.0,0.023169436,34303664.0,2271195000.0,-0.011787861,939306240.0,2638251000.0,-0.012192995,283299.4,1704536300.0,1664905600.0,17674376.0,5496392.5,9246211.0,121994600.0,105391930.0,80550910.0,1.4683777,3013375700.0,156402300.0,719294850.0,3975577900.0,758836800.0,580121200.0,2925417200.0,1468421500.0,13493380.0,3194.1892,903970.0,2372763000.0,63061696.0,45052464.0
jgiraldezlevy.2200.9086.08.40.33.cnf,1.0,2200.0,9086.0,2121.0,8978.0,0.037246582,0.012029405,0.02,0.236244152,0.499383679,0.590272458,0.0,1.0,0.758483055,0.001438584,0.075180233,0.001414427,0.002357379,0.204627136,0.0,0.0,0.950768545,-0.0,0.001438584,0.294767901,0.000111383,0.003564268,2.719789476,0.224615077,0.173482663,0.0,1.0,3.336586367,0.00070317,0.405099125,0.0,0.002450434,2.317049961,0.49209178,0.002495072,0.262510947,0.000222767,0.006237469,-0.0,0.002162783,0.243679676,0.000445534,0.005346402,2.945624077,0.139520511,0.269225442,0.058072009,0.4,2.663675627,0.12,0.54246455,3.4361799,11.210817,3.9840956,-0.0061184983,0.0466228,14.145909,11.366041,0.045433417,0.0058949892,2.6213923,9.81281,2.9141023,10.086826,0.5678509,1.9675559,8.415534,-0.010577336,6.0839,5.786981,-0.006126074,7.5686255,6.9802685,-0.011223536,0.018136635,6.0901475,3.7596219,4.4107323,0.18834993,0.47103763,26.803644,16.241804,15.721813,-0.0077547887,8.690564,27.459713,5.7766843,9.952923,17.952726,2.2661636,15.216328,1.7347364,4.9318,0.1563734,0.065673,5.21446,9.861552,10.631108
manthey_single-ordered-initialized-w46-b9.cnf,1.0,12213.0,99800.0,7863.0,84487.0,0.55322396,0.181246819,0.24,0.093067573,0.54892069,0.566939693,0.0,1.0,0.852704202,0.000465739,0.881354115,0.000254356,0.006867608,0.851174989,0.0,0.214257815,0.908068697,0.0,0.000465739,2.670681225,0.000106525,0.012463456,1.246042011,0.620178416,0.152988141,0.0,0.907216495,1.159662326,0.000222913,3.587158702,1.1836e-05,0.008427332,0.743885455,0.655674838,0.000515976,2.299215752,0.000118361,0.011954502,0.08,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,7523453.5,651138940.0,2631256800.0,989802940.0,57715.492,2035408.1,1085970700.0,2987817700.0,0.03479272,-0.008231343,219573700.0,21038264.0,295595520.0,34380340.0,305642140.0,131142350.0,1124689300.0,70339.48,8585700.0,1518526800.0,-0.008507933,651231740.0,1735446800.0,-0.0103235245,140123.66,1105697300.0,1055627840.0,12317951.0,15484.7705,4851407.5,51942252.0,44516852.0,25061450.0,-0.006097402,1964689500.0,84487500.0,495746340.0,2632716800.0,481486600.0,384226720.0,1932108800.0,962954900.0,12488512.0,3623.1697,10624.774,1554347000.0,21243778.0,19727196.0
manthey_single-ordered-initialized-w26-b7.cnf,1.0,3367.0,25295.0,1836.0,19449.0,0.833877996,0.300581007,0.04,0.09440074,0.554960723,0.569085672,0.0,1.0,1.057809238,0.001988078,0.769034085,0.001089325,0.018518519,0.96961617,0.0,0.230088951,0.880713661,-0.0,0.001988078,1.85208348,0.000462749,0.024525683,1.673496422,0.582335872,0.194558781,0.0,0.872727273,1.625273945,0.000930902,2.392688494,5.1417e-05,0.015116458,1.205213589,0.646408556,0.00194369,1.638685539,0.000411332,0.020875109,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,459475.53,78045540.0,311065120.0,117395144.0,4418.523,188883.9,124290750.0,355254300.0,-0.010841922,-0.02841303,23691266.0,844048.4,33139824.0,1440317.5,37306124.0,15472786.0,131489990.0,0.26184973,404529.7,179086880.0,-0.018902853,77011896.0,207093250.0,-0.02874817,2530.964,131158960.0,126996104.0,420644.34,5936.7954,318223.8,2018561.0,2093841.0,1098324.8,-0.009897062,234175260.0,3563232.8,58163396.0,311588700.0,53593944.0,47453820.0,228457330.0,113172580.0,803762.94,945.1742,2526.4536,184875300.0,985755.3,708910.9
10pipe_q0_k.cnf,1.0,77639.0,2082017.0,46760.0,2015434.0,0.660372113,0.033036557,4.36,0.023200958,0.874155766,0.353556977,0.0,1.0,0.755775538,6.9448e-05,2.629748259,4.2772e-05,0.005624465,0.542011587,0.0,0.915093722,0.928225385,0.14,6.9448e-05,3.273242936,3.473e-06,0.006132178,4.98020501,0.485140607,0.332452678,0.0,0.97833935,3.94491329,3.9972e-05,2.526249251,0.0,0.00163538,4.814041187,0.927887492,0.000114562,2.166107028,3.473e-06,0.004702213,3.4,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,21.78,9.626243e+21,1.955839e+24,7.811161e+24,3.0856517e+24,105915654000.0,6.2029124e+18,3.0567004e+24,9.0388873e+24,153992720000.0,806865200000.0,6.215561e+23,6.8891523e+22,8.86989e+23,4.8179806e+22,9.479243e+23,4.8898514e+23,3.3311084e+24,292793160000.0,4.89393e+22,4.4373502e+24,-0.00032930978,1.6919042e+24,5.1430733e+24,220526610000.0,8.6146527e+18,3.3289946e+24,3.3158928e+24,4.6181995e+18,3.6781075e+18,1.0526216e+19,1.0260292e+23,1.2318302e+23,7.348221e+22,138366370000.0,5.923733e+24,1.8122948e+23,1.3696869e+24,7.7956776e+24,1.4005007e+24,1.0648795e+24,5.672591e+24,2.889204e+24,2.1342455e+22,106434970000.0,2.4892393e+18,4.681457e+24,5.198138e+22,6.2706306e+22
manthey_DimacsSorter_37_6.cnf,1.0,7665.0,26841.0,4819.0,24472.0,0.590578958,0.096804511,0.06,0.196918928,0.309337641,1.158556623,0.0,1.0,1.393539907,0.000555327,0.52091471,0.000415024,0.008715501,1.060361387,0.0,0.603710363,0.871404054,0.0,0.000555327,0.64730308,0.000326904,0.00715103,2.366858896,0.213446865,0.178005352,0.0,0.833333333,2.87186488,0.00035989,0.821521228,4.0863e-05,0.004740111,2.375818767,0.765773128,0.000459694,0.64398165,0.000245178,0.005434783,0.04,0.000750439,1.308921096,0.000204315,0.04225237,3.347461383,0.181538886,0.489824086,0.001941711,0.571428571,3.3534778,0.4,27738.107,181284.94,818965.06,396609.6,0.5814983,2729.8704,923730.1,864111.0,0.12167864,2184.4487,155983.2,465779.44,302613.16,354670.22,83937.97,114749.06,345043.06,0.20564242,369819.47,430362.75,-0.00019565196,224885.06,509624.75,0.21680266,247.17566,334944.22,324350.0,16737.77,25122.145,488.62866,829609.5,889513.3,590855.25,0.23345655,581090.2,914512.75,144459.31,748776.75,709568.8,130379.62,730493.4,270753.38,130407.68,9.137983,126.981544,448993.66,417790.06,400365.66
mrpp_4x4#4_24.cnf,1.0,5048.0,27895.0,2217.0,21443.0,1.276950834,0.300890734,0.06,0.103390384,0.427273858,0.742176919,0.0,1.0,1.824229917,0.001748833,0.239700493,0.00090212,0.00270636,1.33097947,0.0,0.060346034,0.356853052,0.0,0.001748833,0.498179578,0.000373082,0.003357739,3.233855527,0.26309598,0.156333639,0.0,0.661971831,3.35532293,0.00045594,0.429693837,9.3271e-05,0.001025976,2.564444653,0.332043091,0.001550765,0.251509209,0.000373082,0.002191857,0.02,0.002931786,0.359341178,0.000233176,0.00610922,4.280526336,0.373734559,0.248470863,0.111111111,0.888888889,3.481163946,2.22,89.08653,1238.2444,7931.6777,2225.6497,0.018818868,25.621857,4374.005,8058.7896,17.961634,0.23318522,653.7083,973.7341,277.33682,1820.8556,53.330296,300.69534,5025.642,0.025756238,172.05621,3805.125,-0.00076410786,1702.032,4739.3867,0.006266461,-0.0006970319,3588.0012,3650.7974,390.72015,-0.00087513006,1279.5812,3156.5781,1210.2916,729.33325,0.85483885,6027.7427,2815.7588,2673.4773,8817.303,2540.1304,1632.0046,7062.1626,1927.6833,344.21573,791.34235,0.44317356,5464.051,585.1631,1180.0897
post-c32s-ss-8.cnf,1.0,53752.0,148393.0,13761.0,65966.0,2.906111474,1.249537641,0.54,0.208607464,0.443997009,0.793485161,0.0,1.0,1.321306783,0.00023181,1.676577148,0.000145338,0.007266914,1.061854596,0.0,0.41607798,0.871100264,0.02,0.00023181,1.064999488,0.000106115,0.003031865,2.191100932,0.190006899,0.124013445,0.0,0.959183673,1.759993763,0.00010475,1.2377484,1.5159e-05,0.002001031,1.967173153,0.586468787,0.00068023,0.832573201,7.5797e-05,0.008913683,0.22,0.000668698,1.189082788,6.0637e-05,0.007776733,4.133932553,0.127555192,0.661677431,0.004791097,0.7,3.036696895,5.9,185504080.0,186229520000.0,741177400000.0,292007050000.0,0.09388271,124157060.0,298788200000.0,859079050000.0,5790076.5,13.726719,59435690000.0,25029091000.0,84292590000.0,19114787000.0,89779000000.0,48541710000.0,316538600000.0,0.015599496,20382228000.0,421498520000.0,-0.0011547517,163068280000.0,489841000000.0,-0.00040959587,38.93355,317371680000.0,315411800000.0,3242942000.0,192.36891,406066.1,34923045000.0,30699512000.0,32259471000.0,4.089624,563527400000.0,47144620000.0,130718290000.0,740141240000.0,148901280000.0,104155930000.0,541073340000.0,274114310000.0,1537302900.0,35795284.0,70292.305,443597600000.0,19434860000.0,19121764000.0
6s16.cnf,1.0,31486.0,91888.0,10511.0,51463.0,1.995528494,0.785515807,0.3,0.204243826,0.493097526,0.771213139,0.0,1.0,1.608803535,0.000314776,0.608581604,0.000190277,0.004756921,1.423499441,0.0,0.265472281,0.727998756,0.0,0.000314776,1.630668282,5.8294e-05,0.038105046,2.981473013,0.160312382,0.141084422,0.0,1.0,3.085768427,0.000132772,1.907742221,1.9431e-05,0.021199697,2.450994637,0.536210481,0.000355157,1.354769683,5.8294e-05,0.02854478,0.14,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,2838077.2,45903600.0,199948220.0,88599380.0,32.65677,5044267.5,92676280.0,230519220.0,16.322023,11.244053,21533862.0,14676197.0,8988339.0,5761583.0,15312010.0,10687375.0,118782030.0,1.2942251,4708551.5,91758690.0,-0.001186503,22173290.0,133832460.0,6.8516865,10.183576,107243060.0,100513530.0,219790.05,1709.5314,9205782.0,10534398.0,16012779.0,7583850.0,31.612242,151336460.0,33912096.0,33314238.0,201706420.0,38900770.0,32657114.0,176231170.0,75173620.0,3681634.5,52142.402,9490054.0,141211260.0,8741081.0,6456934.0
manthey_DimacsSorterHalf_35_8.cnf,1.0,7351.0,24835.0,4009.0,20208.0,0.833624345,0.228968725,0.06,0.198386778,0.292942718,1.185903151,0.0,1.0,1.368505137,0.000649074,0.404833171,0.000498878,0.007483163,1.043458765,0.0,0.609461599,0.87010095,0.0,0.000649074,0.682763289,0.000296912,0.015389945,2.290627737,0.189830091,0.156105663,0.0,0.736842105,2.794599091,0.00044522,0.81529542,4.9485e-05,0.012866192,2.247487172,0.780779889,0.000550992,0.605493622,0.000197941,0.009253761,0.02,0.000929961,1.403268946,0.000247427,0.031175772,3.283344507,0.172807078,0.459215419,0.003179634,0.549450549,3.253185006,0.38,3526.3376,32307.867,143812.52,68396.75,0.81414515,461.62714,175511.66,155082.66,0.20769845,808.9688,27112.188,92865.85,60301.414,73468.95,14968.865,23295.955,63045.66,1.5658551,77066.1,77418.13,-0.0003507697,44231.812,92788.98,-0.0003636141,14.82193,61189.234,58589.895,5170.13,6721.88,162.21294,176614.34,180127.44,126390.86,0.26681155,105093.05,190875.05,26515.285,135097.16,142868.61,25227.71,133928.89,47928.387,23876.424,5.3619375,15.71222,81189.26,88386.66,78419.195
mrpp_6x6#16_9.cnf,1.0,4736.0,37748.0,2085.0,22775.0,1.27146283,0.657431394,0.1,0.09154775,0.404014636,0.76572145,0.0,1.0,1.825707872,0.001856152,0.253880787,0.000959233,0.002877698,1.378902917,0.0,0.081273326,0.365883644,-0.0,0.001856152,0.660879117,0.000351262,0.004654226,3.94787765,0.282134782,0.16277675,0.0,0.782178218,3.815959457,0.000464896,0.503699295,0.000131723,0.001097695,2.685511174,0.322107574,0.001718027,0.340321789,0.000219539,0.00298573,0.02,0.003412951,0.434682676,0.000175631,0.008737651,4.780090524,0.37720715,0.29468256,0.06031746,0.888888889,3.667839128,3.56,553.22485,5026.8213,32400.514,10743.225,0.13855845,340.0266,16073.153,34723.34,22.672989,102.51986,2467.3625,4444.118,1450.6152,7061.0312,557.6687,2232.0754,20346.568,1.2084775,477.39877,15237.036,-0.0005881591,6143.399,19734.395,-0.00051537744,0.00094546936,16380.951,14955.9,1721.26,0.4414824,4395.329,11605.059,5091.0293,2490.7876,8.964664,24253.725,11238.439,10835.548,35434.996,10425.799,6038.9253,29235.777,8717.174,1479.5698,2435.354,12.525563,22330.768,2319.909,4695.617
MD5-29-5.cnf,1.0,8591.0,65322.0,6095.0,63812.0,0.409515997,0.023663261,0.12,0.09551495,0.445150337,0.449718266,0.0,1.0,1.624181506,0.000687273,0.192211491,0.000328138,0.000984413,1.145982507,0.0,0.008211622,0.22210556,0.0,0.000687273,0.678581515,0.000125368,0.001692472,3.243214076,0.021348431,0.056074093,0.0,0.416666667,0.842247502,0.000269408,0.683317155,3.1342e-05,0.000846236,3.009146367,0.397950229,0.000155774,0.414557998,6.2684e-05,0.00029775,0.04,0.001556423,0.390511277,0.000109697,0.00272676,4.853834543,0.335714871,0.235829753,0.13559322,0.601845523,3.440562807,17.0,12974.619,34344.023,173089.73,79361.82,400.89783,5209.9893,110285.07,168463.47,0.009298554,379.25558,18439.9,16015.969,15568.467,31168.842,8729.854,18397.336,112256.586,-0.012821963,2914.0344,60156.242,-0.036232226,19109.611,109178.65,48.969498,-0.034851644,79678.61,77334.69,6162.668,1206.031,12900.819,38047.492,59478.023,16798.066,-0.009313235,120585.85,76756.52,27942.465,161770.2,60125.773,25040.066,147268.75,54309.605,20941.246,1731.4182,3710.726,113439.4,25160.842,11615.971
