@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC

@DATA
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-614-S1284935773.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.514654162,0.576413327,0.333333333,1.0,0.585219486,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,4177.333333333,0.012170875,4108.0,4255.0,4255.0,4108.0,4225.0,4133.0,4185.0,14.937923029,0.059248895,14.020934761,16.712073554,16.712073554,14.020934761,15.143668639,14.201911589,14.966810967,0.385974405,0.620513352,0.000847902,0.888350203,0.74773573,0.068414006,0.588128396,0.191717888,0.370439014,0.088963643,0.6330444,0.008628771,0.292156916,0.180039295,0.031031813,0.121268324,0.044751768,0.075136184,8.1271,0.330817,45.1671,0.10746,45.0,39.0,51.0,1.08055,0.208918,0.865886,0.0522491,6.8134,0.31861,45.1509,0.108628,45.0,39.0,52.0,0.550718,0.413133,0.854309,0.0512388,0.3746935,0.688078755
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-119-S595537095.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.494333724,0.577198536,0.333333333,1.0,0.552803459,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418159077,0.530994568,0.006157322,0.942557852,0.746711939,0.142377615,0.590342765,0.223786335,0.409719744,0.09192422,0.58640925,0.011278957,0.281040633,0.169865073,0.028650857,0.12394377,0.050689346,0.08496767,7.4073,0.354202,45.4188,0.108614,45.0,39.0,52.0,1.08558,0.207009,0.866947,0.0520839,6.2266,0.335979,45.4194,0.108386,45.0,39.0,52.0,0.560631,0.415467,0.85687,0.051288,0.377566833,0.720894042
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-269-S1783209885.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.511527941,0.576763517,0.333333333,1.0,0.58054667,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,4188.2,0.011057111,4129.0,4267.0,4267.0,4129.0,4198.0,4158.0,4189.0,14.18165527,0.023386465,13.657527658,14.652942601,14.652942601,13.657527658,14.303491915,14.013101477,14.2812127,0.379826383,0.622050446,0.002016815,1.0,0.701753235,0.071016136,0.581211731,0.167079553,0.365507445,0.088072912,0.69024701,0.003147639,0.348423848,0.184191257,0.02704053,0.119038491,0.04223961,0.075034774,9.0701,0.322319,44.7616,0.109968,45.0,39.0,51.0,1.07707,0.212945,0.864393,0.0538011,7.6503,0.314447,44.8659,0.109352,45.0,39.0,51.0,0.542477,0.425452,0.852064,0.0521215,0.366471,0.701108386
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-896-S1605993242.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.490425948,0.576910039,0.333333333,1.0,0.546000648,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399442863,0.610176935,0.000798147,0.953305383,0.735916336,0.073193705,0.609642555,0.17516034,0.379422496,0.101951134,0.681355384,0.00611013,0.378602996,0.206079271,0.02639059,0.138990514,0.050121227,0.090614133,6.7637,0.401478,45.3127,0.109021,45.0,39.0,52.0,1.09302,0.209046,0.867915,0.0522854,5.9249,0.372515,45.2942,0.109119,45.0,39.0,52.0,0.559609,0.416311,0.860272,0.0507966,0.366606667,0.750652483
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-697-S1590116081.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.473231731,0.573643816,0.333333333,1.0,0.513754678,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,4227.5,0.006734653,4190.0,4273.0,4273.0,4190.0,4252.0,4200.0,4228.0,13.794788631,0.044810237,12.83952381,14.927285647,14.927285647,12.83952381,13.901928504,13.600477327,13.898533586,0.381358584,0.609400944,0.000437007,1.0,0.692024318,0.05876259,0.548583053,0.179543271,0.384316237,0.083883327,0.807190371,0.0064556,0.440032486,0.182470269,0.024350668,0.115958226,0.038077177,0.064604645,9.6176,0.308423,44.796,0.109589,45.0,39.0,51.0,1.05609,0.206578,0.85866,0.0556639,8.2894,0.304551,44.783,0.110394,45.0,38.0,51.0,0.532122,0.418114,0.846335,0.0546897,0.361094833,0.662280722
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-360-S1531090365.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.50996483,0.576909212,0.333333333,1.0,0.578168234,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,4209.0,0.0,4209.0,4209.0,4209.0,4209.0,4209.0,4209.0,4209.0,15.093133761,0.0,15.093133761,15.093133761,15.093133761,15.093133761,15.093133761,15.093133761,15.093133761,0.39421759,0.617917638,0.003674156,0.898509675,0.740209991,0.076342372,0.603261495,0.171729367,0.39022302,0.089906416,0.645935481,0.008864957,0.339501479,0.166685498,0.03049048,0.124077618,0.045630138,0.076383168,8.1795,0.326336,44.9992,0.107125,45.0,39.0,51.0,1.07654,0.208204,0.865206,0.0515988,6.977,0.317204,44.8846,0.107995,45.0,39.0,51.0,0.551704,0.413896,0.85456,0.0504825,0.371383333,0.760636659
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-134-S440574157.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.495115279,0.577237866,0.333333333,1.0,0.554141412,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,4134.333333333,0.006645628,4096.0,4159.0,4159.0,4096.0,4159.0,4096.0,4148.0,13.782238744,0.016600658,13.5546875,14.095226615,14.095226615,13.5546875,14.095226615,13.5546875,13.696802116,0.384277443,0.60583472,0.002019637,0.907399638,0.687725894,0.06043016,0.604634894,0.190633478,0.364595459,0.091100706,0.764429842,0.004663758,0.419190855,0.186946504,0.022958737,0.119872297,0.041592005,0.076497959,8.7104,0.322145,44.8484,0.108866,45.0,39.0,51.0,1.07664,0.210225,0.864039,0.0535105,7.5921,0.309873,44.7363,0.108896,45.0,39.0,51.0,0.546102,0.419582,0.854025,0.0532197,0.355186667,0.633809946
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-56-S441853154.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.508401719,0.577034834,0.333333333,1.0,0.575761568,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,4132.5,0.009281761,4087.0,4188.0,4188.0,4087.0,4188.0,4109.0,4146.0,13.896825503,0.018135917,13.562180579,14.268210323,14.268210323,13.562180579,14.268210323,13.836676218,13.920234891,0.383023228,0.632273951,0.001746237,1.0,0.730850342,0.0730539,0.561895321,0.187618634,0.360525564,0.094877392,0.636344451,0.005218212,0.419669176,0.174779677,0.029906526,0.133522595,0.048269782,0.086952987,8.1577,0.327753,44.9752,0.109323,45.0,39.0,51.0,1.09715,0.210609,0.869393,0.051113,6.9536,0.317516,44.9962,0.108874,45.0,39.0,51.0,0.560889,0.414945,0.858905,0.0499572,0.365174,0.674490901
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-290-S778859173.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.50996483,0.576909212,0.333333333,1.0,0.578168234,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,4268.0,0.004195681,4249.0,4292.0,4292.0,4249.0,4292.0,4249.0,4263.0,13.621042958,0.018986523,13.265144455,13.871969875,13.871969875,13.265144455,13.871969875,13.265144455,13.726014544,0.382972027,0.583069953,0.000821756,0.888006379,0.685257318,0.083253268,0.555398885,0.200729967,0.383718919,0.079934583,0.700922568,0.006947707,0.371006719,0.153283716,0.023392843,0.105684373,0.041615138,0.068115799,9.6381,0.30322,44.7787,0.108663,45.0,39.0,51.0,1.05517,0.2084,0.858942,0.0552138,8.1353,0.30153,44.8804,0.108877,45.0,39.0,51.0,0.535725,0.419101,0.846178,0.0541589,0.354457167,0.685671702
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-721-S652240344.cnf,1.0,200.0,853.0,200.0,853.0,0.0,0.0,0.234466589,0.509183275,0.576974555,0.333333333,1.0,0.57696844,0.015,0.0,0.015,0.015,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408469492,0.569128106,0.007748365,0.930279253,0.72955262,0.104584369,0.594092008,0.227345475,0.379651864,0.092058134,0.621552729,0.008484803,0.288595152,0.171351258,0.028196972,0.125291572,0.04662365,0.078459176,6.885,0.421621,45.5495,0.109456,45.0,39.0,52.0,1.06733,0.214879,0.861437,0.0544784,5.8621,0.402537,45.6156,0.109614,46.0,39.0,52.0,0.55217,0.414527,0.852861,0.0530231,0.378165,0.725657022
