@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC

@DATA
instances/Sat_Data/GI/iso_b03m_m400.AB14.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.9,0.06
instances/Sat_Data/GI/iso_b03_s100.AB09.cnf,1,0.85,0.19,0.0,0.0,1.6,4.19,2.89,2.88,2.11
instances/Sat_Data/GI/iso_b03m_s40.AB16.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4D_m625.AB07.cnf,1,0.4,0.09,0.0,0.0,0.77,3.28,2.43,2.44,2.03
instances/Sat_Data/GI/iso_b03_s80.AB09.cnf,1,0.42,0.11,0.0,0.0,0.93,3.13,2.45,2.45,2.0
instances/Sat_Data/GI/iso_m4D_m256.AB04.cnf,1,0.03,0.01,0.0,0.0,0.07,0.68,2.05,2.1,2.0
instances/Sat_Data/GI/iso_m2D_m196.AB03.cnf,1,0.01,0.0,0.0,0.0,0.01,0.27,2.06,2.16,2.0
instances/Sat_Data/GI/iso_b03_s80.AB03.cnf,1,0.42,0.1,0.0,0.0,0.81,3.12,2.47,2.45,2.03
instances/Sat_Data/GI/iso_b09_s40.AB09.cnf,1,0.09,0.02,0.0,0.0,0.28,2.29,2.13,2.13,2.01
instances/Sat_Data/GI/iso_b03_m200.AB23.cnf,1,7.39,1.58,0.01,0.01,2.0,24.0,9.89,9.8,2.15
instances/Sat_Data/GI/iso_m4D_s16.AB20.cnf,1,0.0,0.0,0.0,0.0,0.0,0.03,2.08,2.09,2.0
instances/Sat_Data/GI/iso_b03m_s80.AB05.cnf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.2,0.03
instances/Sat_Data/GI/iso_m4Dr6_s16.AB20.cnf,1,0.0,0.0,0.0,0.0,?,?,?,?,?
instances/Sat_Data/GI/iso_m4D_s16.AB13.cnf,1,0.0,0.0,0.0,0.0,0.0,0.02,2.07,2.1,2.0
