@RELATION SAT11-RANDOM-FeatureRuntime

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1.0,2.4,2.0,2.07,2.01,2.89,0.5,1.85,2.2,0.04,2.14,0.058497667312622,0.0052895545959472,0.0525085926055908
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.1,0.05,0.0,0.02,2.49,0.0,2.21,0.0053653717041015,0.0014703273773193,0.0038795471191406
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.04,0.03,0.0,0.02,2.44,0.0,2.24,0.004385232925415,0.0015416145324707,0.0037958621978759
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1.0,0.0,1.98,2.0,0.03,0.04,0.0,0.02,2.48,0.0,2.27,0.0180749893188476,0.0016753673553466,0.0122628211975097
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1.0,1.68,1.99,2.05,2.01,2.37,0.42,1.44,2.23,0.02,2.12,0.0475571155548095,0.0044527053833007,0.0445313453674316
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1.0,0.03,1.99,2.0,2.01,60.01,0.07,0.57,2.19,0.0,2.1,0.0063626766204833,0.0015649795532226,0.007951021194458
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.02,9.18,0.0,0.04,2.19,0.0,2.13,0.0042808055877685,0.0018038749694824,0.0042343139648437
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.01,5.21,0.0,0.02,2.22,0.0,1.68,0.0039525032043457,0.0014536380767822,0.0034549236297607
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.45,60.08,0.06,1.15,2.09,0.0,2.06,0.0049896240234375,0.0021553039550781,0.0037372112274169
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1.0,1.72,1.99,2.01,2.01,2.35,0.41,1.46,2.24,0.02,2.11,0.0517778396606445,0.0044972896575927,0.0449275970458984
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.68,51.28,0.03,0.28,2.18,0.0,2.1,0.0048720836639404,0.0017716884613037,0.00506591796875
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.03,60.28,0.01,0.32,2.05,0.0,2.04,0.0050785541534423,0.0020849704742431,0.0036778450012207
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1.0,0.01,2.0,2.0,0.03,60.25,0.01,0.28,2.06,0.0,2.05,0.0046148300170898,0.0019440650939941,0.0036637783050537
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.7,50.72,0.03,0.27,2.18,0.0,2.12,0.0057694911956787,0.0016167163848876,0.0050573348999023
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1.0,0.07,1.99,2.0,2.01,0.39,0.06,0.22,2.44,0.0,2.12,0.0115859508514404,0.0016238689422607,0.0097920894622802
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1.0,0.01,1.98,2.0,2.01,60.01,0.06,0.47,2.18,0.01,2.11,0.0091979503631591,0.0015859603881835,0.0071122646331787
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.44,60.22,0.06,1.15,2.08,0.0,2.05,0.0079519748687744,0.0020546913146972,0.0064475536346435
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.04,0.03,0.0,0.02,2.51,0.0,2.26,0.0043520927429199,0.0015835762023925,0.0038697719573974
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1.0,0.0,2.01,2.0,0.03,13.25,0.0,0.05,2.14,0.0,2.12,0.004080057144165,0.0014028549194335,0.0035233497619628
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.01,7.21,0.0,0.03,2.19,0.0,2.14,0.0040314197540283,0.0016882419586181,0.0034911632537841
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.02,60.07,0.0,0.24,2.07,0.0,2.05,0.0062522888183593,0.0024356842041015,0.004239797592163
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.06,0.04,0.0,0.02,2.5,0.0,2.24,0.0059132575988769,0.0014708042144775,0.0046167373657226
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.04,13.46,0.0,0.05,2.17,0.0,2.12,0.0044889450073242,0.0014936923980712,0.0035572052001953
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.07,0.05,0.0,0.02,2.47,0.0,2.25,0.0043840408325195,0.0014770030975341,0.0044381618499755
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1.0,0.01,2.01,2.0,0.04,60.19,0.01,0.32,2.07,0.0,2.04,0.0046520233154296,0.0019395351409912,0.0049774646759033
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1.0,0.01,1.99,2.0,0.03,60.04,0.01,0.28,2.05,0.0,2.07,0.004556655883789,0.0018644332885742,0.0039434432983398
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.07,0.05,0.0,0.02,2.5,0.0,2.24,0.0054593086242675,0.0023961067199707,0.0044198036193847
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.09,0.06,0.0,0.03,2.47,0.0,2.18,0.004462718963623,0.0014717578887939,0.0038437843322753
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1.0,0.61,2.0,2.01,2.02,1.34,0.22,0.71,2.31,0.01,2.09,0.0252251625061035,0.0034198760986328,0.022841453552246
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1.0,0.0,1.98,2.0,0.03,0.03,0.0,0.02,2.51,0.0,2.23,0.0042512416839599,0.0014436244964599,0.0037660598754882
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1.0,0.03,2.0,2.0,2.01,60.01,0.1,0.77,2.2,0.01,2.12,0.0081682205200195,0.0019776821136474,0.0068614482879638
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.05,60.02,0.01,0.36,2.06,0.0,2.06,0.0046370029449462,0.0019056797027587,0.003509521484375
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.05,0.05,0.0,0.03,2.53,0.0,2.21,0.0060632228851318,0.001511812210083,0.0052716732025146
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.03,60.05,0.01,0.28,2.07,0.0,2.05,0.0046155452728271,0.0018646717071533,0.0045125484466552
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.08,0.05,0.0,0.03,2.48,0.0,2.21,0.021580696105957,0.0019443035125732,0.0140228271484375
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.03,60.02,0.01,0.23,2.06,0.0,2.05,0.0091276168823242,0.0213673114776611,0.0062315464019775
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.12,0.07,0.0,0.03,2.51,0.0,2.2,0.0099084377288818,0.0015883445739746,0.0087051391601562
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1.0,0.02,2.0,2.0,0.74,60.04,0.08,1.41,2.1,0.0,2.05,0.0052368640899658,0.0021030902862548,0.0039689540863037
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1.0,0.03,1.98,2.0,2.01,60.01,0.08,0.56,2.22,0.0,2.1,0.0148117542266845,0.0023353099822998,0.0109524726867675
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1.0,0.01,2.0,2.0,2.01,60.01,0.05,0.46,2.17,0.01,2.08,0.0060501098632812,0.0021572113037109,0.0045468807220458
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1.0,4.36,1.99,2.19,2.02,3.93,0.72,2.57,2.22,0.05,2.18,0.0964994430541992,0.0069451332092285,0.0818169116973877
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.04,0.03,0.0,0.02,2.51,0.0,2.22,0.0082566738128662,0.001471996307373,0.0061771869659423
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.08,0.05,0.0,0.02,2.49,0.0,2.24,0.0046172142028808,0.0016157627105712,0.0039460659027099
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1.0,0.02,2.01,2.0,2.01,60.01,0.07,0.58,2.19,0.0,2.08,0.0062334537506103,0.0018146038055419,0.0063581466674804
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.05,60.03,0.01,0.36,2.07,0.01,2.07,0.014268159866333,0.0039663314819335,0.0081043243408203
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.01,7.22,0.0,0.03,2.17,0.0,2.15,0.0040128231048583,0.0014097690582275,0.0034027099609375
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.03,60.21,0.01,0.29,2.06,0.0,2.07,0.0056712627410888,0.0019960403442382,0.0035195350646972
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.02,60.12,0.0,0.2,2.07,0.0,2.06,0.0046193599700927,0.0018894672393798,0.0036625862121582
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1.0,0.01,1.99,2.0,1.29,60.01,0.05,0.37,2.17,0.0,2.11,0.0052735805511474,0.0015337467193603,0.0062100887298583
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.69,50.47,0.03,0.27,2.16,0.0,2.11,0.006249189376831,0.0014770030975341,0.0041100978851318
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.05,0.05,0.0,0.02,2.46,0.0,2.2,0.009406566619873,0.0016977787017822,0.0063006877899169
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.68,60.09,0.08,1.41,2.07,0.0,2.06,0.0050272941589355,0.0022475719451904,0.0040302276611328
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.03,0.03,0.0,0.01,2.56,0.0,2.24,0.0042364597320556,0.001436710357666,0.0036032199859619
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.04,0.04,0.0,0.02,2.47,0.0,2.25,0.0045182704925537,0.0015110969543457,0.0037848949432373
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.02,60.06,0.01,0.24,2.07,0.0,2.05,0.0052478313446044,0.0018820762634277,0.0039465427398681
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1.0,4.35,2.0,2.14,2.05,4.0,0.74,2.54,2.21,0.03,2.18,0.0846378803253173,0.00700044631958,0.0785567760467529
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.03,60.09,0.01,0.28,2.05,0.0,2.04,0.0045766830444335,0.0019793510437011,0.0038788318634033
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1.0,0.61,1.99,2.03,2.01,1.35,0.23,0.71,2.31,0.01,2.1,0.0270318984985351,0.003063678741455,0.0244252681732177
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.02,0.02,0.0,0.01,2.49,0.0,2.28,0.0094239711761474,0.0019295215606689,0.006274938583374
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1.0,0.27,2.0,2.0,2.01,0.87,0.13,0.43,2.37,0.01,2.09,0.0171494483947753,0.0022001266479492,0.0153143405914306
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1.0,0.28,2.0,2.0,2.01,0.86,0.14,0.43,2.38,0.01,2.09,0.0184147357940673,0.0026466846466064,0.0143847465515136
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1.0,0.04,2.01,2.0,2.01,60.01,0.1,0.78,2.19,0.0,2.1,0.0073637962341308,0.0020415782928466,0.1052401065826416
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.01,60.13,0.0,0.2,2.06,0.0,2.05,0.0044906139373779,0.0019004344940185,0.00514817237854
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.01,7.24,0.0,0.04,2.16,0.0,2.14,0.0047223567962646,0.0020728111267089,0.0034501552581787
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.0,5.28,0.0,0.02,2.18,0.0,1.7,0.0039882659912109,0.0013909339904785,0.003558874130249
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.02,9.44,0.0,0.04,2.18,0.0,2.12,0.004284381866455,0.0014772415161132,0.0038692951202392
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.07,0.05,0.0,0.02,2.49,0.0,2.21,0.0046620368957519,0.001772403717041,0.0040855407714843
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1.0,0.01,1.99,2.0,0.04,60.06,0.01,0.33,2.06,0.0,2.06,0.0046291351318359,0.0018942356109619,0.0036356449127197
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.03,0.03,0.0,0.02,2.53,0.0,2.25,0.0065572261810302,0.0014379024505615,0.0050885677337646
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1.0,0.02,1.99,2.0,1.35,0.19,0.02,0.1,2.46,0.01,2.16,0.0105993747711181,0.0015130043029785,0.0078077316284179
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1.0,0.0,1.98,2.0,0.02,60.12,0.01,0.24,2.07,0.0,2.05,0.0054585933685302,0.0018260478973388,0.0035419464111328
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.01,7.21,0.0,0.04,2.16,0.0,2.14,0.0054481029510498,0.0014176368713378,0.0043916702270507
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.02,60.14,0.01,0.24,2.06,0.0,2.05,0.0055453777313232,0.0020103454589843,0.0038192272186279
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.03,0.03,0.0,0.01,2.49,0.0,2.26,0.0041918754577636,0.0016665458679199,0.0048708915710449
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1.0,0.0,1.98,2.0,0.01,5.26,0.0,0.02,2.19,0.0,1.66,0.0071477890014648,0.0022978782653808,0.0063223838806152
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.01,7.39,0.0,0.03,2.17,0.0,2.13,0.0044593811035156,0.0019633769989013,0.0033884048461914
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.03,60.19,0.01,0.28,2.06,0.0,2.03,0.0067946910858154,0.0018625259399414,0.0046958923339843
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.01,60.16,0.01,0.2,2.06,0.0,2.06,0.0045523643493652,0.0023038387298583,0.0039055347442626
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1.0,0.01,2.0,2.0,1.44,60.19,0.11,2.07,2.09,0.01,2.09,0.0059850215911865,0.002392292022705,0.0040068626403808
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.43,60.03,0.06,1.16,2.07,0.0,2.05,0.0049579143524169,0.0021750926971435,0.0042598247528076
