@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
instances/Sat_Data/LABS/LABS_n023_goal001.cnf,1.0,0.01,0.0,0.81,0.15,2.05,2.23,2.0,0.0105984210968017,0.0015993118286132,0.0080287456512451
instances/Sat_Data/LABS/LABS_n023_goal008.cnf,1.0,0.0,0.01,0.02,0.13,2.04,2.23,2.0,0.0085813999176025,0.0019068717956542,0.0097084045410156
instances/Sat_Data/LABS/LABS_n024_goal007.cnf,1.0,0.01,0.0,0.02,0.16,2.03,2.21,2.0,0.0119192600250244,0.0020442008972167,0.008155345916748
instances/Sat_Data/LABS/LABS_n025_goal009.cnf,1.0,0.01,0.0,0.02,0.18,2.04,2.2,2.0,0.0105023384094238,0.0019190311431884,0.0086143016815185
instances/Sat_Data/LABS/LABS_n025_goal010.cnf,1.0,0.01,0.0,0.02,0.16,2.05,2.23,2.0,0.0104365348815917,0.0020060539245605,0.0078001022338867
instances/Sat_Data/LABS/LABS_n026_goal001.cnf,1.0,0.01,0.0,1.99,0.23,2.04,2.23,2.0,0.0094656944274902,0.0021719932556152,0.0083789825439453
instances/Sat_Data/LABS/LABS_n026_goal004.cnf,1.0,0.01,0.0,0.03,0.22,2.04,2.24,2.0,0.0083954334259033,0.0025749206542968,0.0087001323699951
instances/Sat_Data/LABS/LABS_n026_goal010.cnf,1.0,0.01,0.0,0.02,0.2,2.04,2.24,2.0,0.0104379653930664,0.0021729469299316,0.0075798034667968
instances/Sat_Data/LABS/LABS_n027_goal001.cnf,1.0,0.01,0.0,1.99,0.27,2.05,2.19,2.0,0.0120737552642822,0.0020110607147216,0.0105934143066406
instances/Sat_Data/LABS/LABS_n028_goal002.cnf,1.0,0.01,0.01,1.99,0.29,2.03,2.21,2.0,0.012467622756958,0.002148151397705,0.012110948562622
instances/Sat_Data/LABS/LABS_n029_goal006.cnf,1.0,0.02,0.0,0.03,0.3,2.04,2.18,2.0,0.0121607780456542,0.0025744438171386,0.0109679698944091
instances/Sat_Data/LABS/LABS_n030_goal003.cnf,1.0,0.02,0.0,1.99,0.36,2.04,2.15,2.0,0.0122673511505126,0.0029830932617187,0.0132920742034912
instances/Sat_Data/LABS/LABS_n030_goal008.cnf,1.0,0.02,0.0,0.04,0.33,2.04,2.17,2.0,0.0123744010925292,0.0027732849121093,0.0120871067047119
instances/Sat_Data/LABS/LABS_n031_goal003.cnf,1.0,0.02,0.0,1.99,0.4,2.04,2.17,2.0,0.0121757984161376,0.0025615692138671,0.0114707946777343
instances/Sat_Data/LABS/LABS_n031_goal010.cnf,1.0,0.02,0.0,0.05,0.35,2.04,2.14,2.0,0.0112421512603759,0.002882957458496,0.0113081932067871
instances/Sat_Data/LABS/LABS_n032_goal001.cnf,1.0,0.02,0.01,1.99,0.43,2.05,2.12,2.0,0.015881061553955,0.0030481815338134,0.0130825042724609
instances/Sat_Data/LABS/LABS_n033_goal006.cnf,1.0,0.02,0.01,0.06,0.47,2.05,2.13,2.0,0.0154635906219482,0.0033690929412841,0.0131170749664306
instances/Sat_Data/LABS/LABS_n034_goal003.cnf,1.0,0.03,0.0,1.99,0.52,2.04,2.09,2.0,0.0167124271392822,0.0035138130187988,0.0141568183898925
instances/Sat_Data/LABS/LABS_n034_goal008.cnf,1.0,0.03,0.0,0.05,0.51,2.05,2.13,2.0,0.0170462131500244,0.0035605430603027,0.0129094123840332
instances/Sat_Data/LABS/LABS_n035_goal001.cnf,1.0,0.03,0.01,2.0,0.57,2.04,2.1,2.0,0.0204076766967773,0.0037100315093994,0.0163922309875488
instances/Sat_Data/LABS/LABS_n035_goal002.cnf,1.0,0.03,0.01,1.99,0.57,2.05,2.09,2.0,0.0202484130859375,0.0034873485565185,0.0154752731323242
instances/Sat_Data/LABS/LABS_n036_goal003.cnf,1.0,0.04,0.0,2.0,0.62,2.04,2.09,2.0,0.0196983814239501,0.0039985179901123,0.0153474807739257
instances/Sat_Data/LABS/LABS_n036_goal010.cnf,1.0,0.03,0.01,0.07,0.59,2.05,2.08,2.0,0.0167179107666015,0.0040469169616699,0.0139765739440917
instances/Sat_Data/LABS/LABS_n038_goal001.cnf,1.0,0.04,0.01,2.0,0.73,2.04,2.08,2.0,0.0255486965179443,0.0043892860412597,0.019869327545166
instances/Sat_Data/LABS/LABS_n038_goal002.cnf,1.0,0.04,0.01,1.99,0.73,2.04,2.09,2.0,0.026545763015747,0.0044095516204833,0.0198807716369628
instances/Sat_Data/LABS/LABS_n038_goal008.cnf,1.0,0.04,0.01,0.08,0.71,2.05,2.09,2.0,0.0196418762207031,0.004652976989746,0.016432762145996
instances/Sat_Data/LABS/LABS_n039_goal001.cnf,1.0,0.05,0.0,2.0,0.79,2.07,2.09,2.0,0.0243849754333496,0.0047001838684082,0.0195751190185546
instances/Sat_Data/LABS/LABS_n040_goal006.cnf,1.0,0.05,0.01,0.11,0.84,2.06,2.1,2.0,0.027754783630371,0.0052168369293212,0.0198931694030761
instances/Sat_Data/LABS/LABS_n040_goal010.cnf,1.0,0.04,0.01,0.09,0.82,2.06,2.08,2.0,0.0241131782531738,0.0052733421325683,0.0196311473846435
instances/Sat_Data/LABS/LABS_n042_goal002.cnf,1.0,0.06,0.0,1.99,0.99,2.07,2.09,2.0,0.0315697193145751,0.0058743953704833,0.0259041786193847
instances/Sat_Data/LABS/LABS_n042_goal010.cnf,1.0,0.05,0.01,0.12,0.94,2.07,2.08,2.0,0.0298333168029785,0.0062854290008544,0.0228724479675292
instances/Sat_Data/LABS/LABS_n043_goal001.cnf,1.0,0.06,0.01,2.0,1.05,2.08,2.09,2.0,0.0328707695007324,0.0063667297363281,0.0275723934173584
instances/Sat_Data/LABS/LABS_n045_goal003.cnf,1.0,0.07,0.01,2.0,1.21,2.06,2.08,2.0,0.0397045612335205,0.0075812339782714,0.0328049659729003
instances/Sat_Data/LABS/LABS_n045_goal005.cnf,1.0,0.07,0.01,2.0,1.2,2.07,2.09,2.0,0.0398800373077392,0.007655382156372,0.0311501026153564
instances/Sat_Data/LABS/LABS_n046_goal004.cnf,1.0,0.08,0.01,2.0,1.26,2.07,2.09,2.0,0.0421879291534423,0.0080232620239257,0.0339932441711425
instances/Sat_Data/LABS/LABS_n047_goal009.cnf,1.0,0.08,0.01,0.17,1.33,2.07,2.08,2.0,0.0398542881011962,0.008829116821289,0.0412380695343017
instances/Sat_Data/LABS/LABS_n048_goal002.cnf,1.0,0.09,0.01,2.0,1.46,2.08,2.1,2.0,0.0562283992767334,0.008920669555664,0.0479116439819335
instances/Sat_Data/LABS/LABS_n049_goal003.cnf,1.0,0.09,0.01,2.0,1.55,2.11,2.09,2.0,0.0548336505889892,0.0096673965454101,0.0465927124023437
instances/Sat_Data/LABS/LABS_n054_goal009.cnf,1.0,0.12,0.02,0.27,2.02,2.13,2.13,2.0,0.0754754543304443,0.0130505561828613,0.0571098327636718
instances/Sat_Data/LABS/LABS_n055_goal004.cnf,1.0,0.13,0.02,2.0,2.17,2.14,2.12,2.0,0.0829610824584961,0.0134601593017578,0.0773370265960693
instances/Sat_Data/LABS/LABS_n057_goal002.cnf,1.0,0.15,0.02,2.0,2.42,2.13,2.13,2.0,0.0934724807739257,0.0149059295654296,0.0827624797821044
instances/Sat_Data/LABS/LABS_n057_goal007.cnf,1.0,0.14,0.03,2.0,2.41,2.13,2.13,2.01,0.0850887298583984,0.0153369903564453,0.0748884677886962
instances/Sat_Data/LABS/LABS_n058_goal010.cnf,1.0,0.16,0.02,0.32,2.49,2.15,2.13,2.0,0.0910761356353759,0.016319990158081,0.0761713981628418
instances/Sat_Data/LABS/LABS_n061_goal001.cnf,1.0,0.2,0.02,2.0,2.57,2.16,2.16,2.01,0.1312286853790283,0.0185904502868652,0.1088826656341552
instances/Sat_Data/LABS/LABS_n061_goal002.cnf,1.0,0.18,0.03,2.01,2.57,2.15,2.16,2.01,0.1298437118530273,0.0184845924377441,0.1052720546722412
instances/Sat_Data/LABS/LABS_n062_goal009.cnf,1.0,0.19,0.02,0.47,2.53,2.15,2.16,2.02,0.1151142120361328,0.0201363563537597,0.1007368564605712
instances/Sat_Data/LABS/LABS_n063_goal007.cnf,1.0,0.21,0.03,1.99,2.52,2.18,2.18,2.0,0.1292216777801513,0.0211765766143798,0.1148490905761718
instances/Sat_Data/LABS/LABS_n065_goal004.cnf,1.0,0.22,0.03,2.0,2.62,2.22,2.19,2.0,0.1793491840362548,0.022972822189331,0.1420774459838867
instances/Sat_Data/LABS/LABS_n065_goal006.cnf,1.0,0.23,0.03,1.99,2.61,2.2,2.2,2.01,0.1766619682312011,0.023468017578125,0.1402778625488281
instances/Sat_Data/LABS/LABS_n066_goal004.cnf,1.0,0.24,0.04,2.0,2.74,2.2,2.22,2.02,0.1736526489257812,0.0241913795471191,0.1519005298614502
instances/Sat_Data/LABS/LABS_n066_goal010.cnf,1.0,0.23,0.04,0.48,2.7,2.2,2.22,2.01,0.1844990253448486,0.0248804092407226,0.1392061710357666
instances/Sat_Data/LABS/LABS_n067_goal008.cnf,1.0,0.26,0.03,2.0,2.67,2.23,2.23,2.01,0.1976954936981201,0.0344305038452148,0.1619577407836914
instances/Sat_Data/LABS/LABS_n067_goal009.cnf,1.0,0.25,0.04,0.76,2.67,2.22,2.23,2.0,0.1708190441131591,0.0260536670684814,0.1585900783538818
instances/Sat_Data/LABS/LABS_n069_goal009.cnf,1.0,0.27,0.04,1.63,2.73,2.25,2.24,2.0,0.1895115375518798,0.0374066829681396,0.1756844520568847
instances/Sat_Data/LABS/LABS_n071_goal003.cnf,1.0,0.3,0.04,2.0,2.8,2.25,2.26,2.02,0.2347772121429443,0.0304408073425292,0.2108871936798095
instances/Sat_Data/LABS/LABS_n072_goal001.cnf,1.0,0.31,0.05,1.99,2.93,2.26,2.27,2.01,0.2503459453582763,0.0312421321868896,0.2217922210693359
instances/Sat_Data/LABS/LABS_n072_goal005.cnf,1.0,0.31,0.05,1.99,2.91,2.29,2.27,2.0,0.2477400302886963,0.0321183204650878,0.2221291065216064
instances/Sat_Data/LABS/LABS_n074_goal007.cnf,1.0,0.34,0.05,2.0,2.92,2.31,2.3,2.02,0.2739877700805664,0.0359148979187011,0.2411162853240966
instances/Sat_Data/LABS/LABS_n074_goal008.cnf,1.0,0.34,0.05,2.0,2.91,2.3,2.3,2.04,0.3030750751495361,0.0359485149383544,0.2361640930175781
instances/Sat_Data/LABS/LABS_n075_goal003.cnf,1.0,0.36,0.05,2.0,3.06,2.31,2.31,2.0,0.3234951496124267,0.0366930961608886,0.2968547344207763
instances/Sat_Data/LABS/LABS_n075_goal009.cnf,1.0,0.35,0.05,2.0,3.02,2.31,2.3,2.02,0.283027172088623,0.0380418300628662,0.2502312660217285
instances/Sat_Data/LABS/LABS_n076_goal006.cnf,1.0,0.36,0.06,2.01,2.95,2.32,2.31,2.01,0.3995661735534668,0.0385990142822265,0.2973055839538574
instances/Sat_Data/LABS/LABS_n076_goal007.cnf,1.0,0.36,0.06,2.01,2.94,2.3,2.31,2.02,0.4063637256622314,0.0425870418548584,0.3032979965209961
instances/Sat_Data/LABS/LABS_n077_goal001.cnf,1.0,0.38,0.06,2.0,3.06,2.33,2.34,2.01,0.4258041381835937,0.0396037101745605,0.3301360607147217
instances/Sat_Data/LABS/LABS_n079_goal005.cnf,1.0,0.41,0.06,2.0,3.3,2.36,2.36,2.0,0.3748865127563476,0.0444509983062744,0.3417220115661621
instances/Sat_Data/LABS/LABS_n079_goal006.cnf,1.0,0.42,0.06,2.0,3.29,2.36,2.36,2.02,0.3716440200805664,0.044708251953125,0.3408353328704834
instances/Sat_Data/LABS/LABS_n010_goal006.cnf,1.0,0.0,0.0,0.0,0.01,2.15,2.34,2.0,0.0102806091308593,0.0016353130340576,0.0087265968322753
instances/Sat_Data/LABS/LABS_n011_goal005.cnf,1.0,0.0,0.0,0.0,0.01,2.13,2.41,2.0,0.0065779685974121,0.0027828216552734,0.0041995048522949
instances/Sat_Data/LABS/LABS_n011_goal008.cnf,1.0,0.0,0.0,0.0,0.01,2.13,2.37,2.0,9.918212890625e-05,7.510185241699219e-05,5.4836273193359375e-05
instances/Sat_Data/LABS/LABS_n011_goal007.cnf,1.0,0.0,0.0,0.0,0.01,2.13,2.38,2.0,0.0057692527770996,0.0014424324035644,0.0045931339263916
instances/Sat_Data/LABS/LABS_n012_goal004.cnf,1.0,0.0,0.0,0.0,0.01,2.13,2.35,2.0,0.0065395832061767,0.0025684833526611,0.0060672760009765
instances/Sat_Data/LABS/LABS_n010_goal002.cnf,1.0,0.0,0.0,0.0,0.01,2.15,2.36,2.0,0.0093319416046142,0.0016064643859863,0.0055315494537353
instances/Sat_Data/LABS/LABS_n016_goal007.cnf,1.0,0.0,0.0,0.0,0.04,2.07,2.32,2.0,0.0064525604248046,0.0015254020690917,0.004993200302124
instances/Sat_Data/LABS/LABS_n017_goal002.cnf,1.0,0.0,0.0,0.01,0.06,2.06,2.31,2.0,0.0090613365173339,0.0025861263275146,0.006664752960205
instances/Sat_Data/LABS/LABS_n017_goal003.cnf,1.0,0.0,0.0,0.01,0.06,2.08,2.3,2.0,0.0074021816253662,0.0020842552185058,0.0086183547973632
instances/Sat_Data/LABS/LABS_n019_goal001.cnf,1.0,0.0,0.0,0.19,0.09,2.06,2.3,2.0,0.010944128036499,0.0020091533660888,0.0070576667785644
instances/Sat_Data/LABS/LABS_n020_goal003.cnf,1.0,0.0,0.0,0.01,0.1,2.05,2.28,2.0,0.008218765258789,0.0026178359985351,0.0071208477020263
instances/Sat_Data/LABS/LABS_n021_goal003.cnf,1.0,0.0,0.0,0.01,0.12,2.04,2.27,2.0,0.0110259056091308,0.0016860961914062,0.0089225769042968
instances/Sat_Data/LABS/LABS_n022_goal003.cnf,1.0,0.01,0.0,0.05,0.13,2.07,2.23,2.0,0.0096302032470703,0.0018391609191894,0.0074963569641113
instances/Sat_Data/LABS/LABS_n024_goal003.cnf,1.0,0.01,0.0,0.1,0.18,2.04,2.22,2.0,0.0105464458465576,0.0023822784423828,0.0079407691955566
instances/Sat_Data/LABS/LABS_n025_goal001.cnf,1.0,0.01,0.0,1.52,0.2,2.04,2.21,2.0,0.009164810180664,0.0026009082794189,0.009204626083374
instances/Sat_Data/LABS/LABS_n027_goal005.cnf,1.0,0.01,0.0,0.04,0.25,2.05,2.22,2.0,0.0113558769226074,0.0031189918518066,0.0097453594207763
instances/Sat_Data/LABS/LABS_n027_goal006.cnf,1.0,0.01,0.0,0.03,0.25,2.04,2.16,2.0,0.0090584754943847,0.0023555755615234,0.0087990760803222
instances/Sat_Data/LABS/LABS_n028_goal003.cnf,1.0,0.01,0.01,0.46,0.28,2.04,2.19,2.0,0.0095977783203125,0.0021116733551025,0.0128219127655029
instances/Sat_Data/LABS/LABS_n028_goal005.cnf,1.0,0.01,0.0,0.03,0.28,2.04,2.22,2.0,0.0120019912719726,0.0023958683013916,0.0111064910888671
instances/Sat_Data/LABS/LABS_n029_goal005.cnf,1.0,0.01,0.01,0.04,0.31,2.04,2.17,2.0,0.0111377239227294,0.0025413036346435,0.011702537536621
instances/Sat_Data/LABS/LABS_n031_goal002.cnf,1.0,0.02,0.0,1.99,0.41,2.05,2.15,2.0,0.0139591693878173,0.002871036529541,0.0145890712738037
instances/Sat_Data/LABS/LABS_n031_goal007.cnf,1.0,0.02,0.0,0.04,0.38,2.04,2.16,2.0,0.014014720916748,0.0027830600738525,0.0130202770233154
instances/Sat_Data/LABS/LABS_n031_goal008.cnf,1.0,0.02,0.0,0.04,0.37,2.05,2.15,2.0,0.0126256942749023,0.0027616024017333,0.013934850692749
instances/Sat_Data/LABS/LABS_n033_goal009.cnf,1.0,0.02,0.01,0.05,0.44,2.05,2.13,2.0,0.0157098770141601,0.0032124519348144,0.0153257846832275
instances/Sat_Data/LABS/LABS_n034_goal007.cnf,1.0,0.03,0.0,0.06,0.51,2.05,2.13,2.0,0.0161855220794677,0.0035624504089355,0.0128464698791503
instances/Sat_Data/LABS/LABS_n035_goal010.cnf,1.0,0.03,0.01,0.06,0.51,2.06,2.11,2.0,0.0154986381530761,0.003861665725708,0.0126855373382568
instances/Sat_Data/LABS/LABS_n036_goal005.cnf,1.0,0.03,0.01,0.08,0.61,2.04,2.09,2.0,0.0199525356292724,0.0039353370666503,0.0157206058502197
instances/Sat_Data/LABS/LABS_n037_goal006.cnf,1.0,0.04,0.0,0.09,0.66,2.05,2.08,2.0,0.0188996791839599,0.0043230056762695,0.0153155326843261
instances/Sat_Data/LABS/LABS_n038_goal004.cnf,1.0,0.04,0.01,1.99,0.72,2.05,2.08,2.0,0.0213580131530761,0.0045161247253417,0.017493724822998
instances/Sat_Data/LABS/LABS_n038_goal010.cnf,1.0,0.04,0.01,0.08,0.69,2.05,2.08,2.0,0.018773078918457,0.0046977996826171,0.0153491497039794
instances/Sat_Data/LABS/LABS_n039_goal002.cnf,1.0,0.05,0.0,1.99,0.79,2.06,2.09,2.0,0.0253617763519287,0.0047488212585449,0.020859956741333
instances/Sat_Data/LABS/LABS_n040_goal005.cnf,1.0,0.05,0.0,0.13,0.85,2.06,2.09,2.0,0.0269074440002441,0.0051600933074951,0.0214641094207763
instances/Sat_Data/LABS/LABS_n040_goal009.cnf,1.0,0.05,0.0,0.1,0.83,2.06,2.1,2.0,0.0256743431091308,0.005462646484375,0.0204913616180419
instances/Sat_Data/LABS/LABS_n041_goal009.cnf,1.0,0.05,0.01,0.11,0.88,2.07,2.07,2.0,0.0240876674652099,0.005871295928955,0.0199251174926757
instances/Sat_Data/LABS/LABS_n042_goal003.cnf,1.0,0.06,0.01,2.0,0.97,2.07,2.09,2.0,0.0290548801422119,0.0060138702392578,0.0251734256744384
instances/Sat_Data/LABS/LABS_n042_goal004.cnf,1.0,0.06,0.01,2.0,0.97,2.07,2.08,2.0,0.0307755470275878,0.0061838626861572,0.0250582695007324
instances/Sat_Data/LABS/LABS_n042_goal006.cnf,1.0,0.05,0.01,0.14,0.98,2.07,2.08,2.0,0.029689073562622,0.0062294006347656,0.0239593982696533
instances/Sat_Data/LABS/LABS_n043_goal004.cnf,1.0,0.06,0.01,1.99,1.05,2.07,2.08,2.0,0.0372259616851806,0.0065867900848388,0.0279262065887451
instances/Sat_Data/LABS/LABS_n043_goal009.cnf,1.0,0.06,0.0,0.13,1.02,2.07,2.1,2.0,0.0333383083343505,0.006730318069458,0.0251314640045166
instances/Sat_Data/LABS/LABS_n044_goal003.cnf,1.0,0.06,0.01,2.0,1.13,2.07,2.07,2.0,0.0360829830169677,0.0069303512573242,0.0302076339721679
instances/Sat_Data/LABS/LABS_n044_goal007.cnf,1.0,0.06,0.01,0.14,1.12,2.07,2.07,2.0,0.0327908992767334,0.0072004795074462,0.027001142501831
instances/Sat_Data/LABS/LABS_n045_goal009.cnf,1.0,0.07,0.01,0.14,1.17,2.07,2.08,2.0,0.0363848209381103,0.0077159404754638,0.028533935546875
instances/Sat_Data/LABS/LABS_n045_goal010.cnf,1.0,0.07,0.01,0.15,1.16,2.06,2.09,2.0,0.0375730991363525,0.0078132152557373,0.0283281803131103
instances/Sat_Data/LABS/LABS_n046_goal002.cnf,1.0,0.07,0.01,2.0,1.29,2.06,2.09,2.0,0.0427384376525878,0.0080287456512451,0.03550386428833
instances/Sat_Data/LABS/LABS_n046_goal003.cnf,1.0,0.07,0.01,2.0,1.29,2.08,2.08,2.0,0.04337739944458,0.0080504417419433,0.0348052978515625
instances/Sat_Data/LABS/LABS_n046_goal007.cnf,1.0,0.07,0.01,0.15,1.27,2.07,2.08,2.0,0.0418024063110351,0.0081899166107177,0.0318453311920166
instances/Sat_Data/LABS/LABS_n046_goal008.cnf,1.0,0.08,0.0,0.16,1.26,2.07,2.08,2.0,0.0373585224151611,0.0082120895385742,0.031273603439331
instances/Sat_Data/LABS/LABS_n047_goal005.cnf,1.0,0.08,0.01,2.0,1.36,2.09,2.08,2.0,0.0457565784454345,0.0086531639099121,0.0346062183380126
instances/Sat_Data/LABS/LABS_n049_goal009.cnf,1.0,0.09,0.01,0.19,1.51,2.09,2.1,2.0,0.0485069751739501,0.009836196899414,0.0379800796508789
instances/Sat_Data/LABS/LABS_n050_goal005.cnf,1.0,0.1,0.01,1.99,1.64,2.1,2.1,2.0,0.062579870223999,0.0105063915252685,0.0482978820800781
instances/Sat_Data/LABS/LABS_n050_goal006.cnf,1.0,0.1,0.01,2.0,1.63,2.1,2.1,2.01,0.0560972690582275,0.0114269256591796,0.0451223850250244
instances/Sat_Data/LABS/LABS_n050_goal009.cnf,1.0,0.1,0.01,0.21,1.61,2.09,2.11,2.01,0.051102876663208,0.0103638172149658,0.0433094501495361
instances/Sat_Data/LABS/LABS_n053_goal001.cnf,1.0,0.12,0.02,2.0,1.95,2.12,2.12,2.0,0.0715997219085693,0.0117514133453369,0.0625436305999755
instances/Sat_Data/LABS/LABS_n053_goal010.cnf,1.0,0.11,0.02,0.28,1.89,2.11,2.11,2.0,0.0645794868469238,0.0197899341583251,0.0545365810394287
instances/Sat_Data/LABS/LABS_n054_goal003.cnf,1.0,0.13,0.01,2.0,2.07,2.12,2.12,2.0,0.0836672782897949,0.0127027034759521,0.0709764957427978
instances/Sat_Data/LABS/LABS_n054_goal006.cnf,1.0,0.12,0.02,2.0,2.05,2.13,2.13,2.01,0.07161545753479,0.0128653049468994,0.0627210140228271
instances/Sat_Data/LABS/LABS_n054_goal007.cnf,1.0,0.12,0.02,0.51,2.04,2.13,2.13,2.01,0.0704498291015625,0.0127589702606201,0.0605654716491699
instances/Sat_Data/LABS/LABS_n055_goal003.cnf,1.0,0.14,0.01,2.0,2.17,2.13,2.12,2.02,0.0906603336334228,0.0135538578033447,0.071570873260498
instances/Sat_Data/LABS/LABS_n055_goal007.cnf,1.0,0.13,0.02,0.82,2.17,2.13,2.13,2.01,0.0841338634490966,0.0137488842010498,0.0639131069183349
instances/Sat_Data/LABS/LABS_n056_goal010.cnf,1.0,0.13,0.02,0.29,2.26,2.13,2.13,2.0,0.081554889678955,0.0145275592803955,0.065256118774414
instances/Sat_Data/LABS/LABS_n057_goal009.cnf,1.0,0.15,0.02,0.32,2.39,2.13,2.14,2.0,0.0921735763549804,0.0154824256896972,0.0744869709014892
instances/Sat_Data/LABS/LABS_n058_goal001.cnf,1.0,0.16,0.02,2.01,2.45,2.14,2.14,2.0,0.1115462779998779,0.0159788131713867,0.0895392894744873
instances/Sat_Data/LABS/LABS_n058_goal002.cnf,1.0,0.17,0.03,2.0,2.45,2.12,2.16,2.0,0.1139795780181884,0.0159699916839599,0.0892648696899414
instances/Sat_Data/LABS/LABS_n060_goal001.cnf,1.0,0.19,0.02,1.99,2.45,2.16,2.16,2.0,0.1155707836151123,0.017244815826416,0.1020653247833252
instances/Sat_Data/LABS/LABS_n061_goal003.cnf,1.0,0.19,0.04,1.99,2.59,2.16,2.16,2.0,0.1287510395050048,0.0185668468475341,0.104478120803833
instances/Sat_Data/LABS/LABS_n061_goal004.cnf,1.0,0.19,0.04,2.0,2.56,2.16,2.16,2.0,0.1169695854187011,0.018735647201538,0.1022577285766601
instances/Sat_Data/LABS/LABS_n061_goal006.cnf,1.0,0.19,0.03,1.99,2.56,2.17,2.16,2.02,0.1143045425415039,0.0190436840057373,0.1009626388549804
instances/Sat_Data/LABS/LABS_n061_goal008.cnf,1.0,0.19,0.03,1.99,2.54,2.18,2.16,2.0,0.1123712062835693,0.0191600322723388,0.0977473258972168
instances/Sat_Data/LABS/LABS_n069_goal008.cnf,1.0,0.29,0.04,2.0,2.74,2.25,2.24,2.0,0.1952192783355713,0.0290627479553222,0.1725249290466308
instances/Sat_Data/LABS/LABS_n072_goal002.cnf,1.0,0.31,0.05,2.0,2.93,2.28,2.28,2.0,0.2497045993804931,0.0390982627868652,0.2277359962463379
instances/Sat_Data/LABS/LABS_n073_goal002.cnf,1.0,0.32,0.06,1.99,2.82,2.3,2.29,2.0,0.2945144176483154,0.0331645011901855,0.2400779724121093
