@RELATION FEATURE_VALUES-SAT11-RANDOM

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1.0,10000.0,42000.0,9738.0,41704.0,0.0269,0.0071,0.2335,0.4959,0.5878,0.0,1.0,0.7173,0.0003,0.0651,0.0003,0.0005,0.1632,0.0,0.0,0.9631,0.0003,0.2909,0.0,0.0008,2.7183,0.2289,0.1728,0.0,1.0,3.3756,0.0002,0.4008,0.0,0.0005,2.3276,0.4904,0.0006,0.2945,0.0,0.0018,0.0005,0.2465,0.0001,0.0012,2.9745,0.1023,0.2465,0.0417,0.4,2.258,5.1082,0.0608,5.0,6.0,0.3428,18.9138,0.3514,9.0,42.0,29.0,11.0,22.0,14.0,18.0,54.5401,0.18,31.125,86.4,66.6667,42.6667,61.0,48.3,52.8276,0.3957,0.5805,0.0002,1.0,0.7086,0.0868,0.5734,0.2041,0.3882,0.0937,0.6531,0.0026,0.8861,0.1774,0.028,0.1269,0.0482,0.0805,247.647,0.1334,2120.29,0.0147,2119.0,2086.0,2153.0,0.546,0.1978,0.8422,0.009,211.05,1.517,2027.3,0.2358,2129.0,2076.0,2170.0,0.1698,2.9073,0.8562,0.1593,0.2385,0.2896,141.63002,60.319546,-0.0,536.45294,-0.0,86.91543,536.9129,-0.0,-0.0,-0.0,658.1763,177.24184,-0.0,-0.0,517.9183,477.31003
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1.0,600.0,2556.0,587.0,2544.0,0.0221,0.0047,0.2307,0.5022,0.5818,0.0,1.0,0.7077,0.0052,0.0615,0.0051,0.0068,0.1556,0.0,0.0,0.9638,0.0052,0.2846,0.002,0.0126,2.6853,0.2187,0.1697,0.0,1.0,3.316,0.0025,0.3746,0.0004,0.0059,2.2579,0.4914,0.0103,0.2809,0.0039,0.0236,0.0079,0.2418,0.0028,0.0181,2.9616,0.1049,0.2397,0.0476,0.2527,2.2574,4.0,0.0,4.0,4.0,0.0,3819.2857,0.029,3630.0,4008.0,4008.0,3630.0,3911.0,3755.0,3802.0,32.055,0.0437,30.0062,34.9217,34.9217,30.0062,32.326,31.0642,32.1982,0.3971,0.5707,0.0007,1.0,0.7007,0.0712,0.5784,0.2263,0.3897,0.086,0.6418,0.0034,0.299,0.1657,0.0263,0.1169,0.0421,0.077,19.4681,0.4516,129.78,0.0685,130.0,119.0,141.0,0.8761,0.215,0.846,0.0401,15.5496,0.2682,129.967,0.0657,130.0,119.0,141.0,0.2993,0.3494,0.8359,0.0322,0.3104,0.5347,11.587736,4.5507603,-0.0,41.425068,-0.0,5.476564,39.9962,-0.0,-1.3473083e-06,-0.0,48.622147,13.380749,-0.0,-2.0580824e-06,39.101498,35.306442
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1.0,150.0,3195.0,150.0,3195.0,0.0,0.0,0.0469,0.3718,0.6502,0.2,1.0,0.8226,0.0333,0.0,0.0333,0.0333,0.0,0.0,0.0,0.0,0.0333,0.0977,0.0254,0.0404,3.5297,0.0752,0.0574,0.0,0.2661,2.8468,0.006,0.2358,0.0034,0.011,2.812,0.1793,0.0438,0.0265,0.0401,0.046,0.0811,0.06,0.0629,0.1011,4.1479,0.0811,0.066,0.0645,0.1043,0.9226,3.0,0.0,3.0,3.0,0.0,4174.5714,0.0238,4089.0,4389.0,4389.0,4089.0,4243.0,4094.0,4136.0,31.7705,0.0415,30.1514,34.347,34.347,30.1514,32.8145,30.5198,31.4145,0.1555,0.7163,0.0003,0.4691,0.3135,0.0269,0.2433,0.0616,0.1353,0.0018,0.6932,0.0004,0.007,0.0037,0.0005,0.0023,0.0009,0.0014,12.68,0.247,29.7138,0.1427,30.0,24.0,35.0,1.4739,0.2371,0.8664,0.0666,11.5634,0.255,29.7261,0.1431,30.0,24.0,35.0,0.9956,0.4384,0.8545,0.0682,0.5399,0.6833,2.505786,0.89111686,-1.6169054e-07,6.491018,-0.0,0.023411082,4.531873,-0.016180769,-0.16908874,-0.08300317,5.7822695,1.2389139,-0.03624082,-0.13869601,5.87719,4.3340034
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1.0,60.0,5340.0,60.0,5340.0,0.0,0.0,0.0112,0.3134,0.6812,0.1429,1.0,1.0059,0.1167,0.0,0.1167,0.1167,0.0,0.0,0.0,0.0,0.1167,0.033,0.1069,0.1264,3.5743,0.0306,0.0221,0.0016,0.0894,1.9977,0.0073,0.1654,0.0041,0.0109,2.9147,0.0625,0.011,0.0,0.011,0.011,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4506.2,0.011,4464.0,4603.0,4603.0,4464.0,4499.0,4478.0,4487.0,22.9208,0.0144,22.4852,23.4932,23.4932,22.4852,23.0027,22.8044,22.8186,0.0619,0.6969,0.0034,0.1734,0.1307,0.0143,0.0978,0.0294,0.0466,0.0001,0.3249,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0001,7.9314,0.2706,10.4415,0.2165,10.0,8.0,13.0,2.1079,0.3195,0.8849,0.1076,7.4636,0.2833,10.4431,0.2183,10.0,8.0,13.0,1.8731,0.4284,0.8751,0.1101,0.6896,0.7692,1.0130541,0.41707397,-1.9851963e-05,4.6779785,-0.0,0.22897239,4.02727,-0.05918297,-0.16025922,-0.037817877,4.9564266,1.4426346,-0.15849173,-0.16199002,3.9753878,3.505773
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1.0,50000.0,210000.0,48710.0,208528.0,0.0265,0.0071,0.2336,0.4953,0.5876,0.0,1.0,0.7153,0.0001,0.0649,0.0001,0.0001,0.1609,0.0,0.0,0.964,0.0001,0.2894,0.0,0.0002,2.7143,0.2287,0.1697,0.0,1.0,3.3734,0.0,0.4015,0.0,0.0001,2.3319,0.4908,0.0001,0.2932,0.0,0.0004,0.0001,0.244,0.0,0.0003,2.9627,0.102,0.242,0.0339,0.3333,2.2439,6.0,0.0,6.0,6.0,0.0,2.7033,0.6265,1.0,8.0,5.0,1.0,4.0,1.0,2.0,99.8759,0.3989,6.0,255.0,156.0,59.6,118.0,72.8,93.3333,0.3957,0.5733,0.0,1.0,0.7049,0.088,0.5718,0.2078,0.39,0.0927,0.6513,0.0014,0.7992,0.1751,0.0282,0.1247,0.0477,0.0798,2075.0,0.0,10567.0,0.0,10567.0,10567.0,10567.0,1.0447,0.0,0.8754,0.0,1790.33,0.4482,10650.3,0.0031,10658.0,10614.0,10658.0,0.4779,0.8561,0.8625,0.0349,0.2276,0.2521,698.7992,297.498,-0.0,2645.9807,-0.0,430.06006,2650.3184,-0.0,-0.0,-0.0,3248.2537,874.24384,-0.0,-0.0,2555.4255,2355.8042
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1.0,60.0,5340.0,60.0,5340.0,0.0,0.0,0.0112,0.3108,0.6797,0.1429,1.0,0.9959,0.1167,0.0,0.1167,0.1167,0.0,0.0,0.0,0.0,0.1167,0.0402,0.1056,0.13,3.7534,0.0288,0.0215,0.0,0.1029,1.9589,0.0079,0.1613,0.0043,0.011,3.1314,0.068,0.011,0.0,0.011,0.011,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4521.4,0.0106,4472.0,4609.0,4609.0,4472.0,4521.0,4485.0,4520.0,22.8636,0.0107,22.5229,23.274,23.274,22.5229,22.9084,22.7422,22.8706,0.0583,0.7196,0.0003,0.1963,0.1141,0.0077,0.0921,0.0254,0.0473,0.0001,0.4182,0.0,0.0002,0.0001,0.0,0.0001,0.0,0.0001,7.8043,0.2731,10.5195,0.2205,10.0,8.0,14.0,2.1288,0.3202,0.8879,0.1057,7.3822,0.2846,10.4559,0.2157,10.0,8.0,13.0,1.8712,0.431,0.8738,0.1089,0.689,0.7615,1.0142151,0.41752076,-1.9604227e-05,4.681654,-0.0,0.229393,4.0310717,-0.059045363,-0.16028701,-0.037659843,4.9607563,1.4442091,-0.15841179,-0.16203594,3.9787626,3.5089476
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1.0,200.0,17000.0,200.0,17000.0,0.0,0.0,0.0118,0.3157,0.6744,0.1429,1.0,1.0092,0.035,0.0,0.035,0.035,0.0,0.0,0.0,0.0,0.035,0.0364,0.0317,0.0386,4.1346,0.0346,0.0257,0.0,0.1378,2.1732,0.0023,0.1522,0.0014,0.0031,3.086,0.0649,0.0117,0.0,0.0117,0.0117,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,3774.0,0.0263,3640.0,3883.0,3883.0,3640.0,3883.0,3719.0,3854.0,56.914,0.011,56.1715,57.9055,57.9055,56.1715,57.9055,56.7825,56.7964,0.0701,0.7154,0.0004,0.2554,0.1439,0.0133,0.1018,0.0286,0.0628,0.0001,0.3474,0.0,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,17.9329,0.2006,33.3103,0.1367,33.0,28.0,39.0,1.598,0.2578,0.8676,0.0605,18.0451,0.2054,33.3663,0.1371,33.0,28.0,39.0,1.2754,0.4191,0.8698,0.059,0.6273,0.7141,3.7459278,1.3087798,-0.0,8.20844,-0.0,-0.0745449,5.3229938,-0.0017301101,-0.14173509,-0.13134846,6.8763084,1.3041834,-0.0026170954,-0.09244057,7.9039054,5.452608
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1.0,10000.0,42000.0,9756.0,41730.0,0.025,0.0065,0.2338,0.4976,0.5875,0.0,1.0,0.704,0.0003,0.0605,0.0003,0.0005,0.1472,0.0,0.0,0.9674,0.0003,0.2881,0.0001,0.0009,2.7068,0.2281,0.173,0.0,1.0,3.3694,0.0002,0.4043,0.0,0.0005,2.3351,0.4901,0.0006,0.2908,0.0001,0.0019,0.0005,0.2428,0.0001,0.0011,2.9609,0.1026,0.245,0.0426,0.3333,2.2515,5.0107,0.0206,5.0,6.0,0.0593,18.2087,0.2927,9.0,35.0,25.0,12.0,22.0,14.0,18.0,52.396,0.174,30.1905,80.6875,64.4,40.9,57.6842,46.3636,52.2308,0.3903,0.5813,0.0,1.0,0.7009,0.0855,0.562,0.2039,0.3834,0.0918,0.6567,0.0013,0.5127,0.174,0.0275,0.1226,0.0469,0.0786,278.188,0.0962,2130.38,0.009,2125.5,2106.0,2151.0,0.5522,0.1374,0.8443,0.0089,200.476,0.9464,2032.14,0.2295,2133.0,2097.0,2158.0,0.151,2.7588,0.8454,0.106,0.2394,0.3062,140.85417,60.034084,-0.0,533.85406,-0.0,86.5673,534.4294,-0.0,-0.0,-0.0,655.0638,176.44572,-0.0,-0.0,515.3679,475.0482
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1.0,75.0,1597.0,75.0,1597.0,0.0,0.0,0.047,0.3763,0.6337,0.2,1.0,0.8242,0.0667,0.0,0.0667,0.0667,0.0,0.0,0.0,0.0,0.0667,0.0864,0.0513,0.0808,3.2568,0.0827,0.0603,0.0,0.2661,2.7783,0.0126,0.2108,0.0056,0.0188,2.7019,0.1891,0.0463,0.0042,0.0457,0.0463,0.1573,0.0568,0.1302,0.1879,4.0471,0.151,0.048,0.1302,0.1763,1.1678,2.1081,0.1473,2.0,3.0,0.3425,4393.8571,0.0105,4305.0,4457.0,4457.0,4305.0,4432.0,4365.0,4408.0,18.9715,0.0254,18.3645,19.8551,19.8551,18.3645,19.4458,18.5726,18.7938,0.1683,0.6672,0.0005,0.4747,0.3249,0.028,0.2492,0.0862,0.1665,0.0018,0.5858,0.0004,0.0061,0.003,0.0007,0.0023,0.001,0.0015,7.4321,0.3038,15.2119,0.1885,15.0,12.0,19.0,1.7423,0.2655,0.8849,0.0886,6.4296,0.3148,15.1962,0.1876,15.0,12.0,19.0,1.3301,0.4208,0.8629,0.0912,0.5874,0.7186,1.2402743,0.48853704,-1.4874605e-06,5.2566547,-0.0,0.27622724,4.551717,-0.04013725,-0.16513328,-0.021299906,5.591748,1.638773,-0.14310622,-0.16646767,4.5264926,3.9719481
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1.0,5000.0,21000.0,4894.0,20901.0,0.0217,0.0047,0.2342,0.4956,0.5853,0.0,1.0,0.7017,0.0006,0.0621,0.0006,0.001,0.1471,0.0,0.0,0.9683,0.0006,0.2903,0.0002,0.0016,2.7051,0.2263,0.1708,0.0,1.0,3.3393,0.0003,0.3998,0.0,0.0009,2.3363,0.4983,0.0013,0.2933,0.0004,0.0033,0.0009,0.2439,0.0002,0.0022,2.963,0.1029,0.2456,0.0426,0.3333,2.2574,5.0,0.0,5.0,5.0,0.0,47.3097,0.3509,23.0,123.0,67.0,33.0,52.0,37.0,42.0,42.2061,0.0935,31.4902,55.0,47.1081,36.9412,44.4528,39.7,42.2353,0.3915,0.5833,0.0002,1.0,0.7068,0.0833,0.5631,0.2062,0.3867,0.0919,0.6412,0.0029,0.5276,0.1716,0.0278,0.1234,0.0476,0.0798,153.359,1.1845,1053.7,0.1286,1067.5,1038.0,1094.0,0.6369,0.5637,0.869,0.2361,89.5857,0.1826,1067.24,0.021,1064.0,1040.0,1095.0,0.1038,0.6127,0.8278,0.0123,0.2499,0.3525,70.252945,29.960957,-0.0,266.4397,-0.0,43.030773,266.47995,-0.0,-0.0,-0.0,326.65976,88.07446,-0.0,-0.0,257.057,236.8718
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1.0,150.0,3195.0,150.0,3195.0,0.0,0.0,0.0469,0.3758,0.6532,0.2,1.0,0.8342,0.0333,0.0,0.0333,0.0333,0.0,0.0,0.0,0.0,0.0333,0.1002,0.0216,0.0416,3.5632,0.0837,0.0623,0.0,0.28,2.9279,0.006,0.227,0.0028,0.0091,2.7954,0.1803,0.0438,0.0269,0.0401,0.046,0.081,0.0624,0.0645,0.0973,4.1868,0.0808,0.0678,0.065,0.1025,0.9374,3.0,0.0,3.0,3.0,0.0,4157.0,0.0285,4047.0,4352.0,4352.0,4047.0,4331.0,4077.0,4087.0,31.764,0.0396,30.2136,33.8752,33.8752,30.2136,33.2699,30.8556,31.2691,0.1708,0.6968,0.0018,0.4959,0.3542,0.0287,0.2468,0.067,0.1573,0.0019,0.899,0.0002,0.0158,0.0035,0.0007,0.0022,0.001,0.0015,12.0462,0.2659,29.8413,0.1444,30.0,24.0,35.0,1.4705,0.2448,0.8664,0.0669,10.9476,0.2736,29.8267,0.1441,30.0,24.0,35.0,1.0015,0.4333,0.856,0.0683,0.5418,0.6843,2.2103374,0.81662494,-0.0,6.592704,-0.0,0.15353422,5.055501,-0.016806537,-0.16417585,-0.026315821,6.3126388,1.575183,-0.05779016,-0.16251047,5.797581,4.5934067
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1.0,500.0,2130.0,486.0,2116.0,0.0288,0.0066,0.2297,0.4949,0.5893,0.0,1.0,0.7345,0.0063,0.0671,0.0062,0.0103,0.177,0.0,0.0,0.9579,0.0063,0.2806,0.0024,0.0128,2.6854,0.2302,0.1651,0.0,0.7647,3.3442,0.003,0.3971,0.0005,0.0085,2.3213,0.4887,0.0123,0.2771,0.0047,0.0241,0.0094,0.2344,0.0038,0.0208,2.9439,0.1069,0.2449,0.0455,0.2889,2.2754,4.0,0.0,4.0,4.0,0.0,3889.5714,0.0215,3776.0,4045.0,4045.0,3776.0,3956.0,3832.0,3869.0,27.6969,0.0614,24.8242,30.4406,30.4406,24.8242,29.5889,26.9931,27.3732,0.3908,0.576,0.005,0.9161,0.6918,0.0817,0.5766,0.1985,0.394,0.0861,0.6744,0.0059,0.3513,0.1702,0.0267,0.1131,0.0432,0.0727,19.114,0.2429,106.978,0.0714,107.0,97.0,117.0,0.9355,0.2042,0.856,0.036,15.3626,0.2481,106.866,0.0753,107.0,97.0,117.0,0.3372,0.3969,0.8422,0.0372,0.3202,0.5317,11.110453,4.3524585,-0.0,39.309216,-0.0,5.06608,37.731697,-0.0,-5.6254e-06,-0.0,45.825275,12.619309,-0.0,-7.758543e-06,37.001854,33.291588
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1.0,600.0,2556.0,585.0,2543.0,0.0256,0.0051,0.23,0.5001,0.5846,0.0,1.0,0.7314,0.0052,0.0656,0.0051,0.0085,0.1684,0.0,0.0,0.9611,0.0052,0.2873,0.002,0.0102,2.7129,0.227,0.1658,0.0,1.0,3.2902,0.0026,0.4053,0.0004,0.0071,2.3636,0.4998,0.0103,0.2858,0.0039,0.0204,0.0079,0.2342,0.0031,0.0149,2.9414,0.1053,0.2378,0.0513,0.2222,2.2626,4.0,0.0,4.0,4.0,0.0,3789.5714,0.0248,3654.0,3949.0,3949.0,3654.0,3902.0,3743.0,3756.0,31.8895,0.0506,30.095,34.6451,34.6451,30.095,33.6197,30.4691,31.2469,0.3965,0.5696,0.003,1.0,0.7192,0.1013,0.5832,0.2165,0.3825,0.0873,0.6432,0.0064,0.2937,0.1704,0.0261,0.1188,0.0433,0.0747,20.9065,0.2754,128.939,0.0675,129.0,118.0,139.0,0.894,0.2131,0.8536,0.0392,16.9373,0.489,129.169,0.0699,129.0,118.0,140.0,0.3097,0.3477,0.8411,0.0404,0.3117,0.5263,12.1516,4.784008,-0.0,43.60124,-0.0,5.8497157,42.205456,-0.0,-1.5971074e-07,-0.0,51.390884,14.09512,-0.0,-6.182268e-07,41.276905,37.31422
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1.0,50.0,4450.0,50.0,4450.0,0.0,0.0,0.0112,0.307,0.6832,0.1429,1.0,0.9868,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0363,0.127,0.1566,3.4684,0.0293,0.023,0.0016,0.0875,1.9634,0.0081,0.1617,0.0052,0.0112,2.9015,0.0582,0.011,0.0,0.011,0.011,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4563.4,0.0086,4520.0,4619.0,4619.0,4520.0,4599.0,4526.0,4553.0,19.7501,0.0085,19.5414,20.0175,20.0175,19.5414,19.8076,19.5996,19.7841,0.0593,0.7648,0.0034,0.1709,0.1258,0.0077,0.0908,0.017,0.0558,0.0001,0.3555,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0001,6.8169,0.299,8.9034,0.2342,9.0,6.0,12.0,2.2121,0.338,0.8917,0.1145,6.3101,0.3042,8.9099,0.2336,9.0,6.0,12.0,1.9535,0.4292,0.8746,0.1183,0.7041,0.7731,1.0363728,0.4289089,-1.0908888e-05,4.7980113,-0.0,0.25222084,4.1726847,-0.053986482,-0.16169134,-0.031772513,5.1236587,1.5049465,-0.15645413,-0.16380441,4.0912695,3.6282988
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1.0,2000.0,40000.0,2000.0,40000.0,0.0,0.0,0.05,0.3758,0.6487,0.2,1.0,0.8319,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0025,0.1019,0.0015,0.0035,3.7154,0.0795,0.058,0.0,0.3889,3.0024,0.0005,0.2299,0.0002,0.0009,2.8646,0.1872,0.0091,0.0935,0.0057,0.0124,?,?,?,?,?,?,?,?,?,?,3.0,0.0,3.0,3.0,0.0,17.5082,0.2698,10.0,39.0,22.0,13.0,20.0,15.0,17.0,73.0454,0.1608,47.5,108.3684,88.5,58.5556,80.1875,64.4737,72.1333,0.167,0.6649,0.0002,0.6389,0.3197,0.0307,0.2409,0.0769,0.151,0.0027,0.6744,0.0002,0.0231,0.0051,0.001,0.0035,0.0014,0.0022,113.588,0.6705,381.076,0.1015,386.0,360.0,404.0,0.9834,0.4483,0.8832,0.3324,84.4878,0.2829,376.122,0.1213,380.5,357.0,402.0,0.2591,1.0612,0.8406,0.0624,0.4614,0.5502,58.36247,28.684763,-0.0,18.795238,-0.0,-0.0,4.7758074,-0.0,-0.0,33.65498,-0.0,22.771881,-0.0,23.05783,59.21452,27.079535
