@RELATION SAT11-RANDOM-FeatureRuntime

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1.0,2.4,2.0,2.07,2.01,2.89,0.5,1.85,2.2,0.04,2.14,0.0052895545959472
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.1,0.05,0.0,0.02,2.49,0.0,2.21,0.0014703273773193
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.04,0.03,0.0,0.02,2.44,0.0,2.24,0.0015416145324707
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1.0,0.0,1.98,2.0,0.03,0.04,0.0,0.02,2.48,0.0,2.27,0.0016753673553466
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1.0,1.68,1.99,2.05,2.01,2.37,0.42,1.44,2.23,0.02,2.12,0.0044527053833007
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1.0,0.03,1.99,2.0,2.01,60.01,0.07,0.57,2.19,0.0,2.1,0.0015649795532226
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.02,9.18,0.0,0.04,2.19,0.0,2.13,0.0018038749694824
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.01,5.21,0.0,0.02,2.22,0.0,1.68,0.0014536380767822
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.45,60.08,0.06,1.15,2.09,0.0,2.06,0.0021553039550781
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1.0,1.72,1.99,2.01,2.01,2.35,0.41,1.46,2.24,0.02,2.11,0.0044972896575927
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.68,51.28,0.03,0.28,2.18,0.0,2.1,0.0017716884613037
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.03,60.28,0.01,0.32,2.05,0.0,2.04,0.0020849704742431
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1.0,0.01,2.0,2.0,0.03,60.25,0.01,0.28,2.06,0.0,2.05,0.0019440650939941
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.7,50.72,0.03,0.27,2.18,0.0,2.12,0.0016167163848876
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1.0,0.07,1.99,2.0,2.01,0.39,0.06,0.22,2.44,0.0,2.12,0.0016238689422607
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1.0,0.01,1.98,2.0,2.01,60.01,0.06,0.47,2.18,0.01,2.11,0.0015859603881835
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.44,60.22,0.06,1.15,2.08,0.0,2.05,0.0020546913146972
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.04,0.03,0.0,0.02,2.51,0.0,2.26,0.0015835762023925
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1.0,0.0,2.01,2.0,0.03,13.25,0.0,0.05,2.14,0.0,2.12,0.0014028549194335
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.01,7.21,0.0,0.03,2.19,0.0,2.14,0.0016882419586181
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.02,60.07,0.0,0.24,2.07,0.0,2.05,0.0024356842041015
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.06,0.04,0.0,0.02,2.5,0.0,2.24,0.0014708042144775
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.04,13.46,0.0,0.05,2.17,0.0,2.12,0.0014936923980712
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.07,0.05,0.0,0.02,2.47,0.0,2.25,0.0014770030975341
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1.0,0.01,2.01,2.0,0.04,60.19,0.01,0.32,2.07,0.0,2.04,0.0019395351409912
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1.0,0.01,1.99,2.0,0.03,60.04,0.01,0.28,2.05,0.0,2.07,0.0018644332885742
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.07,0.05,0.0,0.02,2.5,0.0,2.24,0.0023961067199707
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.09,0.06,0.0,0.03,2.47,0.0,2.18,0.0014717578887939
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1.0,0.61,2.0,2.01,2.02,1.34,0.22,0.71,2.31,0.01,2.09,0.0034198760986328
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1.0,0.0,1.98,2.0,0.03,0.03,0.0,0.02,2.51,0.0,2.23,0.0014436244964599
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1.0,0.03,2.0,2.0,2.01,60.01,0.1,0.77,2.2,0.01,2.12,0.0019776821136474
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.05,60.02,0.01,0.36,2.06,0.0,2.06,0.0019056797027587
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.05,0.05,0.0,0.03,2.53,0.0,2.21,0.001511812210083
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.03,60.05,0.01,0.28,2.07,0.0,2.05,0.0018646717071533
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.08,0.05,0.0,0.03,2.48,0.0,2.21,0.0019443035125732
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.03,60.02,0.01,0.23,2.06,0.0,2.05,0.0213673114776611
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.12,0.07,0.0,0.03,2.51,0.0,2.2,0.0015883445739746
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1.0,0.02,2.0,2.0,0.74,60.04,0.08,1.41,2.1,0.0,2.05,0.0021030902862548
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1.0,0.03,1.98,2.0,2.01,60.01,0.08,0.56,2.22,0.0,2.1,0.0023353099822998
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1.0,0.01,2.0,2.0,2.01,60.01,0.05,0.46,2.17,0.01,2.08,0.0021572113037109
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1.0,4.36,1.99,2.19,2.02,3.93,0.72,2.57,2.22,0.05,2.18,0.0069451332092285
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.04,0.03,0.0,0.02,2.51,0.0,2.22,0.001471996307373
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.08,0.05,0.0,0.02,2.49,0.0,2.24,0.0016157627105712
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1.0,0.02,2.01,2.0,2.01,60.01,0.07,0.58,2.19,0.0,2.08,0.0018146038055419
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.05,60.03,0.01,0.36,2.07,0.01,2.07,0.0039663314819335
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.01,7.22,0.0,0.03,2.17,0.0,2.15,0.0014097690582275
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.03,60.21,0.01,0.29,2.06,0.0,2.07,0.0019960403442382
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.02,60.12,0.0,0.2,2.07,0.0,2.06,0.0018894672393798
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1.0,0.01,1.99,2.0,1.29,60.01,0.05,0.37,2.17,0.0,2.11,0.0015337467193603
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1.0,0.01,1.99,2.0,0.69,50.47,0.03,0.27,2.16,0.0,2.11,0.0014770030975341
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.05,0.05,0.0,0.02,2.46,0.0,2.2,0.0016977787017822
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.68,60.09,0.08,1.41,2.07,0.0,2.06,0.0022475719451904
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.03,0.03,0.0,0.01,2.56,0.0,2.24,0.001436710357666
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.04,0.04,0.0,0.02,2.47,0.0,2.25,0.0015110969543457
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.02,60.06,0.01,0.24,2.07,0.0,2.05,0.0018820762634277
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1.0,4.35,2.0,2.14,2.05,4.0,0.74,2.54,2.21,0.03,2.18,0.00700044631958
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.03,60.09,0.01,0.28,2.05,0.0,2.04,0.0019793510437011
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1.0,0.61,1.99,2.03,2.01,1.35,0.23,0.71,2.31,0.01,2.1,0.003063678741455
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.02,0.02,0.0,0.01,2.49,0.0,2.28,0.0019295215606689
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1.0,0.27,2.0,2.0,2.01,0.87,0.13,0.43,2.37,0.01,2.09,0.0022001266479492
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1.0,0.28,2.0,2.0,2.01,0.86,0.14,0.43,2.38,0.01,2.09,0.0026466846466064
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1.0,0.04,2.01,2.0,2.01,60.01,0.1,0.78,2.19,0.0,2.1,0.0020415782928466
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.01,60.13,0.0,0.2,2.06,0.0,2.05,0.0019004344940185
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.01,7.24,0.0,0.04,2.16,0.0,2.14,0.0020728111267089
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.0,5.28,0.0,0.02,2.18,0.0,1.7,0.0013909339904785
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.02,9.44,0.0,0.04,2.18,0.0,2.12,0.0014772415161132
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.07,0.05,0.0,0.02,2.49,0.0,2.21,0.001772403717041
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1.0,0.01,1.99,2.0,0.04,60.06,0.01,0.33,2.06,0.0,2.06,0.0018942356109619
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.03,0.03,0.0,0.02,2.53,0.0,2.25,0.0014379024505615
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1.0,0.02,1.99,2.0,1.35,0.19,0.02,0.1,2.46,0.01,2.16,0.0015130043029785
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1.0,0.0,1.98,2.0,0.02,60.12,0.01,0.24,2.07,0.0,2.05,0.0018260478973388
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.01,7.21,0.0,0.04,2.16,0.0,2.14,0.0014176368713378
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.02,60.14,0.01,0.24,2.06,0.0,2.05,0.0020103454589843
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.03,0.03,0.0,0.01,2.49,0.0,2.26,0.0016665458679199
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1.0,0.0,1.98,2.0,0.01,5.26,0.0,0.02,2.19,0.0,1.66,0.0022978782653808
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1.0,0.0,2.0,2.0,0.01,7.39,0.0,0.03,2.17,0.0,2.13,0.0019633769989013
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.03,60.19,0.01,0.28,2.06,0.0,2.03,0.0018625259399414
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.01,60.16,0.01,0.2,2.06,0.0,2.06,0.0023038387298583
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1.0,0.01,2.0,2.0,1.44,60.19,0.11,2.07,2.09,0.01,2.09,0.002392292022705
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.43,60.03,0.06,1.16,2.07,0.0,2.05,0.0021750926971435
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1.0,0.28,2.0,2.0,2.01,0.85,0.13,0.42,2.37,0.01,2.07,0.034050703048706
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.03,0.04,0.0,0.02,2.47,0.0,2.24,0.0014407634735107
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.07,0.05,0.0,0.02,2.51,0.0,2.22,0.0014972686767578
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.03,0.03,0.0,0.01,2.49,0.0,2.22,0.0015630722045898
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.02,9.37,0.0,0.04,2.17,0.0,2.12,0.0015041828155517
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.01,60.18,0.0,0.2,2.08,0.0,2.03,0.0018906593322753
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.03,11.42,0.0,0.05,2.15,0.0,2.13,0.0014553070068359
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1.0,3.26,2.0,2.08,2.02,3.4,0.64,2.17,2.22,0.03,2.14,0.0061264038085937
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.02,60.04,0.0,0.2,2.07,0.0,2.04,0.0018081665039062
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1.0,0.07,2.0,2.0,2.01,0.4,0.05,0.22,2.41,0.01,2.13,0.0016417503356933
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1.0,0.0,2.0,2.0,0.02,9.23,0.0,0.04,2.19,0.0,2.13,0.0016360282897949
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1.0,3.24,2.0,2.11,2.04,3.39,0.62,2.18,2.22,0.04,2.15,0.0061125755310058
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1.0,0.01,1.98,2.0,1.35,0.2,0.02,0.1,2.44,0.01,2.15,0.0016930103302001
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.04,0.04,0.0,0.02,2.45,0.0,2.24,0.0018820762634277
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1.0,0.01,2.0,2.0,0.68,60.13,0.08,1.43,2.08,0.0,2.06,0.0021297931671142
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1.0,0.01,2.0,2.0,1.31,60.01,0.05,0.37,2.21,0.0,2.1,0.001622200012207
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.07,0.05,0.0,0.02,2.51,0.0,2.22,0.0028343200683593
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.01,60.14,0.01,0.2,2.07,0.0,2.06,0.0017805099487304
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.01,7.27,0.0,0.03,2.16,0.0,2.11,0.0014021396636962
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1.0,0.0,1.99,2.0,0.02,9.38,0.0,0.04,2.17,0.0,2.13,0.0021677017211914
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1.0,0.0,1.99,2.0,0.08,0.05,0.0,0.03,2.5,0.0,2.23,0.0017616748809814
