@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC

@DATA
instances/Sat_Data/LABS/LABS_n062_goal009.cnf,1.0,0.19,0.02,0.0,0.0,0.47,2.53,2.15,2.16,2.02
instances/Sat_Data/LABS/LABS_n063_goal007.cnf,1.0,0.21,0.03,-0.0,-0.0,1.99,2.52,2.18,2.18,2.0
instances/Sat_Data/LABS/LABS_n065_goal004.cnf,1.0,0.22,0.03,0.0,0.0,2.0,2.62,2.22,2.19,2.0
instances/Sat_Data/LABS/LABS_n065_goal006.cnf,1.0,0.23,0.03,-0.0,-0.0,1.99,2.61,2.2,2.2,2.01
instances/Sat_Data/LABS/LABS_n066_goal004.cnf,1.0,0.24,0.04,-0.0,-0.0,2.0,2.74,2.2,2.22,2.02
instances/Sat_Data/LABS/LABS_n066_goal010.cnf,1.0,0.23,0.04,-0.0,-0.0,0.48,2.7,2.2,2.22,2.01
instances/Sat_Data/LABS/LABS_n067_goal008.cnf,1.0,0.26,0.03,-0.0,-0.0,2.0,2.67,2.23,2.23,2.01
instances/Sat_Data/LABS/LABS_n067_goal009.cnf,1.0,0.25,0.04,-0.0,-0.0,0.76,2.67,2.22,2.23,2.0
instances/Sat_Data/LABS/LABS_n069_goal009.cnf,1.0,0.27,0.04,-0.0,-0.0,1.63,2.73,2.25,2.24,2.0
instances/Sat_Data/LABS/LABS_n071_goal003.cnf,1.0,0.3,0.04,0.01,-0.0,2.0,2.8,2.25,2.26,2.02
instances/Sat_Data/LABS/LABS_n072_goal001.cnf,1.0,0.31,0.05,-0.0,-0.0,1.99,2.93,2.26,2.27,2.01
instances/Sat_Data/LABS/LABS_n072_goal005.cnf,1.0,0.31,0.05,-0.0,-0.0,1.99,2.91,2.29,2.27,2.0
instances/Sat_Data/LABS/LABS_n074_goal007.cnf,1.0,0.34,0.05,-0.0,-0.0,2.0,2.92,2.31,2.3,2.02
instances/Sat_Data/LABS/LABS_n074_goal008.cnf,1.0,0.34,0.05,-0.0,-0.0,2.0,2.91,2.3,2.3,2.04
instances/Sat_Data/LABS/LABS_n075_goal003.cnf,1.0,0.36,0.05,-0.0,-0.0,2.0,3.06,2.31,2.31,2.0
instances/Sat_Data/LABS/LABS_n075_goal009.cnf,1.0,0.35,0.05,-0.0,-0.0,2.0,3.02,2.31,2.3,2.02
instances/Sat_Data/LABS/LABS_n076_goal006.cnf,1.0,0.36,0.06,-0.0,-0.0,2.01,2.95,2.32,2.31,2.01
instances/Sat_Data/LABS/LABS_n076_goal007.cnf,1.0,0.36,0.06,-0.0,-0.0,2.01,2.94,2.3,2.31,2.02
instances/Sat_Data/LABS/LABS_n077_goal001.cnf,1.0,0.38,0.06,-0.0,-0.0,2.0,3.06,2.33,2.34,2.01
instances/Sat_Data/LABS/LABS_n079_goal005.cnf,1.0,0.41,0.06,-0.0,-0.0,2.0,3.3,2.36,2.36,2.0
instances/Sat_Data/LABS/LABS_n079_goal006.cnf,1.0,0.42,0.06,-0.0,-0.0,2.0,3.29,2.36,2.36,2.02
instances/Sat_Data/LABS/LABS_n010_goal006.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.01,2.15,2.34,2.0
instances/Sat_Data/LABS/LABS_n011_goal005.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.01,2.13,2.41,2.0
instances/Sat_Data/LABS/LABS_n011_goal008.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.01,2.13,2.37,2.0
instances/Sat_Data/LABS/LABS_n011_goal007.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.01,2.13,2.38,2.0
instances/Sat_Data/LABS/LABS_n012_goal004.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.01,2.13,2.35,2.0
instances/Sat_Data/LABS/LABS_n010_goal002.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.01,2.15,2.36,2.0
instances/Sat_Data/LABS/LABS_n016_goal007.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.04,2.07,2.32,2.0
instances/Sat_Data/LABS/LABS_n017_goal002.cnf,1.0,0.0,0.0,0.0,0.0,0.01,0.06,2.06,2.31,2.0
instances/Sat_Data/LABS/LABS_n017_goal003.cnf,1.0,0.0,0.0,0.0,0.0,0.01,0.06,2.08,2.3,2.0
instances/Sat_Data/LABS/LABS_n019_goal001.cnf,1.0,0.0,0.0,0.0,0.0,0.19,0.09,2.06,2.3,2.0
instances/Sat_Data/LABS/LABS_n020_goal003.cnf,1.0,0.0,0.0,0.0,0.0,0.01,0.1,2.05,2.28,2.0
instances/Sat_Data/LABS/LABS_n021_goal003.cnf,1.0,0.0,0.0,0.0,0.0,0.01,0.12,2.04,2.27,2.0
instances/Sat_Data/LABS/LABS_n022_goal003.cnf,1.0,0.01,0.0,0.0,0.0,0.05,0.13,2.07,2.23,2.0
instances/Sat_Data/LABS/LABS_n024_goal003.cnf,1.0,0.01,0.0,0.0,0.0,0.1,0.18,2.04,2.22,2.0
instances/Sat_Data/LABS/LABS_n025_goal001.cnf,1.0,0.01,0.0,0.0,0.0,1.52,0.2,2.04,2.21,2.0
instances/Sat_Data/LABS/LABS_n027_goal005.cnf,1.0,0.01,0.0,0.0,0.0,0.04,0.25,2.05,2.22,2.0
instances/Sat_Data/LABS/LABS_n027_goal006.cnf,1.0,0.01,0.0,0.0,0.0,0.03,0.25,2.04,2.16,2.0
instances/Sat_Data/LABS/LABS_n028_goal003.cnf,1.0,0.01,0.01,0.0,0.0,0.46,0.28,2.04,2.19,2.0
instances/Sat_Data/LABS/LABS_n028_goal005.cnf,1.0,0.01,0.0,0.0,0.0,0.03,0.28,2.04,2.22,2.0
instances/Sat_Data/LABS/LABS_n029_goal005.cnf,1.0,0.01,0.01,0.0,0.0,0.04,0.31,2.04,2.17,2.0
instances/Sat_Data/LABS/LABS_n031_goal002.cnf,1.0,0.02,0.0,0.0,0.0,1.99,0.41,2.05,2.15,2.0
instances/Sat_Data/LABS/LABS_n031_goal007.cnf,1.0,0.02,0.0,0.0,0.0,0.04,0.38,2.04,2.16,2.0
instances/Sat_Data/LABS/LABS_n031_goal008.cnf,1.0,0.02,0.0,0.0,0.0,0.04,0.37,2.05,2.15,2.0
instances/Sat_Data/LABS/LABS_n033_goal009.cnf,1.0,0.02,0.01,0.0,0.0,0.05,0.44,2.05,2.13,2.0
instances/Sat_Data/LABS/LABS_n034_goal007.cnf,1.0,0.03,0.0,0.0,0.0,0.06,0.51,2.05,2.13,2.0
instances/Sat_Data/LABS/LABS_n035_goal010.cnf,1.0,0.03,0.01,0.0,0.0,0.06,0.51,2.06,2.11,2.0
instances/Sat_Data/LABS/LABS_n036_goal005.cnf,1.0,0.03,0.01,0.0,0.0,0.08,0.61,2.04,2.09,2.0
instances/Sat_Data/LABS/LABS_n037_goal006.cnf,1.0,0.04,0.0,0.0,0.0,0.09,0.66,2.05,2.08,2.0
instances/Sat_Data/LABS/LABS_n038_goal004.cnf,1.0,0.04,0.01,0.0,0.0,1.99,0.72,2.05,2.08,2.0
instances/Sat_Data/LABS/LABS_n038_goal010.cnf,1.0,0.04,0.01,0.0,0.0,0.08,0.69,2.05,2.08,2.0
instances/Sat_Data/LABS/LABS_n039_goal002.cnf,1.0,0.05,0.0,0.0,0.0,1.99,0.79,2.06,2.09,2.0
instances/Sat_Data/LABS/LABS_n040_goal005.cnf,1.0,0.05,0.0,0.0,0.0,0.13,0.85,2.06,2.09,2.0
instances/Sat_Data/LABS/LABS_n040_goal009.cnf,1.0,0.05,0.0,0.0,0.0,0.1,0.83,2.06,2.1,2.0
instances/Sat_Data/LABS/LABS_n041_goal009.cnf,1.0,0.05,0.01,0.0,0.0,0.11,0.88,2.07,2.07,2.0
instances/Sat_Data/LABS/LABS_n042_goal003.cnf,1.0,0.06,0.01,0.0,0.0,2.0,0.97,2.07,2.09,2.0
instances/Sat_Data/LABS/LABS_n042_goal004.cnf,1.0,0.06,0.01,0.0,0.0,2.0,0.97,2.07,2.08,2.0
instances/Sat_Data/LABS/LABS_n042_goal006.cnf,1.0,0.05,0.01,0.0,0.0,0.14,0.98,2.07,2.08,2.0
instances/Sat_Data/LABS/LABS_n043_goal004.cnf,1.0,0.06,0.01,0.0,0.0,1.99,1.05,2.07,2.08,2.0
instances/Sat_Data/LABS/LABS_n043_goal009.cnf,1.0,0.06,0.0,0.01,0.0,0.13,1.02,2.07,2.1,2.0
instances/Sat_Data/LABS/LABS_n044_goal003.cnf,1.0,0.06,0.01,0.0,0.0,2.0,1.13,2.07,2.07,2.0
instances/Sat_Data/LABS/LABS_n044_goal007.cnf,1.0,0.06,0.01,0.0,0.0,0.14,1.12,2.07,2.07,2.0
instances/Sat_Data/LABS/LABS_n045_goal009.cnf,1.0,0.07,0.01,0.0,0.0,0.14,1.17,2.07,2.08,2.0
instances/Sat_Data/LABS/LABS_n045_goal010.cnf,1.0,0.07,0.01,0.0,0.0,0.15,1.16,2.06,2.09,2.0
instances/Sat_Data/LABS/LABS_n046_goal002.cnf,1.0,0.07,0.01,0.0,0.0,2.0,1.29,2.06,2.09,2.0
instances/Sat_Data/LABS/LABS_n046_goal003.cnf,1.0,0.07,0.01,0.0,0.0,2.0,1.29,2.08,2.08,2.0
instances/Sat_Data/LABS/LABS_n046_goal007.cnf,1.0,0.07,0.01,0.0,0.0,0.15,1.27,2.07,2.08,2.0
instances/Sat_Data/LABS/LABS_n046_goal008.cnf,1.0,0.08,0.0,0.0,0.0,0.16,1.26,2.07,2.08,2.0
instances/Sat_Data/LABS/LABS_n047_goal005.cnf,1.0,0.08,0.01,0.0,0.0,2.0,1.36,2.09,2.08,2.0
instances/Sat_Data/LABS/LABS_n049_goal009.cnf,1.0,0.09,0.01,0.0,0.0,0.19,1.51,2.09,2.1,2.0
instances/Sat_Data/LABS/LABS_n050_goal005.cnf,1.0,0.1,0.01,0.0,0.0,1.99,1.64,2.1,2.1,2.0
instances/Sat_Data/LABS/LABS_n050_goal006.cnf,1.0,0.1,0.01,0.0,0.0,2.0,1.63,2.1,2.1,2.01
instances/Sat_Data/LABS/LABS_n050_goal009.cnf,1.0,0.1,0.01,0.0,0.0,0.21,1.61,2.09,2.11,2.01
instances/Sat_Data/LABS/LABS_n053_goal001.cnf,1.0,0.12,0.02,0.0,0.0,2.0,1.95,2.12,2.12,2.0
instances/Sat_Data/LABS/LABS_n053_goal010.cnf,1.0,0.11,0.02,0.0,0.0,0.28,1.89,2.11,2.11,2.0
instances/Sat_Data/LABS/LABS_n054_goal003.cnf,1.0,0.13,0.01,0.0,0.0,2.0,2.07,2.12,2.12,2.0
instances/Sat_Data/LABS/LABS_n054_goal006.cnf,1.0,0.12,0.02,0.0,0.0,2.0,2.05,2.13,2.13,2.01
instances/Sat_Data/LABS/LABS_n054_goal007.cnf,1.0,0.12,0.02,0.0,0.0,0.51,2.04,2.13,2.13,2.01
instances/Sat_Data/LABS/LABS_n055_goal003.cnf,1.0,0.14,0.01,0.0,0.0,2.0,2.17,2.13,2.12,2.02
instances/Sat_Data/LABS/LABS_n055_goal007.cnf,1.0,0.13,0.02,0.0,0.0,0.82,2.17,2.13,2.13,2.01
instances/Sat_Data/LABS/LABS_n056_goal010.cnf,1.0,0.13,0.02,0.0,0.01,0.29,2.26,2.13,2.13,2.0
instances/Sat_Data/LABS/LABS_n057_goal009.cnf,1.0,0.15,0.02,0.0,0.0,0.32,2.39,2.13,2.14,2.0
instances/Sat_Data/LABS/LABS_n058_goal001.cnf,1.0,0.16,0.02,0.0,0.0,2.01,2.45,2.14,2.14,2.0
instances/Sat_Data/LABS/LABS_n058_goal002.cnf,1.0,0.17,0.03,-0.0,-0.0,2.0,2.45,2.12,2.16,2.0
instances/Sat_Data/LABS/LABS_n060_goal001.cnf,1.0,0.19,0.02,0.01,-0.0,1.99,2.45,2.16,2.16,2.0
instances/Sat_Data/LABS/LABS_n061_goal003.cnf,1.0,0.19,0.04,-0.0,-0.0,1.99,2.59,2.16,2.16,2.0
instances/Sat_Data/LABS/LABS_n061_goal004.cnf,1.0,0.19,0.04,-0.0,-0.0,2.0,2.56,2.16,2.16,2.0
instances/Sat_Data/LABS/LABS_n061_goal006.cnf,1.0,0.19,0.03,-0.0,-0.0,1.99,2.56,2.17,2.16,2.02
instances/Sat_Data/LABS/LABS_n061_goal008.cnf,1.0,0.19,0.03,-0.0,-0.0,1.99,2.54,2.18,2.16,2.0
instances/Sat_Data/LABS/LABS_n069_goal008.cnf,1.0,0.29,0.04,-0.0,-0.0,2.0,2.74,2.25,2.24,2.0
instances/Sat_Data/LABS/LABS_n072_goal002.cnf,1.0,0.31,0.05,-0.0,-0.0,2.0,2.93,2.28,2.28,2.0
instances/Sat_Data/LABS/LABS_n073_goal002.cnf,1.0,0.32,0.06,-0.0,-0.0,1.99,2.82,2.3,2.29,2.0
instances/Sat_Data/LABS/LABS_n073_goal004.cnf,1.0,0.33,0.05,-0.0,-0.0,1.99,2.82,2.29,2.29,2.0
instances/Sat_Data/LABS/LABS_n073_goal007.cnf,1.0,0.33,0.04,-0.0,-0.0,2.0,2.81,2.29,2.29,2.0
instances/Sat_Data/LABS/LABS_n075_goal001.cnf,1.0,0.35,0.06,-0.0,-0.0,2.0,3.07,2.31,2.31,2.0
instances/Sat_Data/LABS/LABS_n075_goal010.cnf,1.0,0.35,0.05,-0.0,-0.0,2.0,3.04,2.3,2.31,2.0
instances/Sat_Data/LABS/LABS_n076_goal005.cnf,1.0,0.37,0.05,-0.0,-0.0,2.02,2.93,2.3,2.3,2.04
instances/Sat_Data/LABS/LABS_n078_goal003.cnf,1.0,0.4,0.06,-0.0,-0.0,2.0,3.17,2.35,2.35,2.01
instances/Sat_Data/LABS/LABS_n078_goal005.cnf,1.0,0.4,0.05,-0.0,-0.0,2.0,3.17,2.37,2.34,2.01
instances/Sat_Data/LABS/LABS_n025_goal007.cnf,1.0,0.01,0.0,0.0,0.0,0.02,0.19,2.03,2.23,2.0
instances/Sat_Data/LABS/LABS_n022_goal010.cnf,1.0,0.0,0.0,0.0,0.0,0.01,0.12,2.04,2.22,2.0
instances/Sat_Data/LABS/LABS_n016_goal004.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.05,2.1,2.34,2.0
instances/Sat_Data/LABS/LABS_n013_goal003.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.02,2.11,2.36,2.0
instances/Sat_Data/LABS/LABS_n014_goal005.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.03,2.09,2.36,2.0
instances/Sat_Data/LABS/LABS_n024_goal009.cnf,1.0,0.01,0.0,0.0,0.0,0.01,0.15,2.05,2.23,2.0
instances/Sat_Data/LABS/LABS_n024_goal001.cnf,1.0,0.01,0.0,0.0,0.0,1.19,0.18,2.05,2.23,2.0
instances/Sat_Data/LABS/LABS_n019_goal010.cnf,1.0,0.0,0.0,0.0,0.0,0.01,0.06,2.06,2.25,2.0
instances/Sat_Data/LABS/LABS_n012_goal003.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.02,2.12,2.41,2.0
instances/Sat_Data/LABS/LABS_n015_goal006.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.03,2.09,2.33,2.0
instances/Sat_Data/LABS/LABS_n017_goal010.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.04,2.06,2.31,2.0
instances/Sat_Data/LABS/LABS_n021_goal010.cnf,1.0,0.0,0.0,0.0,0.0,0.01,0.1,2.06,2.23,2.0
instances/Sat_Data/LABS/LABS_n015_goal007.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.03,2.09,2.3,2.0
instances/Sat_Data/LABS/LABS_n013_goal004.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.02,2.12,2.35,2.0
instances/Sat_Data/LABS/LABS_n022_goal004.cnf,1.0,0.0,0.01,0.0,0.0,0.02,0.13,2.04,2.26,2.0
instances/Sat_Data/LABS/LABS_n010_goal007.cnf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,2.37,2.0
instances/Sat_Data/LABS/LABS_n026_goal007.cnf,1.0,0.01,0.0,0.0,0.0,0.02,0.22,2.04,2.22,2.0
instances/Sat_Data/LABS/LABS_n026_goal008.cnf,1.0,0.01,0.0,0.0,0.0,0.02,0.22,2.05,2.2,2.0
instances/Sat_Data/LABS/LABS_n027_goal002.cnf,1.0,0.01,0.0,0.0,0.0,2.0,0.26,2.04,2.2,2.0
instances/Sat_Data/LABS/LABS_n028_goal001.cnf,1.0,0.01,0.01,0.0,0.0,1.99,0.3,2.06,2.18,2.0
instances/Sat_Data/LABS/LABS_n028_goal007.cnf,1.0,0.01,0.0,0.0,0.0,0.03,0.28,2.04,2.18,2.0
instances/Sat_Data/LABS/LABS_n028_goal010.cnf,1.0,0.01,0.01,0.0,0.0,0.03,0.26,2.05,2.19,2.0
instances/Sat_Data/LABS/LABS_n029_goal007.cnf,1.0,0.02,0.0,0.0,0.0,0.03,0.3,2.04,2.18,2.0
instances/Sat_Data/LABS/LABS_n029_goal008.cnf,1.0,0.02,0.0,0.0,0.0,0.03,0.3,2.05,2.18,2.0
instances/Sat_Data/LABS/LABS_n029_goal010.cnf,1.0,0.01,0.01,0.0,0.0,0.03,0.29,2.04,2.19,2.0
instances/Sat_Data/LABS/LABS_n030_goal001.cnf,1.0,0.02,0.0,0.0,0.0,1.99,0.37,2.05,2.16,2.0
instances/Sat_Data/LABS/LABS_n030_goal004.cnf,1.0,0.02,0.0,0.0,0.0,0.09,0.36,2.04,2.15,2.0
instances/Sat_Data/LABS/LABS_n031_goal005.cnf,1.0,0.02,0.0,0.0,0.0,0.05,0.4,2.03,2.15,2.0
instances/Sat_Data/LABS/LABS_n031_goal009.cnf,1.0,0.02,0.0,0.0,0.0,0.04,0.37,2.05,2.15,2.0
instances/Sat_Data/LABS/LABS_n032_goal007.cnf,1.0,0.02,0.01,0.0,0.0,0.05,0.41,2.04,2.15,2.0
instances/Sat_Data/LABS/LABS_n033_goal003.cnf,1.0,0.03,0.0,0.0,0.0,2.0,0.48,2.06,2.13,2.0
instances/Sat_Data/LABS/LABS_n033_goal004.cnf,1.0,0.03,0.0,0.0,0.0,0.74,0.48,2.05,2.11,2.0
instances/Sat_Data/LABS/LABS_n033_goal005.cnf,1.0,0.03,0.0,0.0,0.0,0.06,0.48,2.05,2.1,2.0
instances/Sat_Data/LABS/LABS_n035_goal007.cnf,1.0,0.03,0.01,0.0,0.0,0.06,0.56,2.05,2.1,2.0
instances/Sat_Data/LABS/LABS_n036_goal008.cnf,1.0,0.03,0.01,0.0,0.0,0.07,0.6,2.07,2.12,2.0
