@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
11pipe_k.cnf,1.0,89315.0,5584003.0,79604.0,5548259.0,0.121991357,0.006442381,24.18,0.014347564,0.939245786,0.24261679,0.0,1.0,0.416040455,3.6075e-05,2.970654382,2.5124e-05,0.003705844,0.254164819,0.0,0.967923992,0.971648404,0.4,3.6075e-05,6.636063687,5.41e-07,0.007762075,5.232507728,0.569973188,0.28278978,0.0,1.0,4.226605472,2.4458e-05,6.463624009,0.0,0.005047529,4.954114687,0.971555401,5.3764e-05,4.06070112,5.41e-07,0.006432649,9.72,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-0.0,20.58,1713.4784,882.42847,-0.0,659.8249,-0.0,-0.0,89.78642,-0.0,-0.0,926.2391,-0.0,629.5798,-0.0,618.8062,1743.6821,703.95764
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-NOTKNOWN.cnf,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5812.2183,3018.1538,-0.0,2356.795,-0.0,-0.0,269.01492,-0.0,-0.0,3040.111,-0.0,2075.9133,-0.0,2035.0514,5843.3384,2303.6055
dated-10-13-u.cnf,1.0,180608.0,815261.0,49204.0,286487.0,2.670595887,1.845717258,1.96,0.171749503,0.355383258,1.069977295,0.0,1.0,1.335210242,5.2707e-05,0.404143137,4.0647e-05,0.000243883,0.974263884,0.0,0.610404661,0.917095715,0.02,5.2707e-05,0.45246552,2.0943e-05,0.000136132,2.762578341,0.246477397,0.157733031,0.0,0.777777778,3.105696693,3.4049e-05,0.442951638,1.0472e-05,9.7736e-05,2.523741395,0.76161222,5.1702e-05,0.466756794,1.3962e-05,0.000139622,2.82,7.0953e-05,0.579002186,1.0472e-05,0.000286226,3.493019581,0.153771596,0.636017782,0.026851852,0.611111111,3.243823013,4.22,225.41418,86.967415,-0.0,792.9113,-0.0,110.631134,774.355,-0.0,-0.0,-0.0,944.7314,256.53094,-0.0,-0.0,757.18494,685.6283
complete-500-0.1-1-9876543215001.cnf,1.0,1000.0,73331.0,1000.0,73331.0,0.0,0.0,0.36,0.013636798,0.642837033,0.7251162,0.0,1.0,1.391010625,0.017410972,1.313666648,0.002,0.072,1.67150538,0.0,0.681812603,0.681812603,0.0,0.017410972,0.938540382,0.000940939,0.046446932,5.478246047,0.457455906,0.385060637,0.0,0.874010554,3.072050552,0.001707941,0.219571237,0.000927302,0.002631902,4.479497292,0.688631002,0.007471656,0.013443816,0.007145682,0.007759338,0.22,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,29.04,26.21168,13.388351,-0.0,9.678515,-0.0,-0.0,1.4643329,-1.7729857e-06,-0.0,14.971567,-0.00031716577,10.132575,-0.0,9.845589,26.840092,11.12784
atco_enc2_opt2_10_21.cnf,1.0,9824.0,160531.0,6638.0,144050.0,0.479963845,0.114411663,0.46,0.046081222,0.583607797,0.467126468,0.0,1.0,1.9652097,0.0006804,0.429101792,0.000301296,0.003314251,1.881995972,0.0,0.092530371,0.354529677,0.02,0.0006804,1.773231677,1.3884e-05,0.007247484,4.369508933,0.365437654,0.279965776,0.0,1.0,4.114560472,0.000410689,1.931067146,6.942e-06,0.00440125,3.92201904,0.589934051,0.000331034,0.668570446,1.3884e-05,0.000951059,0.08,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,140.0651,71.415306,-0.0,51.463413,-0.0,-0.0,8.782006,-0.0,-0.0,78.20758,-0.0,53.1251,-0.0,51.950436,142.83371,59.537067
manthey_DimacsSorter_36_4.cnf,1.0,4965.0,16282.0,2873.0,14058.0,0.728158719,0.158201736,0.04,0.20436762,0.28972347,1.178485955,0.0,1.0,1.389466392,0.000932366,0.438340155,0.000696136,0.008701706,1.104117819,0.0,0.589344146,0.858941528,-0.0,0.000932366,0.505722125,0.000497937,0.011594821,2.515127933,0.188600779,0.14977877,0.0,0.741935484,2.897490943,0.000605071,0.616897128,7.1134e-05,0.008678333,2.208511574,0.76184379,0.000819934,0.481811022,0.000426803,0.007326789,0.02,0.00119526,0.935002081,0.000355669,0.029733959,3.274420412,0.177106176,0.434219964,0.004807528,0.571428571,3.278212803,0.16,41.528664,20.991661,-0.0,14.938771,-0.0,-0.0,2.8470116,-0.0,-0.0,23.48202,-0.0,15.892173,-0.0,15.637954,41.951164,18.12099
atco_enc1_opt2_20_12.cnf,1.0,171148.0,6595658.0,143059.0,6141803.0,0.196345564,0.073896053,11.48,0.023292672,0.5551386,0.599357502,0.0,1.0,1.131795457,2.2877e-05,0.45810949,1.398e-05,0.000174753,0.732693642,0.0,0.06482331,0.90017166,0.48,2.2877e-05,1.051275742,3.26e-07,0.000297958,4.97854616,0.356480161,0.33862614,0.0,1.0,3.916912744,1.2076e-05,1.53125688,1.63e-07,0.000290306,4.420344965,0.51542959,3.0473e-05,0.879322876,3.26e-07,0.000120649,24.36,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.18,2735.1304,1416.9736,-0.0,1094.3022,-0.0,-0.0,130.63261,-0.0,-0.0,1446.3438,-0.0,984.684,-0.0,966.29346,2763.414,1096.2183
mrpp_8x8#24_16.cnf,1.0,14534.0,115034.0,6946.0,81265.0,1.092427296,0.415541746,0.4,0.085473451,0.39909268,0.740578462,0.0,1.0,1.831588391,0.000570735,0.242175442,0.000287936,0.000863807,1.349486588,0.0,0.042515228,0.353583954,-0.0,0.000570735,0.608446492,7.3833e-05,0.00131668,3.905041067,0.273341719,0.172154758,0.0,0.782178218,3.83815895,0.000144432,0.470337308,2.4611e-05,0.000381468,2.693676753,0.321343752,0.000531394,0.308285163,6.1527e-05,0.000849074,0.08,0.001026619,0.402650006,3.6916e-05,0.002448779,4.769545205,0.362971888,0.314945884,0.036236119,0.733333333,3.635985124,14.26,131.16853,67.79189,-0.0,51.425278,-0.0,-0.0,6.451799,-0.0,-0.0,70.71865,-0.0,48.04165,-0.0,47.034603,133.33328,53.36613
mrpp_4x4#12_12.cnf,1.0,2672.0,16408.0,1197.0,11737.0,1.232247285,0.397972225,0.04,0.101985175,0.411294766,0.743889005,0.0,1.0,1.822695346,0.003252572,0.238199939,0.001670844,0.005012531,1.317697098,0.0,0.047030757,0.370452415,-0.0,0.003252572,0.623308978,0.000596405,0.007497657,3.524239449,0.272509024,0.155289928,0.0,0.724137931,3.489881242,0.00084681,0.486953368,0.000170401,0.001874414,2.607450066,0.327170486,0.002991489,0.330410413,0.000426003,0.004856437,-0.0,0.005945142,0.404696998,0.000255602,0.013802505,4.501647297,0.369863746,0.290393921,0.076576577,0.888888889,3.623906067,1.5,21.794659,11.391448,-0.0,8.741284,-0.0,-1.6343743e-07,0.74254537,-5.914785e-05,-0.0,12.157508,-0.0069206827,8.196229,-0.0,7.8808665,22.437798,8.761468
manthey_single-ordered-initialized-w42-b9.cnf,1.0,10395.0,83904.0,6651.0,70440.0,0.562922869,0.191141397,0.18,0.094420784,0.550995427,0.566058704,0.0,1.0,0.857875905,0.000550862,0.891412556,0.000300707,0.007367313,0.857956346,0.0,0.216638274,0.908546281,0.0,0.000550862,2.544459903,0.000127768,0.013586031,1.31966524,0.617429051,0.156451088,0.0,0.842931937,1.221568458,0.000262666,3.435789081,1.4196e-05,0.009199319,0.791362424,0.654542873,0.00060952,2.200698041,0.000141965,0.013032368,0.06,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,189.65941,96.148796,-0.0,68.4882,-0.0,-0.0,12.590062,-0.0,-0.0,105.91718,-0.0,72.04887,-0.0,70.863754,192.74033,81.54317
005-80-12.cnf,1.0,13408.0,478488.0,12701.0,307265.0,0.055664908,0.557248629,0.6,0.041335655,0.375467782,0.589605958,0.0,1.0,2.189775839,0.000453151,0.201208404,0.000157468,0.001102275,1.443605422,0.0,0.001129318,0.038061608,0.04,0.000453151,0.439955426,3.9054e-05,0.000881975,3.714489086,0.117450989,0.068599409,0.0,0.672727273,2.813350324,7.3724e-05,0.497324673,6.509e-06,0.000188762,3.281839884,0.193543033,6.3503e-05,0.418343534,1.6273e-05,0.000139944,0.24,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,178.6952,91.08384,-0.0,65.888596,-0.0,-0.0,11.134946,-0.0,-0.0,99.28068,-0.0,67.355965,-0.0,66.06003,182.03558,76.2276
gss-22-s100.cnf,1.0,31616.0,95110.0,13864.0,57628.0,1.280438546,0.650412994,0.44,0.240577497,0.191856769,1.53987783,0.0,1.0,1.142642169,0.000215569,1.085142492,0.000144259,0.002380265,0.990912479,0.0,0.658603457,0.93858888,-0.0,0.000215569,0.796914174,0.000121469,0.001787326,2.479568604,0.184227521,0.154298082,0.0,0.777777778,2.38262329,0.000146712,0.933394634,5.2058e-05,0.001509683,1.878670981,0.890938433,0.000398668,0.75951928,6.9411e-05,0.002099674,0.24,0.000435972,0.913729009,8.6763e-05,0.003626709,3.787387851,0.172921625,0.463596014,0.018378002,0.527777778,3.2303215,1.78,140.94774,60.796368,-0.0,537.9684,-0.0,88.339424,540.5701,-0.0,-0.0,-0.0,661.83124,179.33138,-0.0,-0.0,518.5982,479.5366
6s9.cnf,1.0,34320.0,100384.0,11472.0,56459.0,1.991631799,0.777998193,0.32,0.203191697,0.485794533,0.775269516,0.0,1.0,1.602015419,0.000288161,0.579443995,0.000174338,0.004271269,1.421501681,0.0,0.259710586,0.724632034,0.02,0.000288161,1.595750914,5.3136e-05,0.034325794,2.99525711,0.158885786,0.138290301,0.0,1.0,3.088529277,0.000120874,1.858667252,1.7712e-05,0.019323757,2.462077333,0.530615137,0.000317031,1.369801368,5.3136e-05,0.025948033,0.16,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,89.32193,45.536266,-0.0,30.69207,-0.0,-0.0,6.4407363,-0.0,-0.0,50.71621,-0.0,34.706856,-0.0,33.629234,89.830696,39.32246
manthey_DimacsSorter_30_6.cnf,1.0,3638.0,11677.0,1941.0,9247.0,0.874291602,0.262787931,0.02,0.209905915,0.278889936,1.182985735,0.0,1.0,1.319897383,0.00134853,0.360819459,0.001030397,0.010303967,1.058067538,0.0,0.579755596,0.862766303,-0.0,0.00134853,0.53188489,0.000648859,0.01935763,2.260123965,0.185982439,0.145221992,0.0,0.692307692,2.724667534,0.000905539,0.620588478,0.000108143,0.014491186,2.200478932,0.761003569,0.001142496,0.469447773,0.000432573,0.01189575,-0.0,0.001774802,1.000932869,0.000540716,0.031037093,3.20117416,0.181435761,0.448304204,0.006968641,0.527777778,3.286696456,0.12,21.318062,10.886883,-0.0,7.8833346,-0.0,-9.128422e-07,1.21919,-0.00017896737,-0.0,12.201633,-0.0011498975,8.23224,-0.0,7.9726686,21.58408,9.193023
jgiraldezlevy.2200.9086.08.40.41.cnf,1.0,2200.0,9086.0,2149.0,9026.0,0.023731968,0.006647463,0.0,0.238089962,0.494630327,0.585594808,0.0,1.0,0.695163841,0.001411104,0.062041852,0.001395998,0.002791996,0.143906736,0.0,0.0,0.96931088,0.0,0.001411104,0.284510172,0.000443164,0.00321294,2.678916098,0.235043614,0.175715426,0.0,1.0,3.365059809,0.000688925,0.39921018,0.0,0.001772657,2.310648064,0.49047197,0.002443074,0.255595516,0.000775537,0.004985597,0.0,0.002094547,0.242333362,0.000664746,0.004431642,2.925401622,0.141796611,0.273351757,0.056097561,0.4,2.685840209,0.1,8.971186,3.6686685,-0.0,27.285162,-0.0,2.5574715,23.646486,-0.0,-0.002066423,-0.0,29.49844,7.2008214,-0.0,-0.015056484,25.9335,21.833454
