@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a22.100.cnf,1.0,0.12,0.0,0.4,1.94,2.08,2.12,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisheap09.100.cnf,1.0,0.18,0.02,1.98,2.32,2.14,2.16,2.0,0.0450029373168945
instances/Sat_Data/bmc/bmc08-100/texasifetch1p5.100.cnf,1.0,0.0,0.0,0.04,0.2,2.14,2.4,2.0,0.0096025466918945
instances/Sat_Data/bmc/bmc08-100/dme5ptimo.100.cnf,1.0,0.24,0.02,2.0,2.6,2.14,2.12,2.02,0.0390117168426513
instances/Sat_Data/bmc/bmc08-100/dme6ptimonegnv.100.cnf,1.0,0.3,0.04,2.0,2.78,2.2,2.22,2.08,0.0495247840881347
instances/Sat_Data/bmc/bmc08-100/intel023.100.cnf,1.0,0.28,0.04,1.98,2.82,2.18,2.2,2.0,0
instances/Sat_Data/bmc/bmc08-100/intel030.100.cnf,1.0,4.82,0.66,2.02,14.12,5.04,4.9,2.14,0
instances/Sat_Data/bmc/bmc08-100/intel027.100.cnf,1.0,5.04,0.68,2.02,14.64,5.1,4.94,2.32,0
instances/Sat_Data/bmc/bmc08-100/cmudme1.100.cnf,1.0,0.04,0.0,1.98,0.58,2.08,2.28,2.0,0.0137345790863037
instances/Sat_Data/bmc/bmc08-100/prodconspold4.100.cnf,1.0,0.1,0.0,1.98,1.22,2.08,2.12,2.0,0.0240986347198486
instances/Sat_Data/bmc/bmc08-100/bj08amba2g3f3.100.cnf,1.0,0.22,0.02,1.98,2.6,2.14,2.14,2.0,0.0852835178375244
instances/Sat_Data/bmc/bmc08-100/intel014.100.cnf,1.0,4.38,0.58,2.02,12.4,4.56,4.48,2.08,0
instances/Sat_Data/bmc/bmc08-100/eijkS526.100.cnf,1.0,0.04,0.02,1.98,0.86,2.04,2.16,2.0,0.0320584774017334
instances/Sat_Data/bmc/bmc08-100/139454p23.100.cnf,1.0,1.52,0.22,2.0,5.72,2.96,2.92,2.2,0.8667712211608887
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar05.100.cnf,1.0,0.02,0.02,1.98,0.48,2.08,2.2,2.0,0.0135905742645263
instances/Sat_Data/bmc/bmc08-100/139462p24.100.cnf,1.0,1.08,0.14,2.0,4.74,2.64,2.64,2.14,0.6473314762115479
instances/Sat_Data/bmc/bmc08-100/139454p5.100.cnf,1.0,1.56,0.2,2.0,5.66,2.94,2.92,2.02,0.7152960300445557
instances/Sat_Data/bmc/bmc08-100/pdtvisvending03.100.cnf,1.0,0.12,0.02,1.98,1.62,2.1,2.1,2.0,0.0294246673583984
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax1.100.cnf,1.0,0.16,0.04,1.98,2.2,2.12,2.16,2.0,0.0632238388061523
instances/Sat_Data/bmc/bmc08-100/neclaftp1002.100.cnf,1.0,5.42,0.74,2.02,16.24,5.46,5.26,2.06,13.349456071853638
instances/Sat_Data/bmc/bmc08-100/eijkS208.100.cnf,1.0,0.02,0.0,1.96,0.48,2.08,2.38,2.0,0.0104715824127197
instances/Sat_Data/bmc/bmc08-100/eijkS208c.100.cnf,1.0,0.02,0.0,1.96,0.22,2.12,2.4,2.0,0.0104672908782958
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence1.100.cnf,1.0,0.32,0.04,1.98,2.78,2.22,2.22,2.0,0.1133415699005127
instances/Sat_Data/bmc/bmc08-100/pdtvisvending00.100.cnf,1.0,0.12,0.02,1.96,1.6,2.14,2.14,2.0,0.0295808315277099
instances/Sat_Data/bmc/bmc08-100/bj08amba2g4f2.100.cnf,1.0,0.0,0.0,0.0,0.0,0.14,0.18,1.1,4.792213439941406e-05
instances/Sat_Data/bmc/bmc08-100/pdtvisheap10.100.cnf,1.0,0.16,0.04,2.0,2.3,2.14,2.14,2.0,0.0401923656463623
instances/Sat_Data/bmc/bmc08-100/pdtvisretherrtf0.100.cnf,1.0,0.18,0.02,1.98,2.12,2.14,2.16,2.0,0.0372538566589355
instances/Sat_Data/bmc/bmc08-100/139443p6neg.100.cnf,1.0,0.64,0.1,2.0,3.8,2.4,2.38,2.04,0.268568754196167
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a29.100.cnf,1.0,0.16,0.02,1.98,2.0,2.12,2.14,2.0,0.0487489700317382
instances/Sat_Data/bmc/bmc08-100/prodconsp1.100.cnf,1.0,0.1,0.0,1.98,1.28,2.08,2.08,2.0,0.0282857418060302
instances/Sat_Data/bmc/bmc08-100/prodcellp0.100.cnf,1.0,0.04,0.0,0.6,0.62,2.04,2.08,2.0,0.0538098812103271
instances/Sat_Data/bmc/bmc08-100/dme3ptimo.100.cnf,1.0,0.14,0.02,0.32,1.98,2.12,2.14,2.02,0.0231194496154785
instances/Sat_Data/bmc/bmc08-100/counterp0neg.100.cnf,1.0,0.0,0.0,0.0,0.08,2.12,2.52,2.0,0.0094425678253173
instances/Sat_Data/bmc/bmc08-100/139452p6neg.100.cnf,1.0,0.6,0.08,1.98,3.5,2.4,2.4,2.04,0.2976367473602295
instances/Sat_Data/bmc/bmc08-100/bjrb07amba4andenv.100.cnf,1.0,2.8,0.42,2.0,8.92,3.88,3.9,2.24,3.9264614582061768
instances/Sat_Data/bmc/bmc08-100/visemodel.100.cnf,1.0,0.04,0.0,1.96,0.66,2.08,2.24,2.0,0.0131983757019042
instances/Sat_Data/bmc/bmc08-100/pdtvisheap01.100.cnf,1.0,0.16,0.04,1.98,2.32,2.14,2.14,2.0,0.0432381629943847
instances/Sat_Data/bmc/bmc08-100/abp4p2tt.100.cnf,1.0,0.1,0.02,1.98,1.32,2.06,2.1,2.0,0.0307428836822509
instances/Sat_Data/bmc/bmc08-100/brpptimo.100.cnf,1.0,0.12,0.02,0.46,1.72,2.08,2.08,2.02,0.0339128971099853
instances/Sat_Data/bmc/bmc08-100/pdtpmsns3.100.cnf,1.0,0.52,0.08,1.98,3.56,2.36,2.36,2.0,0.4840514659881592
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax5.100.cnf,1.0,0.18,0.02,1.98,2.32,2.14,2.14,2.0,0.0640833377838134
instances/Sat_Data/bmc/bmc08-100/pdtvistimeout3.100.cnf,1.0,0.16,0.02,1.98,1.86,2.14,2.14,2.0,0.0448367595672607
instances/Sat_Data/bmc/bmc08-100/ringp0neg.100.cnf,1.0,0.0,0.0,0.1,0.2,2.14,2.32,2.0,0.0139338970184326
instances/Sat_Data/bmc/bmc08-100/pdtvisheap00.100.cnf,1.0,0.18,0.02,1.98,2.42,2.14,2.16,2.0,0.0420384407043457
instances/Sat_Data/bmc/bmc08-100/eijkS420.100.cnf,1.0,0.04,0.0,1.98,1.04,2.08,2.16,2.0,0.0180034637451171
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p18.100.cnf,1.0,0.64,0.1,1.98,3.78,2.42,2.44,2.04,0.2001848220825195
instances/Sat_Data/bmc/bmc08-100/bj08vsar8.100.cnf,1.0,0.06,0.0,0.28,1.36,2.08,2.14,2.0,0.0185096263885498
instances/Sat_Data/bmc/bmc08-100/pdtpmsrotate32.100.cnf,1.0,0.16,0.04,1.98,1.82,2.16,2.14,2.0,0.8618345260620117
instances/Sat_Data/bmc/bmc08-100/139463p6.100.cnf,1.0,1.64,0.22,2.0,6.16,3.04,3.02,2.1,1.0863864421844482
instances/Sat_Data/bmc/bmc08-100/nusmvreactorp2.100.cnf,1.0,0.12,0.0,1.14,1.7,2.1,2.1,2.0,0.0400810241699218
instances/Sat_Data/bmc/bmc08-100/139462p0neg.100.cnf,1.0,1.06,0.14,1.98,4.68,2.64,2.64,2.18,0.632457971572876
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar00.100.cnf,1.0,0.02,0.02,0.08,0.48,2.08,2.2,2.0,0.0126163959503173
instances/Sat_Data/bmc/bmc08-100/pdtpmsmatrix.100.cnf,1.0,0.06,0.02,1.98,0.82,2.08,2.14,2.0,0.016080617904663
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence4.100.cnf,1.0,0.32,0.04,1.98,2.82,2.2,2.2,2.0,0.1220357418060302
instances/Sat_Data/bmc/bmc08-100/texasPImainp15.100.cnf,1.0,0.22,0.06,1.98,2.72,2.18,2.18,2.0,0
instances/Sat_Data/bmc/bmc08-100/prodcellp1neg.100.cnf,1.0,0.04,0.0,1.48,0.62,2.06,2.06,2.0,0.0148391723632812
instances/Sat_Data/bmc/bmc08-100/eijkS382.100.cnf,1.0,0.04,0.0,1.96,0.74,2.08,2.26,2.0,0.0238759517669677
instances/Sat_Data/bmc/bmc08-100/dme5p1neg.100.cnf,1.0,0.24,0.02,1.98,2.7,2.18,2.16,2.04,0.0423667430877685
instances/Sat_Data/bmc/bmc08-100/prodconspold3.100.cnf,1.0,0.1,0.02,1.98,1.24,2.08,2.1,2.02,0.0291814804077148
instances/Sat_Data/bmc/bmc08-100/139462p6.100.cnf,1.0,1.04,0.14,2.0,4.7,2.66,2.64,2.18,0.6431658267974854
instances/Sat_Data/bmc/bmc08-100/texasifetch1p2.100.cnf,1.0,0.0,0.02,0.64,0.2,2.12,2.54,2.0,0.0086865425109863
instances/Sat_Data/bmc/bmc08-100/neclaftp2001.100.cnf,1.0,2.24,0.3,1.98,8.2,3.4,3.4,2.0,2.188284158706665
instances/Sat_Data/bmc/bmc08-100/139442p23.100.cnf,1.0,0.4,0.04,2.0,3.12,2.28,2.26,2.0,0.1710197925567627
instances/Sat_Data/bmc/bmc08-100/intel062.100.cnf,1.0,0.8,0.1,2.0,3.88,2.48,2.46,2.06,0
instances/Sat_Data/bmc/bmc08-100/intel042.100.cnf,1.0,7.58,1.0,2.0,22.12,6.56,6.36,2.38,0
instances/Sat_Data/bmc/bmc08-100/bj08autg3f3.100.cnf,1.0,0.08,0.02,1.98,1.8,2.08,2.1,2.0,0.035046100616455
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax4.100.cnf,1.0,0.18,0.02,1.98,2.3,2.14,2.12,2.0,0.0672290325164794
instances/Sat_Data/bmc/bmc08-100/pdtpmsblackjack.100.cnf,1.0,0.14,0.02,2.0,1.72,2.1,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/intel067.100.cnf,1.0,1.18,0.16,2.0,4.96,2.76,2.76,2.08,0
instances/Sat_Data/bmc/bmc08-100/139443p5neg.100.cnf,1.0,0.64,0.1,2.0,3.74,2.42,2.44,2.02,0.2675285339355469
instances/Sat_Data/bmc/bmc08-100/intel035.100.cnf,1.0,4.12,0.52,2.0,11.98,4.48,4.44,2.04,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar31.100.cnf,1.0,0.04,0.0,0.12,0.54,2.1,2.26,2.0,0
instances/Sat_Data/bmc/bmc08-100/139463p0neg.100.cnf,1.0,1.64,0.22,2.0,6.22,3.0,3.0,2.08,0.914325475692749
instances/Sat_Data/bmc/bmc08-100/eijkS349.100.cnf,1.0,0.04,0.0,1.98,0.46,2.1,2.22,2.0,0.0414531230926513
instances/Sat_Data/bmc/bmc08-100/139453p5neg.100.cnf,1.0,1.02,0.12,1.98,5.08,2.66,2.62,2.08,0.6198499202728271
instances/Sat_Data/bmc/bmc08-100/mutexp0.100.cnf,1.0,0.0,0.0,0.02,0.1,2.14,2.4,2.0,0.0074439048767089
instances/Sat_Data/bmc/bmc08-100/viselevatorp2.100.cnf,1.0,0.18,0.02,1.98,2.48,2.12,2.16,2.0,0.0428342819213867
instances/Sat_Data/bmc/bmc08-100/texasparsesysp1.100.cnf,1.0,0.1,0.0,1.98,1.82,2.08,2.1,2.0,0.0177886486053466
instances/Sat_Data/bmc/bmc08-100/139464p1.100.cnf,1.0,2.44,0.32,2.0,9.1,3.54,3.46,2.1,1.308471441268921
instances/Sat_Data/bmc/bmc08-100/bj08amba5g62.100.cnf,1.0,3.32,0.46,2.0,9.9,4.14,4.2,2.22,4.07877516746521
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax2.100.cnf,1.0,0.18,0.02,1.98,2.18,2.18,2.14,2.0,0.0738852024078369
instances/Sat_Data/bmc/bmc08-100/bjrb07amba3andenv.100.cnf,1.0,1.22,0.16,2.0,5.38,2.8,2.84,2.04,0.8671410083770752
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a11.100.cnf,1.0,0.1,0.02,0.4,1.96,2.14,2.12,2.0,0
instances/Sat_Data/bmc/bmc08-100/bj08amba2g3f2.100.cnf,1.0,0.0,0.0,0.0,0.0,0.14,0.16,1.1,9.65595245361328e-05
instances/Sat_Data/bmc/bmc08-100/pcipFtimo.100.cnf,1.0,0.24,0.06,1.98,2.72,2.18,2.2,2.04,0.0782947540283203
instances/Sat_Data/bmc/bmc08-100/kenflashp05.100.cnf,1.0,0.54,0.06,2.0,3.54,2.36,2.36,2.0,0.1141970157623291
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep4.100.cnf,1.0,0.16,0.02,1.16,2.48,2.16,2.12,2.0,0.0787174701690673
instances/Sat_Data/bmc/bmc08-100/eijkS298.100.cnf,1.0,0.02,0.02,1.98,0.42,2.08,2.26,2.0,0.0252156257629394
instances/Sat_Data/bmc/bmc08-100/139453p6.100.cnf,1.0,1.02,0.12,1.98,5.1,2.64,2.62,2.08,0.5239403247833252
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a00.100.cnf,1.0,0.12,0.02,0.32,1.66,2.1,2.08,2.0,0.0235846042633056
instances/Sat_Data/bmc/bmc08-100/prodconsp0.100.cnf,1.0,0.1,0.02,1.96,1.4,2.08,2.1,2.0,0.0278511047363281
instances/Sat_Data/bmc/bmc08-100/intel024.100.cnf,1.0,0.28,0.04,1.98,2.78,2.24,2.2,2.0,0
instances/Sat_Data/bmc/bmc08-100/intel020.100.cnf,1.0,0.28,0.04,1.98,2.68,2.2,2.18,2.04,0
instances/Sat_Data/bmc/bmc08-100/nusmvsyncarb5p2.100.cnf,1.0,0.0,0.0,0.1,0.04,2.26,2.7,0.86,0.0154714584350585
instances/Sat_Data/bmc/bmc08-100/srg5ptimo.100.cnf,1.0,0.02,0.0,0.06,0.4,2.08,2.2,2.0,0.0154788494110107
instances/Sat_Data/bmc/bmc08-100/139444p6.100.cnf,1.0,0.98,0.14,1.98,5.0,2.64,2.62,2.06,0.4043965339660644
instances/Sat_Data/bmc/bmc08-100/139464p6neg.100.cnf,1.0,2.44,0.34,1.98,9.06,3.56,3.48,2.72,1.5411460399627686
instances/Sat_Data/bmc/bmc08-100/intel003.100.cnf,1.0,0.04,0.0,1.98,0.84,2.06,2.16,2.0,0
instances/Sat_Data/bmc/bmc08-100/139443p23.100.cnf,1.0,0.66,0.08,2.0,3.82,2.42,2.42,2.04,0.3171408176422119
instances/Sat_Data/bmc/bmc08-100/prodcellp4neg.100.cnf,1.0,0.06,0.0,0.74,0.9,2.08,2.08,2.02,0.0204622745513916
instances/Sat_Data/bmc/bmc08-100/139444p1.100.cnf,1.0,1.0,0.14,1.98,5.0,2.64,2.62,2.18,0.4522404670715332
instances/Sat_Data/bmc/bmc08-100/prodcellp3.100.cnf,1.0,0.06,0.0,0.6,0.84,2.06,2.12,2.02,0.013554573059082
instances/Sat_Data/bmc/bmc08-100/intel059.100.cnf,1.0,0.14,0.02,1.98,2.4,2.12,2.14,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p09.100.cnf,1.0,0.66,0.08,2.0,3.82,2.46,2.42,2.0,0.2022821903228759
instances/Sat_Data/bmc/bmc08-100/intel037.100.cnf,1.0,5.6,0.72,2.0,16.28,5.38,5.22,2.64,0
instances/Sat_Data/bmc/bmc08-100/prodcellp3neg.100.cnf,1.0,0.06,0.0,0.6,0.82,2.04,2.1,2.0,0.0164353847503662
instances/Sat_Data/bmc/bmc08-100/pdtvisbufferalloc.100.cnf,1.0,0.06,0.0,1.98,0.98,2.08,2.12,2.0,0.0186994075775146
instances/Sat_Data/bmc/bmc08-100/bc57sensorsp3.100.cnf,1.0,0.18,0.02,1.98,2.54,2.14,2.14,2.0,0.0445735454559326
instances/Sat_Data/bmc/bmc08-100/intel046.100.cnf,1.0,0.5,0.06,1.98,3.54,2.32,2.34,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p06.100.cnf,1.0,0.66,0.1,1.98,3.84,2.44,2.44,2.0,0.2088594436645507
instances/Sat_Data/bmc/bmc08-100/csmacdp0.100.cnf,1.0,0.76,0.12,2.0,3.92,2.5,2.44,2.02,0.3061544895172119
instances/Sat_Data/bmc/bmc08-100/bc57sensorsp0neg.100.cnf,1.0,0.16,0.02,2.0,2.32,2.14,2.12,2.02,0.0401849746704101
instances/Sat_Data/bmc/bmc08-100/intel057.100.cnf,1.0,0.22,0.04,1.98,2.64,2.14,2.16,2.0,0
instances/Sat_Data/bmc/bmc08-100/139463p5.100.cnf,1.0,1.64,0.2,2.0,6.14,2.98,2.98,2.4,0.909867525100708
instances/Sat_Data/bmc/bmc08-100/dme4ptimoneg.100.cnf,1.0,0.18,0.02,1.98,2.58,2.12,2.14,2.02,0.0317523479461669
instances/Sat_Data/bmc/bmc08-100/pdtvisns2p1.100.cnf,1.0,0.42,0.04,1.98,3.04,2.3,2.32,2.02,0.113887071609497
instances/Sat_Data/bmc/bmc08-100/139452p5.100.cnf,1.0,0.6,0.08,2.0,3.46,2.42,2.4,2.0,0.2848355770111084
instances/Sat_Data/bmc/bmc08-100/dme6p1neg.100.cnf,1.0,0.3,0.02,1.98,2.82,2.2,2.2,2.1,0.0527808666229248
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a09.100.cnf,1.0,0.12,0.02,1.96,1.58,2.1,2.12,2.0,0.0927045345306396
instances/Sat_Data/bmc/bmc08-100/prodconsp0neg.100.cnf,1.0,0.1,0.02,1.98,1.4,2.1,2.08,2.0,0.0279719829559326
instances/Sat_Data/bmc/bmc08-100/intel063.100.cnf,1.0,0.12,0.02,1.98,2.34,2.06,2.1,2.0,0
instances/Sat_Data/bmc/bmc08-100/dme6p1.100.cnf,1.0,0.3,0.02,1.98,2.82,2.2,2.24,2.06,0.158900499343872
instances/Sat_Data/bmc/bmc08-100/bj08goodbakerycyclef7.100.cnf,1.0,0.0,0.0,0.0,0.0,1.24,1.84,2.0,8.0108642578125e-05
instances/Sat_Data/bmc/bmc08-100/neclaftp2002.100.cnf,1.0,2.22,0.32,1.98,8.18,3.38,3.36,2.5,1.8173682689666748
instances/Sat_Data/bmc/bmc08-100/139444p5neg.100.cnf,1.0,0.98,0.12,2.0,4.98,2.6,2.6,2.34,0.4044604301452636
instances/Sat_Data/bmc/bmc08-100/dme4ptimo.100.cnf,1.0,0.18,0.04,1.98,2.56,2.14,2.14,2.04,0.0318403244018554
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a03.100.cnf,1.0,0.12,0.0,1.98,1.62,2.06,2.08,2.0,0.0300931930541992
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence0.100.cnf,1.0,0.3,0.04,1.98,2.76,2.2,2.22,2.0,0.125044584274292
instances/Sat_Data/bmc/bmc08-100/nusmvreactorp4.100.cnf,1.0,0.12,0.02,1.06,1.68,2.08,2.08,2.0,0.0387673377990722
instances/Sat_Data/bmc/bmc08-100/139443p5.100.cnf,1.0,0.64,0.08,2.0,3.76,2.4,2.38,2.06,0.2933499813079834
instances/Sat_Data/bmc/bmc08-100/pdtvisvending05.100.cnf,1.0,0.12,0.02,1.96,1.62,2.08,2.14,2.0,0.0239005088806152
instances/Sat_Data/bmc/bmc08-100/eijkS641.100.cnf,1.0,0.04,0.0,1.98,1.6,2.1,2.12,2.0,0.0705859661102294
instances/Sat_Data/bmc/bmc08-100/pdtvisvending08.100.cnf,1.0,0.12,0.02,1.98,1.6,2.1,2.12,2.0,0.0230982303619384
instances/Sat_Data/bmc/bmc08-100/pdtpmsbufferalloc.100.cnf,1.0,0.06,0.02,1.98,1.32,2.06,2.14,2.0,0.1941273212432861
instances/Sat_Data/bmc/bmc08-100/intel039.100.cnf,1.0,7.88,1.04,2.02,22.92,6.82,6.6,2.1,0
instances/Sat_Data/bmc/bmc08-100/pciptimo.100.cnf,1.0,0.26,0.04,1.98,2.74,2.2,2.18,2.0,0.0719449520111084
instances/Sat_Data/bmc/bmc08-100/139454p6neg.100.cnf,1.0,1.52,0.22,2.0,5.7,2.92,2.94,2.0,0.8686361312866211
instances/Sat_Data/bmc/bmc08-100/brpp1.100.cnf,1.0,0.14,0.02,0.64,2.2,2.12,2.12,2.02,0.0485706329345703
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar29.100.cnf,1.0,0.04,0.0,1.98,0.64,2.06,2.18,2.0,0.0142939090728759
instances/Sat_Data/bmc/bmc08-100/intel013.100.cnf,1.0,12.48,1.62,2.04,36.68,9.5,9.22,2.0,0
instances/Sat_Data/bmc/bmc08-100/counterp0.100.cnf,1.0,0.0,0.0,0.0,0.08,2.1,2.4,2.0,0.0121736526489257
instances/Sat_Data/bmc/bmc08-100/intel045.100.cnf,1.0,0.5,0.06,2.0,3.52,2.32,2.34,2.04,0
instances/Sat_Data/bmc/bmc08-100/pdtvisns2p0.100.cnf,1.0,0.4,0.08,1.98,3.04,2.28,2.26,2.02,0.0961277484893798
instances/Sat_Data/bmc/bmc08-100/nusmvreactorp3.100.cnf,1.0,0.1,0.04,0.3,1.74,2.08,2.1,2.02,0.0849082469940185
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p07.100.cnf,1.0,0.66,0.1,2.0,3.92,2.42,2.44,2.0,0.2026104927062988
instances/Sat_Data/bmc/bmc08-100/neclaftp3001.100.cnf,1.0,4.62,0.64,2.0,13.44,4.8,4.72,2.02,10.107503175735474
instances/Sat_Data/bmc/bmc08-100/intel011.100.cnf,1.0,0.42,0.06,1.98,3.16,2.26,2.3,2.0,0
instances/Sat_Data/bmc/bmc08-100/eijkS953.100.cnf,1.0,0.12,0.02,1.98,2.32,2.08,2.12,2.0,0.1634581089019775
instances/Sat_Data/bmc/bmc08-100/kenoopp2.100.cnf,1.0,0.08,0.0,0.42,1.16,2.06,2.12,2.0,0.0167384147644042
instances/Sat_Data/bmc/bmc08-100/intel004.100.cnf,1.0,0.02,0.02,1.98,0.6,2.1,2.2,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisvending10.100.cnf,1.0,0.12,0.02,1.98,1.62,2.08,2.12,2.0,0.0275845527648925
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p08.100.cnf,1.0,0.64,0.1,2.0,3.84,2.46,2.46,2.0,0.1828045845031738
instances/Sat_Data/bmc/bmc08-100/139453p23.100.cnf,1.0,1.02,0.12,1.98,4.46,2.64,2.64,2.1,0.5410919189453125
instances/Sat_Data/bmc/bmc08-100/intel056.100.cnf,1.0,0.16,0.02,1.98,2.46,2.14,2.12,2.0,0
instances/Sat_Data/bmc/bmc08-100/kenflashp12.100.cnf,1.0,0.18,0.04,2.0,2.54,2.14,2.14,2.02,0.1071085929870605
instances/Sat_Data/bmc/bmc08-100/texasPImainp01.100.cnf,1.0,0.24,0.02,1.98,2.6,2.16,2.2,2.0,0
instances/Sat_Data/bmc/bmc08-100/bjrb07amba2andenv.100.cnf,1.0,0.24,0.04,1.98,2.78,2.18,2.18,2.02,0.0795590877532959
instances/Sat_Data/bmc/bmc08-100/nusmvtcasp3.100.cnf,1.0,0.36,0.06,1.98,3.14,2.28,2.28,2.02,0.1549251079559326
instances/Sat_Data/bmc/bmc08-100/dme6ptimo.100.cnf,1.0,0.28,0.04,1.98,2.76,2.2,2.2,2.14,0.046365737915039
instances/Sat_Data/bmc/bmc08-100/139454p22.100.cnf,1.0,1.52,0.2,1.98,5.68,3.0,2.92,2.24,0.7169899940490723
instances/Sat_Data/bmc/bmc08-100/bj08vendingcycle.100.cnf,1.0,0.12,0.02,1.98,1.46,2.08,2.08,2.0,0.0360300540924072
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar10.100.cnf,1.0,0.02,0.0,1.98,0.5,2.12,2.28,2.0,0.0085172653198242
instances/Sat_Data/bmc/bmc08-100/dme3p1.100.cnf,1.0,0.14,0.02,0.36,2.22,2.12,2.1,2.02,0.0251755714416503
instances/Sat_Data/bmc/bmc08-100/prodconsp1negnv.100.cnf,1.0,0.1,0.02,1.98,1.38,2.08,2.1,2.0,0.0271956920623779
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar17.100.cnf,1.0,0.02,0.02,0.08,0.5,2.08,2.32,2.0,0
instances/Sat_Data/bmc/bmc08-100/139454p1neg.100.cnf,1.0,1.52,0.2,2.0,5.72,2.94,2.94,2.12,0.8125803470611572
instances/Sat_Data/bmc/bmc08-100/pdtvisrethersqo1.100.cnf,1.0,0.12,0.0,1.98,1.6,2.1,2.1,2.0,0.0361182689666748
instances/Sat_Data/bmc/bmc08-100/nusmvguidancep7.100.cnf,1.0,0.16,0.02,1.98,2.44,2.12,2.12,2.0,0.0794680118560791
instances/Sat_Data/bmc/bmc08-100/139444p5.100.cnf,1.0,0.98,0.14,2.0,4.94,2.62,2.62,2.06,0.4892098903656006
instances/Sat_Data/bmc/bmc08-100/pdtpmsam2901.100.cnf,1.0,0.38,0.06,2.0,3.1,2.3,2.26,2.0,0.2075247764587402
instances/Sat_Data/bmc/bmc08-100/viscoherencep1.100.cnf,1.0,0.2,0.02,1.98,2.16,2.14,2.14,2.0,0.043170690536499
